	135		
Frequency (Hz)	Level (dB)
327.812115	-52.48
332.563820	-54.25
337.384402	-57.78
342.274859	-61.35
347.236204	-62.70
352.269465	-62.22
357.375684	-60.71
362.555919	-57.41
367.811243	-54.72
373.142743	-53.12
378.551525	-52.36
384.038708	-52.50
389.605429	-52.34
395.252841	-54.36
400.982113	-56.03
406.794432	-54.19
412.691002	-50.75
418.673044	-50.11
424.741797	-51.92
430.898518	-50.42
437.144481	-51.69
443.480981	-52.17
449.909331	-51.68
456.430860	-50.99
463.046920	-51.52
469.758882	-52.75
476.568134	-54.39
483.476089	-57.82
490.484175	-66.22
497.593845	-65.34
504.806572	-61.03
512.123848	-56.35
519.547190	-54.13
527.078134	-54.49
534.718242	-57.40
542.469094	-61.94
550.332296	-61.24
558.309477	-59.43
566.402289	-57.96
574.612408	-55.38
582.941535	-54.22
591.391394	-52.62
599.963735	-50.90
608.660334	-50.47
617.482992	-48.91
626.433537	-50.39
635.513821	-51.13
644.725726	-52.03
654.071160	-52.56
663.552057	-54.00
673.170382	-55.26
682.928127	-55.51
692.827312	-53.16
702.869989	-52.28
713.058235	-54.97
723.394163	-59.58
733.879912	-59.81
744.517654	-54.39
755.309592	-51.15
766.257962	-51.12
777.365030	-53.77
788.633098	-55.10
800.064499	-59.57
811.661600	-62.18
823.426804	-53.75
835.362547	-53.44
847.471301	-54.97
859.755574	-52.31
872.217910	-52.40
884.860890	-52.70
897.687132	-51.63
910.699294	-51.37
923.900070	-53.86
937.292194	-55.90
950.878439	-54.89
964.661620	-60.34
978.644591	-63.91
992.830248	-56.32
1007.221529	-55.16
1021.821414	-54.24
1036.632928	-56.82
1051.659138	-57.38
1066.903156	-64.49
1082.368140	-58.81
1098.057291	-58.51
1113.973860	-58.71
1130.121143	-61.84
1146.502484	-63.75
1163.121276	-60.20
1179.980961	-59.77
1197.085030	-55.10
1214.437027	-52.53
1232.040544	-55.06
1249.899229	-57.94
1268.016778	-65.64
1286.396945	-65.72
1305.043536	-57.28
1323.960414	-54.56
1343.151496	-54.05
1362.620756	-54.70
1382.372227	-56.44
1402.410000	-60.18
1422.738225	-69.42
1443.361112	-66.57
1464.282931	-64.11
1485.508017	-67.21
1507.040765	-71.44
1528.885634	-69.48
1551.047150	-68.25
1573.529901	-69.98
1596.338544	-65.51
1619.477804	-57.85
1642.952471	-59.14
1666.767409	-63.86
1690.927550	-73.77
1715.437896	-70.13
1740.303526	-73.47
1765.529587	-71.45
1791.121306	-63.18
1817.083982	-59.82
1843.422992	-65.13
1870.143792	-73.78
1897.251916	-63.52
1924.752977	-59.80
1952.652672	-62.06
1980.956779	-65.36
2009.671159	-69.18
2038.801761	-65.75
2068.354617	-65.36
2098.335847	-70.57
2128.751662	-65.23
2159.608360	-67.46
2190.912333	-69.22
2222.670063	-69.72
2254.888128	-69.41
2287.573200	-71.10
2320.732050	-74.51
2354.371544	-74.64
2388.498649	-78.08
2423.120434	-77.91
2458.244069	-72.37
2493.876828	-70.10
2530.026092	-70.49
2566.699346	-71.70
2603.904187	-76.58
2641.648320	-73.08
2679.939562	-70.16
2718.785844	-70.58
2758.195211	-76.81
2798.175824	-70.17
2838.735965	-69.68
2879.884033	-80.24
2921.628551	-76.61
2963.978165	-76.77
3006.941645	-72.10
3050.527890	-65.58
3094.745927	-71.04
3139.604913	-72.77
3185.114139	-71.95
3231.283032	-74.97
3278.121151	-73.58
3325.638200	-76.82
3373.844017	-74.48
3422.748588	-75.30
3472.362041	-75.16
3522.694651	-77.39
3573.756843	-76.11
3625.559192	-75.66
3678.112427	-74.74
3731.427432	-79.03
3785.515249	-76.39
3840.387080	-77.20
3896.054290	-80.63
3952.528408	-76.63
4009.821129	-83.97
4067.944321	-83.76
4126.910020	-79.53
4186.730440	-75.15
4247.417969	-79.07
4308.985176	-80.78
4371.444813	-77.08
4434.809815	-75.73
4499.093306	-75.82
4564.308599	-73.61
4630.469202	-78.09
4697.588817	-75.78
4765.681344	-77.03
4834.760887	-76.74
4904.841752	-76.88
4975.938453	-75.86
5048.065717	-80.78
5121.238480	-78.80
5195.471897	-79.68
5270.781343	-82.19
5347.182415	-75.58
5424.690937	-77.02
5503.322961	-75.94
5583.094772	-82.50
5664.022893	-76.57
5746.124083	-83.50
5829.415347	-77.58
5913.913936	-82.21
5999.637349	-82.78
6086.603340	-78.63
6174.829922	-81.87
6264.335367	-79.56
6355.138211	-81.08
6447.257262	-79.52
6540.711597	-81.79
6635.520573	-79.94
6731.703824	-83.39
6829.281272	-86.37
6928.273125	-84.57
7028.699885	-78.98
7130.582353	-82.42
7233.941627	-84.26
7338.799116	-83.83
7445.176537	-85.37
7553.095920	-84.86
7662.579617	-87.46
7773.650302	-85.57
7886.330981	-84.70
8000.644989	-85.32
8116.616003	-89.61
8234.268041	-88.72
8353.625470	-86.81
8474.713009	-88.16
8597.555737	-85.89
8722.179097	-85.47
8848.608897	-84.80
8976.871324	-82.65
9106.992942	-84.03
9239.000700	-87.47
9372.921937	-88.24
9508.784391	-91.55
9646.616199	-88.78
9786.445908	-87.33
9928.302478	-89.44
10072.215288	-88.94
10218.214144	-81.22
10366.329284	-91.36
10516.591384	-94.70
10669.031565	-94.87
10823.681397	-92.91
10980.572911	-95.90
11139.738600	-93.30
11301.211429	-94.98
11465.024840	-98.50
11631.212760	-98.17
11799.809609	-96.16
11970.850305	-89.96
12144.370271	-89.67
12320.405445	-97.10
12498.992285	-97.92
12680.167779	-99.31
12863.969449	-99.61
13050.435363	-96.69
13239.604139	-98.12
13431.514956	-100.06
13626.207560	-101.28
13823.722274	-101.49
14024.100004	-102.99
14227.382252	-102.47
14433.611118	-101.62
14642.829314	-102.69
14855.080172	-101.50
15070.407650	-103.12
15288.856344	-102.52
15510.471498	-102.63
15735.299010	-100.73
15963.385443	-102.88
16194.778036	-103.60
16429.524714	-102.81
16667.674093	-102.62
16909.275497	-98.49
17154.378963	-99.69
17403.035256	-102.22
17655.295873	-103.79
17911.213060	-103.32
18170.839820	-104.68
18434.229924	-106.09
18701.437922	-104.84
18972.519156	-105.33
19247.529769	-104.58
19526.526718	-105.10
19809.567786	-105.64
20096.711592	-102.97
20388.017608	-101.97
20683.546166	-103.54
20983.358471	-105.01
21287.516618	-105.39
21596.083601	-105.49
21909.123326	-105.69
22226.700627	-105.53
