	45		
Frequency (Hz)	Level (dB)

11.139739	-69.06
11.301211	-68.76
11.465025	-68.45
11.631213	-68.14
11.799810	-67.80
11.970850	-67.47
12.144370	-67.14
12.320405	-66.81
12.498992	-66.49
12.680168	-66.17
12.863969	-65.85
13.050435	-65.51
13.239604	-65.20
13.431515	-64.90
13.626208	-64.61
13.823722	-64.29
14.024100	-64.02
14.227382	-63.75
14.433611	-63.47
14.642829	-63.21
14.855080	-62.98
15.070408	-62.72
15.288856	-62.51
15.510471	-62.29
15.735299	-62.09
15.963385	-61.91
16.194778	-61.74
16.429525	-61.58
16.667674	-61.44
16.909275	-61.32
17.154379	-61.23
17.403035	-61.15
17.655296	-61.10
17.911213	-61.07
18.170840	-61.08
18.434230	-61.09
18.701438	-61.14
18.972519	-61.20
19.247530	-61.29
19.526527	-61.39
19.809568	-61.51
20.096712	-61.63
20.388018	-61.75
20.683546	-61.87
20.983358	-61.98
21.287517	-62.08
21.596084	-62.17
21.909123	-62.24
22.226701	-62.31
22.548881	-62.38
22.875732	-62.44
23.207320	-62.50
23.543715	-62.58
23.884986	-62.67
24.231204	-62.77
24.582441	-62.89
24.938768	-63.03
25.300261	-63.19
25.666993	-63.37
26.039042	-63.56
26.416483	-63.78
26.799396	-64.01
27.187858	-64.27
27.581952	-64.52
27.981758	-64.78
28.387360	-65.02
28.798840	-65.23
29.216286	-65.38
29.639782	-65.47
30.069416	-65.47
30.505279	-65.40
30.947459	-65.27
31.396049	-65.10
31.851141	-64.92
32.312830	-64.75
32.781212	-64.60
33.256382	-64.47
33.738440	-64.36
34.227486	-64.27
34.723620	-64.19
35.226947	-64.12
35.737568	-64.05
36.255592	-63.96
36.781124	-63.84
37.314274	-63.67
37.855152	-63.44
38.403871	-63.14
38.960543	-62.77
39.525284	-62.36
40.098211	-61.92
40.679443	-61.46
41.269100	-60.99
41.867304	-60.53
42.474180	-60.06
43.089852	-59.58
43.714448	-59.08
44.348098	-58.56
44.990933	-58.01
45.643086	-57.45
46.304692	-56.86
46.975888	-56.26
47.656813	-55.65
48.347609	-55.05
49.048418	-54.47
49.759385	-53.93
50.480657	-53.41
51.212385	-52.96
51.954719	-52.56
52.707813	-52.24
53.471824	-51.98
54.246909	-51.76
55.033230	-51.53
55.830948	-51.25
56.640229	-50.91
57.461241	-50.53
58.294153	-50.15
