	45		
Frequency (Hz)	Level (dB)
59.139139	-49.79
59.996373	-49.46
60.866033	-49.12
61.748299	-48.76
62.643354	-48.38
63.551382	-48.00
64.472573	-47.65
65.407116	-47.37
66.355206	-47.13
67.317038	-46.94
68.292813	-46.79
69.282731	-46.70
70.286999	-46.68
71.305824	-46.77
72.339416	-46.99
73.387991	-47.36
74.451765	-47.90
75.530959	-48.60
76.625796	-49.41
77.736503	-50.22
78.863310	-50.90
80.006450	-51.27
81.166160	-51.24
82.342680	-50.86
83.536255	-50.21
84.747130	-49.33
85.975557	-48.32
87.221791	-47.44
88.486089	-46.88
89.768713	-46.64
91.069929	-46.63
92.390007	-46.73
93.729219	-46.78
95.087844	-46.63
96.466162	-46.16
97.864459	-45.44
99.283025	-44.71
100.722153	-44.17
102.182141	-43.80
103.663293	-43.45
105.165914	-42.88
106.690316	-42.02
108.236814	-41.38
109.805729	-41.36
111.397386	-41.75
113.012114	-42.03
114.650248	-42.00
116.312128	-41.76
117.998096	-41.56
119.708503	-41.43
121.443703	-41.18
123.204054	-40.76
124.989923	-40.41
126.801678	-40.67
128.639694	-41.60
130.504354	-42.34
132.396041	-42.40
134.315150	-42.03
136.262076	-41.42
138.237223	-41.02
140.241000	-41.14
142.273823	-41.64
144.336111	-42.23
146.428293	-42.60
148.550802	-42.74
150.704076	-42.79
152.888563	-42.56
155.104715	-42.21
157.352990	-42.59
159.633854	-43.48
161.947780	-44.03
164.295247	-43.97
166.676741	-43.95
169.092755	-44.43
171.543790	-45.51
174.030353	-46.65
176.552959	-46.94
179.112131	-46.28
181.708398	-45.12
184.342299	-44.33
187.014379	-44.01
189.725192	-44.46
192.475298	-45.45
195.265267	-45.76
198.095678	-45.05
200.967116	-44.87
203.880176	-45.64
206.835462	-46.13
209.833585	-46.71
212.875166	-48.30
215.960836	-49.46
219.091233	-48.53
222.267006	-47.42
225.488813	-46.89
228.757320	-45.77
232.073205	-44.18
235.437154	-44.22
238.849865	-45.50
242.312043	-45.98
245.824407	-46.53
249.387683	-46.83
253.002609	-47.39
256.669935	-48.24
260.390419	-48.69
264.164832	-48.18
267.993956	-49.41
271.878584	-50.12
275.819521	-50.70
279.817582	-52.73
283.873596	-53.64
287.988403	-51.80
292.162855	-49.04
296.397817	-48.34
300.694165	-48.97
305.052789	-48.10
309.474593	-47.10
313.960491	-47.96
318.511414	-49.60
323.128303	-50.79
327.812115	-52.52
332.563820	-53.74
337.384402	-52.89
342.274859	-49.00
347.236204	-47.13
352.269465	-47.17
357.375684	-47.24
362.555919	-46.09
367.811243	-43.33
373.142743	-42.96
378.551525	-43.83
384.038708	-44.50
389.605429	-46.11
395.252841	-48.02
400.982113	-47.75
406.794432	-47.17
412.691002	-48.19
418.673044	-48.51
424.741797	-46.27
430.898518	-46.47
437.144481	-46.30
443.480981	-46.12
449.909331	-46.52
456.430860	-47.67
463.046920	-47.87
469.758882	-50.02
476.568134	-53.33
483.476089	-54.14
490.484175	-51.62
497.593845	-51.09
504.806572	-50.07
512.123848	-50.34
519.547190	-48.90
527.078134	-49.48
534.718242	-48.10
542.469094	-48.27
550.332296	-46.71
558.309477	-46.68
566.402289	-48.97
574.612408	-49.08
582.941535	-49.68
591.391394	-50.82
599.963735	-48.86
608.660334	-47.90
617.482992	-49.85
626.433537	-52.39
635.513821	-53.75
644.725726	-53.18
654.071160	-51.71
663.552057	-47.09
673.170382	-45.37
682.928127	-44.73
692.827312	-45.51
702.869989	-47.14
713.058235	-47.74
723.394163	-50.03
733.879912	-46.63
744.517654	-44.70
755.309592	-45.06
766.257962	-47.07
777.365030	-51.06
788.633098	-51.09
800.064499	-47.92
811.661600	-45.08
823.426804	-44.70
835.362547	-46.85
847.471301	-48.11
859.755574	-48.22
872.217910	-47.95
884.860890	-48.71
897.687132	-50.50
910.699294	-53.79
923.900070	-51.43
937.292194	-47.85
950.878439	-48.62
964.661620	-48.94
978.644591	-48.08
992.830248	-49.26
1007.221529	-50.97
1021.821414	-51.72
1036.632928	-55.50
1051.659138	-60.45
1066.903156	-60.03
1082.368140	-52.24
1098.057291	-48.56
1113.973860	-49.40
1130.121143	-49.79
1146.502484	-51.03
1163.121276	-52.83
1179.980961	-54.66
1197.085030	-50.38
1214.437027	-47.88
1232.040544	-48.98
1249.899229	-48.85
1268.016778	-48.11
1286.396945	-47.24
1305.043536	-47.87
1323.960414	-49.91
1343.151496	-50.36
1362.620756	-49.02
1382.372227	-48.63
1402.410000	-49.00
1422.738225	-48.39
1443.361112	-50.16
1464.282931	-52.04
1485.508017	-51.14
1507.040765	-50.61
1528.885634	-53.71
1551.047150	-53.85
1573.529901	-50.40
1596.338544	-49.90
1619.477804	-51.60
1642.952471	-53.94
1666.767409	-56.47
1690.927550	-53.80
1715.437896	-53.20
1740.303526	-50.25
1765.529587	-51.83
1791.121306	-52.39
1817.083982	-51.40
1843.422992	-54.29
1870.143792	-54.01
1897.251916	-53.55
1924.752977	-53.76
1952.652672	-53.09
1980.956779	-52.47
2009.671159	-55.18
2038.801761	-53.55
2068.354617	-53.04
2098.335847	-56.00
2128.751662	-55.34
2159.608360	-54.16
2190.912333	-54.50
2222.670063	-55.65
2254.888128	-56.03
2287.573200	-55.86
2320.732050	-56.71
2354.371544	-54.82
2388.498649	-55.69
2423.120434	-55.32
2458.244069	-56.42
2493.876828	-55.44
2530.026092	-54.70
2566.699346	-54.64
2603.904187	-58.76
2641.648320	-57.63
2679.939562	-58.50
2718.785844	-58.93
2758.195211	-56.75
2798.175824	-56.61
2838.735965	-58.09
2879.884033	-59.57
2921.628551	-58.35
2963.978165	-56.42
3006.941645	-58.14
3050.527890	-58.65
3094.745927	-58.93
3139.604913	-58.77
3185.114139	-58.66
3231.283032	-56.70
3278.121151	-57.78
3325.638200	-58.48
3373.844017	-59.10
3422.748588	-62.25
3472.362041	-61.91
3522.694651	-59.51
3573.756843	-58.46
3625.559192	-58.38
3678.112427	-60.57
3731.427432	-61.22
3785.515249	-59.34
3840.387080	-62.42
3896.054290	-60.15
3952.528408	-61.24
4009.821129	-61.53
4067.944321	-61.83
4126.910020	-63.42
4186.730440	-63.19
4247.417969	-63.72
4308.985176	-64.98
4371.444813	-64.17
4434.809815	-63.70
4499.093306	-65.42
4564.308599	-66.43
4630.469202	-66.97
4697.588817	-65.76
4765.681344	-66.09
4834.760887	-63.76
4904.841752	-67.99
4975.938453	-65.14
5048.065717	-66.50
5121.238480	-66.74
5195.471897	-66.76
5270.781343	-65.40
5347.182415	-67.01
5424.690937	-66.80
5503.322961	-67.71
5583.094772	-69.40
5664.022893	-66.64
5746.124083	-73.42
5829.415347	-74.80
5913.913936	-76.26
5999.637349	-74.75
6086.603340	-76.01
6174.829922	-74.85
6264.335367	-75.37
6355.138211	-70.37
6447.257262	-71.28
6540.711597	-68.82
6635.520573	-69.50
6731.703824	-71.01
6829.281272	-70.44
6928.273125	-69.56
7028.699885	-71.27
7130.582353	-70.52
7233.941627	-71.22
7338.799116	-72.44
7445.176537	-72.74
7553.095920	-72.22
7662.579617	-74.09
7773.650302	-72.75
7886.330981	-72.08
8000.644989	-69.38
8116.616003	-70.67
8234.268041	-70.34
8353.625470	-69.68
8474.713009	-73.32
8597.555737	-75.28
8722.179097	-74.67
8848.608897	-78.38
8976.871324	-76.80
9106.992942	-73.10
9239.000700	-73.29
9372.921937	-73.47
9508.784391	-75.25
9646.616199	-74.36
9786.445908	-74.89
9928.302478	-75.50
10072.215288	-75.65
10218.214144	-77.21
10366.329284	-78.15
10516.591384	-79.77
10669.031565	-79.99
10823.681397	-79.98
10980.572911	-79.78
11139.738600	-81.26
11301.211429	-82.04
11465.024840	-83.30
11631.212760	-82.91
11799.809609	-83.65
11970.850305	-85.52
12144.370271	-86.24
12320.405445	-87.09
12498.992285	-87.51
12680.167779	-89.09
12863.969449	-91.56
13050.435363	-91.23
13239.604139	-92.16
13431.514956	-92.20
13626.207560	-93.67
13823.722274	-93.60
14024.100004	-93.65
14227.382252	-95.40
14433.611118	-97.30
14642.829314	-100.92
14855.080172	-100.04
15070.407650	-102.71
15288.856344	-98.91
15510.471498	-99.16
15735.299010	-99.56
15963.385443	-97.32
16194.778036	-98.71
16429.524714	-95.91
16667.674093	-95.89
16909.275497	-94.26
17154.378963	-85.45
17403.035256	-90.14
17655.295873	-97.23
17911.213060	-102.83
18170.839820	-105.45
18434.229924	-106.67
18701.437922	-105.00
18972.519156	-102.54
19247.529769	-103.00
19526.526718	-101.25
19809.567786	-102.06
20096.711592	-105.38
20388.017608	-107.32
20683.546166	-107.20
20983.358471	-107.63
21287.516618	-107.60
21596.083601	-107.72
21909.123326	-107.96
22226.700627	-106.77
