	105		
Frequency (Hz)	Level (dB)
82.342680	-53.85
83.536255	-54.06
84.747130	-54.19
85.975557	-54.29
87.221791	-54.16
88.486089	-53.47
89.768713	-52.33
91.069929	-51.11
92.390007	-50.05
93.729219	-49.34
95.087844	-48.96
96.466162	-48.61
97.864459	-48.00
99.283025	-47.19
100.722153	-46.40
102.182141	-45.86
103.663293	-45.71
105.165914	-45.74
106.690316	-45.56
108.236814	-45.16
109.805729	-44.77
111.397386	-44.41
113.012114	-44.06
114.650248	-43.78
116.312128	-43.69
117.998096	-44.00
119.708503	-44.61
121.443703	-44.95
123.204054	-44.91
124.989923	-44.73
126.801678	-44.17
128.639694	-43.39
130.504354	-42.86
132.396041	-42.59
134.315150	-42.45
136.262076	-42.41
138.237223	-42.49
140.241000	-42.64
142.273823	-42.89
144.336111	-43.38
146.428293	-44.27
148.550802	-45.44
150.704076	-46.24
152.888563	-46.48
155.104715	-46.59
157.352990	-46.20
159.633854	-45.32
161.947780	-44.80
164.295247	-45.12
166.676741	-45.70
169.092755	-45.18
171.543790	-44.42
174.030353	-44.71
176.552959	-45.95
179.112131	-46.74
181.708398	-46.90
184.342299	-47.17
187.014379	-47.07
189.725192	-46.75
192.475298	-46.51
195.265267	-46.26
198.095678	-46.45
200.967116	-47.12
203.880176	-47.44
206.835462	-48.22
209.833585	-49.49
212.875166	-49.77
215.960836	-49.31
219.091233	-50.38
222.267006	-51.75
225.488813	-50.40
228.757320	-49.91
232.073205	-51.51
235.437154	-53.09
238.849865	-56.15
242.312043	-60.11
245.824407	-57.15
249.387683	-54.99
253.002609	-54.94
256.669935	-55.19
260.390419	-54.72
264.164832	-53.86
267.993956	-52.05
271.878584	-50.35
275.819521	-49.70
279.817582	-51.00
283.873596	-52.12
287.988403	-52.38
292.162855	-52.11
296.397817	-51.72
300.694165	-51.97
305.052789	-52.05
309.474593	-51.90
313.960491	-51.66
318.511414	-50.24
323.128303	-50.66
327.812115	-51.85
332.563820	-53.23
337.384402	-55.45
342.274859	-57.84
347.236204	-60.41
352.269465	-61.50
357.375684	-58.79
362.555919	-55.28
367.811243	-52.16
373.142743	-50.50
378.551525	-49.96
384.038708	-50.35
389.605429	-50.14
395.252841	-51.01
400.982113	-50.96
406.794432	-51.90
412.691002	-52.73
418.673044	-54.73
424.741797	-53.76
430.898518	-49.80
437.144481	-49.86
443.480981	-49.74
449.909331	-49.40
456.430860	-48.97
463.046920	-47.90
469.758882	-48.60
476.568134	-51.01
483.476089	-53.20
490.484175	-58.42
497.593845	-58.66
504.806572	-57.00
512.123848	-54.63
519.547190	-53.19
527.078134	-53.69
534.718242	-56.27
542.469094	-60.85
550.332296	-56.64
558.309477	-57.03
566.402289	-53.77
574.612408	-50.69
582.941535	-50.30
591.391394	-49.18
599.963735	-49.10
608.660334	-49.46
617.482992	-48.97
626.433537	-50.87
635.513821	-50.22
644.725726	-49.28
654.071160	-48.53
663.552057	-52.18
673.170382	-59.35
682.928127	-62.69
692.827312	-59.75
702.869989	-53.97
713.058235	-51.97
723.394163	-53.64
733.879912	-53.40
744.517654	-50.21
755.309592	-47.69
766.257962	-47.65
777.365030	-50.00
788.633098	-49.81
800.064499	-51.63
811.661600	-56.50
823.426804	-56.68
835.362547	-54.88
847.471301	-54.62
859.755574	-54.19
872.217910	-53.98
884.860890	-51.07
897.687132	-50.32
910.699294	-50.88
923.900070	-54.77
937.292194	-61.39
950.878439	-74.26
964.661620	-64.06
978.644591	-59.06
992.830248	-57.00
1007.221529	-55.96
1021.821414	-54.46
1036.632928	-57.40
1051.659138	-60.74
1066.903156	-62.59
1082.368140	-58.85
1098.057291	-60.62
1113.973860	-64.45
1130.121143	-65.77
1146.502484	-60.67
1163.121276	-58.37
1179.980961	-61.90
1197.085030	-55.33
1214.437027	-52.33
1232.040544	-55.69
1249.899229	-60.07
1268.016778	-64.25
1286.396945	-58.61
1305.043536	-54.30
1323.960414	-54.01
1343.151496	-55.16
1362.620756	-58.49
1382.372227	-64.59
1402.410000	-60.36
1422.738225	-58.45
1443.361112	-59.67
1464.282931	-59.09
1485.508017	-56.09
1507.040765	-53.71
1528.885634	-54.55
1551.047150	-58.51
1573.529901	-62.97
1596.338544	-61.49
1619.477804	-60.42
1642.952471	-59.95
1666.767409	-60.51
1690.927550	-63.02
1715.437896	-62.36
1740.303526	-66.28
1765.529587	-65.74
1791.121306	-62.49
1817.083982	-60.94
1843.422992	-61.81
1870.143792	-64.54
1897.251916	-63.55
1924.752977	-59.66
1952.652672	-65.02
1980.956779	-77.13
2009.671159	-68.77
2038.801761	-62.16
2068.354617	-60.49
2098.335847	-61.85
2128.751662	-72.14
2159.608360	-70.33
2190.912333	-63.06
2222.670063	-62.26
2254.888128	-64.34
2287.573200	-71.59
2320.732050	-70.37
2354.371544	-74.26
2388.498649	-73.88
2423.120434	-68.98
2458.244069	-72.54
2493.876828	-73.28
2530.026092	-68.58
2566.699346	-70.18
2603.904187	-72.84
2641.648320	-65.92
2679.939562	-68.30
2718.785844	-75.61
2758.195211	-72.03
2798.175824	-74.15
2838.735965	-76.00
2879.884033	-68.72
2921.628551	-69.11
2963.978165	-72.58
3006.941645	-75.81
3050.527890	-68.50
3094.745927	-68.75
3139.604913	-75.02
3185.114139	-74.25
3231.283032	-71.98
3278.121151	-73.34
3325.638200	-74.01
3373.844017	-74.82
3422.748588	-73.70
3472.362041	-74.07
3522.694651	-77.46
3573.756843	-72.59
3625.559192	-75.21
3678.112427	-70.64
3731.427432	-75.79
3785.515249	-78.22
3840.387080	-78.94
3896.054290	-78.99
3952.528408	-78.61
4009.821129	-80.83
4067.944321	-73.16
4126.910020	-79.02
4186.730440	-79.59
4247.417969	-78.27
4308.985176	-78.06
4371.444813	-74.58
4434.809815	-77.31
4499.093306	-72.77
4564.308599	-74.78
4630.469202	-72.09
4697.588817	-72.86
4765.681344	-73.68
4834.760887	-76.18
4904.841752	-75.19
4975.938453	-75.11
5048.065717	-76.86
5121.238480	-71.23
5195.471897	-74.35
5270.781343	-71.90
5347.182415	-77.75
5424.690937	-78.77
5503.322961	-79.50
5583.094772	-80.40
5664.022893	-72.56
5746.124083	-78.33
5829.415347	-75.59
5913.913936	-79.35
5999.637349	-80.22
6086.603340	-77.93
6174.829922	-77.86
6264.335367	-74.21
6355.138211	-75.57
6447.257262	-82.07
6540.711597	-81.18
6635.520573	-79.82
6731.703824	-81.26
6829.281272	-82.69
6928.273125	-81.73
7028.699885	-85.59
7130.582353	-82.14
7233.941627	-83.60
7338.799116	-81.82
7445.176537	-80.33
7553.095920	-84.34
7662.579617	-84.62
7773.650302	-84.98
7886.330981	-79.50
8000.644989	-86.25
8116.616003	-83.95
8234.268041	-82.87
8353.625470	-83.38
8474.713009	-85.92
8597.555737	-85.58
8722.179097	-77.50
8848.608897	-82.17
8976.871324	-84.49
9106.992942	-84.65
9239.000700	-84.60
9372.921937	-85.59
9508.784391	-88.98
9646.616199	-86.15
9786.445908	-89.23
9928.302478	-89.16
10072.215288	-90.84
10218.214144	-91.87
10366.329284	-93.21
10516.591384	-94.89
10669.031565	-98.62
10823.681397	-97.62
10980.572911	-98.21
11139.738600	-99.69
11301.211429	-97.94
11465.024840	-100.30
11631.212760	-98.53
11799.809609	-98.01
11970.850305	-98.96
12144.370271	-99.35
12320.405445	-97.56
12498.992285	-96.88
12680.167779	-98.06
12863.969449	-100.30
13050.435363	-100.99
13239.604139	-101.27
13431.514956	-102.53
13626.207560	-103.19
13823.722274	-102.96
14024.100004	-104.55
14227.382252	-104.33
14433.611118	-104.05
14642.829314	-103.95
14855.080172	-105.10
15070.407650	-104.14
15288.856344	-105.04
15510.471498	-105.56
15735.299010	-105.41
15963.385443	-105.58
16194.778036	-105.75
16429.524714	-105.30
16667.674093	-105.36
16909.275497	-99.10
17154.378963	-99.12
17403.035256	-102.21
17655.295873	-106.34
17911.213060	-107.31
18170.839820	-107.14
18434.229924	-107.40
18701.437922	-107.44
18972.519156	-107.52
19247.529769	-107.27
19526.526718	-107.30
19809.567786	-107.82
20096.711592	-107.46
20388.017608	-107.81
20683.546166	-107.73
20983.358471	-107.56
21287.516618	-107.97
21596.083601	-107.97
21909.123326	-108.39
22226.700627	-107.89
