	105		
Frequency (Hz)	Level (dB)

11.139739	-70.72
11.301211	-70.52
11.465025	-70.30
11.631213	-70.06
11.799810	-69.78
11.970850	-69.50
12.144370	-69.21
12.320405	-68.91
12.498992	-68.59
12.680168	-68.27
12.863969	-67.94
13.050435	-67.58
13.239604	-67.24
13.431515	-66.91
13.626208	-66.58
13.823722	-66.20
14.024100	-65.88
14.227382	-65.56
14.433611	-65.20
14.642829	-64.89
14.855080	-64.58
15.070408	-64.25
15.288856	-63.97
15.510471	-63.68
15.735299	-63.42
15.963385	-63.17
16.194778	-62.95
16.429525	-62.75
16.667674	-62.58
16.909275	-62.44
17.154379	-62.35
17.403035	-62.29
17.655296	-62.27
17.911213	-62.29
18.170840	-62.38
18.434230	-62.51
18.701438	-62.69
18.972519	-62.93
19.247530	-63.23
19.526527	-63.57
19.809568	-63.96
20.096712	-64.39
20.388018	-64.85
20.683546	-65.33
20.983358	-65.80
21.287517	-66.26
21.596084	-66.68
21.909123	-67.03
22.226701	-67.33
22.548881	-67.55
22.875732	-67.71
23.207320	-67.83
23.543715	-67.91
23.884986	-67.97
24.231204	-68.03
24.582441	-68.07
24.938768	-68.13
25.300261	-68.20
25.666993	-68.29
26.039042	-68.41
26.416483	-68.58
26.799396	-68.78
27.187858	-69.06
27.581952	-69.38
27.981758	-69.77
28.387360	-70.22
28.798840	-70.71
29.216286	-71.24
29.639782	-71.77
30.069416	-72.28
30.505279	-72.73
30.947459	-73.12
31.396049	-73.43
31.851141	-73.66
32.312830	-73.81
32.781212	-73.85
33.256382	-73.77
33.738440	-73.54
34.227486	-73.12
34.723620	-72.52
35.226947	-71.76
35.737568	-70.89
36.255592	-69.99
36.781124	-69.07
37.314274	-68.18
37.855152	-67.32
38.403871	-66.52
38.960543	-65.75
39.525284	-65.03
40.098211	-64.36
40.679443	-63.72
41.269100	-63.13
41.867304	-62.57
42.474180	-62.04
43.089852	-61.54
43.714448	-61.06
44.348098	-60.60
44.990933	-60.16
45.643086	-59.73
46.304692	-59.31
46.975888	-58.90
47.656813	-58.48
48.347609	-58.05
49.048418	-57.59
49.759385	-57.11
50.480657	-56.61
51.212385	-56.11
51.954719	-55.65
52.707813	-55.24
53.471824	-54.90
54.246909	-54.61
55.033230	-54.33
55.830948	-54.05
56.640229	-53.73
57.461241	-53.33
58.294153	-52.86
59.139139	-52.28
59.996373	-51.63
60.866033	-50.94
61.748299	-50.24
62.643354	-49.57
63.551382	-48.99
64.472573	-48.55
65.407116	-48.25
66.355206	-48.07
67.317038	-47.92
68.292813	-47.77
69.282731	-47.61
70.286999	-47.45
71.305824	-47.34
72.339416	-47.36
73.387991	-47.60
74.451765	-48.16
75.530959	-49.02
76.625796	-50.06
77.736503	-51.11
78.863310	-52.05
80.006450	-52.85
81.166160	-53.46
