	165		
Frequency (Hz)	Level (dB)

11.139739	-70.59
11.301211	-70.28
11.465025	-69.94
11.631213	-69.60
11.799810	-69.21
11.970850	-68.83
12.144370	-68.45
12.320405	-68.07
12.498992	-67.68
12.680168	-67.30
12.863969	-66.91
13.050435	-66.49
13.239604	-66.11
13.431515	-65.74
13.626208	-65.37
13.823722	-64.97
14.024100	-64.62
14.227382	-64.28
14.433611	-63.90
14.642829	-63.58
14.855080	-63.26
15.070408	-62.92
15.288856	-62.64
15.510471	-62.34
15.735299	-62.08
15.963385	-61.83
16.194778	-61.61
16.429525	-61.41
16.667674	-61.25
16.909275	-61.12
17.154379	-61.02
17.403035	-60.97
17.655296	-60.96
17.911213	-60.99
18.170840	-61.09
18.434230	-61.22
18.701438	-61.41
18.972519	-61.67
19.247530	-61.99
19.526527	-62.36
19.809568	-62.77
20.096712	-63.24
20.388018	-63.75
20.683546	-64.29
20.983358	-64.84
21.287517	-65.38
21.596084	-65.89
21.909123	-66.35
22.226701	-66.76
22.548881	-67.10
22.875732	-67.39
23.207320	-67.63
23.543715	-67.85
23.884986	-68.05
24.231204	-68.27
24.582441	-68.49
24.938768	-68.71
25.300261	-68.98
25.666993	-69.25
26.039042	-69.56
26.416483	-69.92
26.799396	-70.30
27.187858	-70.77
27.581952	-71.28
27.981758	-71.87
28.387360	-72.53
28.798840	-73.24
29.216286	-74.01
29.639782	-74.76
30.069416	-75.44
30.505279	-75.97
30.947459	-76.29
31.396049	-76.33
31.851141	-76.10
32.312830	-75.65
32.781212	-75.02
33.256382	-74.29
33.738440	-73.49
34.227486	-72.65
34.723620	-71.81
35.226947	-70.96
35.737568	-70.12
36.255592	-69.31
36.781124	-68.50
37.314274	-67.71
37.855152	-66.94
38.403871	-66.19
38.960543	-65.46
39.525284	-64.78
40.098211	-64.14
40.679443	-63.54
41.269100	-63.00
41.867304	-62.51
42.474180	-62.08
43.089852	-61.70
43.714448	-61.40
44.348098	-61.15
44.990933	-60.96
45.643086	-60.79
46.304692	-60.62
46.975888	-60.42
47.656813	-60.18
48.347609	-59.89
49.048418	-59.57
49.759385	-59.25
50.480657	-58.91
51.212385	-58.57
51.954719	-58.22
52.707813	-57.86
53.471824	-57.49
54.246909	-57.13
55.033230	-56.80
55.830948	-56.52
56.640229	-56.29
57.461241	-56.11
58.294153	-55.95
59.139139	-55.79
59.996373	-55.58
60.866033	-55.29
61.748299	-54.88
62.643354	-54.34
63.551382	-53.69
64.472573	-52.96
65.407116	-52.22
66.355206	-51.51
67.317038	-50.91
68.292813	-50.44
69.282731	-50.11
70.286999	-49.92
71.305824	-49.88
72.339416	-50.01
73.387991	-50.38
74.451765	-51.02
75.530959	-51.94
76.625796	-53.07
77.736503	-54.30
78.863310	-55.56
80.006450	-56.78
81.166160	-57.82
82.342680	-58.58
83.536255	-58.97
84.747130	-58.92
85.975557	-58.45
87.221791	-57.60
88.486089	-56.47
89.768713	-55.27
91.069929	-54.17
92.390007	-53.22
93.729219	-52.36
95.087844	-51.51
96.466162	-50.57
97.864459	-49.52
99.283025	-48.55
100.722153	-47.82
102.182141	-47.33
103.663293	-47.05
105.165914	-46.79
106.690316	-46.37
108.236814	-45.86
109.805729	-45.41
111.397386	-45.07
113.012114	-44.83
114.650248	-44.73
116.312128	-44.79
117.998096	-45.06
119.708503	-45.51
121.443703	-46.03
