	165		
Frequency (Hz)	Level (dB)
123.204054	-46.44
124.989923	-46.62
126.801678	-46.62
128.639694	-46.72
130.504354	-47.23
132.396041	-47.60
134.315150	-47.12
136.262076	-46.33
138.237223	-46.05
140.241000	-46.25
142.273823	-45.75
144.336111	-44.85
146.428293	-44.49
148.550802	-44.99
150.704076	-45.71
152.888563	-46.21
155.104715	-46.76
157.352990	-47.19
159.633854	-47.04
161.947780	-46.99
164.295247	-47.69
166.676741	-48.44
169.092755	-48.98
171.543790	-49.59
174.030353	-50.23
176.552959	-50.51
179.112131	-50.21
181.708398	-49.41
184.342299	-48.68
187.014379	-48.36
189.725192	-48.16
192.475298	-47.58
195.265267	-46.27
198.095678	-45.68
200.967116	-45.99
203.880176	-46.37
206.835462	-47.37
209.833585	-48.98
212.875166	-50.12
215.960836	-51.08
219.091233	-52.29
222.267006	-53.70
225.488813	-55.39
228.757320	-57.62
232.073205	-59.47
235.437154	-57.07
238.849865	-52.36
242.312043	-49.36
245.824407	-48.80
249.387683	-49.91
253.002609	-50.69
256.669935	-51.26
260.390419	-51.21
264.164832	-51.54
267.993956	-51.58
271.878584	-51.52
275.819521	-50.94
279.817582	-51.24
283.873596	-52.45
287.988403	-53.48
292.162855	-52.63
296.397817	-52.46
300.694165	-52.22
305.052789	-52.46
309.474593	-52.31
313.960491	-51.51
318.511414	-49.72
323.128303	-48.94
327.812115	-51.06
332.563820	-52.49
337.384402	-53.67
342.274859	-55.46
347.236204	-56.97
352.269465	-58.94
357.375684	-59.60
362.555919	-59.25
367.811243	-60.20
373.142743	-59.05
378.551525	-56.09
384.038708	-55.01
389.605429	-55.36
395.252841	-55.18
400.982113	-54.79
406.794432	-53.62
412.691002	-54.09
418.673044	-56.29
424.741797	-55.35
430.898518	-54.16
437.144481	-53.71
443.480981	-51.47
449.909331	-51.01
456.430860	-50.34
463.046920	-50.80
469.758882	-50.11
476.568134	-49.70
483.476089	-50.80
490.484175	-56.67
497.593845	-60.50
504.806572	-64.34
512.123848	-69.80
519.547190	-62.51
527.078134	-58.58
534.718242	-58.45
542.469094	-62.77
550.332296	-66.27
558.309477	-60.95
566.402289	-63.29
574.612408	-64.76
582.941535	-59.50
591.391394	-55.11
599.963735	-56.97
608.660334	-63.90
617.482992	-62.81
626.433537	-64.30
635.513821	-63.40
644.725726	-58.89
654.071160	-56.56
663.552057	-58.37
673.170382	-61.67
682.928127	-67.42
692.827312	-70.24
702.869989	-64.05
713.058235	-61.84
723.394163	-65.09
733.879912	-65.99
744.517654	-62.71
755.309592	-57.02
766.257962	-54.54
777.365030	-55.02
788.633098	-54.16
800.064499	-53.17
811.661600	-57.67
823.426804	-68.15
835.362547	-73.28
847.471301	-72.87
859.755574	-62.54
872.217910	-59.59
884.860890	-55.75
897.687132	-55.91
910.699294	-56.39
923.900070	-57.30
937.292194	-60.26
950.878439	-65.62
964.661620	-66.33
978.644591	-71.34
992.830248	-69.47
1007.221529	-63.34
1021.821414	-66.72
1036.632928	-68.54
1051.659138	-68.66
1066.903156	-65.93
1082.368140	-62.07
1098.057291	-58.52
1113.973860	-58.13
1130.121143	-58.28
1146.502484	-62.30
1163.121276	-67.94
1179.980961	-67.02
1197.085030	-57.15
1214.437027	-53.75
1232.040544	-54.47
1249.899229	-57.71
1268.016778	-68.96
1286.396945	-71.44
1305.043536	-61.63
1323.960414	-59.59
1343.151496	-57.32
1362.620756	-57.70
1382.372227	-57.40
1402.410000	-60.77
1422.738225	-63.38
1443.361112	-69.32
1464.282931	-70.16
1485.508017	-62.80
1507.040765	-61.19
1528.885634	-59.68
1551.047150	-59.93
1573.529901	-60.91
1596.338544	-61.05
1619.477804	-59.48
1642.952471	-58.72
1666.767409	-60.47
1690.927550	-61.69
1715.437896	-65.99
1740.303526	-68.82
1765.529587	-65.32
1791.121306	-65.84
1817.083982	-67.49
1843.422992	-64.75
1870.143792	-65.71
1897.251916	-65.90
1924.752977	-67.15
1952.652672	-68.31
1980.956779	-71.25
2009.671159	-64.62
2038.801761	-68.49
2068.354617	-73.39
2098.335847	-66.72
2128.751662	-66.42
2159.608360	-75.60
2190.912333	-74.32
2222.670063	-67.62
2254.888128	-70.11
2287.573200	-74.85
2320.732050	-75.17
2354.371544	-74.05
2388.498649	-80.28
2423.120434	-84.41
2458.244069	-78.06
2493.876828	-76.97
2530.026092	-71.07
2566.699346	-76.77
2603.904187	-71.50
2641.648320	-67.01
2679.939562	-71.78
2718.785844	-76.22
2758.195211	-69.88
2798.175824	-71.87
2838.735965	-71.07
2879.884033	-69.93
2921.628551	-82.32
2963.978165	-71.79
3006.941645	-72.24
3050.527890	-72.56
3094.745927	-75.58
3139.604913	-78.15
3185.114139	-79.90
3231.283032	-80.27
3278.121151	-76.87
3325.638200	-77.23
3373.844017	-69.23
3422.748588	-71.96
3472.362041	-83.31
3522.694651	-77.83
3573.756843	-82.91
3625.559192	-75.31
3678.112427	-79.98
3731.427432	-77.61
3785.515249	-75.20
3840.387080	-83.40
3896.054290	-80.85
3952.528408	-79.91
4009.821129	-73.80
4067.944321	-74.11
4126.910020	-78.71
4186.730440	-82.62
4247.417969	-77.82
4308.985176	-77.40
4371.444813	-71.84
4434.809815	-75.37
4499.093306	-73.72
4564.308599	-72.85
4630.469202	-72.64
4697.588817	-68.72
4765.681344	-73.43
4834.760887	-79.97
4904.841752	-76.28
4975.938453	-76.46
5048.065717	-79.49
5121.238480	-72.67
5195.471897	-76.93
5270.781343	-74.55
5347.182415	-77.30
5424.690937	-75.18
5503.322961	-73.73
5583.094772	-77.50
5664.022893	-77.93
5746.124083	-74.33
5829.415347	-79.22
5913.913936	-78.23
5999.637349	-79.04
6086.603340	-80.60
6174.829922	-85.66
6264.335367	-86.60
6355.138211	-79.03
6447.257262	-82.21
6540.711597	-82.60
6635.520573	-83.69
6731.703824	-80.66
6829.281272	-80.12
6928.273125	-78.61
7028.699885	-85.06
7130.582353	-84.81
7233.941627	-90.06
7338.799116	-80.92
7445.176537	-79.90
7553.095920	-80.32
7662.579617	-78.90
7773.650302	-85.13
7886.330981	-83.97
8000.644989	-86.46
8116.616003	-83.17
8234.268041	-76.19
8353.625470	-79.02
8474.713009	-81.80
8597.555737	-88.63
8722.179097	-88.53
8848.608897	-86.58
8976.871324	-85.01
9106.992942	-92.34
9239.000700	-92.12
9372.921937	-95.07
9508.784391	-91.36
9646.616199	-89.46
9786.445908	-89.46
9928.302478	-93.81
10072.215288	-91.79
10218.214144	-93.24
10366.329284	-94.41
10516.591384	-98.66
10669.031565	-96.83
10823.681397	-98.73
10980.572911	-97.34
11139.738600	-101.01
11301.211429	-96.79
11465.024840	-100.25
11631.212760	-101.69
11799.809609	-99.93
11970.850305	-102.03
12144.370271	-99.14
12320.405445	-103.97
12498.992285	-103.96
12680.167779	-102.26
12863.969449	-99.06
13050.435363	-101.45
13239.604139	-103.61
13431.514956	-101.08
13626.207560	-103.13
13823.722274	-104.84
14024.100004	-105.88
14227.382252	-105.26
14433.611118	-106.02
14642.829314	-105.93
14855.080172	-105.52
15070.407650	-106.30
15288.856344	-106.37
15510.471498	-106.62
15735.299010	-106.99
15963.385443	-107.08
16194.778036	-106.50
16429.524714	-106.20
16667.674093	-105.58
16909.275497	-101.45
17154.378963	-106.08
17403.035256	-103.98
17655.295873	-107.26
17911.213060	-107.87
18170.839820	-108.13
18434.229924	-108.41
18701.437922	-108.02
18972.519156	-108.08
19247.529769	-107.76
19526.526718	-108.08
19809.567786	-108.21
20096.711592	-108.82
20388.017608	-108.68
20683.546166	-108.75
20983.358471	-108.70
21287.516618	-108.87
21596.083601	-108.79
21909.123326	-108.96
22226.700627	-108.82
