	30		
Frequency (Hz)	Level (dB)
1214.437027	-48.25
1232.040544	-49.61
1249.899229	-50.39
1268.016778	-47.57
1286.396945	-46.00
1305.043536	-46.37
1323.960414	-48.57
1343.151496	-48.66
1362.620756	-49.60
1382.372227	-48.12
1402.410000	-47.77
1422.738225	-48.30
1443.361112	-47.82
1464.282931	-49.64
1485.508017	-51.56
1507.040765	-50.32
1528.885634	-51.39
1551.047150	-54.72
1573.529901	-50.64
1596.338544	-50.29
1619.477804	-52.24
1642.952471	-53.59
1666.767409	-54.38
1690.927550	-54.38
1715.437896	-53.56
1740.303526	-50.90
1765.529587	-50.26
1791.121306	-50.47
1817.083982	-50.32
1843.422992	-52.10
1870.143792	-52.67
1897.251916	-52.42
1924.752977	-51.29
1952.652672	-53.83
1980.956779	-53.80
2009.671159	-55.36
2038.801761	-53.19
2068.354617	-54.12
2098.335847	-55.72
2128.751662	-54.75
2159.608360	-52.87
2190.912333	-52.65
2222.670063	-55.06
2254.888128	-55.29
2287.573200	-54.21
2320.732050	-55.93
2354.371544	-54.80
2388.498649	-55.93
2423.120434	-54.35
2458.244069	-55.65
2493.876828	-56.50
2530.026092	-56.52
2566.699346	-56.09
2603.904187	-56.41
2641.648320	-57.41
2679.939562	-56.48
2718.785844	-56.21
2758.195211	-57.23
2798.175824	-58.58
2838.735965	-57.75
2879.884033	-58.11
2921.628551	-58.42
2963.978165	-56.52
3006.941645	-56.89
3050.527890	-58.05
3094.745927	-57.68
3139.604913	-57.20
3185.114139	-56.36
3231.283032	-58.06
3278.121151	-57.80
3325.638200	-57.94
3373.844017	-58.17
3422.748588	-58.74
3472.362041	-59.87
3522.694651	-56.99
3573.756843	-57.53
3625.559192	-59.00
3678.112427	-58.04
3731.427432	-58.80
3785.515249	-57.54
3840.387080	-57.98
3896.054290	-59.48
3952.528408	-58.37
4009.821129	-60.56
4067.944321	-59.34
4126.910020	-60.39
4186.730440	-61.11
4247.417969	-59.63
4308.985176	-61.20
4371.444813	-61.09
4434.809815	-61.07
4499.093306	-61.73
4564.308599	-62.25
4630.469202	-61.66
4697.588817	-61.95
4765.681344	-63.09
4834.760887	-62.56
4904.841752	-64.02
4975.938453	-63.01
5048.065717	-63.23
5121.238480	-64.62
5195.471897	-63.40
5270.781343	-64.69
5347.182415	-65.34
5424.690937	-63.23
5503.322961	-65.30
5583.094772	-65.06
5664.022893	-64.80
5746.124083	-68.18
5829.415347	-69.59
5913.913936	-73.59
5999.637349	-73.50
6086.603340	-74.62
6174.829922	-70.26
6264.335367	-75.00
6355.138211	-71.94
6447.257262	-72.29
6540.711597	-68.19
6635.520573	-72.23
6731.703824	-70.66
6829.281272	-71.06
6928.273125	-71.19
7028.699885	-71.55
7130.582353	-72.11
7233.941627	-72.81
7338.799116	-71.53
7445.176537	-73.84
7553.095920	-73.48
7662.579617	-74.48
7773.650302	-72.66
7886.330981	-70.48
8000.644989	-69.77
8116.616003	-68.54
8234.268041	-68.75
8353.625470	-68.32
8474.713009	-70.30
8597.555737	-71.95
8722.179097	-73.44
8848.608897	-76.86
8976.871324	-77.06
9106.992942	-75.94
9239.000700	-75.79
9372.921937	-75.80
9508.784391	-76.89
9646.616199	-76.40
9786.445908	-75.41
9928.302478	-77.78
10072.215288	-77.53
10218.214144	-79.25
10366.329284	-81.43
10516.591384	-85.37
10669.031565	-89.16
10823.681397	-87.86
10980.572911	-87.25
11139.738600	-87.40
11301.211429	-86.10
11465.024840	-85.07
11631.212760	-83.57
11799.809609	-85.05
11970.850305	-85.75
12144.370271	-87.76
12320.405445	-90.56
12498.992285	-91.05
12680.167779	-94.24
12863.969449	-96.47
13050.435363	-98.39
13239.604139	-96.50
13431.514956	-97.16
13626.207560	-98.28
13823.722274	-98.27
14024.100004	-97.70
14227.382252	-98.06
14433.611118	-99.91
14642.829314	-98.55
14855.080172	-98.75
15070.407650	-102.66
15288.856344	-102.22
15510.471498	-99.73
15735.299010	-98.58
15963.385443	-97.77
16194.778036	-98.07
16429.524714	-96.87
16667.674093	-97.17
16909.275497	-95.86
17154.378963	-88.38
17403.035256	-92.79
17655.295873	-100.65
17911.213060	-102.91
18170.839820	-104.36
18434.229924	-105.43
18701.437922	-104.58
18972.519156	-103.22
19247.529769	-100.65
19526.526718	-99.64
19809.567786	-99.64
20096.711592	-102.65
20388.017608	-105.07
20683.546166	-104.88
20983.358471	-104.89
21287.516618	-105.53
21596.083601	-105.63
21909.123326	-104.37
22226.700627	-105.13
