	75		
Frequency (Hz)	Level (dB)
1051.659138	-55.25
1066.903156	-66.71
1082.368140	-61.22
1098.057291	-55.93
1113.973860	-55.21
1130.121143	-52.75
1146.502484	-51.38
1163.121276	-54.08
1179.980961	-56.75
1197.085030	-52.77
1214.437027	-53.35
1232.040544	-56.33
1249.899229	-56.72
1268.016778	-52.29
1286.396945	-51.73
1305.043536	-50.63
1323.960414	-53.99
1343.151496	-58.01
1362.620756	-59.76
1382.372227	-53.04
1402.410000	-50.39
1422.738225	-52.44
1443.361112	-53.24
1464.282931	-52.95
1485.508017	-56.54
1507.040765	-60.88
1528.885634	-57.85
1551.047150	-55.19
1573.529901	-52.48
1596.338544	-52.73
1619.477804	-53.72
1642.952471	-55.33
1666.767409	-58.25
1690.927550	-63.01
1715.437896	-61.51
1740.303526	-56.30
1765.529587	-54.50
1791.121306	-55.57
1817.083982	-56.47
1843.422992	-59.19
1870.143792	-60.12
1897.251916	-58.60
1924.752977	-62.48
1952.652672	-58.82
1980.956779	-56.07
2009.671159	-57.57
2038.801761	-58.47
2068.354617	-63.12
2098.335847	-67.75
2128.751662	-59.10
2159.608360	-56.10
2190.912333	-57.04
2222.670063	-62.13
2254.888128	-61.92
2287.573200	-59.96
2320.732050	-61.56
2354.371544	-62.02
2388.498649	-61.17
2423.120434	-60.61
2458.244069	-62.63
2493.876828	-67.06
2530.026092	-62.91
2566.699346	-60.39
2603.904187	-61.45
2641.648320	-67.31
2679.939562	-64.31
2718.785844	-63.32
2758.195211	-64.57
2798.175824	-63.63
2838.735965	-62.56
2879.884033	-69.96
2921.628551	-65.56
2963.978165	-63.08
3006.941645	-62.68
3050.527890	-65.28
3094.745927	-66.23
3139.604913	-62.33
3185.114139	-65.01
3231.283032	-68.57
3278.121151	-65.47
3325.638200	-68.50
3373.844017	-65.67
3422.748588	-66.19
3472.362041	-74.20
3522.694651	-66.28
3573.756843	-70.78
3625.559192	-67.79
3678.112427	-71.70
3731.427432	-74.12
3785.515249	-69.09
3840.387080	-75.62
3896.054290	-70.49
3952.528408	-74.36
4009.821129	-82.42
4067.944321	-85.36
4126.910020	-78.86
4186.730440	-75.22
4247.417969	-72.53
4308.985176	-72.53
4371.444813	-70.68
4434.809815	-69.20
4499.093306	-70.05
4564.308599	-65.27
4630.469202	-68.48
4697.588817	-64.78
4765.681344	-67.08
4834.760887	-63.13
4904.841752	-68.04
4975.938453	-62.76
5048.065717	-67.80
5121.238480	-63.33
5195.471897	-67.89
5270.781343	-67.17
5347.182415	-69.33
5424.690937	-67.22
5503.322961	-69.53
5583.094772	-69.16
5664.022893	-68.76
5746.124083	-69.25
5829.415347	-69.14
5913.913936	-69.61
5999.637349	-68.28
6086.603340	-70.60
6174.829922	-69.75
6264.335367	-70.27
6355.138211	-71.16
6447.257262	-70.95
6540.711597	-71.90
6635.520573	-75.02
6731.703824	-75.55
6829.281272	-78.36
6928.273125	-78.84
7028.699885	-77.73
7130.582353	-77.24
7233.941627	-78.05
7338.799116	-77.13
7445.176537	-77.73
7553.095920	-72.32
7662.579617	-76.28
7773.650302	-74.72
7886.330981	-72.78
8000.644989	-71.83
8116.616003	-70.08
8234.268041	-70.66
8353.625470	-69.87
8474.713009	-70.90
8597.555737	-70.60
8722.179097	-71.26
8848.608897	-73.75
8976.871324	-73.69
9106.992942	-74.21
9239.000700	-75.24
9372.921937	-76.77
9508.784391	-79.06
9646.616199	-79.82
9786.445908	-78.86
9928.302478	-79.41
10072.215288	-80.55
10218.214144	-82.14
10366.329284	-84.22
10516.591384	-86.70
10669.031565	-88.47
10823.681397	-89.23
10980.572911	-89.07
11139.738600	-89.70
11301.211429	-90.59
11465.024840	-91.11
11631.212760	-90.19
11799.809609	-89.01
11970.850305	-89.64
12144.370271	-89.38
12320.405445	-89.20
12498.992285	-89.01
12680.167779	-89.17
12863.969449	-90.61
13050.435363	-92.12
13239.604139	-92.89
13431.514956	-92.94
13626.207560	-94.85
13823.722274	-95.10
14024.100004	-96.45
14227.382252	-96.78
14433.611118	-96.44
14642.829314	-98.11
14855.080172	-99.75
15070.407650	-101.72
15288.856344	-102.83
15510.471498	-102.42
15735.299010	-102.70
15963.385443	-103.15
16194.778036	-103.43
16429.524714	-101.88
16667.674093	-102.71
16909.275497	-100.04
17154.378963	-94.36
17403.035256	-97.38
17655.295873	-103.53
17911.213060	-104.19
18170.839820	-103.64
18434.229924	-103.13
18701.437922	-104.16
18972.519156	-104.25
19247.529769	-104.42
19526.526718	-104.25
19809.567786	-104.50
20096.711592	-105.78
20388.017608	-104.80
20683.546166	-105.15
20983.358471	-104.93
21287.516618	-104.79
21596.083601	-104.53
21909.123326	-104.81
22226.700627	-105.40
