* Measurement data measured by REW V5.20.13
* Source: ASIO hdspfire, Analog 1 (1)
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS, at 44100 Hz
* Dated: 04/06/2024 15:31:06
* Sense Resistor: 26.3
* Lead resistance: 0.000
* Input resistance: 20000.000
* Calibration factor: 0.9925
* Note: 
* Measurement: Parlante Colgado + 19 gr masa
* Smoothing: None
* Frequency Step: 0.3364563 Hz
* Start Frequency: 2.0187378 Hz
*
* Freq(Hz)	Z(Ohms)	Phase(degrees)
1398.985291	30.443779	55.3006
1399.321747	30.448719	55.3000
1399.658203	30.452915	55.3010
1399.994659	30.458078	55.3025
1400.331116	30.462961	55.3024
1400.667572	30.467180	55.3056
1401.004028	30.475410	55.3054
1401.340485	30.477407	55.3016
1401.676941	30.482859	55.3049
1402.013397	30.485523	55.3050
1402.349854	30.491713	55.3104
1402.686310	30.497351	55.3087
1403.022766	30.501141	55.3107
1403.359222	30.507175	55.3122
1403.695679	30.511694	55.3119
1404.032135	30.516333	55.3128
1404.368591	30.519836	55.3143
1404.705048	30.525244	55.3196
1405.041504	30.531771	55.3205
1405.377960	30.537403	55.3203
1405.714417	30.542366	55.3199
1406.050873	30.546129	55.3200
1406.387329	30.551302	55.3232
1406.723785	30.555811	55.3248
1407.060242	30.562338	55.3263
1407.396698	30.566689	55.3271
1407.733154	30.572168	55.3296
1408.069611	30.579536	55.3303
1408.406067	30.583794	55.3270
1408.742523	30.588297	55.3269
1409.078979	30.591444	55.3277
1409.415436	30.594315	55.3345
1409.751892	30.604858	55.3394
1410.088348	30.609667	55.3347
1410.424805	30.615753	55.3332
1410.761261	30.617960	55.3324
1411.097717	30.621489	55.3371
1411.434174	30.629190	55.3419
1411.770630	30.634516	55.3400
1412.107086	30.639780	55.3409
1412.443542	30.644510	55.3422
1412.779999	30.649660	55.3450
1413.116455	30.657585	55.3457
1413.452911	30.662048	55.3412
1413.789368	30.665434	55.3421
1414.125824	30.669668	55.3442
1414.462280	30.674511	55.3479
1414.798737	30.681126	55.3503
1415.135193	30.687277	55.3497
1415.471649	30.693438	55.3488
1415.808105	30.696230	55.3450
1416.144562	30.700634	55.3504
1416.481018	30.705015	55.3527
1416.817474	30.713205	55.3550
1417.153931	30.718235	55.3524
1417.490387	30.721827	55.3518
1417.826843	30.727949	55.3554
1418.163300	30.732170	55.3555
1418.499756	30.738985	55.3557
1418.836212	30.744051	55.3572
1419.172668	30.748281	55.3526
1419.509125	30.752554	55.3578
1419.845581	30.757195	55.3602
1420.182037	30.764900	55.3606
1420.518494	30.770317	55.3611
1420.854950	30.774397	55.3559
1421.191406	30.778282	55.3608
1421.527863	30.782417	55.3625
1421.864319	30.789232	55.3660
1422.200775	30.795479	55.3661
1422.537231	30.800768	55.3644
1422.873688	30.805281	55.3631
1423.210144	30.809008	55.3665
1423.546600	30.814156	55.3648
1423.883057	30.817829	55.3719
1424.219513	30.826004	55.3722
1424.555969	30.831699	55.3705
1424.892426	30.835169	55.3681
1425.228882	30.839478	55.3725
1425.565338	30.844826	55.3726
1425.901794	30.850916	55.3757
1426.238251	30.856384	55.3724
1426.574707	30.860580	55.3728
1426.911163	30.864508	55.3733
1427.247620	30.869249	55.3775
1427.584076	30.877481	55.3764
1427.920532	30.879889	55.3732
1428.256989	30.884632	55.3743
1428.593445	30.888107	55.3777
1428.929901	30.894114	55.3790
1429.266357	30.900196	55.3793
1429.602814	30.904175	55.3799
1429.939270	30.910376	55.3769
1430.275726	30.912474	55.3801
1430.612183	30.917639	55.3808
1430.948639	30.923605	55.3853
1431.285095	30.928892	55.3836
1431.621552	30.933863	55.3828
1431.958008	30.938154	55.3854
1432.294464	30.942543	55.3844
1432.630920	30.947260	55.3865
1432.967377	30.951342	55.3908
1433.303833	30.957726	55.3899
1433.640289	30.963337	55.3943
1433.976746	30.967943	55.3899
1434.313202	30.972397	55.3932
1434.649658	30.977127	55.3971
1434.986115	30.983362	55.3940
1435.322571	30.987654	55.3996
1435.659027	30.993681	55.3980
1435.995483	30.999353	55.3966
1436.331940	31.001881	55.4004
1436.668396	31.007851	55.3994
1437.004852	31.014156	55.4061
1437.341309	31.018522	55.4014
1437.677765	31.026365	55.4047
1438.014221	31.028250	55.4017
1438.350677	31.034458	55.4051
1438.687134	31.040167	55.4073
1439.023590	31.045334	55.4059
1439.360046	31.051807	55.4054
1439.696503	31.053993	55.4050
1440.032959	31.059250	55.4099
1440.369415	31.067049	55.4123
1440.705872	31.072491	55.4088
1441.042328	31.076532	55.4075
1441.378784	31.080763	55.4113
1441.715240	31.085571	55.4136
1442.051697	31.094795	55.4164
1442.388153	31.099096	55.4094
1442.724609	31.102583	55.4104
1443.061066	31.106806	55.4123
1443.397522	31.111334	55.4148
1443.733978	31.117815	55.4177
1444.070435	31.123911	55.4158
1444.406891	31.128553	55.4157
1444.743347	31.132545	55.4127
1445.079803	31.136711	55.4181
1445.416260	31.140379	55.4142
1445.752716	31.145189	55.4242
1446.089172	31.152525	55.4238
1446.425629	31.159542	55.4188
1446.762085	31.160265	55.4200
1447.098541	31.165415	55.4209
1447.434998	31.170523	55.4264
1447.771454	31.175650	55.4262
1448.107910	31.183611	55.4262
1448.444366	31.186195	55.4226
1448.780823	31.189135	55.4251
1449.117279	31.196238	55.4279
1449.453735	31.198427	55.4299
1449.790192	31.207729	55.4268
1450.126648	31.207277	55.4318
1450.463104	31.215229	55.4315
1450.799561	31.220629	55.4362
1451.136017	31.225489	55.4357
1451.472473	31.233534	55.4322
1451.808929	31.234221	55.4369
1452.145386	31.241972	55.4347
1452.481842	31.246679	55.4402
1452.818298	31.251984	55.4381
1453.154755	31.259157	55.4393
1453.491211	31.263592	55.4378
1453.827667	31.267326	55.4361
1454.164124	31.272924	55.4393
1454.500580	31.275627	55.4402
1454.837036	31.282976	55.4435
1455.173492	31.287800	55.4455
1455.509949	31.295338	55.4451
1455.846405	31.299355	55.4408
1456.182861	31.303381	55.4461
1456.519318	31.308071	55.4438
1456.855774	31.314644	55.4507
1457.192230	31.320120	55.4473
1457.528687	31.325890	55.4467
1457.865143	31.329416	55.4498
1458.201599	31.336037	55.4483
1458.538055	31.340477	55.4494
1458.874512	31.345577	55.4515
1459.210968	31.351036	55.4488
1459.547424	31.356388	55.4528
1459.883881	31.359663	55.4512
1460.220337	31.368759	55.4531
1460.556793	31.369680	55.4523
1460.893250	31.378036	55.4515
1461.229706	31.380493	55.4535
1461.566162	31.385666	55.4545
1461.902618	31.392782	55.4552
1462.239075	31.396612	55.4568
1462.575531	31.402679	55.4528
1462.911987	31.407795	55.4571
1463.248444	31.411171	55.4533
1463.584900	31.416883	55.4554
1463.921356	31.420591	55.4613
1464.257812	31.428116	55.4566
1464.594269	31.433130	55.4618
1464.930725	31.438414	55.4586
1465.267181	31.444698	55.4565
1465.603638	31.447880	55.4595
1465.940094	31.451811	55.4567
1466.276550	31.460415	55.4633
1466.613007	31.462383	55.4588
1466.949463	31.472185	55.4577
1467.285919	31.471867	55.4575
1467.622375	31.477747	55.4574
1467.958832	31.483885	55.4622
1468.295288	31.487963	55.4599
1468.631744	31.494333	55.4575
1468.968201	31.498123	55.4641
1469.304657	31.504105	55.4560
1469.641113	31.509535	55.4605
1469.977570	31.512287	55.4578
1470.314026	31.517525	55.4540
1470.650482	31.520893	55.4648
1470.986938	31.524931	55.4559
1471.323395	31.533802	55.4677
1471.659851	31.535954	55.4592
1471.996307	31.543756	55.4571
1472.332764	31.543772	55.4631
1472.669220	31.550001	55.4584
1473.005676	31.556522	55.4642
1473.342133	31.556904	55.4622
1473.678589	31.566748	55.4632
1474.015045	31.569101	55.4660
1474.351501	31.573147	55.4587
1474.687958	31.578722	55.4673
1475.024414	31.580404	55.4679
1475.360870	31.591204	55.4667
1475.697327	31.592901	55.4692
1476.033783	31.597517	55.4618
1476.370239	31.602123	55.4709
1476.706696	31.605267	55.4698
1477.043152	31.613470	55.4695
1477.379608	31.615681	55.4742
1477.716064	31.621824	55.4695
1478.052521	31.627460	55.4757
1478.388977	31.630663	55.4724
1478.725433	31.638247	55.4738
1479.061890	31.640453	55.4735
1479.398346	31.644697	55.4732
1479.734802	31.650568	55.4802
1480.071259	31.655504	55.4773
1480.407715	31.661777	55.4779
1480.744171	31.664480	55.4806
1481.080627	31.671759	55.4797
1481.417084	31.676430	55.4811
1481.753540	31.679121	55.4804
1482.089996	31.687870	55.4849
1482.426453	31.689964	55.4825
1482.762909	31.698414	55.4842
1483.099365	31.702160	55.4835
1483.435822	31.707218	55.4810
1483.772278	31.712559	55.4818
1484.108734	31.713907	55.4833
1484.445190	31.722820	55.4842
1484.781647	31.725542	55.4878
1485.118103	31.733120	55.4819
1485.454559	31.736814	55.4862
1485.791016	31.740568	55.4833
1486.127472	31.747519	55.4847
1486.463928	31.750244	55.4880
1486.800385	31.757854	55.4812
1487.136841	31.760435	55.4870
1487.473297	31.764303	55.4823
1487.809753	31.770164	55.4889
1488.146210	31.775482	55.4891
1488.482666	31.781162	55.4839
1488.819122	31.785786	55.4892
1489.155579	31.788757	55.4834
1489.492035	31.795538	55.4884
1489.828491	31.797834	55.4880
1490.164948	31.805490	55.4864
1490.501404	31.808472	55.4885
1490.837860	31.812840	55.4851
1491.174316	31.817579	55.4886
1491.510773	31.820885	55.4911
1491.847229	31.828869	55.4895
1492.183685	31.831818	55.4917
1492.520142	31.838430	55.4879
1492.856598	31.840990	55.4880
1493.193054	31.844696	55.4903
1493.529510	31.850185	55.4916
1493.865967	31.855698	55.4932
1494.202423	31.860073	55.4894
1494.538879	31.862925	55.4927
1494.875336	31.869619	55.4955
1495.211792	31.874023	55.4918
1495.548248	31.878769	55.4952
1495.884705	31.883108	55.4925
1496.221161	31.887550	55.4953
1496.557617	31.892748	55.4944
1496.894073	31.896179	55.4957
1497.230530	31.903011	55.4959
1497.566986	31.905674	55.4944
1497.903442	31.910122	55.4946
1498.239899	31.914467	55.4988
1498.576355	31.918871	55.4962
1498.912811	31.924681	55.5001
1499.249268	31.927252	55.4981
1499.585724	31.933941	55.5013
1499.922180	31.936981	55.5023
1500.258636	31.943964	55.5014
1500.595093	31.946955	55.5031
1500.931549	31.952503	55.5035
1501.268005	31.957624	55.5037
1501.604462	31.961054	55.5049
1501.940918	31.967028	55.5058
1502.277374	31.971701	55.5087
1502.613831	31.977556	55.5055
1502.950287	31.981892	55.5083
1503.286743	31.986588	55.5055
1503.623199	31.989832	55.5079
1503.959656	31.995329	55.5139
1504.296112	32.003056	55.5100
1504.632568	32.007164	55.5126
1504.969025	32.013298	55.5059
1505.305481	32.014660	55.5087
1505.641937	32.019623	55.5106
1505.978394	32.025562	55.5151
1506.314850	32.033432	55.5110
1506.651306	32.035919	55.5074
1506.987762	32.039467	55.5064
1507.324219	32.040459	55.5123
1507.660675	32.050713	55.5155
1507.997131	32.053490	55.5099
1508.333588	32.057842	55.5114
1508.670044	32.061298	55.5135
1509.006500	32.066601	55.5157
1509.342957	32.073929	55.5169
1509.679413	32.077393	55.5119
1510.015869	32.082306	55.5135
1510.352325	32.085052	55.5133
1510.688782	32.091087	55.5137
1511.025238	32.093853	55.5151
1511.361694	32.099560	55.5146
1511.698151	32.103416	55.5177
1512.034607	32.109394	55.5162
1512.371063	32.113728	55.5153
1512.707520	32.115780	55.5161
1513.043976	32.122421	55.5199
1513.380432	32.125965	55.5188
1513.716888	32.131790	55.5212
1514.053345	32.136883	55.5199
1514.389801	32.140438	55.5204
1514.726257	32.146492	55.5200
1515.062714	32.148193	55.5212
1515.399170	32.154778	55.5218
1515.735626	32.157745	55.5260
1516.072083	32.164505	55.5226
1516.408539	32.167690	55.5277
1516.744995	32.173805	55.5256
1517.081451	32.179222	55.5268
1517.417908	32.182358	55.5252
1517.754364	32.187897	55.5261
1518.090820	32.191475	55.5281
1518.427277	32.197353	55.5252
1518.763733	32.200417	55.5276
1519.100189	32.205051	55.5261
1519.436646	32.209473	55.5279
1519.773102	32.212460	55.5280
1520.109558	32.217846	55.5302
1520.446014	32.221779	55.5324
1520.782471	32.227962	55.5319
1521.118927	32.232025	55.5312
1521.455383	32.234901	55.5326
1521.791840	32.241764	55.5348
1522.128296	32.245125	55.5331
1522.464752	32.250000	55.5337
1522.801208	32.253586	55.5353
1523.137665	32.258354	55.5357
1523.474121	32.262768	55.5388
1523.810577	32.268497	55.5387
1524.147034	32.273270	55.5398
1524.483490	32.278584	55.5381
1524.819946	32.281399	55.5382
1525.156403	32.285648	55.5418
1525.492859	32.291763	55.5425
1525.829315	32.295841	55.5438
1526.165771	32.302681	55.5426
1526.502228	32.304722	55.5411
1526.838684	32.309204	55.5443
1527.175140	32.313938	55.5451
1527.511597	32.318272	55.5476
1527.848053	32.324303	55.5466
1528.184509	32.327389	55.5483
1528.520966	32.332005	55.5465
1528.857422	32.334675	55.5542
1529.193878	32.342590	55.5540
1529.530334	32.347134	55.5554
1529.866791	32.352718	55.5540
1530.203247	32.356358	55.5537
1530.539703	32.361286	55.5582
1530.876160	32.366875	55.5542
1531.212616	32.370762	55.5592
1531.549072	32.376171	55.5557
1531.885529	32.380772	55.5591
1532.221985	32.384998	55.5565
1532.558441	32.388378	55.5606
1532.894897	32.395897	55.5632
1533.231354	32.400101	55.5594
1533.567810	32.405323	55.5601
1533.904266	32.407047	55.5615
1534.240723	32.415474	55.5635
1534.577179	32.417454	55.5628
1534.913635	32.425190	55.5640
1535.250092	32.428230	55.5607
1535.586548	32.431625	55.5625
1535.923004	32.436466	55.5641
1536.259460	32.440693	55.5661
1536.595917	32.446510	55.5654
1536.932373	32.450150	55.5668
1537.268829	32.454468	55.5653
1537.605286	32.458588	55.5709
1537.941742	32.464169	55.5677
1538.278198	32.468224	55.5722
1538.614655	32.473358	55.5695
1538.951111	32.477230	55.5728
1539.287567	32.482857	55.5730
1539.624023	32.486584	55.5708
1539.960480	32.490868	55.5759
1540.296936	32.495117	55.5723
1540.633392	32.499199	55.5806
1540.969849	32.507195	55.5774
1541.306305	32.509789	55.5748
1541.642761	32.513184	55.5788
1541.979218	32.517998	55.5803
1542.315674	32.525261	55.5842
1542.652130	32.530045	55.5773
1542.988586	32.532642	55.5783
1543.325043	32.534733	55.5810
1543.661499	32.540886	55.5864
1543.997955	32.546791	55.5880
1544.334412	32.553230	55.5864
1544.670868	32.557796	55.5849
1545.007324	32.559895	55.5825
1545.343781	32.563427	55.5915
1545.680237	32.572277	55.5903
1546.016693	32.575504	55.5891
1546.353149	32.581223	55.5889
1546.689606	32.584244	55.5878
1547.026062	32.588058	55.5901
1547.362518	32.592346	55.5932
1547.698975	32.599365	55.5967
1548.035431	32.605534	55.5916
1548.371887	32.608856	55.5922
1548.708344	32.612492	55.5888
1549.044800	32.615238	55.5956
1549.381256	32.621998	55.5956
1549.717712	32.627800	55.5960
1550.054169	32.631256	55.5935
1550.390625	32.636227	55.5948
1550.727081	32.639309	55.5955
1551.063538	32.644821	55.5969
1551.399994	32.649132	55.5996
1551.736450	32.655987	55.5982
1552.072906	32.659245	55.5982
1552.409363	32.665150	55.5979
1552.745819	32.667984	55.5974
1553.082275	32.672859	55.5996
1553.418732	32.677456	55.6001
1553.755188	32.682236	55.6020
1554.091644	32.687695	55.6001
1554.428101	32.690968	55.6021
1554.764557	32.695660	55.6008
1555.101013	32.699631	55.6044
1555.437469	32.703922	55.6036
1555.773926	32.708561	55.6050
1556.110382	32.710838	55.6098
1556.446838	32.720425	55.6101
1556.783295	32.721401	55.6079
1557.119751	32.727158	55.6125
1557.456207	32.732918	55.6118
1557.792664	32.735878	55.6111
1558.129120	32.741486	55.6134
1558.465576	32.744942	55.6139
1558.802032	32.751247	55.6137
1559.138489	32.753723	55.6146
1559.474945	32.759323	55.6145
1559.811401	32.763256	55.6172
1560.147858	32.768074	55.6152
1560.484314	32.773132	55.6171
1560.820770	32.774826	55.6157
1561.157227	32.781864	55.6203
1561.493683	32.784626	55.6199
1561.830139	32.791721	55.6212
1562.166595	32.797123	55.6200
1562.503052	32.798622	55.6158
1562.839508	32.804665	55.6210
1563.175964	32.806061	55.6209
1563.512421	32.815495	55.6226
1563.848877	32.817284	55.6218
1564.185333	32.823685	55.6175
1564.521790	32.825043	55.6219
1564.858246	32.830128	55.6212
1565.194702	32.837059	55.6233
1565.531158	32.837711	55.6186
1565.867615	32.843590	55.6245
1566.204071	32.847511	55.6245
1566.540527	32.853210	55.6228
1566.876984	32.856335	55.6244
1567.213440	32.859509	55.6248
1567.549896	32.867336	55.6280
1567.886353	32.868076	55.6246
1568.222809	32.876827	55.6276
1568.559265	32.876076	55.6242
1568.895721	32.882622	55.6271
1569.232178	32.883888	55.6315
1569.568634	32.891167	55.6333
1569.905090	32.898846	55.6336
1570.241547	32.898266	55.6274
1570.578003	32.905785	55.6332
1570.914459	32.903740	55.6333
1571.250916	32.913807	55.6417
1571.587372	32.919003	55.6399
1571.923828	32.922909	55.6372
1572.260284	32.929356	55.6386
1572.596741	32.928181	55.6374
1572.933197	32.937233	55.6436
1573.269653	32.939484	55.6439
1573.606110	32.947678	55.6410
1573.942566	32.947807	55.6426
1574.279022	32.954639	55.6436
1574.615479	32.957066	55.6423
1574.951935	32.959930	55.6471
1575.288391	32.967468	55.6488
1575.624847	32.970303	55.6476
1575.961304	32.976215	55.6470
1576.297760	32.977779	55.6487
1576.634216	32.983150	55.6474
1576.970673	32.984798	55.6532
1577.307129	32.991673	55.6538
1577.643585	32.996788	55.6549
1577.980042	32.999779	55.6514
1578.316498	33.003181	55.6552
1578.652954	33.006649	55.6572
1578.989410	33.012409	55.6594
1579.325867	33.015999	55.6620
1579.662323	33.023254	55.6613
1579.998779	33.025871	55.6609
1580.335236	33.029839	55.6607
1580.671692	33.033695	55.6645
1581.008148	33.037491	55.6659
1581.344604	33.044064	55.6674
1581.681061	33.046040	55.6692
1582.017517	33.053978	55.6701
1582.353973	33.056061	55.6698
1582.690430	33.061565	55.6708
1583.026886	33.064613	55.6718
1583.363342	33.068989	55.6745
1583.699799	33.074642	55.6759
1584.036255	33.078644	55.6750
1584.372711	33.082924	55.6748
1584.709167	33.084625	55.6767
1585.045624	33.090111	55.6802
1585.382080	33.094101	55.6809
1585.718536	33.097462	55.6832
1586.054993	33.103748	55.6857
1586.391449	33.106976	55.6856
1586.727905	33.111221	55.6837
1587.064362	33.112579	55.6928
1587.400818	33.120193	55.6914
1587.737274	33.123669	55.6970
1588.073730	33.129574	55.6961
1588.410187	33.134731	55.6967
1588.746643	33.137234	55.6973
1589.083099	33.141384	55.6989
1589.419556	33.144859	55.7064
1589.756012	33.153107	55.7075
1590.092468	33.157928	55.7077
1590.428925	33.163174	55.7045
1590.765381	33.164360	55.7066
1591.101837	33.168297	55.7102
1591.438293	33.172920	55.7189
1591.774750	33.183075	55.7195
1592.111206	33.187195	55.7123
1592.447662	33.188076	55.7153
1592.784119	33.191845	55.7184
1593.120575	33.196751	55.7276
1593.457031	33.205868	55.7265
1593.793488	33.209549	55.7252
1594.129944	33.214676	55.7243
1594.466400	33.214672	55.7252
1594.802856	33.221554	55.7356
1595.139313	33.227207	55.7331
1595.475769	33.232887	55.7370
1595.812225	33.237823	55.7352
1596.148682	33.241158	55.7363
1596.485138	33.245937	55.7409
1596.821594	33.250778	55.7407
1597.158051	33.255550	55.7463
1597.494507	33.262112	55.7448
1597.830963	33.265060	55.7477
1598.167419	33.271362	55.7502
1598.503876	33.276817	55.7516
1598.840332	33.280502	55.7511
1599.176788	33.286552	55.7579
1599.513245	33.293194	55.7563
1599.849701	33.298634	55.7545
1600.186157	33.300934	55.7572
1600.522614	33.307449	55.7591
1600.859070	33.313080	55.7621
1601.195526	33.318485	55.7590
1601.531982	33.322792	55.7618
1601.868439	33.328091	55.7619
1602.204895	33.332870	55.7616
1602.541351	33.336426	55.7635
1602.877808	33.342373	55.7666
1603.214264	33.347622	55.7641
1603.550720	33.350224	55.7679
1603.887177	33.357677	55.7694
1604.223633	33.360840	55.7695
1604.560089	33.366989	55.7716
1604.896545	33.371338	55.7731
1605.233002	33.376732	55.7723
1605.569458	33.382008	55.7770
1605.905914	33.386673	55.7726
1606.242371	33.391785	55.7782
1606.578827	33.395721	55.7777
1606.915283	33.403954	55.7781
1607.251740	33.404560	55.7787
1607.588196	33.412731	55.7802
1607.924652	33.415482	55.7819
1608.261108	33.421295	55.7832
1608.597565	33.427959	55.7853
1608.934021	33.432053	55.7834
1609.270477	33.437962	55.7829
1609.606934	33.440327	55.7855
1609.943390	33.447235	55.7849
1610.279846	33.450691	55.7889
1610.616302	33.457787	55.7867
1610.952759	33.461834	55.7870
1611.289215	33.465302	55.7871
1611.625671	33.471378	55.7882
1611.962128	33.473583	55.7905
1612.298584	33.481808	55.7920
1612.635040	33.485367	55.7920
1612.971497	33.491241	55.7905
1613.307953	33.495529	55.7924
1613.644409	33.499348	55.7909
1613.980865	33.505474	55.7952
1614.317322	33.510033	55.7938
1614.653778	33.516518	55.7928
1614.990234	33.519508	55.7937
1615.326691	33.524921	55.7913
1615.663147	33.529079	55.7955
1615.999603	33.533848	55.7922
1616.336060	33.539581	55.7951
1616.672516	33.542908	55.7925
1617.008972	33.548012	55.7919
1617.345428	33.550255	55.7954
1617.681885	33.556458	55.7950
1618.018341	33.561314	55.7978
1618.354797	33.565598	55.7948
1618.691254	33.570614	55.7969
1619.027710	33.573135	55.7972
1619.364166	33.580173	55.7988
1619.700623	33.582726	55.7995
1620.037079	33.589542	55.7994
1620.373535	33.593311	55.7998
1620.709991	33.596832	55.7978
1621.046448	33.601765	55.8014
1621.382904	33.604225	55.8015
1621.719360	33.612099	55.8044
1622.055817	33.615002	55.8032
1622.392273	33.620598	55.8018
1622.728729	33.623306	55.8043
1623.065186	33.627544	55.8047
1623.401642	33.632866	55.8076
1623.738098	33.637276	55.8086
1624.074554	33.642540	55.8069
1624.411011	33.646572	55.8099
1624.747467	33.649628	55.8086
1625.083923	33.656528	55.8129
1625.420380	33.658081	55.8115
1625.756836	33.665565	55.8152
1626.093292	33.668701	55.8157
1626.429749	33.674278	55.8155
1626.766205	33.679436	55.8186
1627.102661	33.682926	55.8154
1627.439117	33.688007	55.8197
1627.775574	33.691677	55.8210
1628.112030	33.699512	55.8205
1628.448486	33.700565	55.8197
1628.784943	33.706429	55.8230
1629.121399	33.711014	55.8233
1629.457855	33.714439	55.8245
1629.794312	33.721600	55.8264
1630.130768	33.723526	55.8247
1630.467224	33.729485	55.8267
1630.803680	33.731857	55.8299
1631.140137	33.738194	55.8304
1631.476593	33.744637	55.8348
1631.813049	33.747585	55.8274
1632.149506	33.752678	55.8350
1632.485962	33.756107	55.8343
1632.822418	33.763790	55.8347
1633.158875	33.766552	55.8369
1633.495331	33.771954	55.8331
1633.831787	33.776855	55.8389
1634.168243	33.779175	55.8347
1634.504700	33.786770	55.8409
1634.841156	33.789352	55.8386
1635.177612	33.795300	55.8373
1635.514069	33.797703	55.8442
1635.850525	33.804161	55.8397
1636.186981	33.808880	55.8469
1636.523438	33.813038	55.8414
1636.859894	33.818859	55.8465
1637.196350	33.822189	55.8450
1637.532806	33.827751	55.8437
1637.869263	33.830624	55.8504
1638.205719	33.836815	55.8442
1638.542175	33.840244	55.8524
1638.878632	33.845272	55.8480
1639.215088	33.850990	55.8512
1639.551544	33.853115	55.8506
1639.888000	33.858940	55.8514
1640.224457	33.862942	55.8549
1640.560913	33.866417	55.8535
1640.897369	33.874672	55.8574
1641.233826	33.874401	55.8542
1641.570282	33.883614	55.8572
1641.906738	33.882938	55.8582
1642.243195	33.891205	55.8582
1642.579651	33.893322	55.8637
1642.916107	33.899982	55.8614
1643.252563	33.906403	55.8646
1643.589020	33.908295	55.8594
1643.925476	33.913837	55.8632
1644.261932	33.916054	55.8658
1644.598389	33.923573	55.8663
1644.934845	33.928036	55.8691
1645.271301	33.933399	55.8639
1645.607758	33.936478	55.8673
1645.944214	33.940170	55.8676
1646.280670	33.946053	55.8705
1646.617126	33.950214	55.8723
1646.953583	33.957096	55.8701
1647.290039	33.959518	55.8726
1647.626495	33.965801	55.8717
1647.962952	33.970116	55.8725
1648.299408	33.972481	55.8725
1648.635864	33.980301	55.8771
1648.972321	33.982986	55.8736
1649.308777	33.989002	55.8759
1649.645233	33.992207	55.8769
1649.981689	33.997353	55.8764
1650.318146	34.002590	55.8808
1650.654602	34.006634	55.8769
1650.991058	34.012360	55.8816
1651.327515	34.015339	55.8791
1651.663971	34.021511	55.8827
1652.000427	34.025528	55.8821
1652.336884	34.030167	55.8824
1652.673340	34.035355	55.8850
1653.009796	34.039177	55.8829
1653.346252	34.044201	55.8866
1653.682709	34.048866	55.8855
1654.019165	34.052490	55.8855
1654.355621	34.056583	55.8917
1654.692078	34.063847	55.8887
1655.028534	34.066494	55.8914
1655.364990	34.071999	55.8911
1655.701447	34.076866	55.8934
1656.037903	34.080536	55.8919
1656.374359	34.085354	55.8957
1656.710815	34.090553	55.8965
1657.047272	34.094929	55.8951
1657.383728	34.099129	55.8994
1657.720184	34.103481	55.8978
1658.056641	34.108322	55.9032
1658.393097	34.114014	55.9031
1658.729553	34.120125	55.9024
1659.066010	34.122528	55.9018
1659.402466	34.127525	55.9046
1659.738922	34.131626	55.9049
1660.075378	34.135521	55.9096
1660.411835	34.143261	55.9104
1660.748291	34.147312	55.9096
1661.084747	34.152008	55.9095
1661.421204	34.156597	55.9124
1661.757660	34.161777	55.9114
1662.094116	34.166782	55.9123
1662.430573	34.170033	55.9127
1662.767029	34.175678	55.9139
1663.103485	34.179207	55.9165
1663.439941	34.185627	55.9153
1663.776398	34.188782	55.9192
1664.112854	34.196201	55.9175
1664.449310	34.198925	55.9175
1664.785767	34.203644	55.9201
1665.122223	34.209782	55.9197
1665.458679	34.212437	55.9207
1665.795135	34.219681	55.9222
1666.131592	34.222794	55.9206
1666.468048	34.226818	55.9210
1666.804504	34.230976	55.9267
1667.140961	34.237209	55.9249
1667.477417	34.242722	55.9282
1667.813873	34.246357	55.9245
1668.150330	34.252602	55.9291
1668.486786	34.255806	55.9264
1668.823242	34.262108	55.9279
1669.159698	34.264786	55.9293
1669.496155	34.271069	55.9272
1669.832611	34.273907	55.9331
1670.169067	34.281406	55.9289
1670.505524	34.284218	55.9302
1670.841980	34.287525	55.9316
1671.178436	34.295338	55.9329
1671.514893	34.296562	55.9322
1671.851349	34.304173	55.9341
1672.187805	34.307697	55.9357
1672.524261	34.314205	55.9307
1672.860718	34.316032	55.9342
1673.197174	34.320248	55.9329
1673.533630	34.326126	55.9379
1673.870087	34.329346	55.9358
1674.206543	34.336800	55.9390
1674.542999	34.339710	55.9371
1674.879456	34.346153	55.9369
1675.215912	34.348217	55.9364
1675.552368	34.352146	55.9394
1675.888824	34.358704	55.9426
1676.225281	34.363167	55.9397
1676.561737	34.367794	55.9419
1676.898193	34.371769	55.9410
1677.234650	34.376476	55.9432
1677.571106	34.380116	55.9427
1677.907562	34.384777	55.9470
1678.244019	34.390793	55.9472
1678.580475	34.395603	55.9464
1678.916931	34.399681	55.9471
1679.253387	34.404068	55.9462
1679.589844	34.407642	55.9483
1679.926300	34.411625	55.9492
1680.262756	34.417747	55.9522
1680.599213	34.421284	55.9492
1680.935669	34.426167	55.9521
1681.272125	34.429363	55.9518
1681.608582	34.434528	55.9522
1681.945038	34.437069	55.9568
1682.281494	34.444687	55.9550
1682.617950	34.447979	55.9580
1682.954407	34.453094	55.9536
1683.290863	34.456841	55.9594
1683.627319	34.462208	55.9550
1683.963776	34.465206	55.9574
1684.300232	34.468685	55.9588
1684.636688	34.475101	55.9620
1684.973145	34.479233	55.9605
1685.309601	34.484875	55.9619
1685.646057	34.487610	55.9609
1685.982513	34.493328	55.9636
1686.318970	34.496643	55.9641
1686.655426	34.501690	55.9658
1686.991882	34.507080	55.9696
1687.328339	34.512272	55.9672
