* Measurement data measured by REW V5.20.13
* Source: ASIO hdspfire, Analog 1 (1)
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS, at 44100 Hz
* Dated: 04/06/2024 15:30:21
* Sense Resistor: 26.3
* Lead resistance: 0.000
* Input resistance: 20000.000
* Calibration factor: 0.9925
* Note: 
* Measurement: Parlante Colgado
* Smoothing: None
* Frequency Step: 0.3364563 Hz
* Start Frequency: 2.0187378 Hz
*
* Freq(Hz)	Z(Ohms)	Phase(degrees)
6021.221924	80.031792	57.0543
6021.558380	80.022423	57.0533
6021.894836	80.037552	57.0589
6022.231293	80.037849	57.0535
6022.567749	80.043457	57.0542
6022.904205	80.044235	57.0513
6023.240662	80.044464	57.0518
6023.577118	80.045700	57.0541
6023.913574	80.054199	57.0561
6024.250031	80.056557	57.0509
6024.586487	80.053940	57.0547
6024.922943	80.063065	57.0565
6025.259399	80.065262	57.0556
6025.595856	80.074615	57.0582
6025.932312	80.082970	57.0485
6026.268768	80.068039	57.0468
6026.605225	80.077805	57.0556
6026.941681	80.077995	57.0494
6027.278137	80.081215	57.0537
6027.614594	80.082108	57.0534
6027.951050	80.089638	57.0526
6028.287506	80.084183	57.0537
6028.623962	80.095230	57.0568
6028.960419	80.098061	57.0525
6029.296875	80.095589	57.0520
6029.633331	80.101334	57.0576
6029.969788	80.108902	57.0504
6030.306244	80.103149	57.0527
6030.642700	80.108955	57.0507
6030.979156	80.105759	57.0564
6031.315613	80.118935	57.0543
6031.652069	80.118423	57.0546
6031.988525	80.125290	57.0499
6032.324982	80.121063	57.0518
6032.661438	80.126335	57.0505
6032.997894	80.127075	57.0557
6033.334351	80.140572	57.0509
6033.670807	80.135590	57.0475
6034.007263	80.134598	57.0491
6034.343719	80.142761	57.0542
6034.680176	80.146851	57.0470
6035.016632	80.148079	57.0496
6035.353088	80.146339	57.0462
6035.689545	80.150955	57.0515
6036.026001	80.152687	57.0498
6036.362457	80.157372	57.0537
6036.698914	80.169846	57.0535
6037.035370	80.168663	57.0441
6037.371826	80.167877	57.0510
6037.708282	80.175880	57.0458
6038.044739	80.172150	57.0469
6038.381195	80.177979	57.0481
6038.717651	80.179802	57.0472
6039.054108	80.183952	57.0466
6039.390564	80.180878	57.0475
6039.727020	80.190231	57.0509
6040.063477	80.193253	57.0484
6040.399933	80.195984	57.0467
6040.736389	80.196037	57.0505
6041.072845	80.205368	57.0494
6041.409302	80.207115	57.0486
6041.745758	80.211235	57.0487
6042.082214	80.215630	57.0457
6042.418671	80.213707	57.0467
6042.755127	80.217628	57.0465
6043.091583	80.219543	57.0501
6043.428040	80.227379	57.0474
6043.764496	80.225449	57.0486
6044.100952	80.232010	57.0490
6044.437408	80.233704	57.0515
6044.773865	80.244987	57.0467
6045.110321	80.236160	57.0476
6045.446777	80.248489	57.0478
6045.783234	80.242630	57.0484
6046.119690	80.255096	57.0462
6046.456146	80.245865	57.0475
6046.792603	80.259468	57.0475
6047.129059	80.254120	57.0447
6047.465515	80.254417	57.0451
6047.801971	80.254959	57.0524
6048.138428	80.266685	57.0501
6048.474884	80.265800	57.0513
6048.811340	80.277206	57.0499
6049.147797	80.276535	57.0453
6049.484253	80.275970	57.0442
6049.820709	80.278374	57.0469
6050.157166	80.280312	57.0428
6050.493622	80.280174	57.0461
6050.830078	80.283623	57.0462
6051.166534	80.288986	57.0443
6051.502991	80.285431	57.0456
6051.839447	80.291565	57.0463
6052.175903	80.295227	57.0483
6052.512360	80.300102	57.0442
6052.848816	80.298393	57.0442
6053.185272	80.299911	57.0492
6053.521729	80.311188	57.0459
6053.858185	80.308174	57.0475
6054.194641	80.317612	57.0439
6054.531097	80.314316	57.0460
6054.867554	80.322105	57.0430
6055.204010	80.319412	57.0445
6055.540466	80.326263	57.0440
6055.876923	80.325554	57.0432
6056.213379	80.331741	57.0446
6056.549835	80.330360	57.0406
6056.886292	80.330620	57.0465
6057.222748	80.341316	57.0469
6057.559204	80.341698	57.0409
6057.895660	80.340843	57.0483
6058.232117	80.353790	57.0449
6058.568573	80.352722	57.0431
6058.905029	80.356247	57.0428
6059.241486	80.357193	57.0410
6059.577942	80.357277	57.0457
6059.914398	80.369583	57.0442
6060.250854	80.367699	57.0411
6060.587311	80.372246	57.0415
6060.923767	80.369263	57.0405
6061.260223	80.374931	57.0459
6061.596680	80.381020	57.0423
6061.933136	80.380882	57.0446
6062.269592	80.388618	57.0439
6062.606049	80.391365	57.0433
6062.942505	80.394180	57.0394
6063.278961	80.390823	57.0419
6063.615417	80.397148	57.0420
6063.951874	80.395088	57.0429
6064.288330	80.402245	57.0451
6064.624786	80.404991	57.0438
6064.961243	80.409363	57.0419
6065.297699	80.405182	57.0424
6065.634155	80.412880	57.0444
6065.970612	80.410736	57.0422
6066.307068	80.415749	57.0468
6066.643524	80.421921	57.0439
6066.979980	80.422714	57.0416
6067.316437	80.421249	57.0424
6067.652893	80.424904	57.0444
6067.989349	80.429871	57.0440
6068.325806	80.430710	57.0429
6068.662262	80.435204	57.0438
6068.998718	80.435722	57.0435
6069.335175	80.443596	57.0438
6069.671631	80.441360	57.0423
6070.008087	80.451668	57.0447
6070.344543	80.451508	57.0386
6070.681000	80.452576	57.0403
6071.017456	80.453079	57.0409
6071.353912	80.459587	57.0410
6071.690369	80.456520	57.0412
6072.026825	80.465828	57.0452
6072.363281	80.469528	57.0430
6072.699738	80.476562	57.0434
6073.036194	80.479126	57.0397
6073.372650	80.481201	57.0411
6073.709106	80.487228	57.0361
6074.045563	80.479935	57.0379
6074.382019	80.489830	57.0377
6074.718475	80.484009	57.0379
6075.054932	80.492622	57.0395
6075.391388	80.490799	57.0389
6075.727844	80.496323	57.0409
6076.064301	80.499130	57.0399
6076.400757	80.502266	57.0407
6076.737213	80.503922	57.0404
6077.073669	80.510941	57.0440
6077.410126	80.518860	57.0386
6077.746582	80.517365	57.0347
6078.083038	80.511337	57.0380
6078.419495	80.525520	57.0424
6078.755951	80.527092	57.0341
6079.092407	80.525551	57.0364
6079.428864	80.527901	57.0359
6079.765320	80.530899	57.0383
6080.101776	80.536148	57.0377
6080.438232	80.540810	57.0354
6080.774689	80.537071	57.0348
6081.111145	80.540390	57.0376
6081.447601	80.542892	57.0414
6081.784058	80.553368	57.0398
6082.120514	80.551018	57.0394
6082.456970	80.557236	57.0434
6082.793427	80.566910	57.0426
6083.129883	80.570816	57.0379
6083.466339	80.570419	57.0380
6083.802795	80.575951	57.0361
6084.139252	80.572937	57.0354
6084.475708	80.576279	57.0360
6084.812164	80.578362	57.0379
6085.148621	80.580795	57.0342
6085.485077	80.580643	57.0396
6085.821533	80.588486	57.0369
6086.157990	80.589790	57.0358
6086.494446	80.587212	57.0367
6086.830902	80.598770	57.0388
6087.167358	80.597305	57.0321
6087.503815	80.596008	57.0345
6087.840271	80.599907	57.0356
6088.176727	80.599762	57.0337
6088.513184	80.603996	57.0396
6088.849640	80.612305	57.0340
6089.186096	80.607727	57.0342
6089.522552	80.611565	57.0379
6089.859009	80.617706	57.0381
6090.195465	80.625610	57.0391
6090.531921	80.628197	57.0318
6090.868378	80.628212	57.0368
6091.204834	80.634300	57.0308
6091.541290	80.630699	57.0338
6091.877747	80.636520	57.0345
6092.214203	80.640228	57.0328
6092.550659	80.636917	57.0347
6092.887115	80.647003	57.0381
6093.223572	80.649986	57.0365
6093.560028	80.660347	57.0356
6093.896484	80.657158	57.0286
6094.232941	80.655006	57.0329
6094.569397	80.658768	57.0338
6094.905853	80.665482	57.0353
6095.242310	80.665726	57.0306
6095.578766	80.667809	57.0365
6095.915222	80.676376	57.0318
6096.251678	80.671959	57.0304
6096.588135	80.673988	57.0355
6096.924591	80.683327	57.0338
6097.261047	80.681465	57.0318
6097.597504	80.684624	57.0363
6097.933960	80.695381	57.0338
6098.270416	80.693932	57.0294
6098.606873	80.690765	57.0311
6098.943329	80.698021	57.0347
6099.279785	80.698257	57.0324
6099.616241	80.705482	57.0365
6099.952698	80.709450	57.0321
6100.289154	80.710625	57.0325
6100.625610	80.710258	57.0324
6100.962067	80.715866	57.0359
6101.298523	80.717384	57.0323
6101.634979	80.719650	57.0387
6101.971436	80.728333	57.0350
6102.307892	80.730362	57.0369
6102.644348	80.733871	57.0321
6102.980804	80.734848	57.0363
6103.317261	80.740837	57.0321
6103.653717	80.741142	57.0318
6103.990173	80.740982	57.0303
6104.326630	80.740036	57.0311
6104.663086	80.743462	57.0351
6104.999542	80.747116	57.0323
6105.335999	80.750557	57.0360
6105.672455	80.754539	57.0327
6106.008911	80.758614	57.0333
6106.345367	80.758423	57.0313
6106.681824	80.761063	57.0317
6107.018280	80.761497	57.0356
6107.354736	80.775719	57.0341
6107.691193	80.774521	57.0282
6108.027649	80.771721	57.0280
6108.364105	80.773010	57.0332
6108.700562	80.782707	57.0329
6109.037018	80.784279	57.0309
6109.373474	80.786591	57.0328
6109.709930	80.794304	57.0318
6110.046387	80.793709	57.0303
6110.382843	80.797676	57.0313
6110.719299	80.799698	57.0338
6111.055756	80.809982	57.0294
6111.392212	80.799416	57.0312
6111.728668	80.814194	57.0337
6112.065125	80.807610	57.0330
6112.401581	80.821884	57.0347
6112.738037	80.816963	57.0323
6113.074493	80.823524	57.0330
6113.410950	80.826485	57.0374
6113.747406	80.837402	57.0264
6114.083862	80.821930	57.0286
6114.420319	80.826874	57.0331
6114.756775	80.835052	57.0365
6115.093231	80.837769	57.0300
6115.429688	80.836533	57.0329
6115.766144	80.838676	57.0344
6116.102600	80.847992	57.0347
6116.439056	80.848694	57.0322
6116.775513	80.852051	57.0297
6117.111969	80.849998	57.0329
6117.448425	80.860229	57.0309
6117.784882	80.858627	57.0291
6118.121338	80.861031	57.0275
6118.457794	80.858566	57.0304
6118.794250	80.867775	57.0331
6119.130707	80.873436	57.0302
6119.467163	80.875977	57.0278
6119.803619	80.875221	57.0279
6120.140076	80.879517	57.0288
6120.476532	80.883179	57.0282
6120.812988	80.882263	57.0273
6121.149445	80.887520	57.0319
6121.485901	80.894043	57.0295
6121.822357	80.897423	57.0273
6122.158813	80.894897	57.0266
6122.495270	80.895569	57.0308
6122.831726	80.910240	57.0318
6123.168182	80.903641	57.0239
6123.504639	80.909996	57.0296
6123.841095	80.905869	57.0263
6124.177551	80.913910	57.0307
6124.514008	80.914719	57.0277
6124.850464	80.915817	57.0294
6125.186920	80.922897	57.0296
6125.523376	80.920433	57.0273
6125.859833	80.926865	57.0319
6126.196289	80.933937	57.0261
6126.532745	80.926178	57.0244
6126.869202	80.932198	57.0303
6127.205658	80.936234	57.0262
6127.542114	80.934532	57.0281
6127.878571	80.943718	57.0315
6128.215027	80.947403	57.0243
6128.551483	80.944771	57.0287
6128.887939	80.953568	57.0265
6129.224396	80.954239	57.0263
6129.560852	80.955643	57.0228
6129.897308	80.951866	57.0287
6130.233765	80.964790	57.0307
6130.570221	80.967583	57.0265
6130.906677	80.967697	57.0290
6131.243134	80.980621	57.0286
6131.579590	80.975601	57.0216
6131.916046	80.979599	57.0286
6132.252502	80.984627	57.0226
6132.588959	80.981918	57.0243
6132.925415	80.986160	57.0270
6133.261871	80.992584	57.0253
6133.598328	80.993179	57.0237
6133.934784	80.994614	57.0238
6134.271240	80.996124	57.0230
6134.607697	80.995193	57.0251
6134.944153	81.000671	57.0262
6135.280609	81.001419	57.0274
6135.617065	81.008720	57.0287
6135.953522	81.011345	57.0286
6136.289978	81.019691	57.0274
6136.626434	81.021301	57.0250
6136.962891	81.020622	57.0216
6137.299347	81.022331	57.0283
6137.635803	81.030830	57.0217
6137.972260	81.026405	57.0241
6138.308716	81.030991	57.0256
6138.645172	81.039459	57.0252
6138.981628	81.038216	57.0230
6139.318085	81.043930	57.0214
6139.654541	81.037292	57.0237
6139.990997	81.048561	57.0271
6140.327454	81.054924	57.0248
6140.663910	81.054161	57.0192
6141.000366	81.053452	57.0232
6141.336823	81.052986	57.0224
6141.673279	81.060242	57.0303
6142.009735	81.070206	57.0241
6142.346191	81.069023	57.0236
6142.682648	81.071243	57.0214
6143.019104	81.070190	57.0241
6143.355560	81.076065	57.0232
6143.692017	81.075577	57.0233
6144.028473	81.075897	57.0253
6144.364929	81.086563	57.0278
6144.701385	81.085106	57.0207
6145.037842	81.084511	57.0260
6145.374298	81.089996	57.0267
6145.710754	81.094856	57.0252
6146.047211	81.094978	57.0278
6146.383667	81.108002	57.0251
6146.720123	81.101334	57.0200
6147.056580	81.105400	57.0253
6147.393036	81.110069	57.0213
6147.729492	81.108734	57.0213
6148.065948	81.111046	57.0236
6148.402405	81.117241	57.0211
6148.738861	81.113274	57.0230
6149.075317	81.121506	57.0240
6149.411774	81.124229	57.0253
6149.748230	81.130882	57.0216
6150.084686	81.129738	57.0225
6150.421143	81.133614	57.0236
6150.757599	81.141785	57.0230
6151.094055	81.141418	57.0193
6151.430511	81.140854	57.0202
6151.766968	81.144432	57.0241
6152.103424	81.150734	57.0227
6152.439880	81.154213	57.0248
6152.776337	81.163567	57.0225
6153.112793	81.162994	57.0175
6153.449249	81.162621	57.0201
6153.785706	81.166107	57.0185
6154.122162	81.166977	57.0208
6154.458618	81.172020	57.0208
6154.795074	81.173943	57.0197
6155.131531	81.176506	57.0240
6155.467987	81.186996	57.0196
6155.804443	81.182251	57.0203
6156.140900	81.192352	57.0200
6156.477356	81.189133	57.0170
6156.813812	81.194000	57.0205
6157.150269	81.196869	57.0160
6157.486725	81.194099	57.0194
6157.823181	81.202171	57.0189
6158.159637	81.199677	57.0207
6158.496094	81.213631	57.0209
6158.832550	81.207260	57.0153
6159.169006	81.214050	57.0199
6159.505463	81.211372	57.0163
6159.841919	81.217300	57.0208
6160.178375	81.217659	57.0183
6160.514832	81.222206	57.0218
6160.851288	81.227379	57.0213
6161.187744	81.233116	57.0183
6161.524200	81.226959	57.0174
6161.860657	81.233612	57.0245
6162.197113	81.241913	57.0211
6162.533569	81.246170	57.0196
6162.870026	81.242851	57.0160
6163.206482	81.246292	57.0212
6163.542938	81.249222	57.0202
6163.879395	81.257751	57.0213
6164.215851	81.259300	57.0166
6164.552307	81.258072	57.0158
6164.888763	81.258423	57.0193
6165.225220	81.265564	57.0194
6165.561676	81.266846	57.0173
6165.898132	81.268379	57.0197
6166.234589	81.273384	57.0186
6166.571045	81.278923	57.0192
6166.907501	81.277687	57.0139
6167.243958	81.279442	57.0183
6167.580414	81.280304	57.0158
6167.916870	81.282097	57.0185
6168.253326	81.284882	57.0210
6168.589783	81.292519	57.0203
6168.926239	81.296051	57.0205
6169.262695	81.298439	57.0166
6169.599152	81.299652	57.0193
6169.935608	81.301788	57.0179
6170.272064	81.306938	57.0210
6170.608521	81.314957	57.0172
6170.944977	81.310448	57.0121
6171.281433	81.311127	57.0175
6171.617889	81.309937	57.0147
6171.954346	81.318947	57.0241
6172.290802	81.323677	57.0145
6172.627258	81.325592	57.0184
6172.963715	81.324699	57.0166
6173.300171	81.337303	57.0172
6173.636627	81.329376	57.0125
6173.973083	81.337746	57.0162
6174.309540	81.335754	57.0121
6174.645996	81.336090	57.0165
6174.982452	81.345650	57.0167
6175.318909	81.345650	57.0150
6175.655365	81.354530	57.0137
6175.991821	81.347214	57.0100
6176.328278	81.353317	57.0173
6176.664734	81.359703	57.0131
6177.001190	81.363129	57.0117
6177.337646	81.358246	57.0099
6177.674103	81.364967	57.0127
6178.010559	81.358620	57.0134
6178.347015	81.375496	57.0189
6178.683472	81.375862	57.0121
6179.019928	81.378593	57.0114
6179.356384	81.378258	57.0147
6179.692841	81.386490	57.0097
6180.029297	81.379639	57.0134
6180.365753	81.392097	57.0139
6180.702209	81.390648	57.0101
6181.038666	81.391670	57.0117
6181.375122	81.391991	57.0118
6181.711578	81.395546	57.0167
6182.048035	81.405502	57.0144
6182.384491	81.403687	57.0118
6182.720947	81.405670	57.0149
6183.057404	81.411621	57.0148
6183.393860	81.416183	57.0142
6183.730316	81.419876	57.0115
6184.066772	81.419693	57.0105
6184.403229	81.423065	57.0099
6184.739685	81.418922	57.0087
6185.076141	81.425026	57.0145
6185.412598	81.429947	57.0102
6185.749054	81.430305	57.0115
6186.085510	81.437416	57.0101
6186.421967	81.430382	57.0056
6186.758423	81.434967	57.0145
6187.094879	81.437477	57.0102
6187.431335	81.445801	57.0139
6187.767792	81.441505	57.0093
6188.104248	81.449097	57.0137
6188.440704	81.446503	57.0136
6188.777161	81.459602	57.0171
6189.113617	81.465790	57.0106
6189.450073	81.457581	57.0072
6189.786530	81.465462	57.0162
6190.122986	81.469482	57.0082
6190.459442	81.470032	57.0132
6190.795898	81.476738	57.0107
6191.132355	81.478043	57.0101
6191.468811	81.485527	57.0096
6191.805267	81.482689	57.0035
6192.141724	81.482330	57.0065
6192.478180	81.477570	57.0075
6192.814636	81.491241	57.0155
6193.151093	81.494377	57.0071
6193.487549	81.499985	57.0097
6193.824005	81.494476	57.0020
6194.160461	81.494736	57.0129
6194.496918	81.505081	57.0098
6194.833374	81.506180	57.0114
6195.169830	81.515327	57.0106
6195.506287	81.519524	57.0056
6195.842743	81.512909	57.0021
6196.179199	81.512299	57.0092
6196.515656	81.519310	57.0109
6196.852112	81.528976	57.0098
6197.188568	81.526245	57.0065
6197.525024	81.530869	57.0083
6197.861481	81.533195	57.0092
6198.197937	81.538857	57.0052
6198.534393	81.535698	57.0061
6198.870850	81.536346	57.0064
6199.207306	81.538803	57.0112
6199.543762	81.548279	57.0117
6199.880219	81.551430	57.0060
6200.216675	81.544724	57.0108
6200.553131	81.562897	57.0135
6200.889587	81.560471	57.0044
6201.226044	81.562378	57.0082
6201.562500	81.564774	57.0044
6201.898956	81.562355	57.0055
6202.235413	81.568703	57.0071
6202.571869	81.566170	57.0044
6202.908325	81.570229	57.0092
6203.244781	81.575699	57.0082
6203.581238	81.577827	57.0065
6203.917694	81.581253	57.0079
6204.254150	81.581314	57.0070
6204.590607	81.589836	57.0093
6204.927063	81.589798	57.0056
6205.263519	81.594337	57.0079
6205.599976	81.597359	57.0065
6205.936432	81.602509	57.0055
6206.272888	81.599655	57.0031
6206.609344	81.604500	57.0077
6206.945801	81.606880	57.0038
6207.282257	81.608490	57.0065
6207.618713	81.611069	57.0050
6207.955170	81.609650	57.0067
6208.291626	81.615906	57.0120
6208.628082	81.623146	57.0101
6208.964539	81.629944	57.0094
6209.300995	81.627739	57.0048
6209.637451	81.630455	57.0098
6209.973907	81.634987	57.0052
6210.310364	81.633072	57.0095
6210.646820	81.642189	57.0085
6210.983276	81.644577	57.0064
6211.319733	81.643387	57.0054
6211.656189	81.649300	57.0050
6211.992645	81.645264	57.0052
6212.329102	81.651268	57.0026
6212.665558	81.644073	57.0100
6213.002014	81.663483	57.0075
6213.338470	81.657951	57.0038
6213.674927	81.658936	57.0027
6214.011383	81.657173	57.0073
6214.347839	81.667084	57.0092
6214.684296	81.671707	57.0050
6215.020752	81.670174	57.0049
6215.357208	81.673866	57.0063
6215.693665	81.676559	57.0056
6216.030121	81.678818	57.0068
6216.366577	81.683235	57.0092
6216.703033	81.691910	57.0056
6217.039490	81.688469	57.0066
6217.375946	81.696960	57.0043
6217.712402	81.691437	57.0055
6218.048859	81.698082	57.0089
6218.385315	81.705383	57.0081
6218.721771	81.704277	57.0067
6219.058228	81.713417	57.0085
6219.394684	81.708885	57.0035
6219.731140	81.713943	57.0127
6220.067596	81.725861	57.0061
6220.404053	81.721214	57.0037
6220.740509	81.720230	57.0053
6221.076965	81.726311	57.0088
6221.413422	81.729546	57.0052
6221.749878	81.730690	57.0068
6222.086334	81.732872	57.0079
6222.422791	81.742279	57.0062
6222.759247	81.736221	57.0044
6223.095703	81.745979	57.0090
6223.432159	81.751175	57.0008
6223.768616	81.740562	57.0007
6224.105072	81.746590	57.0088
6224.441528	81.758003	57.0050
6224.777985	81.753464	57.0017
6225.114441	81.758522	57.0059
6225.450897	81.764389	57.0038
6225.787354	81.764862	56.9991
6226.123810	81.763046	57.0051
6226.460266	81.772408	57.0024
6226.796722	81.774246	57.0026
6227.133179	81.774948	57.0024
6227.469635	81.785873	57.0007
6227.806091	81.776161	56.9985
6228.142548	81.787186	57.0028
6228.479004	81.785065	56.9996
6228.815460	81.789894	57.0021
6229.151917	81.792557	57.0029
6229.488373	81.798203	57.0021
6229.824829	81.803772	57.0027
6230.161285	81.805183	56.9963
6230.497742	81.800621	57.0001
6230.834198	81.807167	57.0032
6231.170654	81.814804	57.0008
6231.507111	81.814560	56.9977
6231.843567	81.809654	56.9977
6232.180023	81.815964	57.0058
6232.516479	81.823677	56.9982
6232.852936	81.817818	57.0018
6233.189392	81.825668	57.0018
6233.525848	81.824211	57.0026
6233.862305	81.831429	57.0038
6234.198761	81.831268	57.0020
6234.535217	81.836082	57.0047
6234.871674	81.839249	57.0023
6235.208130	81.840378	57.0032
6235.544586	81.845612	57.0048
6235.881042	81.848816	57.0006
6236.217499	81.849899	57.0041
6236.553955	81.854630	57.0003
6236.890411	81.856171	57.0015
6237.226868	81.857086	57.0013
6237.563324	81.864067	56.9994
6237.899780	81.859512	56.9996
6238.236237	81.864449	57.0007
6238.572693	81.868431	57.0033
6238.909149	81.874954	57.0008
6239.245605	81.878517	56.9987
6239.582062	81.875908	56.9965
6239.918518	81.878311	57.0019
6240.254974	81.889717	56.9982
6240.591431	81.884293	56.9957
6240.927887	81.887894	56.9972
6241.264343	81.889610	56.9992
6241.600800	81.896729	56.9976
6241.937256	81.896004	56.9963
6242.273712	81.900185	56.9985
6242.610168	81.901772	56.9943
6242.946625	81.901031	57.0015
6243.283081	81.914680	56.9976
6243.619537	81.911461	56.9953
6243.955994	81.913246	56.9938
6244.292450	81.909233	56.9965
6244.628906	81.915520	56.9999
6244.965363	81.918915	57.0012
6245.301819	81.929230	57.0004
6245.638275	81.926239	56.9968
6245.974731	81.931114	57.0003
6246.311188	81.932945	56.9973
6246.647644	81.936378	57.0010
6246.984100	81.940346	56.9962
6247.320557	81.940269	57.0009
6247.657013	81.945610	56.9976
6247.993469	81.950531	57.0012
6248.329926	81.953484	56.9936
6248.666382	81.948891	56.9978
6249.002838	81.958252	56.9995
6249.339294	81.960396	56.9954
6249.675751	81.962158	56.9955
6250.012207	81.960930	56.9960
6250.348663	81.967155	56.9953
6250.685120	81.964890	56.9974
6251.021576	81.970879	56.9966
6251.358032	81.974113	56.9994
6251.694489	81.977364	56.9972
6252.030945	81.984978	56.9983
6252.367401	81.982704	56.9950
6252.703857	81.988419	56.9973
6253.040314	81.989212	56.9967
6253.376770	81.994202	56.9983
6253.713226	82.004478	56.9976
6254.049683	82.002388	56.9878
6254.386139	81.996109	56.9939
6254.722595	82.000175	56.9939
6255.059052	82.003845	57.0005
6255.395508	82.015800	56.9957
6255.731964	82.013496	56.9938
6256.068420	82.014000	56.9929
6256.404877	82.013008	56.9969
6256.741333	82.022179	56.9978
6257.077789	82.023636	56.9956
6257.414246	82.025948	56.9965
6257.750702	82.029579	56.9965
6258.087158	82.031845	56.9962
6258.423615	82.034309	56.9968
6258.760071	82.039192	56.9980
6259.096527	82.044289	56.9951
6259.432983	82.044861	56.9949
6259.769440	82.047539	56.9928
6260.105896	82.046173	56.9938
6260.442352	82.049698	56.9958
6260.778809	82.055290	56.9950
6261.115265	82.056679	56.9948
6261.451721	82.062103	56.9923
6261.788177	82.058388	56.9928
6262.124634	82.063316	56.9929
6262.461090	82.062538	56.9953
6262.797546	82.068237	56.9956
6263.134003	82.073959	56.9980
6263.470459	82.079330	56.9930
6263.806915	82.078514	56.9932
6264.143372	82.080116	56.9939
6264.479828	82.085922	56.9931
6264.816284	82.082108	56.9914
6265.152740	82.083107	56.9971
6265.489197	82.093704	56.9988
6265.825653	82.097702	56.9959
6266.162109	82.100029	56.9927
6266.498566	82.094994	56.9975
6266.835022	82.110466	56.9966
6267.171478	82.102859	56.9945
6267.507935	82.112961	56.9976
6267.844391	82.113304	56.9955
6268.180847	82.117638	56.9932
6268.517303	82.112663	56.9971
6268.853760	82.125816	56.9982
6269.190216	82.126526	56.9944
6269.526672	82.128143	56.9936
6269.863129	82.126427	56.9937
6270.199585	82.131065	56.9979
6270.536041	82.135551	56.9951
6270.872498	82.140450	56.9982
6271.208954	82.144569	56.9918
6271.545410	82.140678	56.9934
6271.881866	82.145233	56.9971
6272.218323	82.153702	56.9926
6272.554779	82.147316	56.9940
6272.891235	82.158295	56.9945
6273.227692	82.154160	56.9918
6273.564148	82.159103	56.9951
6273.900604	82.161041	56.9931
6274.237061	82.163429	56.9961
6274.573517	82.168251	56.9934
6274.909973	82.168213	56.9989
6275.246429	82.182159	56.9951
6275.582886	82.180176	56.9927
6275.919342	82.179726	56.9894
6276.255798	82.178032	56.9964
6276.592255	82.188255	56.9963
6276.928711	82.193939	56.9942
6277.265167	82.192482	56.9910
6277.601624	82.194145	56.9955
6277.938080	82.203995	56.9911
6278.274536	82.193977	56.9932
6278.610992	82.213432	56.9949
6278.947449	82.204521	56.9877
6279.283905	82.207657	56.9922
6279.620361	82.214561	56.9936
6279.956818	82.215027	56.9855
6280.293274	82.209663	56.9909
6280.629730	82.212944	56.9946
6280.966187	82.225716	56.9953
6281.302643	82.227707	56.9895
6281.639099	82.221275	56.9883
6281.975555	82.227806	56.9956
6282.312012	82.230042	56.9902
6282.648468	82.234016	56.9964
6282.984924	82.241066	56.9905
6283.321381	82.239159	56.9928
6283.657837	82.246849	56.9896
6283.994293	82.241676	56.9897
6284.330750	82.246109	56.9917
6284.667206	82.250267	56.9920
6285.003662	82.248932	56.9895
6285.340118	82.250351	56.9971
6285.676575	82.262108	56.9950
6286.013031	82.264183	56.9956
6286.349487	82.270355	56.9894
6286.685944	82.262138	56.9948
6287.022400	82.277763	56.9945
6287.358856	82.275124	56.9923
6287.695312	82.280495	56.9918
6288.031769	82.280441	56.9918
6288.368225	82.283409	56.9924
6288.704681	82.286812	56.9937
6289.041138	82.294411	56.9923
6289.377594	82.290970	56.9891
6289.714050	82.296074	56.9935
6290.050507	82.296509	56.9907
6290.386963	82.303543	56.9943
6290.723419	82.303764	56.9894
6291.059875	82.305885	56.9950
6291.396332	82.316841	56.9936
6291.732788	82.321098	56.9878
6292.069244	82.316605	56.9849
6292.405701	82.314384	56.9868
6292.742157	82.315651	56.9918
6293.078613	82.328850	56.9920
6293.415070	82.327255	56.9855
6293.751526	82.325417	56.9895
6294.087982	82.332191	56.9917
6294.424438	82.339211	56.9896
6294.760895	82.339348	56.9864
6295.097351	82.338539	56.9898
6295.433807	82.348961	56.9889
6295.770264	82.347473	56.9861
6296.106720	82.349915	56.9872
6296.443176	82.354874	56.9867
6296.779633	82.352798	56.9861
6297.116089	82.362083	56.9867
6297.452545	82.355949	56.9843
6297.789001	82.362511	56.9875
6298.125458	82.363380	56.9892
6298.461914	82.372879	56.9876
6298.798370	82.374779	56.9845
6299.134827	82.370811	56.9818
6299.471283	82.368271	56.9849
6299.807739	82.369728	56.9925
6300.144196	82.385201	56.9919
6300.480652	82.386246	56.9889
6300.817108	82.389732	56.9864
6301.153564	82.386269	56.9872
6301.490021	82.391029	56.9895
6301.826477	82.392952	56.9903
6302.162933	82.400597	56.9935
6302.499390	82.408012	56.9884
6302.835846	82.408173	56.9878
6303.172302	82.407005	56.9841
6303.508759	82.407768	56.9910
6303.845215	82.416191	56.9889
6304.181671	82.419685	56.9860
6304.518127	82.414246	56.9878
6304.854584	82.424438	56.9902
6305.191040	82.428688	56.9878
6305.527496	82.426712	56.9843
6305.863953	82.428566	56.9890
6306.200409	82.431427	56.9881
6306.536865	82.438263	56.9908
6306.873322	82.441666	56.9862
6307.209778	82.440880	56.9888
6307.546234	82.449791	56.9874
6307.882690	82.448189	56.9845
6308.219147	82.448135	56.9855
6308.555603	82.450226	56.9883
6308.892059	82.459335	56.9889
6309.228516	82.460442	56.9842
6309.564972	82.463097	56.9852
6309.901428	82.460121	56.9828
