	180		
Frequency (Hz)	Level (dB)
5664.022893	-78.44
5746.124083	-78.42
5829.415347	-79.05
5913.913936	-77.77
5999.637349	-82.06
6086.603340	-83.09
6174.829922	-81.38
6264.335367	-85.76
6355.138211	-81.25
6447.257262	-82.95
6540.711597	-80.64
6635.520573	-82.25
6731.703824	-86.42
6829.281272	-83.71
6928.273125	-83.84
7028.699885	-88.30
7130.582353	-88.72
7233.941627	-87.96
7338.799116	-85.25
7445.176537	-85.40
7553.095920	-86.44
7662.579617	-86.16
7773.650302	-86.73
7886.330981	-84.00
8000.644989	-88.55
8116.616003	-85.44
8234.268041	-81.38
8353.625470	-84.18
8474.713009	-84.53
8597.555737	-85.55
8722.179097	-87.03
8848.608897	-84.58
8976.871324	-87.09
9106.992942	-87.40
9239.000700	-87.84
9372.921937	-93.17
9508.784391	-93.71
9646.616199	-95.01
9786.445908	-90.41
9928.302478	-91.14
10072.215288	-90.66
10218.214144	-92.77
10366.329284	-93.23
10516.591384	-94.76
10669.031565	-93.57
10823.681397	-94.07
10980.572911	-94.81
11139.738600	-93.78
11301.211429	-94.19
11465.024840	-97.09
11631.212760	-96.80
11799.809609	-98.20
11970.850305	-98.52
12144.370271	-99.13
12320.405445	-99.87
12498.992285	-100.70
12680.167779	-97.37
12863.969449	-95.86
13050.435363	-101.20
13239.604139	-103.12
13431.514956	-100.71
13626.207560	-100.83
13823.722274	-101.98
14024.100004	-100.26
14227.382252	-101.98
14433.611118	-104.08
14642.829314	-103.56
14855.080172	-103.07
15070.407650	-102.64
15288.856344	-104.56
15510.471498	-103.21
15735.299010	-103.85
15963.385443	-104.64
16194.778036	-103.44
16429.524714	-103.77
16667.674093	-105.02
16909.275497	-102.21
17154.378963	-101.25
17403.035256	-104.94
17655.295873	-105.59
17911.213060	-106.46
18170.839820	-106.26
18434.229924	-106.98
18701.437922	-107.39
18972.519156	-106.32
19247.529769	-105.87
19526.526718	-106.92
19809.567786	-107.27
20096.711592	-107.75
20388.017608	-107.20
20683.546166	-107.88
20983.358471	-107.78
21287.516618	-107.99
21596.083601	-108.03
21909.123326	-107.89
22226.700627	-107.99
