	15		
Frequency (Hz)	Level (dB)
67.317038	-45.61
68.292813	-45.72
69.282731	-45.91
70.286999	-46.12
71.305824	-46.28
72.339416	-46.38
73.387991	-46.48
74.451765	-46.64
75.530959	-46.91
76.625796	-47.33
77.736503	-47.90
78.863310	-48.47
80.006450	-48.80
81.166160	-48.78
82.342680	-48.53
83.536255	-48.15
84.747130	-47.63
85.975557	-47.00
87.221791	-46.43
88.486089	-46.06
89.768713	-45.90
91.069929	-45.78
92.390007	-45.54
93.729219	-45.09
95.087844	-44.49
96.466162	-43.96
97.864459	-43.69
99.283025	-43.63
100.722153	-43.62
102.182141	-43.55
103.663293	-43.35
105.165914	-42.95
106.690316	-42.37
108.236814	-41.82
109.805729	-41.53
111.397386	-41.46
113.012114	-41.46
114.650248	-41.32
116.312128	-40.98
117.998096	-40.69
119.708503	-40.61
121.443703	-40.73
123.204054	-40.74
124.989923	-40.44
126.801678	-40.28
128.639694	-40.37
130.504354	-40.26
132.396041	-39.99
134.315150	-39.99
136.262076	-40.60
138.237223	-41.47
140.241000	-41.93
142.273823	-42.48
144.336111	-42.99
146.428293	-42.90
148.550802	-42.56
150.704076	-42.71
152.888563	-43.27
155.104715	-43.60
157.352990	-43.82
159.633854	-44.10
161.947780	-43.99
164.295247	-43.26
166.676741	-42.52
169.092755	-42.17
171.543790	-42.73
174.030353	-43.82
176.552959	-44.11
179.112131	-43.75
181.708398	-43.81
184.342299	-44.15
187.014379	-44.54
189.725192	-44.94
192.475298	-45.54
195.265267	-46.22
198.095678	-46.63
200.967116	-46.35
203.880176	-45.83
206.835462	-46.54
209.833585	-48.16
212.875166	-48.98
215.960836	-49.70
219.091233	-50.65
222.267006	-49.91
225.488813	-48.17
228.757320	-46.12
232.073205	-44.99
235.437154	-44.56
238.849865	-44.26
242.312043	-45.13
245.824407	-46.00
249.387683	-46.08
253.002609	-47.14
256.669935	-47.37
260.390419	-46.62
264.164832	-45.24
267.993956	-45.44
271.878584	-46.39
275.819521	-46.89
279.817582	-46.62
283.873596	-46.75
287.988403	-46.46
292.162855	-46.27
296.397817	-46.23
300.694165	-45.47
305.052789	-45.94
309.474593	-46.10
313.960491	-45.82
318.511414	-45.69
323.128303	-47.42
327.812115	-48.23
332.563820	-49.90
337.384402	-51.39
342.274859	-51.71
347.236204	-50.94
352.269465	-50.27
357.375684	-49.30
362.555919	-48.03
367.811243	-46.99
373.142743	-45.51
378.551525	-45.52
384.038708	-45.74
389.605429	-47.06
395.252841	-47.09
400.982113	-48.09
406.794432	-50.00
412.691002	-49.31
418.673044	-46.97
424.741797	-45.79
430.898518	-44.60
437.144481	-44.59
443.480981	-45.85
449.909331	-47.26
456.430860	-47.90
463.046920	-48.93
469.758882	-51.25
476.568134	-56.93
483.476089	-51.62
490.484175	-48.91
497.593845	-48.52
504.806572	-47.60
512.123848	-46.79
519.547190	-47.97
527.078134	-47.16
534.718242	-50.28
542.469094	-48.79
550.332296	-46.50
558.309477	-47.36
566.402289	-46.75
574.612408	-47.24
582.941535	-47.96
591.391394	-48.38
599.963735	-47.46
608.660334	-46.69
617.482992	-47.47
626.433537	-47.63
635.513821	-46.76
644.725726	-47.25
654.071160	-48.88
663.552057	-50.42
673.170382	-46.43
682.928127	-45.84
692.827312	-47.08
702.869989	-46.46
713.058235	-48.38
723.394163	-49.28
733.879912	-46.34
744.517654	-44.88
755.309592	-44.88
766.257962	-45.11
777.365030	-46.00
788.633098	-46.08
800.064499	-47.03
811.661600	-46.90
823.426804	-45.36
835.362547	-46.96
847.471301	-48.18
859.755574	-48.65
872.217910	-48.06
884.860890	-47.68
897.687132	-48.43
910.699294	-50.16
923.900070	-50.51
937.292194	-50.98
950.878439	-49.59
964.661620	-48.88
978.644591	-48.42
992.830248	-46.08
1007.221529	-46.20
1021.821414	-48.00
1036.632928	-49.72
1051.659138	-54.45
1066.903156	-58.28
1082.368140	-52.11
1098.057291	-51.00
1113.973860	-48.81
1130.121143	-48.27
1146.502484	-48.10
1163.121276	-50.71
1179.980961	-51.76
1197.085030	-48.93
1214.437027	-46.30
1232.040544	-49.24
1249.899229	-49.87
1268.016778	-47.18
1286.396945	-45.20
1305.043536	-45.03
1323.960414	-46.30
1343.151496	-46.86
1362.620756	-48.28
1382.372227	-48.89
1402.410000	-48.77
1422.738225	-48.02
1443.361112	-46.67
1464.282931	-48.71
1485.508017	-51.39
1507.040765	-48.77
1528.885634	-49.17
1551.047150	-54.48
1573.529901	-49.24
1596.338544	-49.28
1619.477804	-51.91
1642.952471	-51.22
1666.767409	-52.34
1690.927550	-52.78
1715.437896	-51.54
1740.303526	-49.49
1765.529587	-51.12
1791.121306	-49.88
1817.083982	-49.97
1843.422992	-51.32
1870.143792	-50.81
1897.251916	-52.25
1924.752977	-52.45
1952.652672	-52.75
1980.956779	-52.95
2009.671159	-53.14
2038.801761	-51.55
2068.354617	-53.06
2098.335847	-55.33
2128.751662	-53.56
2159.608360	-51.13
2190.912333	-53.15
2222.670063	-55.88
2254.888128	-54.87
2287.573200	-54.19
2320.732050	-54.50
2354.371544	-53.85
2388.498649	-54.79
2423.120434	-54.51
2458.244069	-55.17
2493.876828	-56.31
2530.026092	-55.07
2566.699346	-53.71
2603.904187	-54.42
2641.648320	-56.35
2679.939562	-56.91
2718.785844	-56.73
2758.195211	-55.68
2798.175824	-56.33
2838.735965	-56.53
2879.884033	-57.17
2921.628551	-58.39
2963.978165	-55.78
3006.941645	-55.70
3050.527890	-56.73
3094.745927	-56.00
3139.604913	-55.90
3185.114139	-55.61
3231.283032	-56.10
3278.121151	-55.45
3325.638200	-56.34
3373.844017	-56.14
3422.748588	-56.53
3472.362041	-56.78
3522.694651	-54.18
3573.756843	-55.44
3625.559192	-55.79
3678.112427	-55.35
3731.427432	-55.10
3785.515249	-54.39
3840.387080	-55.26
3896.054290	-56.17
3952.528408	-55.21
4009.821129	-55.34
4067.944321	-56.07
4126.910020	-55.87
4186.730440	-55.93
4247.417969	-55.15
4308.985176	-55.96
4371.444813	-55.43
4434.809815	-55.44
4499.093306	-55.39
4564.308599	-55.26
4630.469202	-55.47
4697.588817	-55.10
4765.681344	-56.04
4834.760887	-55.25
4904.841752	-56.37
4975.938453	-55.42
5048.065717	-55.85
5121.238480	-56.35
5195.471897	-56.01
5270.781343	-56.29
5347.182415	-56.37
5424.690937	-55.17
5503.322961	-56.35
5583.094772	-56.15
5664.022893	-56.36
5746.124083	-56.99
5829.415347	-57.45
5913.913936	-58.89
5999.637349	-59.82
6086.603340	-60.32
6174.829922	-59.40
6264.335367	-60.14
6355.138211	-60.09
6447.257262	-59.87
6540.711597	-60.71
6635.520573	-60.16
6731.703824	-60.73
6829.281272	-60.78
6928.273125	-61.13
7028.699885	-61.31
7130.582353	-61.41
7233.941627	-61.55
7338.799116	-62.42
7445.176537	-62.72
7553.095920	-63.85
7662.579617	-63.76
7773.650302	-63.93
7886.330981	-63.25
8000.644989	-62.89
8116.616003	-62.99
8234.268041	-62.84
8353.625470	-63.15
8474.713009	-64.48
8597.555737	-66.45
8722.179097	-68.42
8848.608897	-69.31
8976.871324	-70.86
9106.992942	-72.97
9239.000700	-73.25
9372.921937	-73.77
9508.784391	-74.12
9646.616199	-72.95
9786.445908	-72.87
9928.302478	-73.96
10072.215288	-74.21
10218.214144	-74.09
10366.329284	-74.72
10516.591384	-75.12
10669.031565	-76.14
10823.681397	-77.13
10980.572911	-77.30
11139.738600	-76.97
11301.211429	-77.42
11465.024840	-77.83
11631.212760	-77.88
11799.809609	-78.49
11970.850305	-79.02
12144.370271	-79.18
12320.405445	-79.25
12498.992285	-79.07
12680.167779	-79.44
12863.969449	-80.16
13050.435363	-80.95
13239.604139	-81.01
13431.514956	-81.42
13626.207560	-82.54
13823.722274	-83.58
14024.100004	-84.66
14227.382252	-85.95
14433.611118	-86.57
14642.829314	-88.18
14855.080172	-90.01
15070.407650	-89.28
15288.856344	-91.60
15510.471498	-91.89
15735.299010	-90.98
15963.385443	-91.54
16194.778036	-91.49
16429.524714	-92.19
16667.674093	-92.09
16909.275497	-90.90
17154.378963	-93.07
17403.035256	-93.51
17655.295873	-94.89
17911.213060	-97.07
18170.839820	-99.88
18434.229924	-100.81
18701.437922	-100.85
18972.519156	-100.35
19247.529769	-97.83
19526.526718	-96.16
19809.567786	-96.22
20096.711592	-102.47
20388.017608	-108.04
20683.546166	-108.25
20983.358471	-108.41
21287.516618	-108.39
21596.083601	-108.15
21909.123326	-108.13
22226.700627	-108.26
