	60		
Frequency (Hz)	Level (dB)
116.312128	-41.48
117.998096	-41.80
119.708503	-41.97
121.443703	-41.85
123.204054	-41.68
124.989923	-41.78
126.801678	-42.04
128.639694	-42.33
130.504354	-42.65
132.396041	-42.75
134.315150	-42.50
136.262076	-42.36
138.237223	-42.70
140.241000	-43.53
142.273823	-44.16
144.336111	-44.17
146.428293	-44.01
148.550802	-44.17
150.704076	-44.31
152.888563	-44.22
155.104715	-43.94
157.352990	-43.12
159.633854	-42.37
161.947780	-42.51
164.295247	-43.55
166.676741	-44.18
169.092755	-44.59
171.543790	-45.19
174.030353	-45.55
176.552959	-45.79
179.112131	-46.24
181.708398	-46.09
184.342299	-45.57
187.014379	-45.29
189.725192	-45.66
192.475298	-46.59
195.265267	-47.56
198.095678	-47.18
200.967116	-46.26
203.880176	-45.92
206.835462	-46.87
209.833585	-49.03
212.875166	-50.59
215.960836	-51.16
219.091233	-51.11
222.267006	-50.70
225.488813	-49.43
228.757320	-48.54
232.073205	-48.03
235.437154	-47.81
238.849865	-48.39
242.312043	-48.99
245.824407	-49.25
249.387683	-49.22
253.002609	-48.80
256.669935	-49.06
260.390419	-48.40
264.164832	-47.59
267.993956	-47.00
271.878584	-46.91
275.819521	-48.10
279.817582	-49.02
283.873596	-48.48
287.988403	-47.99
292.162855	-47.07
296.397817	-46.90
300.694165	-46.92
305.052789	-46.67
309.474593	-46.81
313.960491	-47.67
318.511414	-47.66
323.128303	-47.15
327.812115	-48.54
332.563820	-50.23
337.384402	-53.04
342.274859	-54.48
347.236204	-55.84
352.269465	-55.77
357.375684	-51.50
362.555919	-49.27
367.811243	-47.48
373.142743	-46.40
378.551525	-46.79
384.038708	-45.69
389.605429	-46.77
395.252841	-48.25
400.982113	-48.45
406.794432	-48.38
412.691002	-49.30
418.673044	-50.66
424.741797	-47.58
430.898518	-46.77
437.144481	-47.70
443.480981	-47.39
449.909331	-48.36
456.430860	-48.40
463.046920	-49.26
469.758882	-50.81
476.568134	-53.19
483.476089	-57.39
490.484175	-55.31
497.593845	-54.08
504.806572	-53.41
512.123848	-51.06
519.547190	-49.60
527.078134	-50.37
534.718242	-55.58
542.469094	-52.63
550.332296	-50.61
558.309477	-48.11
566.402289	-48.42
574.612408	-48.54
582.941535	-48.37
591.391394	-48.12
599.963735	-49.93
608.660334	-49.71
617.482992	-51.06
626.433537	-52.33
635.513821	-51.38
644.725726	-52.35
654.071160	-56.40
663.552057	-53.97
673.170382	-49.72
682.928127	-47.85
692.827312	-47.56
702.869989	-46.47
713.058235	-47.34
723.394163	-48.89
733.879912	-47.71
744.517654	-46.23
755.309592	-46.25
766.257962	-48.10
777.365030	-50.78
788.633098	-52.47
800.064499	-53.19
811.661600	-52.76
823.426804	-48.51
835.362547	-48.98
847.471301	-51.77
859.755574	-51.59
872.217910	-49.23
884.860890	-48.87
897.687132	-49.33
910.699294	-52.63
923.900070	-54.92
937.292194	-56.44
950.878439	-53.81
964.661620	-52.47
978.644591	-51.16
992.830248	-51.11
1007.221529	-48.51
1021.821414	-48.61
1036.632928	-50.49
1051.659138	-54.01
1066.903156	-63.14
1082.368140	-61.28
1098.057291	-55.61
1113.973860	-53.29
1130.121143	-49.80
1146.502484	-49.82
1163.121276	-52.81
1179.980961	-57.15
1197.085030	-52.26
1214.437027	-53.13
1232.040544	-58.27
1249.899229	-53.73
1268.016778	-49.44
1286.396945	-47.74
1305.043536	-48.01
1323.960414	-51.61
1343.151496	-54.93
1362.620756	-57.14
1382.372227	-51.84
1402.410000	-49.82
1422.738225	-49.48
1443.361112	-51.10
1464.282931	-52.05
1485.508017	-53.59
1507.040765	-55.20
1528.885634	-53.41
1551.047150	-54.30
1573.529901	-54.03
1596.338544	-52.96
1619.477804	-52.15
1642.952471	-53.96
1666.767409	-58.36
1690.927550	-58.43
1715.437896	-56.57
1740.303526	-55.90
1765.529587	-55.83
1791.121306	-55.99
1817.083982	-56.84
1843.422992	-55.44
1870.143792	-54.36
1897.251916	-54.64
1924.752977	-58.00
1952.652672	-58.71
1980.956779	-57.10
2009.671159	-55.89
2038.801761	-55.48
2068.354617	-59.73
2098.335847	-59.53
2128.751662	-58.58
2159.608360	-54.81
2190.912333	-56.78
2222.670063	-60.25
2254.888128	-58.81
2287.573200	-57.83
2320.732050	-59.17
2354.371544	-58.02
2388.498649	-58.11
2423.120434	-59.71
2458.244069	-60.70
2493.876828	-62.57
2530.026092	-60.72
2566.699346	-57.49
2603.904187	-58.82
2641.648320	-62.57
2679.939562	-62.58
2718.785844	-61.01
2758.195211	-62.38
2798.175824	-62.76
2838.735965	-61.30
2879.884033	-64.89
2921.628551	-61.66
2963.978165	-59.50
3006.941645	-60.34
3050.527890	-63.82
3094.745927	-62.70
3139.604913	-60.65
3185.114139	-62.29
3231.283032	-65.52
3278.121151	-61.70
3325.638200	-64.05
3373.844017	-63.31
3422.748588	-64.19
3472.362041	-68.53
3522.694651	-64.76
3573.756843	-65.40
3625.559192	-66.42
3678.112427	-68.05
3731.427432	-69.96
3785.515249	-65.69
3840.387080	-68.26
3896.054290	-70.15
3952.528408	-71.60
4009.821129	-74.38
4067.944321	-73.72
4126.910020	-79.71
4186.730440	-72.19
4247.417969	-74.21
4308.985176	-75.88
4371.444813	-70.49
4434.809815	-68.56
4499.093306	-72.26
4564.308599	-65.89
4630.469202	-67.71
4697.588817	-64.88
4765.681344	-65.60
4834.760887	-63.56
4904.841752	-66.24
4975.938453	-63.10
5048.065717	-67.29
5121.238480	-63.49
5195.471897	-66.59
5270.781343	-66.75
5347.182415	-67.52
5424.690937	-68.14
5503.322961	-67.45
5583.094772	-69.05
5664.022893	-69.60
5746.124083	-69.13
5829.415347	-70.26
5913.913936	-69.81
5999.637349	-67.65
6086.603340	-70.52
6174.829922	-69.11
6264.335367	-69.39
6355.138211	-68.17
6447.257262	-70.21
6540.711597	-68.58
6635.520573	-70.56
6731.703824	-71.21
6829.281272	-72.86
6928.273125	-72.88
7028.699885	-73.61
7130.582353	-75.36
7233.941627	-76.98
7338.799116	-75.19
7445.176537	-76.03
7553.095920	-74.07
7662.579617	-75.00
7773.650302	-73.93
7886.330981	-73.70
8000.644989	-73.15
8116.616003	-71.06
8234.268041	-71.53
8353.625470	-71.44
8474.713009	-70.03
8597.555737	-70.47
8722.179097	-69.83
8848.608897	-70.94
8976.871324	-70.81
9106.992942	-70.26
9239.000700	-71.19
9372.921937	-72.93
9508.784391	-75.33
9646.616199	-75.05
9786.445908	-75.76
9928.302478	-76.07
10072.215288	-76.94
10218.214144	-78.33
10366.329284	-79.69
10516.591384	-82.35
10669.031565	-84.45
10823.681397	-85.90
10980.572911	-87.32
11139.738600	-89.61
11301.211429	-92.17
11465.024840	-93.02
11631.212760	-91.47
11799.809609	-90.55
11970.850305	-90.16
12144.370271	-90.45
12320.405445	-89.74
12498.992285	-89.49
12680.167779	-89.68
12863.969449	-90.88
13050.435363	-91.43
13239.604139	-93.00
13431.514956	-91.29
13626.207560	-93.60
13823.722274	-94.42
14024.100004	-95.81
14227.382252	-96.32
14433.611118	-96.21
14642.829314	-98.73
14855.080172	-98.73
15070.407650	-104.13
15288.856344	-101.19
15510.471498	-102.42
15735.299010	-104.69
15963.385443	-104.99
16194.778036	-102.63
16429.524714	-99.08
16667.674093	-101.21
16909.275497	-99.10
17154.378963	-89.89
17403.035256	-94.86
17655.295873	-102.36
17911.213060	-105.38
18170.839820	-104.48
18434.229924	-104.42
18701.437922	-104.77
18972.519156	-103.36
19247.529769	-104.11
19526.526718	-104.37
19809.567786	-104.47
20096.711592	-107.05
20388.017608	-107.67
20683.546166	-107.56
20983.358471	-107.65
21287.516618	-107.92
21596.083601	-107.96
21909.123326	-107.54
22226.700627	-107.70
