	90		
Frequency (Hz)	Level (dB)
591.391394	-51.35
599.963735	-50.17
608.660334	-50.84
617.482992	-52.47
626.433537	-52.38
635.513821	-53.59
644.725726	-55.75
654.071160	-57.20
663.552057	-58.89
673.170382	-55.37
682.928127	-55.06
692.827312	-52.26
702.869989	-50.69
713.058235	-50.61
723.394163	-52.00
733.879912	-53.70
744.517654	-52.59
755.309592	-53.66
766.257962	-54.94
777.365030	-53.53
788.633098	-57.39
800.064499	-64.58
811.661600	-54.70
823.426804	-50.94
835.362547	-50.03
847.471301	-53.36
859.755574	-54.43
872.217910	-53.98
884.860890	-52.64
897.687132	-50.42
910.699294	-53.29
923.900070	-62.07
937.292194	-59.56
950.878439	-57.72
964.661620	-60.10
978.644591	-55.67
992.830248	-53.33
1007.221529	-51.50
1021.821414	-51.90
1036.632928	-57.24
1051.659138	-66.21
1066.903156	-63.22
1082.368140	-61.69
1098.057291	-58.16
1113.973860	-58.80
1130.121143	-56.37
1146.502484	-57.33
1163.121276	-58.86
1179.980961	-58.43
1197.085030	-52.93
1214.437027	-51.25
1232.040544	-56.71
1249.899229	-60.01
1268.016778	-55.59
1286.396945	-55.17
1305.043536	-52.09
1323.960414	-53.86
1343.151496	-58.74
1362.620756	-58.03
1382.372227	-57.86
1402.410000	-57.39
1422.738225	-56.06
1443.361112	-56.55
1464.282931	-58.22
1485.508017	-55.44
1507.040765	-54.35
1528.885634	-57.84
1551.047150	-65.86
1573.529901	-60.95
1596.338544	-58.11
1619.477804	-59.21
1642.952471	-58.76
1666.767409	-62.15
1690.927550	-67.54
1715.437896	-63.47
1740.303526	-60.64
1765.529587	-60.12
1791.121306	-57.96
1817.083982	-59.84
1843.422992	-65.58
1870.143792	-62.68
1897.251916	-60.17
1924.752977	-61.36
1952.652672	-65.16
1980.956779	-62.88
2009.671159	-62.62
2038.801761	-61.58
2068.354617	-64.90
2098.335847	-68.06
2128.751662	-62.81
2159.608360	-64.56
2190.912333	-63.82
2222.670063	-66.16
2254.888128	-63.63
2287.573200	-64.92
2320.732050	-66.75
2354.371544	-70.49
2388.498649	-65.55
2423.120434	-62.72
2458.244069	-68.65
2493.876828	-70.85
2530.026092	-67.59
2566.699346	-70.76
2603.904187	-65.68
2641.648320	-66.22
2679.939562	-69.90
2718.785844	-73.73
2758.195211	-67.64
2798.175824	-66.38
2838.735965	-71.20
2879.884033	-68.74
2921.628551	-72.74
2963.978165	-69.47
3006.941645	-65.45
3050.527890	-67.25
3094.745927	-72.59
3139.604913	-68.00
3185.114139	-70.02
3231.283032	-71.44
3278.121151	-70.54
3325.638200	-72.71
3373.844017	-75.63
3422.748588	-70.14
3472.362041	-72.18
3522.694651	-75.21
3573.756843	-75.42
3625.559192	-74.50
3678.112427	-75.58
3731.427432	-76.16
3785.515249	-78.07
3840.387080	-76.11
3896.054290	-75.35
3952.528408	-77.78
4009.821129	-75.20
4067.944321	-79.30
4126.910020	-80.55
4186.730440	-76.20
4247.417969	-73.53
4308.985176	-75.63
4371.444813	-72.18
4434.809815	-71.88
4499.093306	-69.62
4564.308599	-72.77
4630.469202	-69.92
4697.588817	-71.13
4765.681344	-71.22
4834.760887	-70.31
4904.841752	-69.40
4975.938453	-71.83
5048.065717	-69.12
5121.238480	-71.80
5195.471897	-71.35
5270.781343	-71.37
5347.182415	-72.57
5424.690937	-69.79
5503.322961	-73.89
5583.094772	-70.88
5664.022893	-73.20
5746.124083	-71.72
5829.415347	-72.02
5913.913936	-74.40
5999.637349	-72.42
6086.603340	-76.50
6174.829922	-74.01
6264.335367	-75.30
6355.138211	-74.84
6447.257262	-75.56
6540.711597	-77.26
6635.520573	-76.14
6731.703824	-80.50
6829.281272	-80.68
6928.273125	-82.34
7028.699885	-80.40
7130.582353	-80.52
7233.941627	-80.38
7338.799116	-81.52
7445.176537	-80.31
7553.095920	-81.92
7662.579617	-80.18
7773.650302	-80.03
7886.330981	-80.22
8000.644989	-78.29
8116.616003	-78.29
8234.268041	-76.75
8353.625470	-76.13
8474.713009	-76.16
8597.555737	-75.74
8722.179097	-78.84
8848.608897	-78.62
8976.871324	-78.79
9106.992942	-81.61
9239.000700	-81.78
9372.921937	-83.37
9508.784391	-86.71
9646.616199	-84.72
9786.445908	-85.06
9928.302478	-86.63
10072.215288	-85.86
10218.214144	-88.77
10366.329284	-90.65
10516.591384	-92.26
10669.031565	-93.32
10823.681397	-93.29
10980.572911	-94.70
11139.738600	-94.18
11301.211429	-95.01
11465.024840	-95.27
11631.212760	-95.74
11799.809609	-95.86
11970.850305	-96.16
12144.370271	-95.43
12320.405445	-93.99
12498.992285	-95.20
12680.167779	-95.44
12863.969449	-97.28
13050.435363	-97.61
13239.604139	-98.67
13431.514956	-99.37
13626.207560	-100.42
13823.722274	-102.08
14024.100004	-103.14
14227.382252	-103.94
14433.611118	-102.50
14642.829314	-103.95
14855.080172	-104.42
15070.407650	-105.70
15288.856344	-105.77
15510.471498	-105.87
15735.299010	-106.36
15963.385443	-106.67
16194.778036	-106.10
16429.524714	-103.05
16667.674093	-104.71
16909.275497	-102.22
17154.378963	-103.58
17403.035256	-102.35
17655.295873	-105.42
17911.213060	-107.09
18170.839820	-107.41
18434.229924	-107.91
18701.437922	-107.88
18972.519156	-107.51
19247.529769	-107.28
19526.526718	-108.19
19809.567786	-107.61
20096.711592	-108.45
20388.017608	-108.13
20683.546166	-108.49
20983.358471	-108.33
21287.516618	-108.46
21596.083601	-108.24
21909.123326	-108.38
22226.700627	-108.64
