	bell 7k5 broad		
208.007812	-24.54	-171.47	1.00
210.937500	-24.53	-171.44	1.00
213.867188	-24.53	-171.29	1.00
216.796875	-24.53	-171.27	1.00
219.726562	-24.52	-171.09	1.00
222.656250	-24.52	-171.09	1.00
225.585938	-24.51	-170.92	1.00
228.515625	-24.50	-170.88	1.00
231.445312	-24.50	-170.74	1.00
234.375000	-24.49	-170.64	1.00
237.304688	-24.50	-170.61	1.00
240.234375	-24.48	-170.50	1.00
243.164062	-24.48	-170.34	1.00
246.093750	-24.48	-170.22	1.00
249.023438	-24.49	-170.17	1.00
251.953125	-24.47	-170.05	1.00
254.882812	-24.47	-169.93	1.00
257.812500	-24.47	-169.81	1.00
260.742188	-24.45	-169.77	1.00
263.671875	-24.45	-169.63	1.00
266.601562	-24.43	-169.56	1.00
269.531250	-24.45	-169.36	1.00
272.460938	-24.46	-169.34	1.00
275.390625	-24.44	-169.20	1.00
278.320312	-24.43	-169.11	1.00
281.250000	-24.42	-169.09	1.00
287.109375	-24.38	-168.89	1.00
292.968750	-24.40	-168.66	1.00
298.828125	-24.39	-168.45	1.00
304.687500	-24.39	-168.32	1.00
310.546875	-24.35	-168.05	1.00
316.406250	-24.34	-167.93	1.00
322.265625	-24.35	-167.71	1.00
328.125000	-24.32	-167.50	1.00
333.984375	-24.32	-167.35	1.00
339.843750	-24.31	-167.06	1.00
345.703125	-24.31	-166.92	1.00
351.562500	-24.29	-166.77	1.00
357.421875	-24.26	-166.42	1.00
363.281250	-24.24	-166.33	1.00
369.140625	-24.23	-166.19	1.00
375.000000	-24.23	-165.94	1.00
380.859375	-24.22	-165.69	1.00
386.718750	-24.21	-165.55	1.00
392.578125	-24.20	-165.39	1.00
398.437500	-24.17	-165.21	1.00
404.296875	-24.17	-165.01	1.00
410.156250	-24.15	-164.94	1.00
416.015625	-24.13	-164.62	1.00
421.875000	-24.11	-164.53	1.00
427.734375	-24.11	-164.32	1.00
433.593750	-24.10	-164.04	1.00
439.453125	-24.11	-163.88	1.00
445.312500	-24.08	-163.70	1.00
451.171875	-24.03	-163.48	1.00
457.031250	-24.04	-163.36	1.00
462.890625	-24.03	-163.18	1.00
468.750000	-24.02	-162.88	1.00
474.609375	-24.02	-162.90	1.00
480.468750	-23.99	-162.73	1.00
486.328125	-23.96	-162.52	1.00
492.187500	-23.95	-162.32	1.00
498.046875	-23.94	-162.18	1.00
503.906250	-23.92	-161.89	1.00
509.765625	-23.91	-161.76	1.00
515.625000	-23.91	-161.72	1.00
521.484375	-23.88	-161.47	1.00
527.343750	-23.86	-161.28	1.00
533.203125	-23.85	-161.13	1.00
539.062500	-23.82	-160.98	1.00
544.921875	-23.80	-160.80	1.00
550.781250	-23.78	-160.64	1.00
556.640625	-23.78	-160.48	1.00
562.500000	-23.75	-160.29	1.00
574.218750	-23.73	-159.82	1.00
585.937500	-23.71	-159.66	1.00
597.656250	-23.66	-159.57	1.00
609.375000	-23.64	-158.79	1.00
621.093750	-23.60	-158.76	1.00
632.812500	-23.55	-158.38	1.00
644.531250	-23.49	-157.97	1.00
656.250000	-23.54	-157.78	1.00
667.968750	-23.45	-157.37	1.00
679.687500	-23.40	-157.19	1.00
691.406250	-23.35	-156.86	1.00
703.125000	-23.37	-156.57	1.00
714.843750	-23.31	-156.19	1.00
726.562500	-23.29	-156.28	1.00
738.281250	-23.27	-155.86	1.00
750.000000	-23.19	-155.39	1.00
761.718750	-23.19	-155.27	1.00
773.437500	-23.12	-154.77	1.00
785.156250	-23.09	-154.59	1.00
796.875000	-23.08	-154.30	1.00
808.593750	-23.03	-153.97	1.00
820.312500	-22.96	-153.91	1.00
832.031250	-22.92	-153.87	1.00
843.750000	-22.87	-153.24	1.00
855.468750	-22.86	-153.21	1.00
867.187500	-22.83	-152.92	1.00
878.906250	-22.78	-152.68	1.00
890.625000	-22.73	-152.36	1.00
902.343750	-22.71	-152.14	1.00
914.062500	-22.66	-152.07	1.00
925.781250	-22.64	-151.69	1.00
937.500000	-22.57	-151.52	1.00
949.218750	-22.53	-151.41	1.00
960.937500	-22.52	-150.99	1.00
972.656250	-22.46	-150.84	1.00
984.375000	-22.42	-150.66	1.00
996.093750	-22.39	-150.47	1.00
1007.812500	-22.33	-150.34	1.00
1019.531250	-22.30	-149.93	1.00
1031.250000	-22.24	-149.72	1.00
1042.968750	-22.21	-149.58	1.00
1054.687500	-22.19	-149.42	1.00
1066.406250	-22.16	-149.17	1.00
1078.125000	-22.09	-148.92	1.00
1089.843750	-22.06	-148.88	1.00
1101.562500	-22.02	-148.74	1.00
1113.281250	-21.97	-148.49	1.00
1125.000000	-21.92	-148.28	1.00
1148.437500	-21.87	-147.86	1.00
1171.875000	-21.76	-147.94	1.00
1195.312500	-21.68	-147.57	1.00
1218.750000	-21.65	-147.52	1.00
1242.187500	-21.53	-146.56	1.00
1265.625000	-21.41	-147.07	1.00
1289.062500	-21.34	-146.27	1.00
1312.500000	-21.30	-145.80	1.00
1335.937500	-21.20	-145.89	1.00
1359.375000	-21.13	-145.34	1.00
1382.812500	-21.04	-145.16	1.00
1406.250000	-20.94	-144.82	1.00
1429.687500	-20.87	-144.74	1.00
1453.125000	-20.83	-144.25	1.00
1476.562500	-20.75	-144.51	1.00
1500.000000	-20.60	-143.94	1.00
1523.437500	-20.54	-143.85	1.00
1546.875000	-20.46	-143.62	1.00
1570.312500	-20.35	-143.59	1.00
1593.750000	-20.31	-143.21	1.00
1617.187500	-20.26	-142.50	1.00
1640.625000	-20.16	-143.21	1.00
1664.062500	-20.10	-143.01	1.00
1687.500000	-20.01	-142.71	1.00
1710.937500	-19.93	-142.68	1.00
1734.375000	-19.84	-142.50	1.00
1757.812500	-19.77	-142.31	1.00
1781.250000	-19.72	-142.25	1.00
1804.687500	-19.62	-142.25	1.00
1828.125000	-19.52	-141.96	1.00
1851.562500	-19.48	-141.81	1.00
1875.000000	-19.37	-141.96	1.00
1898.437500	-19.34	-141.72	1.00
1921.875000	-19.25	-141.76	1.00
1945.312500	-19.15	-141.59	1.00
1968.750000	-19.11	-141.58	1.00
1992.187500	-19.03	-141.60	1.00
2015.625000	-19.00	-141.75	1.00
2039.062500	-18.88	-141.59	1.00
2062.500000	-18.83	-141.48	1.00
2085.937500	-18.74	-141.43	1.00
2109.375000	-18.69	-141.32	1.00
2132.812500	-18.62	-141.18	1.00
2156.250000	-18.55	-141.33	1.00
2179.687500	-18.50	-141.20	1.00
2203.125000	-18.41	-141.38	1.00
2226.562500	-18.32	-141.37	1.00
2250.000000	-18.27	-141.29	1.00
2296.875000	-18.18	-141.24	1.00
2343.750000	-18.00	-141.17	1.00
2390.625000	-17.88	-141.39	1.00
2437.500000	-17.73	-140.99	1.00
2484.375000	-17.64	-141.29	1.00
2531.250000	-17.53	-141.78	1.00
2578.125000	-17.41	-141.67	1.00
2625.000000	-17.27	-141.84	1.00
2671.875000	-17.16	-141.99	1.00
2718.750000	-17.04	-142.09	1.00
2765.625000	-16.92	-142.35	1.00
2812.500000	-16.83	-142.57	1.00
2859.375000	-16.73	-142.47	1.00
2906.250000	-16.61	-143.00	1.00
2953.125000	-16.51	-143.16	1.00
3000.000000	-16.48	-143.45	1.00
3046.875000	-16.31	-143.32	1.00
3093.750000	-16.19	-143.88	1.00
3140.625000	-16.10	-143.94	1.00
3187.500000	-15.98	-144.14	1.00
3234.375000	-15.91	-144.66	1.00
3281.250000	-15.78	-144.50	1.00
3328.125000	-15.72	-145.05	1.00
3375.000000	-15.65	-145.46	1.00
3421.875000	-15.51	-146.28	1.00
3468.750000	-15.49	-145.79	1.00
3515.625000	-15.37	-146.21	1.00
3562.500000	-15.30	-146.50	1.00
3609.375000	-15.23	-146.71	1.00
3656.250000	-15.14	-147.08	1.00
3703.125000	-15.09	-147.31	1.00
3750.000000	-15.00	-147.77	1.00
3796.875000	-14.91	-148.07	1.00
3843.750000	-14.82	-148.42	1.00
3890.625000	-14.77	-148.74	1.00
3937.500000	-14.70	-149.03	1.00
3984.375000	-14.64	-149.64	1.00
4031.250000	-14.53	-149.87	1.00
4078.125000	-14.48	-150.12	1.00
4125.000000	-14.42	-150.60	1.00
4171.875000	-14.38	-150.81	1.00
4218.750000	-14.35	-151.13	1.00
4265.625000	-14.29	-151.61	1.00
4312.500000	-14.21	-152.02	1.00
4359.375000	-14.13	-152.35	1.00
4406.250000	-14.09	-152.71	1.00
4453.125000	-14.07	-153.01	1.00
4500.000000	-13.99	-153.53	1.00
4593.750000	-13.92	-154.03	1.00
4687.500000	-13.79	-155.11	1.00
4781.250000	-13.70	-155.61	1.00
4875.000000	-13.65	-156.53	1.00
4968.750000	-13.54	-157.49	1.00
5062.500000	-13.50	-157.86	1.00
5156.250000	-13.45	-158.65	1.00
5250.000000	-13.38	-159.43	1.00
5343.750000	-13.34	-160.19	1.00
5437.500000	-13.25	-161.03	1.00
5531.250000	-13.22	-161.55	1.00
5625.000000	-13.14	-162.14	1.00
5718.750000	-13.15	-163.00	1.00
5812.500000	-13.10	-163.73	1.00
5906.250000	-13.06	-164.22	1.00
6000.000000	-13.03	-165.12	1.00
6093.750000	-13.01	-165.59	1.00
6187.500000	-13.02	-166.10	1.00
6281.250000	-12.96	-167.19	1.00
6375.000000	-12.97	-167.43	1.00
6468.750000	-12.91	-168.29	1.00
6562.500000	-12.93	-168.75	1.00
6656.250000	-12.91	-169.38	1.00
6750.000000	-12.93	-169.90	1.00
6843.750000	-12.93	-170.64	1.00
6937.500000	-12.90	-171.11	1.00
7031.250000	-12.89	-171.63	1.00
7125.000000	-12.88	-172.35	1.00
7218.750000	-12.89	-172.81	1.00
7312.500000	-12.88	-173.30	1.00
7406.250000	-12.87	-173.79	1.00
7500.000000	-12.88	-174.31	1.00
7593.750000	-12.90	-174.86	1.00
7687.500000	-12.90	-175.32	1.00
7781.250000	-12.92	-175.71	1.00
7875.000000	-12.91	-176.14	1.00
7968.750000	-12.93	-176.60	1.00
8062.500000	-12.92	-176.96	1.00
8156.250000	-12.96	-177.34	1.00
8250.000000	-12.95	-177.77	1.00
8343.750000	-12.97	-178.19	1.00
8437.500000	-12.98	-178.62	1.00
8531.250000	-13.00	-179.05	1.00
8625.000000	-13.00	-179.42	1.00
8718.750000	-13.04	-179.78	1.00
8812.500000	-13.04	179.85	1.00
8906.250000	-13.07	179.45	1.00
9000.000000	-13.09	179.18	1.00
9187.500000	-13.11	178.54	1.00
9375.000000	-13.14	177.75	1.00
9562.500000	-13.19	177.21	1.00
9750.000000	-13.23	176.73	1.00
9937.500000	-13.23	176.13	1.00
10125.000000	-13.31	175.49	1.00
10312.500000	-13.31	175.05	1.00
10500.000000	-13.39	174.63	1.00
10687.500000	-13.42	174.22	1.00
10875.000000	-13.46	173.59	1.00
11062.500000	-13.47	173.18	1.00
11250.000000	-13.53	172.80	1.00
11437.500000	-13.57	172.44	1.00
11625.000000	-13.59	172.09	1.00
11812.500000	-13.63	171.69	1.00
12000.000000	-13.67	171.31	1.00
12187.500000	-13.70	170.91	1.00
12375.000000	-13.75	170.60	1.00
12562.500000	-13.78	170.29	1.00
12750.000000	-13.82	169.99	1.00
12937.500000	-13.87	169.65	1.00
13125.000000	-13.90	169.41	1.00
13312.500000	-13.93	169.05	1.00
13500.000000	-13.97	168.87	1.00
13687.500000	-14.00	168.56	1.00
13875.000000	-14.04	168.26	1.00
14062.500000	-14.07	167.95	1.00
14250.000000	-14.10	167.76	1.00
14437.500000	-14.14	167.55	1.00
14625.000000	-14.17	167.27	1.00
14812.500000	-14.20	167.03	1.00
15000.000000	-14.23	166.80	1.00
15187.500000	-14.26	166.57	1.00
15375.000000	-14.29	166.43	1.00
15562.500000	-14.32	166.18	1.00
15750.000000	-14.35	165.98	1.00
15937.500000	-14.38	165.78	1.00
16125.000000	-14.41	165.61	1.00
16312.500000	-14.44	165.40	1.00
16500.000000	-14.48	165.23	1.00
16687.500000	-14.50	164.99	1.00
16875.000000	-14.53	164.97	1.00
17062.500000	-14.55	164.84	1.00
17250.000000	-14.58	164.60	1.00
17437.500000	-14.61	164.35	1.00
17625.000000	-14.63	164.24	1.00
17812.500000	-14.66	164.03	1.00
18000.000000	-14.70	163.89	1.00
18187.500000	-14.72	163.75	1.00
18375.000000	-14.74	163.59	1.00
18562.500000	-14.77	163.48	1.00
18750.000000	-14.80	163.35	1.00
18937.500000	-14.82	163.28	1.00
19125.000000	-14.85	163.14	1.00
19312.500000	-14.87	163.02	1.00
19500.000000	-14.91	162.82	1.00
19687.500000	-14.93	162.68	1.00
19875.000000	-14.95	162.50	1.00
20062.500000	-14.98	162.42	1.00
20250.000000	-15.00	162.30	1.00
20437.500000	-15.01	162.14	1.00
20625.000000	-15.04	162.05	1.00
20812.500000	-15.06	161.94	1.00
21000.000000	-15.08	161.82	1.00
21187.500000	-15.11	161.71	1.00
21375.000000	-15.13	161.58	1.00
21562.500000	-15.16	161.46	1.00
21750.000000	-15.18	161.35	1.00
21937.500000	-15.19	161.19	1.00
22125.000000	-15.22	161.16	1.00
22312.500000	-15.25	161.08	1.00
22500.000000	-15.26	160.95	1.00
22687.500000	-15.28	160.79	1.00
22875.000000	-15.28	160.66	1.00
23062.500000	-15.31	160.53	1.00
23250.000000	-15.36	160.59	1.00
23437.500000	-15.48	161.30	1.00
23625.000000	-15.75	163.52	1.00
23812.500000	-16.23	168.34	0.99
