	bell 7k5 broad		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	-27.17	-144.02	0.99
2.929688	-26.14	-151.78	0.99
4.394531	-25.22	-160.65	1.00
5.859375	-25.11	-164.78	1.00
7.324219	-25.01	-167.87	1.00
8.789062	-24.96	-169.42	1.00
10.253906	-24.84	-171.79	1.00
11.718750	-24.81	-172.12	1.00
13.183594	-24.74	-173.19	1.00
14.648438	-24.75	-173.23	1.00
16.113281	-24.74	-174.17	1.00
17.578125	-24.77	-174.35	1.00
19.042969	-24.81	-174.64	1.00
20.507812	-24.69	-175.64	1.00
21.972656	-24.70	-175.18	1.00
23.437500	-24.72	-175.16	1.00
24.902344	-24.70	-175.26	1.00
26.367188	-24.69	-175.54	1.00
27.832031	-24.71	-175.60	1.00
29.296875	-24.77	-175.55	1.00
30.761719	-24.72	-175.75	1.00
32.226562	-24.71	-175.61	1.00
33.691406	-24.73	-175.72	1.00
35.156250	-24.75	-176.13	1.00
36.621094	-24.71	-176.18	1.00
38.085938	-24.74	-176.14	1.00
39.550781	-24.72	-176.12	1.00
41.015625	-24.68	-176.19	1.00
42.480469	-24.75	-176.01	1.00
43.945312	-24.70	-176.19	1.00
45.410156	-24.72	-176.17	1.00
46.875000	-24.70	-176.12	1.00
48.339844	-24.70	-175.97	1.00
49.804688	-24.68	-175.95	1.00
51.269531	-24.68	-176.02	1.00
52.734375	-24.68	-176.14	1.00
54.199219	-24.67	-176.02	1.00
55.664062	-24.66	-175.98	1.00
57.128906	-24.73	-176.03	1.00
58.593750	-24.69	-175.73	1.00
60.058594	-24.70	-175.82	1.00
61.523438	-24.68	-176.14	1.00
62.988281	-24.69	-176.13	1.00
64.453125	-24.71	-176.16	1.00
65.917969	-24.69	-175.98	1.00
67.382812	-24.70	-175.99	1.00
68.847656	-24.68	-175.92	1.00
70.312500	-24.70	-175.91	1.00
71.777344	-24.67	-175.77	1.00
73.242188	-24.69	-175.86	1.00
74.707031	-24.67	-175.66	1.00
76.171875	-24.67	-175.68	1.00
77.636719	-24.70	-175.71	1.00
79.101562	-24.70	-175.71	1.00
80.566406	-24.70	-175.54	1.00
82.031250	-24.70	-175.62	1.00
83.496094	-24.63	-175.65	1.00
84.960938	-24.65	-175.42	1.00
86.425781	-24.69	-175.46	1.00
87.890625	-24.67	-175.49	1.00
89.355469	-24.66	-175.43	1.00
90.820312	-24.65	-175.44	1.00
92.285156	-24.65	-175.39	1.00
93.750000	-24.68	-175.21	1.00
95.214844	-24.67	-175.17	1.00
96.679688	-24.66	-175.18	1.00
98.144531	-24.67	-175.16	1.00
99.609375	-24.69	-175.40	1.00
101.074219	-24.68	-175.28	1.00
102.539062	-24.66	-175.03	1.00
104.003906	-24.67	-174.93	1.00
105.468750	-24.65	-175.04	1.00
106.933594	-24.64	-174.98	1.00
108.398438	-24.64	-174.87	1.00
109.863281	-24.64	-174.90	1.00
111.328125	-24.65	-174.71	1.00
112.792969	-24.65	-174.63	1.00
114.257812	-24.67	-174.60	1.00
115.722656	-24.66	-174.61	1.00
117.187500	-24.65	-174.51	1.00
118.652344	-24.64	-174.56	1.00
120.117188	-24.64	-174.54	1.00
121.582031	-24.65	-174.46	1.00
123.046875	-24.64	-174.40	1.00
124.511719	-24.63	-174.36	1.00
125.976562	-24.63	-174.36	1.00
127.441406	-24.64	-174.27	1.00
128.906250	-24.63	-174.22	1.00
130.371094	-24.62	-174.24	1.00
131.835938	-24.63	-174.11	1.00
133.300781	-24.64	-174.06	1.00
134.765625	-24.64	-174.05	1.00
136.230469	-24.63	-173.96	1.00
137.695312	-24.63	-173.92	1.00
139.160156	-24.62	-173.96	1.00
140.625000	-24.62	-173.78	1.00
143.554688	-24.63	-173.80	1.00
146.484375	-24.62	-173.84	1.00
149.414062	-24.60	-173.51	1.00
152.343750	-24.61	-173.37	1.00
155.273438	-24.61	-173.32	1.00
158.203125	-24.60	-173.24	1.00
161.132812	-24.58	-173.12	1.00
164.062500	-24.60	-172.94	1.00
166.992188	-24.60	-173.02	1.00
169.921875	-24.57	-172.86	1.00
172.851562	-24.58	-172.83	1.00
175.781250	-24.57	-172.59	1.00
178.710938	-24.58	-172.62	1.00
181.640625	-24.57	-172.47	1.00
184.570312	-24.57	-172.37	1.00
187.500000	-24.57	-172.29	1.00
190.429688	-24.55	-172.28	1.00
193.359375	-24.56	-172.03	1.00
196.289062	-24.55	-171.95	1.00
199.218750	-24.56	-171.90	1.00
202.148438	-24.54	-171.64	1.00
205.078125	-24.54	-171.71	1.00
