	puk 20 Hz		
146.484375	-30.29	158.72	1.00
149.414062	-30.46	160.55	1.00
152.343750	-30.40	161.03	1.00
155.273438	-30.61	162.84	1.00
158.203125	-30.57	162.94	1.00
161.132812	-30.62	164.00	1.00
164.062500	-30.64	165.78	1.00
166.992188	-30.76	166.27	1.00
169.921875	-30.69	166.13	1.00
172.851562	-30.79	168.84	1.00
175.781250	-30.81	168.84	1.00
178.710938	-30.83	168.72	1.00
181.640625	-30.88	170.01	1.00
184.570312	-30.84	171.13	1.00
187.500000	-30.71	170.81	1.00
190.429688	-30.84	174.75	1.00
193.359375	-30.98	173.09	1.00
196.289062	-30.69	174.15	1.00
199.218750	-30.80	175.61	1.00
202.148438	-30.93	174.95	1.00
205.078125	-30.71	177.65	1.00
208.007812	-30.84	176.74	1.00
210.937500	-30.79	178.49	1.00
213.867188	-30.85	178.53	1.00
216.796875	-30.74	179.34	1.00
219.726562	-30.82	179.64	1.00
222.656250	-30.69	179.44	1.00
225.585938	-30.76	-178.52	1.00
228.515625	-30.72	-178.40	1.00
231.445312	-30.63	-176.92	1.00
234.375000	-30.69	-175.90	1.00
237.304688	-30.67	-175.68	1.00
240.234375	-30.59	-175.68	1.00
243.164062	-30.59	-175.70	1.00
246.093750	-30.48	-175.02	1.00
249.023438	-30.38	-174.28	1.00
251.953125	-30.51	-173.63	1.00
254.882812	-30.38	-173.24	1.00
257.812500	-30.50	-172.77	1.00
260.742188	-30.42	-172.12	1.00
263.671875	-30.29	-172.13	1.00
266.601562	-30.36	-170.94	1.00
269.531250	-30.29	-170.79	1.00
272.460938	-30.24	-170.69	1.00
275.390625	-30.11	-170.27	1.00
278.320312	-30.07	-168.37	1.00
281.250000	-30.09	-168.65	1.00
287.109375	-30.19	-168.44	1.00
292.968750	-29.97	-167.98	1.00
298.828125	-29.77	-166.54	1.00
304.687500	-29.90	-166.69	1.00
310.546875	-29.75	-166.38	1.00
316.406250	-29.72	-165.05	1.00
322.265625	-29.48	-165.98	1.00
328.125000	-29.37	-164.45	1.00
333.984375	-29.29	-164.39	1.00
339.843750	-29.28	-163.26	1.00
345.703125	-29.23	-162.92	1.00
351.562500	-28.97	-162.26	1.00
357.421875	-29.07	-162.62	1.00
363.281250	-28.98	-162.10	1.00
369.140625	-28.88	-161.36	1.00
375.000000	-28.82	-161.28	1.00
380.859375	-28.79	-160.74	1.00
386.718750	-28.67	-160.00	1.00
392.578125	-28.51	-161.07	1.00
398.437500	-28.41	-159.67	1.00
404.296875	-28.58	-159.96	1.00
410.156250	-28.29	-159.66	1.00
416.015625	-28.30	-159.37	1.00
421.875000	-28.25	-159.41	1.00
427.734375	-28.08	-159.09	1.00
433.593750	-28.14	-159.29	1.00
439.453125	-27.90	-159.09	1.00
445.312500	-27.93	-158.88	1.00
451.171875	-27.90	-158.67	1.00
457.031250	-27.80	-157.98	1.00
462.890625	-27.70	-158.65	1.00
468.750000	-27.61	-157.96	1.00
474.609375	-27.59	-157.96	1.00
480.468750	-27.67	-158.60	1.00
486.328125	-27.48	-157.93	1.00
492.187500	-27.42	-157.91	1.00
498.046875	-27.35	-158.12	1.00
503.906250	-27.33	-157.94	1.00
509.765625	-27.24	-157.67	1.00
515.625000	-27.22	-157.69	1.00
521.484375	-27.15	-157.32	1.00
527.343750	-27.12	-157.62	1.00
533.203125	-27.11	-157.47	1.00
539.062500	-27.02	-157.46	1.00
544.921875	-27.02	-157.80	1.00
550.781250	-26.93	-157.45	1.00
556.640625	-26.87	-157.60	1.00
562.500000	-26.76	-157.51	1.00
574.218750	-26.65	-156.44	1.00
585.937500	-26.60	-158.07	1.00
597.656250	-26.60	-157.68	1.00
609.375000	-26.43	-156.60	1.00
621.093750	-26.35	-157.67	1.00
632.812500	-26.27	-157.64	1.00
644.531250	-26.09	-156.27	1.00
656.250000	-26.16	-157.88	1.00
667.968750	-26.01	-157.86	1.00
679.687500	-26.09	-158.25	1.00
691.406250	-25.87	-157.82	1.00
703.125000	-25.80	-158.06	1.00
714.843750	-25.79	-158.23	1.00
726.562500	-25.73	-158.48	1.00
738.281250	-25.65	-158.75	1.00
750.000000	-25.67	-158.89	1.00
761.718750	-25.46	-158.79	1.00
773.437500	-25.37	-159.13	1.00
785.156250	-25.48	-158.89	1.00
796.875000	-25.40	-159.29	1.00
808.593750	-25.29	-158.92	1.00
820.312500	-25.25	-159.15	1.00
832.031250	-25.21	-159.52	1.00
843.750000	-25.25	-159.90	1.00
855.468750	-25.11	-159.78	1.00
867.187500	-25.17	-160.15	1.00
878.906250	-25.03	-160.08	1.00
890.625000	-25.06	-160.54	1.00
902.343750	-25.04	-160.34	1.00
914.062500	-24.93	-160.40	1.00
925.781250	-25.00	-160.21	1.00
937.500000	-24.90	-161.15	1.00
949.218750	-24.83	-160.81	1.00
960.937500	-24.87	-160.79	1.00
972.656250	-24.83	-161.38	1.00
984.375000	-24.71	-161.53	1.00
996.093750	-24.74	-161.39	1.00
1007.812500	-24.71	-161.18	1.00
1019.531250	-24.70	-161.88	1.00
1031.250000	-24.65	-161.67	1.00
1042.968750	-24.61	-162.12	1.00
1054.687500	-24.57	-162.33	1.00
1066.406250	-24.58	-162.18	1.00
1078.125000	-24.52	-162.18	1.00
1089.843750	-24.53	-162.64	1.00
1101.562500	-24.48	-162.49	1.00
1113.281250	-24.40	-162.71	1.00
1125.000000	-24.40	-163.44	1.00
1148.437500	-24.36	-163.39	1.00
1171.875000	-24.33	-163.16	1.00
1195.312500	-24.14	-163.73	1.00
1218.750000	-24.23	-164.84	1.00
1242.187500	-24.24	-163.79	1.00
1265.625000	-24.28	-164.36	1.00
1289.062500	-24.15	-164.43	1.00
1312.500000	-24.18	-164.60	1.00
1335.937500	-24.15	-165.03	1.00
1359.375000	-24.14	-165.02	1.00
1382.812500	-24.03	-165.30	1.00
1406.250000	-24.01	-165.62	1.00
1429.687500	-23.96	-165.48	1.00
1453.125000	-23.97	-166.18	1.00
1476.562500	-23.89	-166.38	1.00
1500.000000	-23.93	-166.34	1.00
1523.437500	-23.89	-166.19	1.00
1546.875000	-23.99	-166.20	1.00
1570.312500	-23.84	-166.41	1.00
1593.750000	-23.87	-167.45	1.00
1617.187500	-23.83	-166.62	1.00
1640.625000	-23.80	-167.47	1.00
1664.062500	-23.80	-167.43	1.00
1687.500000	-23.77	-167.64	1.00
1710.937500	-23.74	-167.73	1.00
1734.375000	-23.74	-167.94	1.00
1757.812500	-23.70	-168.05	1.00
1781.250000	-23.69	-168.51	1.00
1804.687500	-23.71	-168.22	1.00
1828.125000	-23.67	-168.39	1.00
1851.562500	-23.65	-168.69	1.00
1875.000000	-23.67	-168.62	1.00
1898.437500	-23.64	-169.04	1.00
1921.875000	-23.66	-169.86	1.00
1945.312500	-23.63	-169.27	1.00
1968.750000	-23.69	-169.13	1.00
1992.187500	-23.60	-169.09	1.00
2015.625000	-23.60	-169.45	1.00
2039.062500	-23.59	-169.61	1.00
2062.500000	-23.51	-169.99	1.00
2085.937500	-23.50	-169.86	1.00
2109.375000	-23.57	-170.04	1.00
2132.812500	-23.54	-170.23	1.00
2156.250000	-23.52	-170.37	1.00
2179.687500	-23.54	-170.30	1.00
2203.125000	-23.45	-170.44	1.00
2226.562500	-23.48	-170.45	1.00
2250.000000	-23.49	-170.55	1.00
2296.875000	-23.48	-170.86	1.00
2343.750000	-23.49	-170.95	1.00
2390.625000	-23.44	-171.18	1.00
2437.500000	-23.45	-171.02	1.00
2484.375000	-23.43	-171.63	1.00
2531.250000	-23.43	-171.65	1.00
2578.125000	-23.43	-171.80	1.00
2625.000000	-23.39	-172.22	1.00
2671.875000	-23.43	-172.19	1.00
2718.750000	-23.38	-172.26	1.00
2765.625000	-23.40	-172.42	1.00
2812.500000	-23.38	-172.48	1.00
2859.375000	-23.34	-172.76	1.00
2906.250000	-23.35	-172.96	1.00
2953.125000	-23.34	-173.13	1.00
3000.000000	-23.32	-173.02	1.00
3046.875000	-23.32	-173.21	1.00
3093.750000	-23.33	-173.34	1.00
3140.625000	-23.34	-173.45	1.00
3187.500000	-23.31	-173.57	1.00
3234.375000	-23.31	-173.68	1.00
3281.250000	-23.28	-174.02	1.00
3328.125000	-23.30	-173.94	1.00
3375.000000	-23.30	-174.20	1.00
3421.875000	-23.31	-174.13	1.00
3468.750000	-23.27	-174.25	1.00
3515.625000	-23.30	-174.27	1.00
3562.500000	-23.29	-174.59	1.00
3609.375000	-23.28	-174.59	1.00
3656.250000	-23.27	-174.59	1.00
3703.125000	-23.29	-174.91	1.00
3750.000000	-23.28	-174.72	1.00
3796.875000	-23.28	-174.91	1.00
3843.750000	-23.26	-175.20	1.00
3890.625000	-23.25	-175.12	1.00
3937.500000	-23.25	-175.16	1.00
3984.375000	-23.24	-175.23	1.00
4031.250000	-23.23	-175.40	1.00
4078.125000	-23.23	-175.48	1.00
4125.000000	-23.25	-175.58	1.00
4171.875000	-23.25	-175.64	1.00
4218.750000	-23.24	-175.67	1.00
4265.625000	-23.23	-175.68	1.00
4312.500000	-23.22	-175.80	1.00
4359.375000	-23.22	-175.69	1.00
4406.250000	-23.22	-175.88	1.00
4453.125000	-23.24	-175.86	1.00
4500.000000	-23.23	-176.02	1.00
4593.750000	-23.22	-176.28	1.00
4687.500000	-23.24	-176.22	1.00
4781.250000	-23.21	-176.51	1.00
4875.000000	-23.23	-176.48	1.00
4968.750000	-23.21	-176.68	1.00
5062.500000	-23.20	-176.68	1.00
5156.250000	-23.20	-176.99	1.00
5250.000000	-23.22	-177.02	1.00
5343.750000	-23.22	-177.08	1.00
5437.500000	-23.20	-177.23	1.00
5531.250000	-23.20	-177.28	1.00
5625.000000	-23.21	-177.56	1.00
5718.750000	-23.17	-177.52	1.00
5812.500000	-23.20	-177.52	1.00
5906.250000	-23.18	-177.70	1.00
6000.000000	-23.19	-177.75	1.00
6093.750000	-23.20	-177.90	1.00
6187.500000	-23.19	-177.97	1.00
6281.250000	-23.18	-178.15	1.00
6375.000000	-23.19	-178.09	1.00
6468.750000	-23.18	-178.28	1.00
6562.500000	-23.19	-178.34	1.00
6656.250000	-23.19	-178.30	1.00
6750.000000	-23.18	-178.38	1.00
6843.750000	-23.18	-178.47	1.00
6937.500000	-23.19	-178.57	1.00
7031.250000	-23.18	-178.64	1.00
7125.000000	-23.18	-178.80	1.00
7218.750000	-23.19	-178.67	1.00
7312.500000	-23.19	-178.88	1.00
7406.250000	-23.19	-178.79	1.00
7500.000000	-23.19	-178.95	1.00
7593.750000	-23.18	-178.98	1.00
7687.500000	-23.18	-179.09	1.00
7781.250000	-23.18	-179.17	1.00
7875.000000	-23.20	-179.26	1.00
7968.750000	-23.18	-179.23	1.00
8062.500000	-23.18	-179.49	1.00
8156.250000	-23.19	-179.42	1.00
8250.000000	-23.18	-179.40	1.00
8343.750000	-23.18	-179.52	1.00
8437.500000	-23.18	-179.61	1.00
8531.250000	-23.17	-179.63	1.00
8625.000000	-23.18	-179.74	1.00
8718.750000	-23.18	-179.70	1.00
8812.500000	-23.17	-179.85	1.00
8906.250000	-23.19	-179.79	1.00
9000.000000	-23.18	-179.85	1.00
9187.500000	-23.18	-179.94	1.00
9375.000000	-23.17	179.83	1.00
9562.500000	-23.18	179.86	1.00
9750.000000	-23.17	179.74	1.00
9937.500000	-23.17	179.52	1.00
10125.000000	-23.19	179.56	1.00
10312.500000	-23.18	179.39	1.00
10500.000000	-23.17	179.39	1.00
10687.500000	-23.18	179.24	1.00
10875.000000	-23.20	179.16	1.00
11062.500000	-23.19	179.03	1.00
11250.000000	-23.18	178.98	1.00
11437.500000	-23.19	178.95	1.00
11625.000000	-23.19	178.79	1.00
11812.500000	-23.19	178.77	1.00
12000.000000	-23.18	178.71	1.00
12187.500000	-23.19	178.66	1.00
12375.000000	-23.20	178.50	1.00
12562.500000	-23.19	178.46	1.00
12750.000000	-23.19	178.33	1.00
12937.500000	-23.20	178.28	1.00
13125.000000	-23.19	178.27	1.00
13312.500000	-23.19	178.19	1.00
13500.000000	-23.20	178.04	1.00
13687.500000	-23.19	177.96	1.00
13875.000000	-23.19	177.90	1.00
14062.500000	-23.19	177.80	1.00
14250.000000	-23.20	177.79	1.00
14437.500000	-23.20	177.79	1.00
14625.000000	-23.19	177.70	1.00
14812.500000	-23.18	177.62	1.00
15000.000000	-23.20	177.55	1.00
15187.500000	-23.19	177.46	1.00
15375.000000	-23.20	177.33	1.00
15562.500000	-23.20	177.36	1.00
15750.000000	-23.21	177.27	1.00
15937.500000	-23.21	177.18	1.00
16125.000000	-23.21	177.18	1.00
16312.500000	-23.20	177.07	1.00
16500.000000	-23.21	177.01	1.00
16687.500000	-23.20	176.92	1.00
16875.000000	-23.20	176.92	1.00
17062.500000	-23.22	176.85	1.00
17250.000000	-23.20	176.77	1.00
17437.500000	-23.21	176.70	1.00
17625.000000	-23.21	176.62	1.00
17812.500000	-23.22	176.49	1.00
18000.000000	-23.22	176.45	1.00
18187.500000	-23.22	176.39	1.00
18375.000000	-23.21	176.39	1.00
18562.500000	-23.22	176.29	1.00
18750.000000	-23.22	176.26	1.00
18937.500000	-23.22	176.16	1.00
19125.000000	-23.23	176.16	1.00
19312.500000	-23.24	176.11	1.00
19500.000000	-23.22	175.95	1.00
19687.500000	-23.22	175.89	1.00
19875.000000	-23.22	175.88	1.00
20062.500000	-23.23	175.84	1.00
20250.000000	-23.24	175.77	1.00
20437.500000	-23.23	175.70	1.00
20625.000000	-23.23	175.66	1.00
20812.500000	-23.23	175.60	1.00
21000.000000	-23.23	175.55	1.00
21187.500000	-23.24	175.52	1.00
21375.000000	-23.24	175.49	1.00
21562.500000	-23.25	175.40	1.00
21750.000000	-23.25	175.29	1.00
21937.500000	-23.25	175.23	1.00
22125.000000	-23.24	175.23	1.00
22312.500000	-23.25	175.21	1.00
22500.000000	-23.25	175.13	1.00
22687.500000	-23.25	175.01	1.00
22875.000000	-23.25	174.98	1.00
23062.500000	-23.25	174.92	1.00
23250.000000	-23.26	174.95	1.00
23437.500000	-23.26	175.14	1.00
23625.000000	-23.32	175.74	1.00
23812.500000	-23.39	176.90	1.00
