	boost 20 Hz		
152.343750	-23.23	157.66	1.00
155.273438	-23.33	157.64	1.00
158.203125	-23.35	158.60	1.00
161.132812	-23.32	159.00	1.00
164.062500	-23.46	158.82	1.00
166.992188	-23.41	159.45	1.00
169.921875	-23.52	159.79	1.00
172.851562	-23.60	159.92	1.00
175.781250	-23.56	160.09	1.00
178.710938	-23.64	160.77	1.00
181.640625	-23.66	160.70	1.00
184.570312	-23.70	161.18	1.00
187.500000	-23.73	161.36	1.00
190.429688	-23.74	161.39	1.00
193.359375	-23.73	161.51	1.00
196.289062	-23.75	161.52	1.00
199.218750	-23.85	162.14	1.00
202.148438	-23.78	162.15	1.00
205.078125	-23.82	162.46	1.00
208.007812	-23.94	163.16	1.00
210.937500	-23.88	162.92	1.00
213.867188	-23.95	163.64	1.00
216.796875	-24.02	163.32	1.00
219.726562	-24.01	163.75	1.00
222.656250	-23.95	163.02	1.00
225.585938	-23.99	164.28	1.00
228.515625	-24.02	164.29	1.00
231.445312	-24.05	164.54	1.00
234.375000	-24.03	164.45	1.00
237.304688	-24.07	164.87	1.00
240.234375	-24.09	165.20	1.00
243.164062	-24.12	165.18	1.00
246.093750	-24.11	165.37	1.00
249.023438	-24.13	165.33	1.00
251.953125	-24.15	165.78	1.00
254.882812	-24.18	165.84	1.00
257.812500	-24.05	165.67	1.00
260.742188	-24.16	166.16	1.00
263.671875	-24.17	166.29	1.00
266.601562	-24.22	166.58	1.00
269.531250	-24.13	166.40	1.00
272.460938	-24.17	166.47	1.00
275.390625	-24.16	166.98	1.00
278.320312	-24.25	166.94	1.00
281.250000	-24.24	167.32	1.00
287.109375	-24.26	167.62	1.00
292.968750	-24.31	167.62	1.00
298.828125	-24.36	167.92	1.00
304.687500	-24.27	168.28	1.00
310.546875	-24.33	168.34	1.00
316.406250	-24.26	168.74	1.00
322.265625	-24.36	168.93	1.00
328.125000	-24.32	169.15	1.00
333.984375	-24.35	169.56	1.00
339.843750	-24.42	169.68	1.00
345.703125	-24.32	169.43	1.00
351.562500	-24.36	170.63	1.00
357.421875	-24.42	170.74	1.00
363.281250	-24.43	170.13	1.00
369.140625	-24.40	170.97	1.00
375.000000	-24.50	170.71	1.00
380.859375	-24.58	171.41	1.00
386.718750	-24.46	170.62	1.00
392.578125	-24.42	171.19	1.00
398.437500	-24.55	171.60	1.00
404.296875	-24.48	171.65	1.00
410.156250	-24.52	171.78	1.00
416.015625	-24.45	171.95	1.00
421.875000	-24.49	171.80	1.00
427.734375	-24.54	172.32	1.00
433.593750	-24.51	172.29	1.00
439.453125	-24.44	172.17	1.00
445.312500	-24.51	172.66	1.00
451.171875	-24.48	172.72	1.00
457.031250	-24.54	173.11	1.00
462.890625	-24.52	173.19	1.00
468.750000	-24.50	173.48	1.00
474.609375	-24.52	173.32	1.00
480.468750	-24.50	173.55	1.00
486.328125	-24.47	173.54	1.00
492.187500	-24.50	174.17	1.00
498.046875	-24.51	173.69	1.00
503.906250	-24.53	174.01	1.00
509.765625	-24.53	174.14	1.00
515.625000	-24.54	174.20	1.00
521.484375	-24.52	174.52	1.00
527.343750	-24.51	174.27	1.00
533.203125	-24.54	174.27	1.00
539.062500	-24.54	174.73	1.00
544.921875	-24.56	174.85	1.00
550.781250	-24.57	174.80	1.00
556.640625	-24.57	175.05	1.00
562.500000	-24.59	175.00	1.00
574.218750	-24.73	175.36	1.00
585.937500	-24.62	175.07	1.00
597.656250	-24.57	175.36	1.00
609.375000	-24.51	175.22	1.00
621.093750	-24.51	175.96	1.00
632.812500	-24.61	175.76	1.00
644.531250	-24.52	175.95	1.00
656.250000	-24.68	176.46	1.00
667.968750	-24.58	176.13	1.00
679.687500	-24.67	176.83	1.00
691.406250	-24.59	176.52	1.00
703.125000	-24.50	176.80	1.00
714.843750	-24.58	177.06	1.00
726.562500	-24.59	176.64	1.00
738.281250	-24.53	177.65	1.00
750.000000	-24.55	177.16	1.00
761.718750	-24.50	177.19	1.00
773.437500	-24.53	177.46	1.00
785.156250	-24.52	177.88	1.00
796.875000	-24.50	177.79	1.00
808.593750	-24.47	177.46	1.00
820.312500	-24.51	178.23	1.00
832.031250	-24.52	178.35	1.00
843.750000	-24.49	178.11	1.00
855.468750	-24.56	178.20	1.00
867.187500	-24.49	178.55	1.00
878.906250	-24.52	178.53	1.00
890.625000	-24.48	178.71	1.00
902.343750	-24.49	178.52	1.00
914.062500	-24.47	178.86	1.00
925.781250	-24.55	178.96	1.00
937.500000	-24.56	178.73	1.00
949.218750	-24.49	179.20	1.00
960.937500	-24.52	179.45	1.00
972.656250	-24.50	179.20	1.00
984.375000	-24.49	179.19	1.00
996.093750	-24.52	178.94	1.00
1007.812500	-24.50	179.24	1.00
1019.531250	-24.47	179.34	1.00
1031.250000	-24.51	-179.97	1.00
1042.968750	-24.52	179.54	1.00
1054.687500	-24.46	179.84	1.00
1066.406250	-24.53	179.91	1.00
1078.125000	-24.49	179.84	1.00
1089.843750	-24.46	179.91	1.00
1101.562500	-24.43	179.85	1.00
1113.281250	-24.46	180.00	1.00
1125.000000	-24.45	-179.99	1.00
1148.437500	-24.43	-179.87	1.00
1171.875000	-24.40	-179.28	1.00
1195.312500	-24.43	-179.68	1.00
1218.750000	-24.43	-179.53	1.00
1242.187500	-24.38	-179.43	1.00
1265.625000	-24.43	-179.00	1.00
1289.062500	-24.30	-179.11	1.00
1312.500000	-24.39	-178.91	1.00
1335.937500	-24.45	-178.74	1.00
1359.375000	-24.30	-178.62	1.00
1382.812500	-24.30	-178.81	1.00
1406.250000	-24.32	-179.18	1.00
1429.687500	-24.29	-178.38	1.00
1453.125000	-24.34	-179.03	1.00
1476.562500	-24.27	-178.38	1.00
1500.000000	-24.30	-178.31	1.00
1523.437500	-24.26	-178.41	1.00
1546.875000	-24.28	-178.34	1.00
1570.312500	-24.28	-177.88	1.00
1593.750000	-24.22	-178.63	1.00
1617.187500	-24.21	-177.83	1.00
1640.625000	-24.24	-177.91	1.00
1664.062500	-24.18	-178.04	1.00
1687.500000	-24.27	-177.90	1.00
1710.937500	-24.23	-178.02	1.00
1734.375000	-24.18	-177.94	1.00
1757.812500	-24.19	-177.90	1.00
1781.250000	-24.14	-177.73	1.00
1804.687500	-24.16	-178.02	1.00
1828.125000	-24.19	-177.62	1.00
1851.562500	-24.09	-177.43	1.00
1875.000000	-24.14	-177.71	1.00
1898.437500	-24.16	-177.28	1.00
1921.875000	-24.11	-177.80	1.00
1945.312500	-24.14	-177.64	1.00
1968.750000	-24.08	-177.27	1.00
1992.187500	-24.10	-177.34	1.00
2015.625000	-24.07	-177.18	1.00
2039.062500	-24.11	-177.13	1.00
2062.500000	-24.11	-177.52	1.00
2085.937500	-24.06	-177.39	1.00
2109.375000	-24.08	-177.20	1.00
2132.812500	-24.04	-177.40	1.00
2156.250000	-24.08	-177.29	1.00
2179.687500	-24.08	-176.88	1.00
2203.125000	-24.19	-176.86	1.00
2226.562500	-24.01	-176.98	1.00
2250.000000	-23.95	-176.96	1.00
2296.875000	-23.99	-177.21	1.00
2343.750000	-23.97	-177.12	1.00
2390.625000	-23.97	-177.18	1.00
2437.500000	-23.91	-177.18	1.00
2484.375000	-23.96	-177.21	1.00
2531.250000	-23.91	-177.21	1.00
2578.125000	-23.90	-177.10	1.00
2625.000000	-23.87	-176.88	1.00
2671.875000	-23.84	-177.06	1.00
2718.750000	-23.88	-176.99	1.00
2765.625000	-23.85	-177.42	1.00
2812.500000	-23.84	-176.58	1.00
2859.375000	-23.79	-177.07	1.00
2906.250000	-23.82	-176.98	1.00
2953.125000	-23.78	-177.04	1.00
3000.000000	-23.75	-176.94	1.00
3046.875000	-23.81	-177.33	1.00
3093.750000	-23.71	-177.17	1.00
3140.625000	-23.82	-177.21	1.00
3187.500000	-23.75	-177.06	1.00
3234.375000	-23.72	-177.25	1.00
3281.250000	-23.76	-176.99	1.00
3328.125000	-23.69	-177.14	1.00
3375.000000	-23.67	-176.94	1.00
3421.875000	-23.68	-177.48	1.00
3468.750000	-23.69	-177.21	1.00
3515.625000	-23.66	-177.07	1.00
3562.500000	-23.64	-177.28	1.00
3609.375000	-23.65	-177.20	1.00
3656.250000	-23.66	-177.27	1.00
3703.125000	-23.64	-177.28	1.00
3750.000000	-23.60	-177.06	1.00
3796.875000	-23.62	-177.19	1.00
3843.750000	-23.61	-177.35	1.00
3890.625000	-23.57	-177.26	1.00
3937.500000	-23.56	-177.39	1.00
3984.375000	-23.58	-177.52	1.00
4031.250000	-23.55	-177.61	1.00
4078.125000	-23.58	-177.52	1.00
4125.000000	-23.55	-177.39	1.00
4171.875000	-23.52	-177.47	1.00
4218.750000	-23.54	-177.62	1.00
4265.625000	-23.55	-177.60	1.00
4312.500000	-23.53	-177.52	1.00
4359.375000	-23.53	-177.65	1.00
4406.250000	-23.51	-177.50	1.00
4453.125000	-23.54	-177.66	1.00
4500.000000	-23.51	-177.64	1.00
4593.750000	-23.50	-177.71	1.00
4687.500000	-23.47	-177.80	1.00
4781.250000	-23.51	-177.91	1.00
4875.000000	-23.46	-177.99	1.00
4968.750000	-23.47	-177.86	1.00
5062.500000	-23.45	-178.07	1.00
5156.250000	-23.45	-178.06	1.00
5250.000000	-23.42	-178.29	1.00
5343.750000	-23.43	-178.14	1.00
5437.500000	-23.43	-178.29	1.00
5531.250000	-23.41	-178.26	1.00
5625.000000	-23.38	-178.58	1.00
5718.750000	-23.41	-178.49	1.00
5812.500000	-23.39	-178.55	1.00
5906.250000	-23.37	-178.48	1.00
6000.000000	-23.39	-178.82	1.00
6093.750000	-23.36	-178.58	1.00
6187.500000	-23.35	-178.59	1.00
6281.250000	-23.37	-178.88	1.00
6375.000000	-23.36	-178.83	1.00
6468.750000	-23.34	-178.79	1.00
6562.500000	-23.35	-179.02	1.00
6656.250000	-23.35	-179.06	1.00
6750.000000	-23.34	-178.97	1.00
6843.750000	-23.35	-179.04	1.00
6937.500000	-23.34	-179.14	1.00
7031.250000	-23.32	-179.26	1.00
7125.000000	-23.35	-179.31	1.00
7218.750000	-23.31	-179.34	1.00
7312.500000	-23.33	-179.37	1.00
7406.250000	-23.34	-179.25	1.00
7500.000000	-23.31	-179.48	1.00
7593.750000	-23.28	-179.61	1.00
7687.500000	-23.31	-179.43	1.00
7781.250000	-23.30	-179.47	1.00
7875.000000	-23.30	-179.65	1.00
7968.750000	-23.30	-179.67	1.00
8062.500000	-23.28	-179.77	1.00
8156.250000	-23.31	-179.72	1.00
8250.000000	-23.30	-179.85	1.00
8343.750000	-23.28	-179.88	1.00
8437.500000	-23.29	-179.95	1.00
8531.250000	-23.27	179.89	1.00
8625.000000	-23.27	179.96	1.00
8718.750000	-23.28	179.86	1.00
8812.500000	-23.26	179.79	1.00
8906.250000	-23.27	179.82	1.00
9000.000000	-23.28	179.72	1.00
9187.500000	-23.28	179.71	1.00
9375.000000	-23.26	179.61	1.00
9562.500000	-23.27	179.53	1.00
9750.000000	-23.26	179.42	1.00
9937.500000	-23.27	179.32	1.00
10125.000000	-23.25	179.33	1.00
10312.500000	-23.26	179.21	1.00
10500.000000	-23.25	179.10	1.00
10687.500000	-23.25	179.13	1.00
10875.000000	-23.26	178.94	1.00
11062.500000	-23.25	178.81	1.00
11250.000000	-23.24	178.87	1.00
11437.500000	-23.25	178.65	1.00
11625.000000	-23.24	178.66	1.00
11812.500000	-23.23	178.68	1.00
12000.000000	-23.23	178.52	1.00
12187.500000	-23.24	178.42	1.00
12375.000000	-23.24	178.38	1.00
12562.500000	-23.24	178.28	1.00
12750.000000	-23.24	178.23	1.00
12937.500000	-23.22	178.07	1.00
13125.000000	-23.24	178.14	1.00
13312.500000	-23.23	177.96	1.00
13500.000000	-23.24	177.90	1.00
13687.500000	-23.24	177.82	1.00
13875.000000	-23.24	177.77	1.00
14062.500000	-23.23	177.71	1.00
14250.000000	-23.23	177.65	1.00
14437.500000	-23.23	177.60	1.00
14625.000000	-23.24	177.53	1.00
14812.500000	-23.24	177.49	1.00
15000.000000	-23.24	177.36	1.00
15187.500000	-23.24	177.31	1.00
15375.000000	-23.24	177.25	1.00
15562.500000	-23.24	177.16	1.00
15750.000000	-23.24	177.12	1.00
15937.500000	-23.24	177.02	1.00
16125.000000	-23.23	177.00	1.00
16312.500000	-23.24	176.92	1.00
16500.000000	-23.23	176.90	1.00
16687.500000	-23.24	176.88	1.00
16875.000000	-23.24	176.78	1.00
17062.500000	-23.24	176.71	1.00
17250.000000	-23.24	176.65	1.00
17437.500000	-23.25	176.61	1.00
17625.000000	-23.24	176.57	1.00
17812.500000	-23.25	176.43	1.00
18000.000000	-23.24	176.41	1.00
18187.500000	-23.25	176.32	1.00
18375.000000	-23.25	176.29	1.00
18562.500000	-23.25	176.18	1.00
18750.000000	-23.24	176.17	1.00
18937.500000	-23.25	176.09	1.00
19125.000000	-23.26	176.04	1.00
19312.500000	-23.25	176.00	1.00
19500.000000	-23.25	175.94	1.00
19687.500000	-23.24	175.87	1.00
19875.000000	-23.25	175.85	1.00
20062.500000	-23.25	175.75	1.00
20250.000000	-23.26	175.72	1.00
20437.500000	-23.25	175.66	1.00
20625.000000	-23.25	175.58	1.00
20812.500000	-23.25	175.54	1.00
21000.000000	-23.26	175.45	1.00
21187.500000	-23.26	175.38	1.00
21375.000000	-23.25	175.36	1.00
21562.500000	-23.25	175.36	1.00
21750.000000	-23.26	175.29	1.00
21937.500000	-23.27	175.20	1.00
22125.000000	-23.26	175.12	1.00
22312.500000	-23.26	175.10	1.00
22500.000000	-23.26	175.04	1.00
22687.500000	-23.26	174.95	1.00
22875.000000	-23.26	174.86	1.00
23062.500000	-23.27	174.80	1.00
23250.000000	-23.27	174.78	1.00
23437.500000	-23.29	174.99	1.00
23625.000000	-23.34	175.70	1.00
23812.500000	-23.45	176.96	1.00
