	att 60 Hz		
101.074219	-33.71	-172.62	1.00
102.539062	-33.69	-173.53	1.00
104.003906	-33.70	-173.63	1.00
105.468750	-33.68	-173.59	1.00
106.933594	-33.66	-173.56	1.00
108.398438	-33.67	-173.47	1.00
109.863281	-33.66	-173.48	1.00
111.328125	-33.70	-173.06	1.00
112.792969	-33.70	-172.98	1.00
114.257812	-33.72	-173.03	1.00
115.722656	-33.70	-173.01	1.00
117.187500	-33.68	-172.96	1.00
118.652344	-33.67	-172.92	1.00
120.117188	-33.64	-173.02	1.00
121.582031	-33.68	-172.79	1.00
123.046875	-33.68	-172.60	1.00
124.511719	-33.66	-172.43	1.00
125.976562	-33.65	-172.60	1.00
127.441406	-33.65	-172.46	1.00
128.906250	-33.61	-172.56	1.00
130.371094	-33.62	-172.51	1.00
131.835938	-33.67	-172.24	1.00
133.300781	-33.67	-172.13	1.00
134.765625	-33.66	-172.04	1.00
136.230469	-33.64	-172.00	1.00
137.695312	-33.65	-171.91	1.00
139.160156	-33.63	-171.86	1.00
140.625000	-33.64	-171.74	1.00
143.554688	-33.63	-171.72	1.00
146.484375	-33.65	-171.80	1.00
149.414062	-33.60	-171.28	1.00
152.343750	-33.60	-171.12	1.00
155.273438	-33.60	-171.02	1.00
158.203125	-33.58	-170.91	1.00
161.132812	-33.59	-170.82	1.00
164.062500	-33.60	-170.64	1.00
166.992188	-33.55	-170.50	1.00
169.921875	-33.55	-170.35	1.00
172.851562	-33.54	-170.27	1.00
175.781250	-33.54	-169.91	1.00
178.710938	-33.54	-169.99	1.00
181.640625	-33.52	-169.73	1.00
184.570312	-33.53	-169.65	1.00
187.500000	-33.51	-169.55	1.00
190.429688	-33.51	-169.40	1.00
193.359375	-33.50	-169.26	1.00
196.289062	-33.50	-168.93	1.00
199.218750	-33.48	-168.72	1.00
202.148438	-33.47	-168.61	1.00
205.078125	-33.46	-168.68	1.00
208.007812	-33.46	-168.42	1.00
210.937500	-33.44	-168.31	1.00
213.867188	-33.43	-168.05	1.00
216.796875	-33.42	-168.03	1.00
219.726562	-33.41	-167.85	1.00
222.656250	-33.41	-167.77	1.00
225.585938	-33.39	-167.62	1.00
228.515625	-33.39	-167.46	1.00
231.445312	-33.38	-167.19	1.00
234.375000	-33.39	-167.04	1.00
237.304688	-33.36	-167.16	1.00
240.234375	-33.36	-166.92	1.00
243.164062	-33.34	-166.77	1.00
246.093750	-33.33	-166.68	1.00
249.023438	-33.33	-166.55	1.00
251.953125	-33.30	-166.34	1.00
254.882812	-33.30	-166.21	1.00
257.812500	-33.28	-166.08	1.00
260.742188	-33.28	-165.90	1.00
263.671875	-33.27	-165.84	1.00
266.601562	-33.25	-165.62	1.00
269.531250	-33.25	-165.44	1.00
272.460938	-33.24	-165.35	1.00
275.390625	-33.23	-165.34	1.00
278.320312	-33.21	-165.17	1.00
281.250000	-33.20	-165.11	1.00
287.109375	-33.14	-164.79	1.00
292.968750	-33.16	-164.50	1.00
298.828125	-33.13	-164.34	1.00
304.687500	-33.11	-164.02	1.00
310.546875	-33.09	-163.79	1.00
316.406250	-33.07	-163.47	1.00
322.265625	-33.06	-163.13	1.00
328.125000	-33.01	-163.03	1.00
333.984375	-32.99	-162.87	1.00
339.843750	-32.96	-162.62	1.00
345.703125	-32.94	-162.28	1.00
351.562500	-32.92	-162.25	1.00
357.421875	-32.90	-161.75	1.00
363.281250	-32.86	-161.44	1.00
369.140625	-32.83	-161.32	1.00
375.000000	-32.80	-161.11	1.00
380.859375	-32.79	-160.86	1.00
386.718750	-32.76	-160.71	1.00
392.578125	-32.73	-160.43	1.00
398.437500	-32.71	-160.21	1.00
404.296875	-32.69	-160.01	1.00
410.156250	-32.64	-159.86	1.00
416.015625	-32.62	-159.56	1.00
421.875000	-32.60	-159.48	1.00
427.734375	-32.57	-159.20	1.00
433.593750	-32.54	-158.88	1.00
439.453125	-32.53	-158.53	1.00
445.312500	-32.49	-158.49	1.00
451.171875	-32.43	-158.25	1.00
457.031250	-32.42	-158.12	1.00
462.890625	-32.40	-158.08	1.00
468.750000	-32.34	-157.82	1.00
474.609375	-32.33	-157.59	1.00
480.468750	-32.31	-157.43	1.00
486.328125	-32.28	-157.27	1.00
492.187500	-32.25	-157.07	1.00
498.046875	-32.22	-156.90	1.00
503.906250	-32.18	-156.68	1.00
509.765625	-32.16	-156.54	1.00
515.625000	-32.15	-156.37	1.00
521.484375	-32.09	-156.15	1.00
527.343750	-32.06	-155.99	1.00
533.203125	-32.04	-155.90	1.00
539.062500	-32.02	-155.63	1.00
544.921875	-31.99	-155.53	1.00
550.781250	-31.96	-155.42	1.00
556.640625	-31.93	-155.14	1.00
562.500000	-31.90	-154.99	1.00
574.218750	-31.82	-154.69	1.00
585.937500	-31.78	-154.57	1.00
597.656250	-31.72	-154.16	1.00
609.375000	-31.66	-153.79	1.00
621.093750	-31.60	-153.72	1.00
632.812500	-31.51	-153.37	1.00
644.531250	-31.42	-153.17	1.00
656.250000	-31.41	-152.94	1.00
667.968750	-31.35	-152.49	1.00
679.687500	-31.30	-152.75	1.00
691.406250	-31.21	-152.42	1.00
703.125000	-31.22	-152.02	1.00
714.843750	-31.11	-151.79	1.00
726.562500	-31.08	-151.82	1.00
738.281250	-31.02	-151.59	1.00
750.000000	-30.92	-151.12	1.00
761.718750	-30.91	-151.02	1.00
773.437500	-30.82	-150.81	1.00
785.156250	-30.76	-150.63	1.00
796.875000	-30.70	-150.51	1.00
808.593750	-30.66	-150.24	1.00
820.312500	-30.60	-150.16	1.00
832.031250	-30.56	-150.34	1.00
843.750000	-30.46	-149.72	1.00
855.468750	-30.43	-149.92	1.00
867.187500	-30.37	-149.74	1.00
878.906250	-30.32	-149.48	1.00
890.625000	-30.23	-149.42	1.00
902.343750	-30.20	-149.28	1.00
914.062500	-30.14	-149.36	1.00
925.781250	-30.09	-149.05	1.00
937.500000	-30.03	-148.97	1.00
949.218750	-29.99	-148.94	1.00
960.937500	-29.94	-148.82	1.00
972.656250	-29.85	-148.71	1.00
984.375000	-29.82	-148.73	1.00
996.093750	-29.78	-148.63	1.00
1007.812500	-29.73	-148.53	1.00
1019.531250	-29.68	-148.43	1.00
1031.250000	-29.61	-148.39	1.00
1042.968750	-29.56	-148.31	1.00
1054.687500	-29.51	-148.30	1.00
1066.406250	-29.45	-148.23	1.00
1078.125000	-29.39	-148.15	1.00
1089.843750	-29.36	-148.10	1.00
1101.562500	-29.31	-148.05	1.00
1113.281250	-29.26	-148.09	1.00
1125.000000	-29.21	-148.03	1.00
1148.437500	-29.12	-147.69	1.00
1171.875000	-29.01	-148.11	1.00
1195.312500	-28.94	-148.05	1.00
1218.750000	-28.90	-148.11	1.00
1242.187500	-28.76	-147.72	1.00
1265.625000	-28.64	-148.54	1.00
1289.062500	-28.59	-148.03	1.00
1312.500000	-28.54	-147.71	1.00
1335.937500	-28.44	-148.14	1.00
1359.375000	-28.34	-147.83	1.00
1382.812500	-28.27	-147.91	1.00
1406.250000	-28.17	-147.83	1.00
1429.687500	-28.11	-148.15	1.00
1453.125000	-28.03	-147.93	1.00
1476.562500	-27.99	-148.04	1.00
1500.000000	-27.86	-148.03	1.00
1523.437500	-27.79	-148.33	1.00
1546.875000	-27.74	-148.16	1.00
1570.312500	-27.65	-148.54	1.00
1593.750000	-27.58	-148.43	1.00
1617.187500	-27.57	-147.73	1.00
1640.625000	-27.46	-148.71	1.00
1664.062500	-27.42	-148.73	1.00
1687.500000	-27.36	-148.88	1.00
1710.937500	-27.29	-148.96	1.00
1734.375000	-27.23	-149.09	1.00
1757.812500	-27.15	-149.09	1.00
1781.250000	-27.15	-149.33	1.00
1804.687500	-27.06	-149.32	1.00
1828.125000	-26.98	-149.40	1.00
1851.562500	-26.95	-149.43	1.00
1875.000000	-26.88	-149.83	1.00
1898.437500	-26.85	-149.76	1.00
1921.875000	-26.79	-149.94	1.00
1945.312500	-26.71	-149.92	1.00
1968.750000	-26.68	-150.18	1.00
1992.187500	-26.64	-150.45	1.00
2015.625000	-26.64	-150.42	1.00
2039.062500	-26.54	-150.60	1.00
2062.500000	-26.51	-150.68	1.00
2085.937500	-26.45	-150.81	1.00
2109.375000	-26.41	-150.88	1.00
2132.812500	-26.38	-150.92	1.00
2156.250000	-26.32	-151.15	1.00
2179.687500	-26.26	-151.13	1.00
2203.125000	-26.25	-151.59	1.00
2226.562500	-26.19	-151.80	1.00
2250.000000	-26.16	-151.81	1.00
2296.875000	-26.08	-151.97	1.00
2343.750000	-26.02	-152.04	1.00
2390.625000	-25.93	-152.41	1.00
2437.500000	-25.88	-152.63	1.00
2484.375000	-25.78	-152.84	1.00
2531.250000	-25.74	-153.33	1.00
2578.125000	-25.69	-153.43	1.00
2625.000000	-25.61	-153.81	1.00
2671.875000	-25.53	-154.08	1.00
2718.750000	-25.50	-154.35	1.00
2765.625000	-25.46	-154.67	1.00
2812.500000	-25.37	-154.88	1.00
2859.375000	-25.37	-155.00	1.00
2906.250000	-25.29	-155.43	1.00
2953.125000	-25.28	-155.67	1.00
3000.000000	-25.27	-155.98	1.00
3046.875000	-25.16	-155.97	1.00
3093.750000	-25.13	-156.33	1.00
3140.625000	-25.07	-156.58	1.00
3187.500000	-25.03	-156.70	1.00
3234.375000	-24.99	-157.12	1.00
3281.250000	-24.95	-157.16	1.00
3328.125000	-24.93	-157.47	1.00
3375.000000	-24.89	-157.88	1.00
3421.875000	-24.85	-158.76	1.00
3468.750000	-24.84	-158.04	1.00
3515.625000	-24.79	-158.39	1.00
3562.500000	-24.76	-158.65	1.00
3609.375000	-24.74	-158.83	1.00
3656.250000	-24.71	-158.97	1.00
3703.125000	-24.67	-159.19	1.00
3750.000000	-24.65	-159.55	1.00
3796.875000	-24.61	-159.64	1.00
3843.750000	-24.59	-159.90	1.00
3890.625000	-24.55	-160.17	1.00
3937.500000	-24.54	-160.21	1.00
3984.375000	-24.51	-160.45	1.00
4031.250000	-24.47	-160.63	1.00
4078.125000	-24.47	-160.77	1.00
4125.000000	-24.43	-161.11	1.00
4171.875000	-24.42	-161.13	1.00
4218.750000	-24.41	-161.30	1.00
4265.625000	-24.41	-161.55	1.00
4312.500000	-24.37	-161.75	1.00
4359.375000	-24.33	-161.96	1.00
4406.250000	-24.33	-162.10	1.00
4453.125000	-24.32	-162.23	1.00
4500.000000	-24.28	-162.45	1.00
4593.750000	-24.25	-162.74	1.00
4687.500000	-24.22	-163.12	1.00
4781.250000	-24.17	-163.36	1.00
4875.000000	-24.19	-163.67	1.00
4968.750000	-24.12	-164.06	1.00
5062.500000	-24.10	-164.17	1.00
5156.250000	-24.09	-164.46	1.00
5250.000000	-24.06	-164.91	1.00
5343.750000	-24.06	-165.07	1.00
5437.500000	-24.01	-165.46	1.00
5531.250000	-24.01	-165.60	1.00
5625.000000	-23.98	-165.81	1.00
5718.750000	-23.98	-166.05	1.00
5812.500000	-23.93	-166.26	1.00
5906.250000	-23.92	-166.58	1.00
6000.000000	-23.89	-166.97	1.00
6093.750000	-23.89	-166.94	1.00
6187.500000	-23.89	-166.99	1.00
6281.250000	-23.85	-167.50	1.00
6375.000000	-23.84	-167.65	1.00
6468.750000	-23.82	-167.98	1.00
6562.500000	-23.82	-168.04	1.00
6656.250000	-23.81	-168.35	1.00
6750.000000	-23.82	-168.37	1.00
6843.750000	-23.80	-168.71	1.00
6937.500000	-23.78	-168.88	1.00
7031.250000	-23.78	-169.11	1.00
7125.000000	-23.74	-169.28	1.00
7218.750000	-23.76	-169.41	1.00
7312.500000	-23.73	-169.56	1.00
7406.250000	-23.71	-169.74	1.00
7500.000000	-23.71	-169.88	1.00
7593.750000	-23.71	-170.13	1.00
7687.500000	-23.69	-170.27	1.00
7781.250000	-23.70	-170.48	1.00
7875.000000	-23.69	-170.51	1.00
7968.750000	-23.67	-170.65	1.00
8062.500000	-23.66	-170.82	1.00
8156.250000	-23.66	-170.88	1.00
8250.000000	-23.65	-171.06	1.00
8343.750000	-23.64	-171.24	1.00
8437.500000	-23.64	-171.41	1.00
8531.250000	-23.65	-171.57	1.00
8625.000000	-23.63	-171.67	1.00
8718.750000	-23.63	-171.77	1.00
8812.500000	-23.62	-171.89	1.00
8906.250000	-23.61	-172.05	1.00
9000.000000	-23.62	-172.17	1.00
9187.500000	-23.60	-172.33	1.00
9375.000000	-23.59	-172.75	1.00
9562.500000	-23.58	-172.92	1.00
9750.000000	-23.58	-173.05	1.00
9937.500000	-23.56	-173.28	1.00
10125.000000	-23.58	-173.61	1.00
10312.500000	-23.55	-173.70	1.00
10500.000000	-23.57	-173.90	1.00
10687.500000	-23.56	-174.07	1.00
10875.000000	-23.54	-174.38	1.00
11062.500000	-23.51	-174.57	1.00
11250.000000	-23.53	-174.64	1.00
11437.500000	-23.53	-174.92	1.00
11625.000000	-23.51	-174.89	1.00
11812.500000	-23.51	-175.14	1.00
12000.000000	-23.52	-175.38	1.00
12187.500000	-23.50	-175.56	1.00
12375.000000	-23.51	-175.74	1.00
12562.500000	-23.50	-175.81	1.00
12750.000000	-23.50	-176.00	1.00
12937.500000	-23.50	-176.16	1.00
13125.000000	-23.50	-176.23	1.00
13312.500000	-23.50	-176.48	1.00
13500.000000	-23.49	-176.52	1.00
13687.500000	-23.48	-176.70	1.00
13875.000000	-23.48	-176.88	1.00
14062.500000	-23.49	-177.09	1.00
14250.000000	-23.48	-177.18	1.00
14437.500000	-23.48	-177.24	1.00
14625.000000	-23.48	-177.40	1.00
14812.500000	-23.48	-177.54	1.00
15000.000000	-23.48	-177.67	1.00
15187.500000	-23.47	-177.82	1.00
15375.000000	-23.47	-177.88	1.00
15562.500000	-23.47	-178.08	1.00
15750.000000	-23.47	-178.20	1.00
15937.500000	-23.47	-178.33	1.00
16125.000000	-23.47	-178.39	1.00
16312.500000	-23.47	-178.52	1.00
16500.000000	-23.48	-178.64	1.00
16687.500000	-23.47	-178.75	1.00
16875.000000	-23.46	-178.78	1.00
17062.500000	-23.47	-178.87	1.00
17250.000000	-23.47	-179.01	1.00
17437.500000	-23.46	-179.15	1.00
17625.000000	-23.46	-179.26	1.00
17812.500000	-23.47	-179.39	1.00
18000.000000	-23.47	-179.46	1.00
18187.500000	-23.46	-179.63	1.00
18375.000000	-23.47	-179.69	1.00
18562.500000	-23.46	-179.77	1.00
18750.000000	-23.46	-179.86	1.00
18937.500000	-23.47	-179.91	1.00
19125.000000	-23.47	180.00	1.00
19312.500000	-23.48	179.88	1.00
19500.000000	-23.47	179.76	1.00
19687.500000	-23.47	179.70	1.00
19875.000000	-23.46	179.61	1.00
20062.500000	-23.47	179.58	1.00
20250.000000	-23.47	179.45	1.00
20437.500000	-23.46	179.30	1.00
20625.000000	-23.46	179.25	1.00
20812.500000	-23.47	179.15	1.00
21000.000000	-23.47	179.06	1.00
21187.500000	-23.47	178.96	1.00
21375.000000	-23.48	178.83	1.00
21562.500000	-23.48	178.79	1.00
21750.000000	-23.48	178.75	1.00
21937.500000	-23.47	178.63	1.00
22125.000000	-23.48	178.56	1.00
22312.500000	-23.48	178.49	1.00
22500.000000	-23.48	178.41	1.00
22687.500000	-23.48	178.33	1.00
22875.000000	-23.47	178.24	1.00
23062.500000	-23.48	178.13	1.00
23250.000000	-23.48	178.08	1.00
23437.500000	-23.49	178.13	1.00
23625.000000	-23.51	178.34	1.00
23812.500000	-23.54	178.78	1.00
