	att 100 Hz		
169.921875	-33.66	-174.11	1.00
172.851562	-33.70	-174.18	1.00
175.781250	-33.70	-173.91	1.00
178.710938	-33.69	-173.92	1.00
181.640625	-33.67	-173.90	1.00
184.570312	-33.70	-173.69	1.00
187.500000	-33.66	-173.65	1.00
190.429688	-33.67	-173.65	1.00
193.359375	-33.67	-173.48	1.00
196.289062	-33.69	-173.40	1.00
199.218750	-33.71	-173.15	1.00
202.148438	-33.63	-173.16	1.00
205.078125	-33.65	-173.11	1.00
208.007812	-33.66	-172.99	1.00
210.937500	-33.65	-172.85	1.00
213.867188	-33.66	-172.70	1.00
216.796875	-33.65	-172.55	1.00
219.726562	-33.64	-172.52	1.00
222.656250	-33.65	-172.59	1.00
225.585938	-33.65	-172.44	1.00
228.515625	-33.64	-172.33	1.00
231.445312	-33.64	-172.19	1.00
234.375000	-33.62	-172.12	1.00
237.304688	-33.62	-172.03	1.00
240.234375	-33.62	-172.00	1.00
243.164062	-33.62	-171.92	1.00
246.093750	-33.61	-171.85	1.00
249.023438	-33.61	-171.76	1.00
251.953125	-33.60	-171.62	1.00
254.882812	-33.60	-171.57	1.00
257.812500	-33.58	-171.48	1.00
260.742188	-33.59	-171.43	1.00
263.671875	-33.59	-171.33	1.00
266.601562	-33.57	-171.18	1.00
269.531250	-33.57	-171.16	1.00
272.460938	-33.58	-170.98	1.00
275.390625	-33.57	-170.93	1.00
278.320312	-33.56	-170.86	1.00
281.250000	-33.57	-170.83	1.00
287.109375	-33.52	-170.51	1.00
292.968750	-33.54	-170.43	1.00
298.828125	-33.52	-170.34	1.00
304.687500	-33.53	-170.04	1.00
310.546875	-33.52	-170.01	1.00
316.406250	-33.50	-169.76	1.00
322.265625	-33.52	-169.60	1.00
328.125000	-33.49	-169.51	1.00
333.984375	-33.46	-169.37	1.00
339.843750	-33.48	-169.27	1.00
345.703125	-33.45	-168.93	1.00
351.562500	-33.47	-168.75	1.00
357.421875	-33.45	-168.58	1.00
363.281250	-33.43	-168.38	1.00
369.140625	-33.40	-168.22	1.00
375.000000	-33.41	-168.06	1.00
380.859375	-33.39	-167.90	1.00
386.718750	-33.39	-167.82	1.00
392.578125	-33.39	-167.61	1.00
398.437500	-33.37	-167.40	1.00
404.296875	-33.37	-167.35	1.00
410.156250	-33.33	-167.18	1.00
416.015625	-33.33	-166.93	1.00
421.875000	-33.32	-166.75	1.00
427.734375	-33.31	-166.62	1.00
433.593750	-33.31	-166.52	1.00
439.453125	-33.28	-166.34	1.00
445.312500	-33.27	-166.09	1.00
451.171875	-33.24	-165.92	1.00
457.031250	-33.24	-165.86	1.00
462.890625	-33.24	-165.80	1.00
468.750000	-33.20	-165.60	1.00
474.609375	-33.19	-165.49	1.00
480.468750	-33.18	-165.32	1.00
486.328125	-33.16	-165.13	1.00
492.187500	-33.16	-165.07	1.00
498.046875	-33.15	-164.72	1.00
503.906250	-33.13	-164.58	1.00
509.765625	-33.12	-164.53	1.00
515.625000	-33.13	-164.35	1.00
521.484375	-33.08	-164.21	1.00
527.343750	-33.07	-164.08	1.00
533.203125	-33.06	-163.97	1.00
539.062500	-33.05	-163.80	1.00
544.921875	-33.04	-163.63	1.00
550.781250	-33.02	-163.42	1.00
556.640625	-32.99	-163.24	1.00
562.500000	-32.99	-163.13	1.00
574.218750	-32.95	-162.89	1.00
585.937500	-32.94	-162.76	1.00
597.656250	-32.91	-162.30	1.00
609.375000	-32.89	-161.98	1.00
621.093750	-32.85	-161.86	1.00
632.812500	-32.83	-161.45	1.00
644.531250	-32.78	-161.25	1.00
656.250000	-32.75	-161.11	1.00
667.968750	-32.72	-160.61	1.00
679.687500	-32.69	-160.84	1.00
691.406250	-32.63	-160.24	1.00
703.125000	-32.67	-159.91	1.00
714.843750	-32.60	-159.88	1.00
726.562500	-32.57	-159.61	1.00
738.281250	-32.52	-159.46	1.00
750.000000	-32.50	-159.08	1.00
761.718750	-32.47	-158.91	1.00
773.437500	-32.44	-158.69	1.00
785.156250	-32.40	-158.37	1.00
796.875000	-32.38	-158.17	1.00
808.593750	-32.33	-157.89	1.00
820.312500	-32.31	-157.85	1.00
832.031250	-32.26	-157.90	1.00
843.750000	-32.25	-157.23	1.00
855.468750	-32.19	-157.23	1.00
867.187500	-32.17	-157.05	1.00
878.906250	-32.15	-156.82	1.00
890.625000	-32.08	-156.55	1.00
902.343750	-32.06	-156.29	1.00
914.062500	-32.02	-156.17	1.00
925.781250	-31.98	-155.96	1.00
937.500000	-31.95	-155.83	1.00
949.218750	-31.93	-155.69	1.00
960.937500	-31.88	-155.51	1.00
972.656250	-31.84	-155.32	1.00
984.375000	-31.81	-155.24	1.00
996.093750	-31.77	-154.96	1.00
1007.812500	-31.74	-154.67	1.00
1019.531250	-31.71	-154.61	1.00
1031.250000	-31.67	-154.51	1.00
1042.968750	-31.65	-154.36	1.00
1054.687500	-31.60	-154.18	1.00
1066.406250	-31.56	-154.10	1.00
1078.125000	-31.51	-153.91	1.00
1089.843750	-31.50	-153.67	1.00
1101.562500	-31.47	-153.56	1.00
1113.281250	-31.41	-153.42	1.00
1125.000000	-31.39	-153.39	1.00
1148.437500	-31.32	-153.07	1.00
1171.875000	-31.25	-152.85	1.00
1195.312500	-31.17	-152.67	1.00
1218.750000	-31.11	-152.40	1.00
1242.187500	-31.05	-152.04	1.00
1265.625000	-30.99	-151.92	1.00
1289.062500	-30.91	-151.76	1.00
1312.500000	-30.84	-151.50	1.00
1335.937500	-30.81	-151.14	1.00
1359.375000	-30.67	-151.17	1.00
1382.812500	-30.67	-150.86	1.00
1406.250000	-30.57	-150.76	1.00
1429.687500	-30.51	-150.78	1.00
1453.125000	-30.44	-150.41	1.00
1476.562500	-30.38	-150.32	1.00
1500.000000	-30.29	-150.29	1.00
1523.437500	-30.25	-150.07	1.00
1546.875000	-30.18	-149.96	1.00
1570.312500	-30.10	-149.88	1.00
1593.750000	-30.01	-149.91	1.00
1617.187500	-30.01	-149.53	1.00
1640.625000	-29.91	-149.44	1.00
1664.062500	-29.85	-149.54	1.00
1687.500000	-29.84	-149.38	1.00
1710.937500	-29.74	-149.33	1.00
1734.375000	-29.69	-149.18	1.00
1757.812500	-29.63	-149.16	1.00
1781.250000	-29.59	-149.14	1.00
1804.687500	-29.51	-148.98	1.00
1828.125000	-29.44	-148.84	1.00
1851.562500	-29.40	-148.66	1.00
1875.000000	-29.31	-149.04	1.00
1898.437500	-29.29	-149.02	1.00
1921.875000	-29.20	-148.90	1.00
1945.312500	-29.16	-148.65	1.00
1968.750000	-29.14	-148.77	1.00
1992.187500	-29.07	-148.75	1.00
2015.625000	-29.08	-148.73	1.00
2039.062500	-28.94	-148.89	1.00
2062.500000	-28.91	-148.76	1.00
2085.937500	-28.82	-148.79	1.00
2109.375000	-28.80	-148.62	1.00
2132.812500	-28.77	-148.68	1.00
2156.250000	-28.69	-148.65	1.00
2179.687500	-28.65	-148.55	1.00
2203.125000	-28.63	-148.69	1.00
2226.562500	-28.54	-148.75	1.00
2250.000000	-28.50	-148.84	1.00
2296.875000	-28.40	-148.72	1.00
2343.750000	-28.31	-148.80	1.00
2390.625000	-28.22	-148.86	1.00
2437.500000	-28.16	-148.77	1.00
2484.375000	-28.05	-148.87	1.00
2531.250000	-27.99	-149.08	1.00
2578.125000	-27.86	-149.11	1.00
2625.000000	-27.82	-149.42	1.00
2671.875000	-27.71	-149.16	1.00
2718.750000	-27.66	-149.37	1.00
2765.625000	-27.57	-149.57	1.00
2812.500000	-27.52	-149.80	1.00
2859.375000	-27.44	-149.78	1.00
2906.250000	-27.36	-150.10	1.00
2953.125000	-27.29	-150.11	1.00
3000.000000	-27.22	-150.22	1.00
3046.875000	-27.18	-150.32	1.00
3093.750000	-27.10	-150.39	1.00
3140.625000	-27.04	-150.62	1.00
3187.500000	-26.98	-150.70	1.00
3234.375000	-26.92	-150.97	1.00
3281.250000	-26.85	-150.90	1.00
3328.125000	-26.79	-151.19	1.00
3375.000000	-26.73	-151.38	1.00
3421.875000	-26.67	-151.91	1.00
3468.750000	-26.65	-151.36	1.00
3515.625000	-26.58	-151.82	1.00
3562.500000	-26.54	-151.90	1.00
3609.375000	-26.50	-152.06	1.00
3656.250000	-26.44	-152.26	1.00
3703.125000	-26.40	-152.28	1.00
3750.000000	-26.35	-152.65	1.00
3796.875000	-26.28	-152.69	1.00
3843.750000	-26.25	-153.01	1.00
3890.625000	-26.20	-153.09	1.00
3937.500000	-26.20	-153.11	1.00
3984.375000	-26.11	-153.51	1.00
4031.250000	-26.05	-153.50	1.00
4078.125000	-26.03	-153.68	1.00
4125.000000	-25.99	-153.87	1.00
4171.875000	-25.95	-154.01	1.00
4218.750000	-25.93	-154.10	1.00
4265.625000	-25.91	-154.43	1.00
4312.500000	-25.84	-154.51	1.00
4359.375000	-25.80	-154.67	1.00
4406.250000	-25.79	-154.77	1.00
4453.125000	-25.76	-155.01	1.00
4500.000000	-25.70	-155.15	1.00
4593.750000	-25.63	-155.48	1.00
4687.500000	-25.58	-155.75	1.00
4781.250000	-25.49	-156.18	1.00
4875.000000	-25.50	-156.30	1.00
4968.750000	-25.40	-156.68	1.00
5062.500000	-25.37	-156.84	1.00
5156.250000	-25.31	-157.23	1.00
5250.000000	-25.25	-157.59	1.00
5343.750000	-25.23	-157.83	1.00
5437.500000	-25.16	-158.16	1.00
5531.250000	-25.13	-158.33	1.00
5625.000000	-25.09	-158.77	1.00
5718.750000	-25.06	-158.92	1.00
5812.500000	-24.99	-159.17	1.00
5906.250000	-24.94	-159.54	1.00
6000.000000	-24.93	-159.89	1.00
6093.750000	-24.89	-159.86	1.00
6187.500000	-24.87	-160.34	1.00
6281.250000	-24.84	-160.58	1.00
6375.000000	-24.79	-160.70	1.00
6468.750000	-24.77	-161.02	1.00
6562.500000	-24.75	-161.37	1.00
6656.250000	-24.73	-161.49	1.00
6750.000000	-24.69	-161.62	1.00
6843.750000	-24.67	-162.00	1.00
6937.500000	-24.64	-162.12	1.00
7031.250000	-24.64	-162.42	1.00
7125.000000	-24.58	-162.64	1.00
7218.750000	-24.59	-162.93	1.00
7312.500000	-24.54	-163.14	1.00
7406.250000	-24.53	-163.15	1.00
7500.000000	-24.50	-163.42	1.00
7593.750000	-24.50	-163.64	1.00
7687.500000	-24.45	-163.83	1.00
7781.250000	-24.44	-164.11	1.00
7875.000000	-24.43	-164.20	1.00
7968.750000	-24.39	-164.52	1.00
8062.500000	-24.38	-164.66	1.00
8156.250000	-24.36	-164.80	1.00
8250.000000	-24.33	-164.89	1.00
8343.750000	-24.34	-165.22	1.00
8437.500000	-24.35	-165.29	1.00
8531.250000	-24.33	-165.55	1.00
8625.000000	-24.31	-165.79	1.00
8718.750000	-24.29	-165.89	1.00
8812.500000	-24.27	-166.05	1.00
8906.250000	-24.25	-166.22	1.00
9000.000000	-24.24	-166.35	1.00
9187.500000	-24.23	-166.60	1.00
9375.000000	-24.18	-167.06	1.00
9562.500000	-24.18	-167.35	1.00
9750.000000	-24.17	-167.52	1.00
9937.500000	-24.13	-167.88	1.00
10125.000000	-24.13	-168.27	1.00
10312.500000	-24.10	-168.50	1.00
10500.000000	-24.09	-168.67	1.00
10687.500000	-24.08	-168.93	1.00
10875.000000	-24.06	-169.21	1.00
11062.500000	-24.04	-169.63	1.00
11250.000000	-24.01	-169.69	1.00
11437.500000	-24.02	-170.00	1.00
11625.000000	-24.00	-170.03	1.00
11812.500000	-23.99	-170.40	1.00
12000.000000	-23.98	-170.59	1.00
12187.500000	-23.94	-170.85	1.00
12375.000000	-23.96	-171.05	1.00
12562.500000	-23.94	-171.31	1.00
12750.000000	-23.94	-171.51	1.00
12937.500000	-23.92	-171.73	1.00
13125.000000	-23.93	-171.85	1.00
13312.500000	-23.92	-172.12	1.00
13500.000000	-23.90	-172.24	1.00
13687.500000	-23.89	-172.50	1.00
13875.000000	-23.88	-172.64	1.00
14062.500000	-23.88	-172.88	1.00
14250.000000	-23.87	-173.00	1.00
14437.500000	-23.87	-173.20	1.00
14625.000000	-23.86	-173.35	1.00
14812.500000	-23.86	-173.50	1.00
15000.000000	-23.86	-173.73	1.00
15187.500000	-23.83	-173.80	1.00
15375.000000	-23.84	-173.94	1.00
15562.500000	-23.82	-174.15	1.00
15750.000000	-23.83	-174.37	1.00
15937.500000	-23.82	-174.53	1.00
16125.000000	-23.81	-174.66	1.00
16312.500000	-23.82	-174.79	1.00
16500.000000	-23.81	-174.91	1.00
16687.500000	-23.79	-175.13	1.00
16875.000000	-23.80	-175.14	1.00
17062.500000	-23.81	-175.28	1.00
17250.000000	-23.80	-175.47	1.00
17437.500000	-23.80	-175.69	1.00
17625.000000	-23.79	-175.79	1.00
17812.500000	-23.79	-175.94	1.00
18000.000000	-23.79	-175.98	1.00
18187.500000	-23.79	-176.18	1.00
18375.000000	-23.78	-176.28	1.00
18562.500000	-23.77	-176.40	1.00
18750.000000	-23.78	-176.56	1.00
18937.500000	-23.78	-176.62	1.00
19125.000000	-23.78	-176.77	1.00
19312.500000	-23.79	-176.90	1.00
19500.000000	-23.78	-177.04	1.00
19687.500000	-23.77	-177.16	1.00
19875.000000	-23.76	-177.24	1.00
20062.500000	-23.76	-177.35	1.00
20250.000000	-23.76	-177.45	1.00
20437.500000	-23.76	-177.61	1.00
20625.000000	-23.76	-177.67	1.00
20812.500000	-23.76	-177.77	1.00
21000.000000	-23.76	-177.92	1.00
21187.500000	-23.76	-177.98	1.00
21375.000000	-23.76	-178.13	1.00
21562.500000	-23.76	-178.22	1.00
21750.000000	-23.77	-178.30	1.00
21937.500000	-23.76	-178.48	1.00
22125.000000	-23.75	-178.57	1.00
22312.500000	-23.75	-178.62	1.00
22500.000000	-23.75	-178.75	1.00
22687.500000	-23.75	-178.84	1.00
22875.000000	-23.75	-178.90	1.00
23062.500000	-23.75	-179.06	1.00
23250.000000	-23.75	-179.13	1.00
23437.500000	-23.75	-179.24	1.00
23625.000000	-23.74	-179.41	1.00
23812.500000	-23.73	-179.68	1.00
