	ECM8000_TF_0_105		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
2.929688	-25.14	-175.82	0.88
5.859375	-21.17	176.70	0.86
8.789063	-15.14	152.90	0.89
11.718750	-9.91	126.66	0.95
14.648438	-7.38	104.22	0.97
17.578125	-6.59	100.41	0.99
20.507813	-6.28	96.40	0.96
23.437500	-3.80	81.67	0.97
26.367188	-2.85	66.38	0.99
29.296875	-2.74	63.87	1.00
32.226563	-2.92	59.88	0.99
35.156250	-2.12	52.29	0.99
38.085938	-1.56	49.60	1.00
41.015625	-1.65	47.81	1.00
43.945313	-1.08	43.80	1.00
46.875000	-1.23	41.07	1.00
49.804688	-1.38	38.80	1.00
52.734375	-1.14	37.26	1.00
55.664063	-1.21	34.96	1.00
58.593750	-1.09	32.47	1.00
61.523438	-1.04	32.39	1.00
64.453125	-0.98	29.51	1.00
67.382813	-1.14	27.91	1.00
70.312500	-0.97	26.25	1.00
73.242188	-0.96	25.72	1.00
76.171875	-0.94	24.99	1.00
79.101563	-0.92	24.11	1.00
82.031250	-0.76	22.47	1.00
84.960938	-0.82	22.07	1.00
87.890625	-0.76	21.22	1.00
90.820313	-0.89	19.84	1.00
93.750000	-1.03	19.44	1.00
96.679688	-0.90	19.21	1.00
99.609375	-0.85	18.76	1.00
102.539063	-0.83	18.24	1.00
105.468750	-0.76	18.34	1.00
108.398438	-0.72	17.43	1.00
111.328125	-0.78	16.29	1.00
114.257813	-0.74	16.05	1.00
117.187500	-0.69	15.14	1.00
120.117188	-0.66	14.57	1.00
123.046875	-0.70	14.50	1.00
125.976563	-0.70	14.39	1.00
128.906250	-0.64	13.67	1.00
131.835938	-0.63	13.48	1.00
134.765625	-0.67	13.06	1.00
137.695313	-0.66	12.55	1.00
140.625000	-0.64	12.15	1.00
143.554688	-0.65	11.84	1.00
146.484375	-0.62	11.53	1.00
149.414063	-0.62	11.12	1.00
152.343750	-0.60	10.74	1.00
155.273438	-0.62	10.16	1.00
158.203125	-0.66	10.21	1.00
161.132813	-0.66	10.33	1.00
164.062500	-0.63	10.30	1.00
166.992188	-0.58	9.95	1.00
169.921875	-0.56	9.48	1.00
172.851563	-0.59	8.98	1.00
175.781250	-0.67	8.41	1.00
178.710938	-0.68	8.25	1.00
181.640625	-0.71	8.14	1.00
184.570313	-0.72	8.06	1.00
187.500000	-0.69	7.86	1.00
190.429688	-0.68	7.42	1.00
193.359375	-0.70	7.00	1.00
196.289063	-0.71	6.59	1.00
199.218750	-0.71	6.25	1.00
202.148438	-0.70	5.99	1.00
205.078125	-0.72	5.62	1.00
208.007813	-0.77	5.40	1.00
210.937500	-0.84	5.74	1.00
213.867188	-0.85	6.13	1.00
216.796875	-0.84	6.23	1.00
219.726563	-0.82	6.17	1.00
222.656250	-0.80	6.00	1.00
225.585938	-0.79	5.84	1.00
228.515625	-0.78	5.68	1.00
231.445313	-0.78	5.55	1.00
234.375000	-0.78	5.52	1.00
237.304688	-0.77	5.41	1.00
240.234375	-0.76	5.26	1.00
243.164063	-0.75	5.04	1.00
246.093750	-0.74	4.83	1.00
249.023438	-0.75	4.64	1.00
251.953125	-0.75	4.44	1.00
254.882813	-0.76	4.29	1.00
257.812500	-0.77	4.16	1.00
260.742188	-0.77	4.02	1.00
263.671875	-0.78	3.90	1.00
266.601563	-0.79	3.84	1.00
269.531250	-0.79	3.90	1.00
272.460938	-0.77	3.87	1.00
275.390625	-0.76	3.78	1.00
278.320313	-0.75	3.66	1.00
281.250000	-0.74	3.52	1.00
284.179688	-0.73	3.34	1.00
287.109375	-0.72	3.11	1.00
290.039063	-0.72	2.79	1.00
292.968750	-0.74	2.45	1.00
295.898438	-0.78	2.18	1.00
298.828125	-0.81	2.09	1.00
301.757813	-0.84	2.10	1.00
304.687500	-0.86	2.24	1.00
307.617188	-0.86	2.41	1.00
310.546875	-0.85	2.46	1.00
313.476563	-0.85	2.40	1.00
316.406250	-0.85	2.35	1.00
319.335938	-0.85	2.35	1.00
322.265625	-0.83	2.35	1.00
