	ECM8000_TF_0_180		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
2.929688	-25.53	178.77	0.89
5.859375	-21.28	172.63	0.85
8.789063	-14.82	155.72	0.91
11.718750	-11.66	134.90	0.88
14.648438	-6.27	100.18	0.98
17.578125	-6.32	97.65	0.98
20.507813	-5.26	91.92	0.99
23.437500	-3.33	80.89	0.99
26.367188	-2.80	75.50	0.99
29.296875	-3.00	65.54	0.99
32.226563	-2.05	56.94	0.98
35.156250	-2.27	55.78	1.00
38.085938	-1.56	50.31	1.00
41.015625	-1.76	47.97	1.00
43.945313	-1.52	47.84	1.00
46.875000	-1.69	41.82	1.00
49.804688	-1.61	41.83	1.00
52.734375	-1.31	35.93	1.00
55.664063	-1.32	35.12	1.00
58.593750	-1.16	31.98	1.00
61.523438	-1.00	31.11	1.00
64.453125	-0.99	31.14	1.00
67.382813	-1.04	29.33	1.00
70.312500	-1.29	25.70	1.00
73.242188	-1.07	25.06	1.00
76.171875	-1.18	24.67	1.00
79.101563	-1.05	23.56	1.00
82.031250	-1.05	22.62	1.00
84.960938	-0.90	21.95	1.00
87.890625	-0.88	20.52	1.00
90.820313	-0.94	19.56	1.00
93.750000	-1.23	19.11	1.00
96.679688	-1.06	18.74	1.00
99.609375	-1.05	18.58	1.00
102.539063	-0.98	18.04	1.00
105.468750	-0.90	17.90	1.00
108.398438	-0.91	16.61	1.00
111.328125	-0.96	15.92	1.00
114.257813	-0.97	15.85	1.00
117.187500	-0.93	15.23	1.00
120.117188	-0.88	14.53	1.00
123.046875	-0.88	14.32	1.00
125.976563	-0.85	13.73	1.00
128.906250	-0.83	13.57	1.00
131.835938	-0.84	13.22	1.00
134.765625	-0.84	12.96	1.00
137.695313	-0.85	12.88	1.00
140.625000	-0.79	12.30	1.00
143.554688	-0.72	11.48	1.00
146.484375	-0.74	10.91	1.00
149.414063	-0.77	10.83	1.00
152.343750	-0.75	10.53	1.00
155.273438	-0.70	9.88	1.00
158.203125	-0.76	9.75	1.00
161.132813	-0.99	9.53	1.00
164.062500	-0.86	9.55	1.00
166.992188	-0.75	9.49	1.00
169.921875	-0.69	8.89	1.00
172.851563	-0.70	8.18	1.00
175.781250	-0.78	7.70	1.00
178.710938	-0.87	7.67	1.00
181.640625	-0.90	7.84	1.00
184.570313	-0.86	7.80	1.00
187.500000	-0.84	7.50	1.00
190.429688	-0.82	6.74	1.00
193.359375	-0.81	6.29	1.00
196.289063	-0.82	5.84	1.00
199.218750	-0.86	5.68	1.00
202.148438	-0.89	5.65	1.00
205.078125	-0.91	5.67	1.00
208.007813	-0.98	5.33	1.00
210.937500	-1.05	5.58	1.00
213.867188	-1.01	5.75	1.00
216.796875	-0.98	5.71	1.00
219.726563	-0.93	5.43	1.00
222.656250	-0.93	5.07	1.00
225.585938	-0.94	4.76	1.00
228.515625	-0.95	4.54	1.00
231.445313	-0.97	4.51	1.00
234.375000	-0.97	4.62	1.00
237.304688	-0.95	4.44	1.00
240.234375	-0.92	4.26	1.00
243.164063	-0.89	4.10	1.00
246.093750	-0.88	3.97	1.00
249.023438	-0.87	3.77	1.00
251.953125	-0.86	3.47	1.00
254.882813	-0.87	3.15	1.00
257.812500	-0.88	2.77	1.00
260.742188	-0.91	2.68	1.00
263.671875	-0.95	2.74	1.00
266.601563	-0.96	2.87	1.00
269.531250	-0.97	3.06	1.00
272.460938	-0.94	3.11	1.00
275.390625	-0.91	3.10	1.00
278.320313	-0.88	3.01	1.00
281.250000	-0.86	2.86	1.00
284.179688	-0.83	2.64	1.00
287.109375	-0.81	2.37	1.00
290.039063	-0.78	2.06	1.00
292.968750	-0.76	1.63	1.00
295.898438	-0.78	1.25	1.00
298.828125	-0.80	1.01	1.00
301.757813	-0.82	0.85	1.00
304.687500	-0.85	0.70	1.00
307.617188	-0.88	0.67	1.00
310.546875	-0.90	0.66	1.00
313.476563	-0.92	0.69	1.00
316.406250	-0.93	0.74	1.00
319.335938	-0.90	0.64	1.00
322.265625	-0.89	0.74	1.00
325.195313	-0.87	0.72	1.00
328.125000	-0.85	0.70	1.00
331.054688	-0.85	0.64	1.00
333.984375	-0.86	0.51	1.00
336.914063	-0.88	0.40	1.00
339.843750	-0.91	0.30	1.00
342.773438	-0.96	0.25	1.00
345.703125	-1.03	0.43	1.00
348.632813	-1.05	0.74	1.00
351.562500	-1.05	0.90	1.00
354.492188	-1.03	0.89	1.00
357.421875	-1.02	0.81	1.00
360.351563	-1.02	0.76	1.00
363.281250	-1.02	0.59	1.00
366.210938	-1.02	0.37	1.00
369.140625	-1.03	0.16	1.00
372.070313	-1.04	0.05	1.00
375.000000	-1.06	-0.04	1.00
377.929688	-1.08	-0.13	1.00
380.859375	-1.08	-0.23	1.00
383.789063	-1.06	-0.33	1.00
386.718750	-1.03	-0.41	1.00
389.648438	-1.02	-0.48	1.00
392.578125	-1.00	-0.59	1.00
395.507813	-0.98	-0.68	1.00
398.437500	-0.94	-0.72	1.00
401.367188	-0.92	-0.75	1.00
404.296875	-0.89	-0.84	1.00
407.226563	-0.89	-0.85	1.00
410.156250	-0.87	-0.89	1.00
413.085938	-0.83	-0.97	1.00
416.015625	-0.79	-1.07	1.00
418.945313	-0.75	-1.22	1.00
421.875000	-0.72	-1.39	1.00
424.804688	-0.69	-1.52	1.00
427.734375	-0.66	-1.75	1.00
430.664063	-0.65	-1.89	1.00
433.593750	-0.65	-1.94	1.00
436.523438	-0.66	-1.89	1.00
439.453125	-0.67	-1.94	1.00
442.382813	-0.67	-2.13	1.00
445.312500	-0.66	-2.43	1.00
448.242188	-0.66	-2.88	1.00
451.171875	-0.68	-3.45	0.99
454.101563	-0.75	-3.68	1.00
457.031250	-0.83	-3.85	1.00
459.960938	-0.91	-3.86	1.00
462.890625	-0.98	-3.78	1.00
465.820313	-1.03	-3.67	1.00
468.750000	-1.05	-3.55	1.00
471.679688	-1.07	-3.38	1.00
