	SM57_TF_0_60		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
2.929688	-58.44	-167.95	0.72
5.859375	-55.95	-170.67	0.82
8.789063	-46.42	179.07	0.59
11.718750	-40.01	87.31	0.82
14.648438	-31.12	165.88	0.89
17.578125	-30.55	167.98	0.99
20.507813	-30.70	166.39	0.97
23.437500	-35.45	124.13	0.76
26.367188	-30.14	155.47	0.70
29.296875	-21.14	146.58	0.96
32.226563	-20.63	138.39	0.96
35.156250	-22.22	139.15	0.97
38.085938	-21.68	142.40	0.98
41.015625	-20.88	136.52	0.95
43.945313	-17.84	119.09	0.97
46.875000	-17.31	109.76	0.96
49.804688	-16.41	115.86	0.96
52.734375	-15.05	119.91	1.00
55.664063	-14.41	121.42	0.99
58.593750	-12.50	108.10	0.99
61.523438	-13.57	104.29	0.99
64.453125	-12.73	108.74	0.99
67.382813	-10.28	106.65	0.99
70.312500	-9.23	100.57	1.00
73.242188	-8.20	98.56	0.99
76.171875	-7.56	88.82	1.00
79.101563	-7.48	86.89	1.00
82.031250	-7.70	83.25	1.00
84.960938	-7.90	86.49	1.00
87.890625	-6.97	89.11	0.99
90.820313	-4.89	81.46	0.98
93.750000	-4.72	71.85	0.99
96.679688	-6.10	63.40	1.00
99.609375	-6.35	64.17	1.00
102.539063	-6.80	64.97	1.00
105.468750	-6.76	66.20	1.00
108.398438	-5.06	70.62	0.99
111.328125	-4.22	58.72	0.99
114.257813	-4.53	54.18	1.00
117.187500	-4.64	54.29	1.00
120.117188	-4.26	51.88	1.00
123.046875	-4.25	50.79	1.00
125.976563	-4.18	47.35	1.00
128.906250	-4.26	44.22	1.00
131.835938	-4.61	42.65	1.00
134.765625	-4.97	43.20	1.00
137.695313	-5.08	43.59	1.00
140.625000	-5.14	44.24	1.00
143.554688	-5.00	44.81	1.00
146.484375	-4.89	45.07	1.00
149.414063	-4.74	45.28	1.00
152.343750	-4.48	46.11	1.00
155.273438	-3.71	45.59	0.99
158.203125	-4.05	37.50	0.96
161.132813	-4.62	31.06	0.99
164.062500	-4.91	30.76	1.00
166.992188	-4.87	32.30	1.00
169.921875	-4.68	34.42	1.00
172.851563	-4.23	34.57	0.99
175.781250	-3.91	30.92	1.00
178.710938	-3.88	28.46	1.00
181.640625	-4.00	25.44	1.00
184.570313	-4.24	24.77	1.00
187.500000	-4.51	26.08	1.00
190.429688	-4.60	25.76	1.00
193.359375	-4.66	25.29	1.00
196.289063	-4.70	25.32	1.00
199.218750	-4.70	25.69	1.00
202.148438	-4.50	25.68	1.00
205.078125	-4.22	24.41	0.99
208.007813	-4.12	21.77	0.99
210.937500	-4.59	19.28	0.99
213.867188	-4.94	18.85	1.00
216.796875	-5.22	19.81	1.00
219.726563	-5.31	21.64	1.00
222.656250	-5.17	23.14	0.99
225.585938	-5.13	24.55	0.99
228.515625	-5.37	24.82	0.99
231.445313	-5.40	23.97	0.99
234.375000	-5.35	23.06	1.00
237.304688	-5.20	21.82	0.99
240.234375	-5.03	20.45	1.00
243.164063	-4.96	19.66	1.00
246.093750	-4.98	19.59	1.00
249.023438	-5.06	20.28	1.00
251.953125	-5.06	20.34	1.00
254.882813	-5.02	19.91	0.99
257.812500	-4.96	18.97	0.99
260.742188	-4.99	18.36	0.99
263.671875	-5.10	17.96	0.99
266.601563	-5.31	17.15	0.98
269.531250	-5.60	16.61	0.98
272.460938	-5.76	16.83	0.98
275.390625	-5.89	17.94	0.98
278.320313	-5.94	18.83	0.98
281.250000	-5.87	19.83	0.99
284.179688	-5.77	20.60	0.98
287.109375	-5.56	20.86	0.98
290.039063	-5.37	19.72	0.98
292.968750	-5.22	18.66	0.99
295.898438	-5.33	18.73	0.99
298.828125	-5.50	18.12	0.96
301.757813	-5.69	16.96	0.96
304.687500	-5.84	16.73	0.99
307.617188	-5.74	17.03	0.99
310.546875	-5.63	17.28	1.00
313.476563	-5.51	17.79	1.00
316.406250	-5.40	18.63	1.00
319.335938	-5.20	19.20	1.00
322.265625	-5.02	19.45	1.00
325.195313	-4.81	19.23	0.99
328.125000	-4.61	18.61	0.98
331.054688	-4.47	17.57	1.00
333.984375	-4.43	16.59	1.00
336.914063	-4.48	15.55	1.00
339.843750	-4.50	14.45	1.00
342.773438	-4.49	13.23	0.99
345.703125	-4.62	12.18	1.00
348.632813	-4.81	11.64	1.00
