	SM57_TF_0_120		
404.296875	-14.25	40.21	0.99
407.226563	-14.11	39.90	0.99
410.156250	-14.05	38.56	1.00
413.085938	-14.07	37.38	1.00
416.015625	-14.14	36.47	1.00
418.945313	-14.23	36.28	1.00
421.875000	-14.32	36.48	0.99
424.804688	-14.38	37.37	0.95
427.734375	-14.27	38.69	0.91
430.664063	-13.94	39.04	0.97
433.593750	-13.59	37.85	0.97
436.523438	-13.40	35.66	0.99
439.453125	-13.31	33.63	1.00
442.382813	-13.32	31.77	1.00
445.312500	-13.44	30.31	0.99
448.242188	-13.71	29.35	0.98
451.171875	-13.97	29.40	0.97
454.101563	-14.11	29.86	0.98
457.031250	-14.21	29.40	0.98
459.960938	-14.30	29.01	0.97
462.890625	-14.42	29.74	0.95
465.820313	-14.39	31.15	0.97
468.750000	-14.24	32.19	0.97
471.679688	-14.08	32.13	0.99
474.609375	-13.91	31.27	0.98
477.539063	-13.73	29.51	0.98
480.468750	-13.67	27.17	0.99
483.398438	-13.75	24.65	0.98
486.328125	-13.97	22.28	0.98
489.257813	-14.24	20.94	0.98
492.187500	-14.54	20.20	0.98
495.117188	-14.81	19.96	0.97
498.046875	-15.07	20.67	0.93
500.976563	-15.26	21.41	0.88
503.906250	-15.39	23.42	0.73
506.835938	-15.55	27.19	0.50
509.765625	-15.55	30.44	0.84
512.695313	-15.44	32.96	0.88
515.625000	-15.34	35.56	0.93
518.554688	-15.24	37.78	0.89
521.484375	-14.99	39.67	0.93
524.414063	-14.68	41.01	0.95
527.343750	-14.32	41.69	0.90
530.273438	-13.99	41.53	0.98
533.203125	-13.73	40.39	0.97
536.132813	-13.61	39.24	0.97
539.062500	-13.63	38.29	0.97
541.992188	-13.72	37.71	0.93
544.921875	-13.81	37.01	0.96
547.851563	-13.83	36.60	0.96
550.781250	-13.84	36.75	0.89
553.710938	-13.69	37.00	0.93
556.640625	-13.52	37.34	0.96
559.570313	-13.30	37.58	0.97
562.500000	-13.05	37.28	0.97
565.429688	-12.81	36.44	0.99
568.359375	-12.60	35.23	0.99
571.289063	-12.46	33.93	1.00
574.218750	-12.36	32.50	0.99
577.148438	-12.33	31.32	1.00
580.078125	-12.35	30.46	1.00
583.007813	-12.42	29.88	0.99
585.937500	-12.52	29.69	0.94
588.867188	-12.55	30.09	0.93
591.796875	-12.49	31.12	0.90
594.726563	-12.34	31.97	0.87
597.656250	-12.15	31.96	0.91
600.585938	-12.02	31.59	0.96
603.515625	-11.93	31.02	0.98
606.445313	-11.90	31.07	0.95
609.375000	-11.90	31.38	0.98
612.304688	-11.90	31.60	0.97
615.234375	-11.88	31.87	0.89
618.164063	-11.85	31.77	0.85
621.093750	-11.83	31.70	0.84
624.023438	-11.80	31.64	0.90
626.953125	-11.74	31.94	0.85
629.882813	-11.67	31.76	0.76
632.812500	-11.59	31.51	0.91
635.742188	-11.55	31.28	0.94
638.671875	-11.52	31.09	0.96
641.601563	-11.50	30.82	0.99
644.531250	-11.50	30.19	0.99
647.460938	-11.54	29.67	0.99
650.390625	-11.58	29.39	0.98
653.320313	-11.62	29.21	0.99
656.250000	-11.65	28.93	0.98
659.179688	-11.71	28.58	0.92
662.109375	-11.81	28.20	0.89
665.039063	-11.91	27.81	0.92
667.968750	-11.96	27.43	0.96
670.898438	-11.97	27.21	0.95
673.828125	-11.97	26.98	0.97
676.757813	-11.94	26.44	0.96
679.687500	-11.88	25.74	0.96
682.617188	-11.84	24.81	0.98
685.546875	-11.82	23.67	0.98
688.476563	-11.84	22.63	0.99
691.406250	-11.88	22.14	1.00
694.335938	-11.94	21.82	0.99
697.265625	-12.01	21.76	0.99
700.195313	-12.05	21.98	0.97
703.125000	-12.06	22.32	0.98
706.054688	-12.05	22.60	0.95
708.984375	-12.00	22.67	0.95
711.914063	-11.94	22.17	0.98
714.843750	-11.91	21.22	0.98
717.773438	-11.94	20.25	0.99
720.703125	-12.02	19.43	0.99
723.632813	-12.14	18.85	0.99
726.562500	-12.27	18.43	0.98
729.492188	-12.40	18.49	0.98
732.421875	-12.54	18.97	0.99
735.351563	-12.68	20.11	0.94
738.281250	-12.74	21.73	0.85
741.210938	-12.68	23.80	0.64
744.140625	-12.56	25.77	0.85
747.070313	-12.41	27.15	0.97
750.000000	-12.24	27.81	0.99
752.929688	-12.11	27.87	0.98
755.859375	-12.00	27.87	1.00
758.789063	-11.93	27.92	0.99
761.718750	-11.87	28.08	0.98
764.648438	-11.81	28.36	0.96
767.578125	-11.74	28.33	0.98
770.507813	-11.69	28.08	0.97
773.437500	-11.66	27.88	0.95
776.367188	-11.59	27.94	0.80
779.296875	-11.50	27.86	0.95
782.226563	-11.39	27.29	0.97
785.156250	-11.32	26.47	0.94
788.085938	-11.26	25.60	0.97
791.015625	-11.22	24.94	0.98
793.945313	-11.17	24.25	0.96
796.875000	-11.14	23.78	0.99
799.804688	-11.11	23.52	0.98
802.734375	-11.09	23.50	0.85
805.664063	-11.01	23.52	0.90
808.593750	-10.88	23.16	0.96
811.523438	-10.75	22.50	0.99
814.453125	-10.64	21.54	1.00
817.382813	-10.57	20.48	0.99
820.312500	-10.51	19.36	0.99
823.242188	-10.49	18.25	0.99
826.171875	-10.51	17.13	0.99
829.101563	-10.55	16.24	1.00
832.031250	-10.61	15.58	0.97
834.960938	-10.65	15.10	0.98
837.890625	-10.67	14.50	0.99
840.820313	-10.70	13.94	1.00
843.750000	-10.75	13.33	1.00
846.679688	-10.82	12.73	0.99
849.609375	-10.92	12.33	0.99
852.539063	-11.03	12.15	0.98
855.468750	-11.14	12.17	0.99
858.398438	-11.23	12.18	0.99
861.328125	-11.29	12.13	0.97
864.257813	-11.37	11.84	0.97
867.187500	-11.49	11.63	0.97
870.117188	-11.62	11.65	0.97
873.046875	-11.73	11.88	0.98
875.976563	-11.83	12.34	0.98
878.906250	-11.91	13.09	0.88
881.835938	-11.93	13.98	0.97
884.765625	-11.89	14.69	0.99
887.695313	-11.82	15.24	0.99
890.625000	-11.72	15.60	0.99
893.554688	-11.60	15.71	0.98
896.484375	-11.47	15.58	0.99
899.414063	-11.36	15.27	1.00
902.343750	-11.28	14.83	1.00
905.273438	-11.23	14.26	0.98
908.203125	-11.21	13.70	0.99
911.132813	-11.23	13.24	0.99
914.062500	-11.26	12.93	0.98
916.992188	-11.30	12.92	0.96
919.921875	-11.31	13.04	0.98
922.851563	-11.30	13.10	0.99
925.781250	-11.28	13.19	1.00
928.710938	-11.25	13.28	0.99
931.640625	-11.21	13.32	0.99
934.570313	-11.17	13.27	0.99
937.500000	-11.13	13.16	0.98
940.429688	-11.09	12.97	0.98
943.359375	-11.07	12.76	0.97
946.289063	-11.02	12.54	0.99
949.218750	-10.99	12.16	0.99
952.148438	-10.96	11.66	0.99
955.078125	-10.94	11.12	1.00
958.007813	-10.94	10.65	1.00
960.937500	-10.96	10.28	0.99
963.867188	-10.99	10.12	0.99
966.796875	-11.04	10.20	0.96
969.726563	-11.10	10.65	0.89
972.656250	-11.16	11.64	0.90
975.585938	-11.18	12.52	0.95
978.515625	-11.17	13.41	0.94
981.445313	-11.15	14.23	0.98
984.375000	-11.13	14.83	0.99
987.304688	-11.09	15.30	0.99
990.234375	-11.03	15.59	0.99
993.164063	-10.97	15.74	1.00
996.093750	-10.91	15.83	1.00
999.023438	-10.85	15.79	0.99
1001.953125	-10.79	15.68	1.00
1004.882813	-10.74	15.50	0.99
1007.812500	-10.69	15.29	1.00
1010.742188	-10.65	15.14	0.99
1013.671875	-10.60	15.05	0.99
1016.601563	-10.55	14.92	0.99
1019.531250	-10.47	14.77	1.00
1022.460938	-10.38	14.59	0.99
1025.390625	-10.28	14.32	0.99
1028.320313	-10.17	13.85	0.99
1031.250000	-10.08	13.23	1.00
1034.179688	-10.00	12.55	1.00
1037.109375	-9.95	11.85	1.00
1040.039063	-9.93	11.17	1.00
1042.968750	-9.91	10.49	1.00
1045.898438	-9.91	9.83	1.00
1048.828125	-9.93	9.22	1.00
1051.757813	-9.95	8.70	0.99
1054.687500	-9.99	8.35	0.98
1057.617188	-10.03	8.15	0.99
1060.546875	-10.05	7.97	0.99
1063.476563	-10.07	7.76	0.99
1066.406250	-10.07	7.58	1.00
1069.335938	-10.07	7.39	1.00
1072.265625	-10.07	7.20	1.00
1075.195313	-10.07	7.01	1.00
1078.125000	-10.06	6.80	1.00
1081.054688	-10.05	6.57	1.00
1083.984375	-10.05	6.31	1.00
1086.914063	-10.05	6.04	1.00
1089.843750	-10.06	5.80	0.99
1092.773438	-10.07	5.60	0.99
1095.703125	-10.08	5.37	0.99
1098.632813	-10.08	5.13	0.99
1101.562500	-10.09	5.01	0.99
1104.492188	-10.12	4.98	0.98
1107.421875	-10.13	5.07	0.99
1110.351563	-10.13	5.28	0.95
1113.281250	-10.11	5.37	0.99
1116.210938	-10.08	5.35	0.99
1119.140625	-10.06	5.20	0.99
1122.070313	-10.05	4.94	1.00
1125.000000	-10.05	4.63	1.00
1127.929688	-10.05	4.31	1.00
1130.859375	-10.07	3.94	1.00
1133.789063	-10.09	3.57	1.00
1136.718750	-10.13	3.28	1.00
1139.648438	-10.18	3.08	0.99
1142.578125	-10.22	2.99	0.99
1145.507813	-10.25	2.96	1.00
1148.437500	-10.27	2.95	1.00
1151.367188	-10.29	2.94	1.00
1154.296875	-10.31	2.95	1.00
1157.226563	-10.32	2.98	0.99
1160.156250	-10.31	3.06	1.00
1163.085938	-10.29	3.18	0.98
1166.015625	-10.25	3.28	0.99
1168.945313	-10.21	3.22	0.99
1171.875000	-10.18	3.05	1.00
1174.804688	-10.16	2.84	1.00
1177.734375	-10.15	2.65	1.00
1180.664063	-10.14	2.51	1.00
1183.593750	-10.13	2.41	1.00
1186.523438	-10.12	2.32	1.00
1189.453125	-10.12	2.26	1.00
1192.382813	-10.11	2.25	0.99
1195.312500	-10.10	2.35	0.97
1198.242188	-10.07	2.46	0.98
1201.171875	-10.03	2.49	1.00
1204.101563	-9.99	2.43	1.00
1207.031250	-9.95	2.32	1.00
1209.960938	-9.91	2.14	1.00
1212.890625	-9.87	1.96	1.00
1215.820313	-9.83	1.73	1.00
1218.750000	-9.78	1.45	1.00
1221.679688	-9.73	1.11	0.99
1224.609375	-9.69	0.68	0.99
1227.539063	-9.66	0.20	1.00
1230.468750	-9.63	-0.28	1.00
1233.398438	-9.60	-0.76	1.00
1236.328125	-9.59	-1.29	1.00
1239.257813	-9.59	-1.83	0.99
1242.187500	-9.59	-2.33	1.00
1245.117188	-9.61	-2.73	0.99
1248.046875	-9.62	-3.04	0.99
1250.976563	-9.64	-3.29	1.00
1253.906250	-9.66	-3.52	0.99
1256.835938	-9.67	-3.70	0.99
1259.765625	-9.68	-3.80	0.99
1262.695313	-9.69	-3.85	0.98
1265.625000	-9.69	-3.90	0.99
1268.554688	-9.69	-4.01	1.00
1271.484375	-9.69	-4.15	1.00
1274.414063	-9.68	-4.31	1.00
1277.343750	-9.68	-4.47	1.00
1280.273438	-9.67	-4.67	0.99
1283.203125	-9.67	-4.87	0.99
1286.132813	-9.66	-5.09	1.00
1289.062500	-9.66	-5.30	1.00
1291.992188	-9.65	-5.51	0.99
1294.921875	-9.63	-5.72	0.98
1297.851563	-9.62	-5.98	0.99
1300.781250	-9.62	-6.28	0.99
1303.710938	-9.62	-6.55	0.99
1306.640625	-9.62	-6.80	1.00
1309.570313	-9.61	-7.07	0.99
1312.500000	-9.61	-7.29	0.99
1315.429688	-9.60	-7.53	1.00
1318.359375	-9.60	-7.79	1.00
1321.289063	-9.61	-8.05	1.00
1324.218750	-9.62	-8.30	1.00
1327.148438	-9.63	-8.54	1.00
1330.078125	-9.65	-8.80	1.00
1333.007813	-9.67	-9.06	1.00
1335.937500	-9.69	-9.28	1.00
1338.867188	-9.72	-9.44	0.99
1341.796875	-9.74	-9.56	1.00
1344.726563	-9.75	-9.67	1.00
1347.656250	-9.77	-9.79	0.99
1350.585938	-9.78	-9.93	0.99
1353.515625	-9.80	-10.08	0.99
1356.445313	-9.82	-10.24	0.99
1359.375000	-9.83	-10.38	1.00
1362.304688	-9.86	-10.51	0.99
1365.234375	-9.87	-10.60	0.99
1368.164063	-9.89	-10.66	1.00
1371.093750	-9.89	-10.72	1.00
1374.023438	-9.88	-10.80	1.00
1376.953125	-9.87	-10.92	0.99
1379.882813	-9.87	-11.06	1.00
1382.812500	-9.88	-11.19	0.99
1385.742188	-9.89	-11.30	0.98
1388.671875	-9.91	-11.31	0.96
1391.601563	-9.90	-11.27	0.97
1394.531250	-9.88	-11.27	1.00
1397.460938	-9.85	-11.34	1.00
1400.390625	-9.81	-11.47	1.00
1403.320313	-9.79	-11.67	1.00
1406.250000	-9.76	-11.96	0.99
1409.179688	-9.75	-12.26	0.99
1412.109375	-9.74	-12.54	0.99
1415.039063	-9.73	-12.82	0.99
1417.968750	-9.72	-13.15	0.99
1420.898438	-9.71	-13.55	0.99
1423.828125	-9.70	-13.95	1.00
1426.757813	-9.71	-14.36	1.00
1429.687500	-9.73	-14.71	1.00
1432.617188	-9.76	-14.98	0.98
1435.546875	-9.79	-15.19	0.99
1438.476563	-9.83	-15.37	0.98
1441.406250	-9.86	-15.51	0.94
1444.335938	-9.88	-15.63	0.97
1447.265625	-9.89	-15.70	0.97
1450.195313	-9.89	-15.74	0.97
1453.125000	-9.88	-15.77	0.99
1456.054688	-9.87	-15.82	0.99
1458.984375	-9.86	-15.90	0.99
1461.914063	-9.86	-15.99	0.99
1464.843750	-9.86	-16.09	0.99
1467.773438	-9.87	-16.21	0.99
1470.703125	-9.88	-16.36	1.00
1473.632813	-9.89	-16.50	1.00
1476.562500	-9.91	-16.62	0.99
1479.492188	-9.93	-16.69	0.99
1482.421875	-9.95	-16.71	0.99
1485.351563	-9.97	-16.72	0.99
1488.281250	-9.97	-16.74	0.99
1491.210938	-9.97	-16.80	0.99
1494.140625	-9.96	-16.93	0.99
1497.070313	-9.94	-17.15	0.99
1500.000000	-9.94	-17.44	0.98
1502.929688	-9.94	-17.76	0.99
1505.859375	-9.94	-18.10	0.99
1508.789063	-9.95	-18.46	0.99
1511.718750	-9.97	-18.78	1.00
1514.648438	-9.99	-19.09	0.99
1517.578125	-10.01	-19.40	0.99
1520.507813	-10.04	-19.69	0.99
1523.437500	-10.08	-19.93	0.99
1526.367188	-10.11	-20.14	0.99
1529.296875	-10.15	-20.31	0.99
1532.226563	-10.18	-20.45	1.00
1535.156250	-10.22	-20.57	1.00
1538.085938	-10.25	-20.65	0.98
1541.015625	-10.28	-20.71	0.93
1543.945313	-10.28	-20.78	0.95
1546.875000	-10.29	-20.98	0.99
1549.804688	-10.30	-21.25	0.99
1552.734375	-10.33	-21.53	1.00
1555.664063	-10.37	-21.78	1.00
1558.593750	-10.41	-21.97	1.00
1561.523438	-10.47	-22.12	0.99
1564.453125	-10.53	-22.17	0.99
1567.382813	-10.59	-22.12	0.98
1570.312500	-10.65	-21.96	0.99
1573.242188	-10.71	-21.73	0.97
1576.171875	-10.75	-21.42	0.93
1579.101563	-10.75	-21.08	0.97
1582.031250	-10.73	-20.78	0.99
1584.960938	-10.70	-20.56	0.99
1587.890625	-10.67	-20.39	1.00
1590.820313	-10.63	-20.29	1.00
1593.750000	-10.59	-20.25	1.00
1596.679688	-10.55	-20.25	0.99
1599.609375	-10.52	-20.33	0.99
1602.539063	-10.48	-20.47	1.00
1605.468750	-10.46	-20.67	1.00
1608.398438	-10.44	-20.90	1.00
1611.328125	-10.43	-21.14	1.00
1614.257813	-10.42	-21.38	0.99
1617.187500	-10.42	-21.60	1.00
1620.117188	-10.43	-21.80	0.99
1623.046875	-10.44	-21.97	0.99
1625.976563	-10.45	-22.08	0.98
1628.906250	-10.46	-22.11	0.98
1631.835938	-10.47	-22.15	0.99
1634.765625	-10.48	-22.17	1.00
1637.695313	-10.48	-22.18	1.00
1640.625000	-10.49	-22.18	0.99
1643.554688	-10.49	-22.17	0.97
1646.484375	-10.48	-22.16	0.99
1649.414063	-10.47	-22.20	1.00
1652.343750	-10.47	-22.27	1.00
1655.273438	-10.48	-22.35	1.00
1658.203125	-10.49	-22.40	0.99
1661.132813	-10.50	-22.40	0.99
1664.062500	-10.51	-22.36	0.99
1666.992188	-10.52	-22.29	1.00
1669.921875	-10.52	-22.17	0.99
1672.851563	-10.52	-21.99	0.97
1675.781250	-10.51	-21.73	0.87
1678.710938	-10.48	-21.43	0.92
1681.640625	-10.44	-21.20	0.97
1684.570313	-10.39	-21.06	0.99
1687.500000	-10.33	-21.03	0.99
1690.429688	-10.27	-21.08	0.99
1693.359375	-10.22	-21.21	0.99
1696.289063	-10.17	-21.39	1.00
1699.218750	-10.13	-21.60	1.00
1702.148438	-10.10	-21.82	1.00
1705.078125	-10.07	-22.04	0.99
1708.007813	-10.05	-22.27	0.99
1710.937500	-10.02	-22.49	1.00
1713.867188	-10.00	-22.75	0.99
1716.796875	-9.98	-23.03	0.99
1719.726563	-9.96	-23.32	0.99
1722.656250	-9.94	-23.64	0.99
1725.585938	-9.93	-23.98	1.00
1728.515625	-9.92	-24.33	1.00
1731.445313	-9.91	-24.65	1.00
1734.375000	-9.91	-24.94	1.00
1737.304688	-9.91	-25.20	1.00
1740.234375	-9.91	-25.46	1.00
1743.164063	-9.92	-25.72	1.00
1746.093750	-9.94	-25.97	1.00
1749.023438	-9.95	-26.19	0.99
1751.953125	-9.97	-26.37	0.99
1754.882813	-9.98	-26.54	1.00
1757.812500	-9.99	-26.71	1.00
1760.742188	-9.99	-26.87	1.00
1763.671875	-10.00	-27.03	1.00
1766.601563	-10.00	-27.20	1.00
1769.531250	-10.00	-27.38	1.00
1772.460938	-10.00	-27.59	1.00
1775.390625	-10.00	-27.81	1.00
1778.320313	-10.01	-28.03	1.00
1781.250000	-10.02	-28.26	1.00
1784.179688	-10.02	-28.50	1.00
1787.109375	-10.03	-28.77	1.00
1790.039063	-10.05	-29.03	1.00
1792.968750	-10.07	-29.31	1.00
1795.898438	-10.10	-29.54	0.99
1798.828125	-10.13	-29.73	0.97
1801.757813	-10.16	-29.85	0.99
1804.687500	-10.19	-29.98	1.00
1807.617188	-10.22	-30.09	0.99
1810.546875	-10.24	-30.19	0.99
1813.476563	-10.27	-30.30	1.00
1816.406250	-10.30	-30.39	1.00
1819.335938	-10.33	-30.48	1.00
1822.265625	-10.36	-30.53	0.99
1825.195313	-10.39	-30.56	0.99
1828.125000	-10.41	-30.59	0.99
1831.054688	-10.42	-30.64	0.99
1833.984375	-10.44	-30.70	0.99
1836.914063	-10.46	-30.76	0.99
1839.843750	-10.49	-30.78	0.98
1842.773438	-10.51	-30.76	0.99
1845.703125	-10.53	-30.74	0.99
1848.632813	-10.54	-30.73	0.99
1851.562500	-10.54	-30.73	1.00
1854.492188	-10.55	-30.73	0.99
1857.421875	-10.55	-30.72	0.99
1860.351563	-10.54	-30.73	1.00
1863.281250	-10.53	-30.72	1.00
1866.210938	-10.52	-30.70	0.98
1869.140625	-10.50	-30.70	0.99
1872.070313	-10.49	-30.72	0.99
1875.000000	-10.47	-30.72	0.97
1877.929688	-10.45	-30.71	0.98
1880.859375	-10.42	-30.74	1.00
1883.789063	-10.39	-30.81	1.00
1886.718750	-10.37	-30.92	1.00
1889.648438	-10.34	-31.07	1.00
1892.578125	-10.32	-31.27	1.00
1895.507813	-10.31	-31.48	1.00
1898.437500	-10.29	-31.72	1.00
1901.367188	-10.28	-31.99	1.00
1904.296875	-10.28	-32.28	1.00
1907.226563	-10.28	-32.57	0.99
1910.156250	-10.28	-32.87	0.98
1913.085938	-10.29	-33.14	0.99
1916.015625	-10.30	-33.42	1.00
1918.945313	-10.32	-33.72	1.00
1921.875000	-10.33	-34.01	1.00
1924.804688	-10.35	-34.30	0.99
1927.734375	-10.37	-34.60	0.99
1930.664063	-10.40	-34.86	0.99
1933.593750	-10.42	-35.10	1.00
1936.523438	-10.44	-35.33	1.00
1939.453125	-10.47	-35.57	1.00
1942.382813	-10.49	-35.82	0.99
1945.312500	-10.53	-36.04	0.99
1948.242188	-10.56	-36.21	0.99
1951.171875	-10.60	-36.34	0.99
1954.101563	-10.64	-36.42	0.99
1957.031250	-10.68	-36.45	0.93
1959.960938	-10.71	-36.48	0.99
1962.890625	-10.73	-36.54	0.99
1965.820313	-10.75	-36.62	1.00
1968.750000	-10.77	-36.71	1.00
1971.679688	-10.79	-36.81	1.00
1974.609375	-10.81	-36.93	1.00
1977.539063	-10.83	-37.07	1.00
1980.468750	-10.85	-37.21	1.00
1983.398438	-10.88	-37.37	1.00
1986.328125	-10.90	-37.54	1.00
1989.257813	-10.94	-37.71	0.99
1992.187500	-10.97	-37.84	1.00
1995.117188	-11.02	-37.93	0.99
1998.046875	-11.06	-37.96	0.97
2000.976563	-11.09	-37.94	0.95
2003.906250	-11.12	-37.89	0.98
2006.835938	-11.15	-37.86	0.98
2009.765625	-11.18	-37.83	0.89
2012.695313	-11.20	-37.81	0.92
2015.625000	-11.22	-37.86	0.97
2018.554688	-11.24	-37.95	0.99
2021.484375	-11.26	-38.05	1.00
2024.414063	-11.29	-38.15	1.00
2027.343750	-11.32	-38.24	0.98
2030.273438	-11.36	-38.29	0.96
2033.203125	-11.39	-38.28	0.94
2036.132813	-11.42	-38.25	0.98
2039.062500	-11.44	-38.22	0.99
2041.992188	-11.46	-38.17	1.00
2044.921875	-11.47	-38.11	1.00
2047.851563	-11.48	-38.05	0.99
2050.781250	-11.49	-37.98	1.00
2053.710938	-11.49	-37.90	0.98
2056.640625	-11.50	-37.82	0.98
2059.570313	-11.49	-37.80	0.99
2062.500000	-11.49	-37.81	0.99
2065.429688	-11.50	-37.83	1.00
2068.359375	-11.50	-37.85	1.00
2071.289063	-11.51	-37.88	1.00
2074.218750	-11.51	-37.89	0.99
2077.148438	-11.52	-37.90	1.00
2080.078125	-11.52	-37.92	1.00
2083.007813	-11.52	-37.95	0.99
2085.937500	-11.53	-37.98	0.99
2088.867188	-11.54	-37.98	0.99
2091.796875	-11.56	-37.94	0.97
2094.726563	-11.57	-37.86	0.92
2097.656250	-11.58	-37.73	0.94
2100.585938	-11.58	-37.58	0.98
2103.515625	-11.56	-37.47	0.96
2106.445313	-11.54	-37.42	0.98
2109.375000	-11.52	-37.45	0.99
2112.304688	-11.51	-37.55	1.00
2115.234375	-11.50	-37.72	0.99
2118.164063	-11.51	-37.91	1.00
2121.093750	-11.51	-38.10	1.00
2124.023438	-11.53	-38.29	0.99
2126.953125	-11.55	-38.46	0.99
2129.882813	-11.57	-38.57	0.99
2132.812500	-11.59	-38.66	1.00
2135.742188	-11.62	-38.72	1.00
2138.671875	-11.64	-38.76	1.00
2141.601563	-11.67	-38.77	0.98
2144.531250	-11.70	-38.73	0.97
2147.460938	-11.72	-38.67	0.98
2150.390625	-11.74	-38.61	0.99
