	SM57_TF_0_15		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
2.929688	-58.59	-131.15	0.78
5.859375	-54.29	-140.38	0.85
8.789063	-45.76	177.77	0.66
11.718750	-38.75	166.31	0.86
14.648438	-32.05	169.18	0.91
17.578125	-30.26	159.28	0.99
20.507813	-30.33	160.30	0.99
23.437500	-26.63	153.67	0.96
26.367188	-25.00	156.96	0.95
29.296875	-21.12	149.78	0.92
32.226563	-20.75	143.66	0.97
35.156250	-20.50	143.95	0.97
38.085938	-19.17	145.72	0.95
41.015625	-19.89	132.82	0.93
43.945313	-16.54	120.93	0.94
46.875000	-14.85	113.84	0.99
49.804688	-15.05	116.40	1.00
52.734375	-15.14	121.23	0.98
55.664063	-16.14	119.30	0.94
58.593750	-12.40	112.20	0.94
61.523438	-10.41	114.18	1.00
64.453125	-9.20	112.65	0.99
67.382813	-6.81	107.81	0.99
70.312500	-6.82	100.01	1.00
73.242188	-6.22	99.61	1.00
76.171875	-5.87	92.03	1.00
79.101563	-5.58	84.39	1.00
82.031250	-5.88	82.59	1.00
84.960938	-6.58	86.64	0.99
87.890625	-6.39	90.55	0.99
90.820313	-4.39	98.86	0.95
93.750000	-1.81	75.71	0.98
96.679688	-1.86	61.66	0.99
99.609375	-3.51	60.49	1.00
102.539063	-3.95	64.59	1.00
105.468750	-3.93	67.39	0.99
108.398438	-2.18	75.75	0.99
111.328125	-1.82	62.64	0.99
114.257813	-2.42	52.53	1.00
117.187500	-2.69	51.17	1.00
120.117188	-2.91	48.50	1.00
123.046875	-2.67	50.70	1.00
125.976563	-2.35	49.96	1.00
128.906250	-2.34	46.35	1.00
131.835938	-2.55	43.06	1.00
134.765625	-2.68	43.77	1.00
137.695313	-2.72	43.70	1.00
140.625000	-2.84	42.76	1.00
143.554688	-2.92	43.31	1.00
146.484375	-2.94	43.90	1.00
149.414063	-2.90	44.65	1.00
152.343750	-2.51	45.27	1.00
155.273438	-1.35	47.33	0.97
158.203125	0.06	42.77	0.95
161.132813	-0.61	34.10	0.94
164.062500	-1.56	31.32	0.98
166.992188	-1.90	31.67	0.99
169.921875	-1.99	36.65	0.99
172.851563	-1.57	35.65	0.99
175.781250	-1.42	31.87	0.99
178.710938	-1.72	25.58	0.98
181.640625	-2.17	22.59	1.00
184.570313	-2.50	22.05	1.00
187.500000	-2.70	22.41	1.00
190.429688	-2.72	23.96	1.00
193.359375	-2.69	24.97	1.00
196.289063	-2.60	25.98	1.00
199.218750	-2.36	26.83	1.00
202.148438	-1.90	26.04	1.00
205.078125	-1.62	23.64	1.00
208.007813	-1.69	19.92	0.99
210.937500	-2.16	16.05	0.99
213.867188	-2.65	15.48	1.00
216.796875	-3.05	16.58	1.00
219.726563	-3.31	18.50	1.00
222.656250	-3.25	20.63	1.00
225.585938	-3.21	21.69	1.00
228.515625	-3.20	21.88	1.00
231.445313	-3.31	21.57	0.99
234.375000	-3.54	20.96	0.99
237.304688	-3.63	21.62	1.00
240.234375	-3.55	22.62	1.00
243.164063	-3.42	23.53	1.00
246.093750	-3.22	24.21	1.00
249.023438	-2.95	24.45	1.00
251.953125	-2.63	23.72	1.00
254.882813	-2.24	21.77	1.00
257.812500	-2.08	18.71	0.99
260.742188	-2.24	15.76	1.00
263.671875	-2.48	14.26	1.00
266.601563	-2.82	13.34	1.00
269.531250	-3.09	13.53	1.00
272.460938	-3.35	15.00	1.00
275.390625	-3.51	16.73	1.00
278.320313	-3.63	18.74	1.00
281.250000	-3.62	20.87	1.00
284.179688	-3.43	22.86	1.00
287.109375	-3.12	24.39	1.00
290.039063	-2.72	24.86	1.00
292.968750	-2.37	23.82	0.99
295.898438	-2.10	21.68	0.99
298.828125	-2.09	20.17	1.00
301.757813	-2.17	19.50	1.00
304.687500	-2.19	18.84	1.00
307.617188	-2.17	18.21	1.00
310.546875	-2.20	18.05	1.00
313.476563	-2.27	18.29	1.00
316.406250	-2.31	18.84	1.00
319.335938	-2.30	19.42	1.00
322.265625	-2.25	19.95	0.99
325.195313	-2.16	20.22	0.99
328.125000	-2.06	20.27	0.97
331.054688	-1.99	19.76	0.99
333.984375	-1.95	19.50	0.98
336.914063	-1.85	18.76	0.99
339.843750	-1.72	17.60	0.98
342.773438	-1.52	15.81	0.96
345.703125	-1.39	12.58	0.91
348.632813	-1.54	9.63	0.93
351.562500	-1.91	9.04	0.91
354.492188	-2.22	8.91	0.92
357.421875	-2.45	9.03	0.92
360.351563	-2.50	9.43	0.99
363.281250	-2.45	9.80	0.99
366.210938	-2.36	9.82	1.00
369.140625	-2.28	9.39	1.00
372.070313	-2.25	8.27	1.00
375.000000	-2.31	7.52	1.00
377.929688	-2.44	7.28	1.00
380.859375	-2.58	7.38	1.00
383.789063	-2.70	7.80	1.00
386.718750	-2.74	8.57	1.00
389.648438	-2.71	9.10	1.00
392.578125	-2.61	9.44	1.00
395.507813	-2.52	9.44	1.00
398.437500	-2.44	9.03	1.00
401.367188	-2.42	8.36	1.00
404.296875	-2.45	7.73	1.00
407.226563	-2.57	7.55	1.00
410.156250	-2.76	7.42	1.00
413.085938	-2.90	7.50	1.00
416.015625	-2.98	7.80	1.00
418.945313	-3.00	8.18	1.00
421.875000	-3.02	8.54	1.00
424.804688	-3.02	8.84	1.00
427.734375	-3.02	9.12	1.00
430.664063	-3.03	9.30	1.00
433.593750	-3.07	9.57	1.00
436.523438	-3.12	9.87	1.00
439.453125	-3.13	10.44	1.00
442.382813	-3.11	11.01	1.00
445.312500	-3.07	11.43	1.00
448.242188	-3.01	11.56	1.00
451.171875	-2.94	11.46	1.00
454.101563	-2.89	11.10	0.99
457.031250	-2.89	10.56	1.00
459.960938	-2.93	10.16	0.99
462.890625	-3.00	10.17	0.99
465.820313	-3.09	10.31	0.99
468.750000	-3.16	10.57	0.99
471.679688	-3.21	11.21	1.00
474.609375	-3.25	12.09	1.00
477.539063	-3.24	13.02	1.00
480.468750	-3.18	13.87	1.00
483.398438	-3.08	14.37	0.99
486.328125	-3.00	14.46	0.98
489.257813	-2.95	13.99	0.98
492.187500	-2.92	13.34	0.98
495.117188	-2.89	13.01	0.99
498.046875	-2.87	12.79	0.99
500.976563	-2.81	12.63	1.00
503.906250	-2.73	12.62	0.99
506.835938	-2.66	12.41	0.99
509.765625	-2.61	12.49	1.00
512.695313	-2.54	12.63	1.00
515.625000	-2.46	12.83	0.99
518.554688	-2.35	13.05	0.97
521.484375	-2.21	13.15	0.97
524.414063	-2.13	12.97	0.99
527.343750	-2.08	12.58	1.00
530.273438	-2.04	12.33	0.99
533.203125	-2.00	12.19	0.99
536.132813	-1.93	12.16	0.99
539.062500	-1.84	12.17	1.00
541.992188	-1.75	12.00	1.00
544.921875	-1.65	11.76	1.00
547.851563	-1.53	11.39	1.00
550.781250	-1.43	10.83	1.00
553.710938	-1.36	10.05	1.00
556.640625	-1.32	9.01	0.99
559.570313	-1.34	7.77	0.98
562.500000	-1.42	6.88	0.99
565.429688	-1.52	6.44	1.00
568.359375	-1.59	6.18	1.00
571.289063	-1.65	6.08	1.00
574.218750	-1.68	6.07	1.00
577.148438	-1.70	6.07	1.00
580.078125	-1.71	6.08	1.00
583.007813	-1.71	6.07	1.00
585.937500	-1.69	5.99	1.00
588.867188	-1.68	5.80	1.00
591.796875	-1.67	5.49	1.00
594.726563	-1.70	5.18	1.00
597.656250	-1.75	4.87	1.00
600.585938	-1.80	4.64	1.00
603.515625	-1.86	4.58	1.00
606.445313	-1.91	4.69	0.99
609.375000	-1.94	4.92	0.99
612.304688	-1.96	5.34	0.99
615.234375	-2.00	5.30	0.98
618.164063	-2.04	5.16	0.99
621.093750	-2.08	4.95	0.97
624.023438	-2.13	4.68	0.96
626.953125	-2.17	4.48	0.97
629.882813	-2.22	4.36	0.96
632.812500	-2.25	4.15	0.96
635.742188	-2.23	4.07	0.98
638.671875	-2.22	3.94	0.99
