	SM57_TF_0_135		
706.054688	-11.59	17.54	0.96
708.984375	-11.53	17.10	0.98
711.914063	-11.45	16.33	0.97
714.843750	-11.41	15.22	0.99
717.773438	-11.42	13.89	0.99
720.703125	-11.47	12.51	0.98
723.632813	-11.55	11.16	0.94
726.562500	-11.66	10.38	0.96
729.492188	-11.81	9.76	0.91
732.421875	-11.93	9.09	0.91
735.351563	-12.09	8.87	0.86
738.281250	-12.29	9.10	0.74
741.210938	-12.49	10.37	0.82
744.140625	-12.63	12.25	0.75
747.070313	-12.65	14.56	0.51
750.000000	-12.50	17.43	0.40
752.929688	-12.32	20.52	0.39
755.859375	-12.17	22.94	0.82
758.789063	-12.05	25.08	0.93
761.718750	-11.94	26.89	0.74
764.648438	-11.86	28.07	0.56
767.578125	-11.80	28.95	0.89
770.507813	-11.74	29.60	0.87
773.437500	-11.67	30.22	0.73
776.367188	-11.52	30.82	0.67
779.296875	-11.37	30.66	0.89
782.226563	-11.23	29.69	0.95
785.156250	-11.10	28.74	0.99
788.085938	-11.02	27.69	0.99
791.015625	-10.98	26.62	0.99
793.945313	-10.95	25.64	0.99
796.875000	-10.93	24.73	0.99
799.804688	-10.91	23.95	0.99
802.734375	-10.89	23.39	0.97
805.664063	-10.86	22.97	0.86
808.593750	-10.80	22.65	0.91
811.523438	-10.75	22.04	0.98
814.453125	-10.70	21.22	0.99
817.382813	-10.68	20.19	1.00
820.312500	-10.69	19.07	1.00
823.242188	-10.73	17.89	0.99
826.171875	-10.82	16.67	0.99
829.101563	-10.92	15.61	0.99
832.031250	-11.03	14.83	0.99
834.960938	-11.13	14.34	0.98
837.890625	-11.22	13.89	0.95
840.820313	-11.26	13.39	0.95
843.750000	-11.27	12.73	0.99
846.679688	-11.29	11.81	0.99
849.609375	-11.33	10.85	0.99
852.539063	-11.39	10.06	0.99
855.468750	-11.48	9.38	0.98
858.398438	-11.58	8.90	0.98
861.328125	-11.66	8.55	0.99
864.257813	-11.77	8.11	1.00
867.187500	-11.90	7.69	0.99
870.117188	-12.06	7.39	0.98
873.046875	-12.23	7.47	0.99
875.976563	-12.40	7.91	0.99
878.906250	-12.55	8.60	0.94
881.835938	-12.65	9.48	0.93
884.765625	-12.71	10.30	0.97
887.695313	-12.68	11.04	0.97
890.625000	-12.59	11.73	0.89
893.554688	-12.45	12.20	0.93
896.484375	-12.29	12.29	0.95
899.414063	-12.15	12.33	0.99
902.343750	-12.04	12.22	0.99
905.273438	-11.95	11.91	0.99
908.203125	-11.88	11.54	0.99
911.132813	-11.85	11.18	0.98
914.062500	-11.82	10.97	0.95
916.992188	-11.79	10.85	0.94
919.921875	-11.76	10.70	0.98
922.851563	-11.73	10.51	0.99
925.781250	-11.70	10.29	0.99
928.710938	-11.67	10.13	0.99
931.640625	-11.63	10.04	0.98
934.570313	-11.56	9.92	0.98
937.500000	-11.48	9.70	0.97
940.429688	-11.37	9.35	0.96
943.359375	-11.26	8.94	0.94
946.289063	-11.12	8.48	0.89
949.218750	-10.97	7.89	0.94
952.148438	-10.86	7.15	0.97
955.078125	-10.78	6.29	0.96
958.007813	-10.72	5.31	0.96
960.937500	-10.66	4.45	0.98
963.867188	-10.63	3.84	0.99
966.796875	-10.62	3.51	0.92
969.726563	-10.65	3.98	0.66
972.656250	-10.73	5.54	0.25
975.585938	-10.79	7.18	0.55
978.515625	-10.82	8.72	0.73
981.445313	-10.84	10.07	0.94
984.375000	-10.86	10.79	0.96
987.304688	-10.87	11.19	0.96
990.234375	-10.87	11.28	0.97
993.164063	-10.86	11.26	0.98
996.093750	-10.84	11.34	0.97
999.023438	-10.81	11.28	0.95
1001.953125	-10.75	11.19	0.94
1004.882813	-10.71	10.94	0.98
1007.812500	-10.65	10.66	0.98
1010.742188	-10.60	10.37	0.95
1013.671875	-10.56	10.11	0.95
1016.601563	-10.52	9.79	0.95
1019.531250	-10.48	9.45	0.95
1022.460938	-10.46	9.14	0.94
1025.390625	-10.42	8.86	0.91
1028.320313	-10.41	8.40	0.98
1031.250000	-10.40	7.88	0.99
1034.179688	-10.40	7.28	0.99
1037.109375	-10.40	6.66	0.99
1040.039063	-10.41	6.08	1.00
1042.968750	-10.43	5.49	0.99
1045.898438	-10.47	4.90	0.99
1048.828125	-10.51	4.31	1.00
1051.757813	-10.57	3.76	1.00
1054.687500	-10.64	3.33	0.99
1057.617188	-10.72	3.08	0.99
1060.546875	-10.80	2.97	0.98
1063.476563	-10.86	3.00	0.98
1066.406250	-10.90	3.11	0.98
1069.335938	-10.92	3.19	0.99
1072.265625	-10.92	3.25	0.99
1075.195313	-10.92	3.32	1.00
1078.125000	-10.91	3.40	0.99
1081.054688	-10.89	3.43	0.99
1083.984375	-10.88	3.36	0.99
1086.914063	-10.87	3.26	0.99
1089.843750	-10.87	3.13	0.99
1092.773438	-10.86	3.03	0.99
1095.703125	-10.84	2.94	0.99
1098.632813	-10.81	2.73	0.99
1101.562500	-10.80	2.45	0.99
1104.492188	-10.80	2.18	0.98
1107.421875	-10.80	2.09	0.95
1110.351563	-10.80	2.00	0.96
1113.281250	-10.79	1.83	0.98
1116.210938	-10.79	1.52	0.95
1119.140625	-10.78	1.14	0.97
1122.070313	-10.78	0.73	0.99
1125.000000	-10.78	0.29	0.99
1127.929688	-10.79	-0.22	0.99
1130.859375	-10.81	-0.74	0.99
1133.789063	-10.86	-1.24	0.99
1136.718750	-10.92	-1.71	0.99
1139.648438	-10.99	-2.07	0.99
1142.578125	-11.08	-2.32	0.98
1145.507813	-11.15	-2.41	0.99
1148.437500	-11.22	-2.43	1.00
1151.367188	-11.28	-2.35	1.00
1154.296875	-11.33	-2.16	0.99
1157.226563	-11.36	-1.89	0.99
1160.156250	-11.37	-1.56	0.95
1163.085938	-11.35	-1.19	0.94
1166.015625	-11.31	-0.91	0.98
1168.945313	-11.25	-0.79	0.98
1171.875000	-11.20	-0.77	0.99
1174.804688	-11.16	-0.87	1.00
1177.734375	-11.13	-0.98	1.00
1180.664063	-11.10	-1.12	1.00
1183.593750	-11.09	-1.27	1.00
1186.523438	-11.08	-1.42	0.99
1189.453125	-11.08	-1.49	0.99
1192.382813	-11.10	-1.55	0.98
1195.312500	-11.11	-1.43	0.94
1198.242188	-11.11	-1.17	0.88
1201.171875	-11.08	-0.92	0.95
1204.101563	-11.04	-0.85	0.95
1207.031250	-11.00	-0.92	0.99
1209.960938	-10.95	-1.02	0.99
1212.890625	-10.90	-1.15	0.99
1215.820313	-10.85	-1.36	1.00
1218.750000	-10.80	-1.61	1.00
1221.679688	-10.75	-1.91	0.99
1224.609375	-10.70	-2.27	0.99
1227.539063	-10.66	-2.63	0.99
1230.468750	-10.61	-3.03	0.99
1233.398438	-10.56	-3.48	0.99
1236.328125	-10.52	-4.00	0.99
1239.257813	-10.50	-4.55	1.00
1242.187500	-10.49	-5.06	0.99
1245.117188	-10.50	-5.54	0.99
1248.046875	-10.51	-5.92	0.99
1250.976563	-10.51	-6.25	0.99
1253.906250	-10.52	-6.53	0.99
1256.835938	-10.54	-6.76	0.97
1259.765625	-10.56	-6.95	0.95
1262.695313	-10.58	-7.13	0.88
1265.625000	-10.58	-7.22	0.85
1268.554688	-10.56	-7.31	0.93
1271.484375	-10.53	-7.53	0.99
1274.414063	-10.50	-7.78	1.00
1277.343750	-10.48	-8.08	1.00
1280.273438	-10.47	-8.39	1.00
1283.203125	-10.46	-8.69	0.99
1286.132813	-10.45	-8.96	0.98
1289.062500	-10.43	-9.19	0.99
1291.992188	-10.40	-9.45	0.99
1294.921875	-10.37	-9.73	0.99
1297.851563	-10.35	-10.05	0.99
1300.781250	-10.33	-10.38	0.98
1303.710938	-10.32	-10.72	0.99
1306.640625	-10.31	-11.04	0.99
1309.570313	-10.29	-11.39	0.99
1312.500000	-10.28	-11.78	1.00
1315.429688	-10.27	-12.22	0.99
1318.359375	-10.26	-12.67	0.99
1321.289063	-10.25	-13.10	0.99
1324.218750	-10.25	-13.53	0.98
1327.148438	-10.25	-13.96	0.98
1330.078125	-10.24	-14.35	0.99
1333.007813	-10.25	-14.72	0.99
1335.937500	-10.27	-15.02	0.99
1338.867188	-10.29	-15.23	0.99
1341.796875	-10.31	-15.33	0.98
1344.726563	-10.33	-15.40	0.99
1347.656250	-10.35	-15.48	0.99
1350.585938	-10.37	-15.55	0.99
1353.515625	-10.39	-15.60	0.97
1356.445313	-10.40	-15.63	0.96
1359.375000	-10.41	-15.59	0.98
1362.304688	-10.41	-15.67	0.93
1365.234375	-10.42	-15.79	0.94
1368.164063	-10.41	-15.94	0.98
1371.093750	-10.39	-16.11	0.99
1374.023438	-10.37	-16.31	0.98
1376.953125	-10.34	-16.57	0.95
1379.882813	-10.32	-16.82	0.96
1382.812500	-10.31	-17.03	0.98
1385.742188	-10.30	-17.12	0.96
1388.671875	-10.30	-17.02	0.88
1391.601563	-10.31	-16.84	0.91
1394.531250	-10.30	-16.74	0.98
1397.460938	-10.28	-16.75	0.99
1400.390625	-10.26	-16.87	0.99
1403.320313	-10.24	-17.03	0.99
1406.250000	-10.22	-17.24	0.98
1409.179688	-10.19	-17.51	0.97
1412.109375	-10.18	-17.82	0.98
1415.039063	-10.17	-18.17	1.00
1417.968750	-10.17	-18.56	0.99
1420.898438	-10.17	-18.96	1.00
1423.828125	-10.18	-19.36	1.00
1426.757813	-10.19	-19.75	1.00
1429.687500	-10.21	-20.09	0.99
1432.617188	-10.25	-20.39	0.99
1435.546875	-10.28	-20.62	1.00
1438.476563	-10.31	-20.79	0.99
1441.406250	-10.35	-20.91	0.98
1444.335938	-10.39	-20.94	0.97
1447.265625	-10.42	-20.90	0.97
1450.195313	-10.45	-20.79	0.95
1453.125000	-10.45	-20.64	0.94
1456.054688	-10.44	-20.59	0.98
1458.984375	-10.43	-20.63	0.99
1461.914063	-10.41	-20.68	0.99
1464.843750	-10.40	-20.77	1.00
1467.773438	-10.39	-20.90	0.99
1470.703125	-10.39	-21.04	0.99
1473.632813	-10.39	-21.18	0.99
1476.562500	-10.40	-21.23	0.97
1479.492188	-10.41	-21.31	0.94
1482.421875	-10.41	-21.47	0.96
1485.351563	-10.42	-21.51	0.97
1488.281250	-10.42	-21.52	0.98
1491.210938	-10.41	-21.51	0.98
1494.140625	-10.38	-21.52	0.97
1497.070313	-10.36	-21.68	0.99
1500.000000	-10.33	-21.97	0.99
1502.929688	-10.31	-22.34	1.00
1505.859375	-10.30	-22.76	1.00
1508.789063	-10.29	-23.20	0.99
1511.718750	-10.29	-23.69	1.00
1514.648438	-10.31	-24.17	1.00
1517.578125	-10.34	-24.65	0.99
1520.507813	-10.38	-25.12	0.97
1523.437500	-10.42	-25.57	0.98
1526.367188	-10.47	-25.97	0.98
1529.296875	-10.52	-26.25	0.98
1532.226563	-10.57	-26.49	0.97
1535.156250	-10.61	-26.72	0.96
1538.085938	-10.63	-26.95	0.98
1541.015625	-10.65	-27.20	0.94
1543.945313	-10.66	-27.46	0.91
1546.875000	-10.66	-27.80	0.93
1549.804688	-10.67	-28.24	0.97
1552.734375	-10.69	-28.67	0.99
1555.664063	-10.72	-29.10	0.99
1558.593750	-10.75	-29.48	0.99
1561.523438	-10.80	-29.81	0.98
1564.453125	-10.85	-30.10	0.93
1567.382813	-10.92	-30.28	0.96
1570.312500	-10.99	-30.33	0.98
1573.242188	-11.07	-30.24	0.99
1576.171875	-11.14	-30.01	0.97
1579.101563	-11.20	-29.66	0.87
1582.031250	-11.25	-29.23	0.84
1584.960938	-11.25	-28.84	0.93
1587.890625	-11.23	-28.51	0.97
1590.820313	-11.20	-28.30	0.99
1593.750000	-11.16	-28.16	0.99
1596.679688	-11.11	-28.10	0.99
1599.609375	-11.07	-28.14	0.98
1602.539063	-11.03	-28.25	0.99
1605.468750	-11.00	-28.43	0.99
1608.398438	-10.97	-28.68	1.00
1611.328125	-10.95	-28.94	1.00
1614.257813	-10.95	-29.22	1.00
1617.187500	-10.95	-29.50	0.99
1620.117188	-10.96	-29.79	0.99
1623.046875	-10.97	-30.05	1.00
1625.976563	-10.99	-30.26	0.99
1628.906250	-11.01	-30.40	0.99
1631.835938	-11.02	-30.48	0.99
1634.765625	-11.03	-30.51	0.97
1637.695313	-11.03	-30.54	0.98
1640.625000	-11.03	-30.54	0.98
1643.554688	-11.03	-30.48	0.99
1646.484375	-11.02	-30.46	0.99
1649.414063	-11.01	-30.49	0.99
1652.343750	-11.01	-30.51	1.00
1655.273438	-11.01	-30.55	1.00
1658.203125	-11.01	-30.59	0.99
1661.132813	-11.02	-30.60	0.99
1664.062500	-11.04	-30.55	0.98
1666.992188	-11.06	-30.43	0.97
1669.921875	-11.08	-30.24	0.93
1672.851563	-11.10	-29.97	0.87
1675.781250	-11.13	-29.54	0.61
1678.710938	-11.13	-29.09	0.84
1681.640625	-11.10	-28.67	0.96
1684.570313	-11.07	-28.33	0.97
1687.500000	-11.02	-28.09	0.99
1690.429688	-10.98	-27.96	0.99
1693.359375	-10.93	-27.93	0.99
1696.289063	-10.89	-27.99	0.98
1699.218750	-10.85	-28.15	0.97
1702.148438	-10.83	-28.37	0.98
1705.078125	-10.81	-28.57	0.99
1708.007813	-10.79	-28.77	0.99
1710.937500	-10.76	-28.96	0.99
1713.867188	-10.74	-29.13	0.98
1716.796875	-10.71	-29.36	0.99
1719.726563	-10.69	-29.60	0.99
1722.656250	-10.66	-29.88	0.99
1725.585938	-10.63	-30.19	1.00
1728.515625	-10.61	-30.53	1.00
1731.445313	-10.59	-30.90	1.00
1734.375000	-10.57	-31.27	0.99
1737.304688	-10.56	-31.64	0.99
1740.234375	-10.55	-32.01	0.98
1743.164063	-10.54	-32.39	0.99
1746.093750	-10.53	-32.79	0.99
1749.023438	-10.53	-33.20	0.99
1751.953125	-10.54	-33.62	0.99
1754.882813	-10.55	-33.98	0.98
1757.812500	-10.56	-34.30	0.97
1760.742188	-10.56	-34.63	0.95
1763.671875	-10.56	-34.94	0.98
1766.601563	-10.56	-35.22	0.98
1769.531250	-10.56	-35.51	0.98
1772.460938	-10.55	-35.80	0.98
1775.390625	-10.54	-36.08	0.99
1778.320313	-10.52	-36.38	0.99
1781.250000	-10.51	-36.70	0.99
1784.179688	-10.50	-37.03	0.99
1787.109375	-10.49	-37.37	0.99
1790.039063	-10.48	-37.71	0.99
1792.968750	-10.48	-38.08	0.98
1795.898438	-10.48	-38.45	0.98
1798.828125	-10.48	-38.80	0.98
1801.757813	-10.49	-39.10	0.97
1804.687500	-10.49	-39.40	0.98
1807.617188	-10.51	-39.69	0.98
1810.546875	-10.53	-39.89	0.97
1813.476563	-10.55	-40.03	0.91
1816.406250	-10.57	-40.12	0.97
1819.335938	-10.58	-40.24	0.97
1822.265625	-10.60	-40.35	0.99
1825.195313	-10.62	-40.45	0.96
1828.125000	-10.64	-40.56	0.98
1831.054688	-10.65	-40.71	0.97
1833.984375	-10.66	-40.90	0.99
1836.914063	-10.69	-41.12	1.00
1839.843750	-10.72	-41.30	0.98
1842.773438	-10.76	-41.41	0.93
1845.703125	-10.81	-41.42	0.92
1848.632813	-10.85	-41.38	0.98
1851.562500	-10.89	-41.32	0.99
1854.492188	-10.93	-41.27	0.98
1857.421875	-10.95	-41.21	0.97
1860.351563	-10.97	-41.16	0.98
1863.281250	-10.98	-41.14	0.99
1866.210938	-10.99	-41.14	0.99
1869.140625	-10.98	-41.16	0.97
1872.070313	-10.98	-41.20	0.98
1875.000000	-10.98	-41.20	0.97
1877.929688	-10.97	-41.17	0.93
1880.859375	-10.96	-41.13	0.96
1883.789063	-10.94	-41.14	0.98
1886.718750	-10.92	-41.23	0.99
1889.648438	-10.90	-41.39	0.98
1892.578125	-10.89	-41.58	0.95
1895.507813	-10.88	-41.79	0.95
1898.437500	-10.88	-42.01	0.98
1901.367188	-10.88	-42.27	0.99
1904.296875	-10.89	-42.56	0.99
1907.226563	-10.90	-42.86	0.97
1910.156250	-10.93	-43.11	0.94
1913.085938	-10.95	-43.27	0.82
1916.015625	-10.96	-43.37	0.76
1918.945313	-10.96	-43.45	0.98
1921.875000	-10.95	-43.59	0.99
1924.804688	-10.95	-43.78	0.99
1927.734375	-10.94	-44.01	0.99
1930.664063	-10.94	-44.24	1.00
1933.593750	-10.93	-44.49	1.00
1936.523438	-10.93	-44.74	0.99
1939.453125	-10.93	-44.99	0.99
1942.382813	-10.93	-45.26	0.99
1945.312500	-10.94	-45.51	0.99
1948.242188	-10.96	-45.73	0.96
1951.171875	-10.98	-45.89	0.95
1954.101563	-10.99	-46.01	0.91
1957.031250	-11.01	-46.13	0.94
1959.960938	-11.01	-46.26	0.97
1962.890625	-11.02	-46.43	0.99
1965.820313	-11.02	-46.64	0.98
1968.750000	-11.02	-46.87	0.99
1971.679688	-11.01	-47.13	0.99
1974.609375	-11.00	-47.40	0.98
1977.539063	-11.00	-47.71	0.99
1980.468750	-10.99	-48.05	1.00
1983.398438	-10.99	-48.40	0.99
1986.328125	-10.99	-48.78	0.99
1989.257813	-11.00	-49.19	0.99
1992.187500	-11.02	-49.57	1.00
1995.117188	-11.05	-49.92	0.99
1998.046875	-11.08	-50.22	0.98
2000.976563	-11.11	-50.46	0.99
2003.906250	-11.14	-50.64	0.99
2006.835938	-11.17	-50.76	0.98
2009.765625	-11.20	-50.79	0.91
2012.695313	-11.24	-50.73	0.61
2015.625000	-11.26	-50.68	0.96
2018.554688	-11.28	-50.68	0.98
2021.484375	-11.30	-50.75	0.97
2024.414063	-11.32	-50.86	1.00
2027.343750	-11.34	-51.00	0.98
2030.273438	-11.37	-51.14	0.97
2033.203125	-11.41	-51.23	0.97
2036.132813	-11.44	-51.31	0.98
2039.062500	-11.48	-51.38	0.99
2041.992188	-11.51	-51.46	0.99
2044.921875	-11.55	-51.50	0.99
2047.851563	-11.58	-51.52	0.97
2050.781250	-11.62	-51.52	0.96
2053.710938	-11.65	-51.49	0.92
2056.640625	-11.68	-51.46	0.90
2059.570313	-11.70	-51.45	0.97
2062.500000	-11.72	-51.49	0.96
2065.429688	-11.74	-51.57	0.98
2068.359375	-11.76	-51.66	0.99
2071.289063	-11.77	-51.78	0.99
2074.218750	-11.79	-51.93	0.99
2077.148438	-11.81	-52.09	0.98
2080.078125	-11.83	-52.25	0.98
2083.007813	-11.86	-52.37	0.99
2085.937500	-11.90	-52.49	0.97
2088.867188	-11.94	-52.57	0.97
2091.796875	-11.98	-52.56	0.98
2094.726563	-12.03	-52.43	0.93
2097.656250	-12.08	-52.15	0.28
2100.585938	-12.11	-51.87	0.49
2103.515625	-12.10	-51.60	0.89
2106.445313	-12.09	-51.41	0.97
2109.375000	-12.06	-51.28	0.99
2112.304688	-12.04	-51.23	0.99
2115.234375	-12.01	-51.28	0.97
2118.164063	-12.00	-51.42	0.99
2121.093750	-11.99	-51.60	0.99
2124.023438	-11.99	-51.81	0.99
2126.953125	-11.99	-52.01	0.99
2129.882813	-12.00	-52.21	0.98
2132.812500	-12.02	-52.39	0.97
2135.742188	-12.04	-52.54	0.99
2138.671875	-12.06	-52.67	0.98
2141.601563	-12.09	-52.78	0.92
2144.531250	-12.14	-52.81	0.91
