	SM57_TF_0_165		
667.968750	-15.35	33.39	0.98
670.898438	-15.62	32.85	0.91
673.828125	-15.81	32.33	0.95
676.757813	-15.88	32.10	0.93
679.687500	-15.82	32.04	0.89
682.617188	-15.68	31.53	0.96
685.546875	-15.59	30.45	0.96
688.476563	-15.56	28.76	0.97
691.406250	-15.56	27.25	0.98
694.335938	-15.57	25.84	0.98
697.265625	-15.60	24.50	0.98
700.195313	-15.61	23.59	0.97
703.125000	-15.58	23.21	0.83
706.054688	-15.46	23.06	0.88
708.984375	-15.29	22.17	0.92
711.914063	-15.06	20.55	0.95
714.843750	-14.89	18.30	0.96
717.773438	-14.81	15.57	0.89
720.703125	-14.81	13.17	0.62
723.632813	-14.87	12.77	0.73
726.562500	-14.88	12.79	0.86
729.492188	-14.86	13.25	0.91
732.421875	-14.84	13.77	0.93
735.351563	-14.83	14.88	0.90
738.281250	-14.83	17.91	0.72
741.210938	-14.86	21.40	0.08
744.140625	-14.82	25.06	0.28
747.070313	-14.69	27.13	0.44
750.000000	-14.55	30.62	0.34
752.929688	-14.39	35.20	0.38
755.859375	-14.22	39.24	0.69
758.789063	-14.05	41.17	0.53
761.718750	-13.85	41.68	0.38
764.648438	-13.61	42.04	0.31
767.578125	-13.32	42.67	0.44
770.507813	-13.11	43.26	0.78
773.437500	-12.94	43.58	0.77
776.367188	-12.74	43.92	0.58
779.296875	-12.64	43.50	0.83
782.226563	-12.57	42.20	0.91
785.156250	-12.54	40.39	0.86
788.085938	-12.54	38.52	0.88
791.015625	-12.53	36.76	0.88
793.945313	-12.49	35.03	0.90
796.875000	-12.44	34.12	0.96
799.804688	-12.41	33.16	0.94
802.734375	-12.40	32.35	0.89
805.664063	-12.39	31.67	0.77
808.593750	-12.38	30.42	0.98
811.523438	-12.38	28.90	0.99
814.453125	-12.43	27.68	0.99
817.382813	-12.52	26.32	0.98
820.312500	-12.65	24.99	0.98
823.242188	-12.80	23.73	0.98
826.171875	-12.99	22.48	0.97
829.101563	-13.23	21.73	0.95
832.031250	-13.50	21.49	0.86
834.960938	-13.74	21.28	0.89
837.890625	-13.91	21.19	0.89
840.820313	-14.05	20.76	0.98
843.750000	-14.15	20.11	0.98
846.679688	-14.25	19.19	0.93
849.609375	-14.34	18.18	0.97
852.539063	-14.44	17.38	0.97
855.468750	-14.54	16.73	0.98
858.398438	-14.61	16.08	0.94
861.328125	-14.68	15.44	0.93
864.257813	-14.78	14.55	0.94
867.187500	-14.92	13.75	0.98
870.117188	-15.09	13.12	0.98
873.046875	-15.29	12.82	0.97
875.976563	-15.51	12.87	0.97
878.906250	-15.70	13.57	0.97
881.835938	-15.85	14.66	0.76
884.765625	-15.91	16.22	0.37
887.695313	-15.83	17.61	0.92
890.625000	-15.68	18.60	0.96
893.554688	-15.48	19.20	0.89
896.484375	-15.29	19.10	0.93
899.414063	-15.12	18.62	0.96
902.343750	-14.99	17.76	0.96
905.273438	-14.90	16.46	0.97
908.203125	-14.88	15.36	0.98
911.132813	-14.91	14.46	0.97
914.062500	-14.98	14.00	0.95
916.992188	-15.04	13.80	0.95
919.921875	-15.08	13.91	0.92
922.851563	-15.07	14.19	0.98
925.781250	-15.04	14.52	0.96
928.710938	-15.03	14.75	0.92
931.640625	-14.96	15.08	0.90
934.570313	-14.87	15.34	0.64
937.500000	-14.69	15.63	0.77
940.429688	-14.50	15.37	0.96
943.359375	-14.32	14.80	0.95
946.289063	-14.17	13.48	0.95
949.218750	-14.05	11.85	0.96
952.148438	-13.98	10.29	0.98
955.078125	-13.97	8.72	0.95
958.007813	-13.98	7.38	0.98
960.937500	-14.04	6.55	0.95
963.867188	-14.12	6.33	0.96
966.796875	-14.24	6.83	0.93
969.726563	-14.41	8.85	0.76
972.656250	-14.60	11.80	0.67
975.585938	-14.75	15.06	0.76
978.515625	-14.81	18.05	0.76
981.445313	-14.83	20.45	0.90
984.375000	-14.84	22.00	0.95
987.304688	-14.84	22.77	0.94
990.234375	-14.83	22.91	0.95
993.164063	-14.86	22.41	0.94
996.093750	-14.91	21.89	0.98
999.023438	-14.96	21.53	0.96
1001.953125	-14.99	21.15	0.98
1004.882813	-15.02	20.60	0.98
1007.812500	-15.05	20.13	0.98
1010.742188	-15.09	19.85	0.94
1013.671875	-15.12	19.91	0.94
1016.601563	-15.12	20.08	0.95
1019.531250	-15.08	20.32	0.91
1022.460938	-14.99	20.43	0.86
1025.390625	-14.86	20.33	0.95
1028.320313	-14.71	19.97	0.97
1031.250000	-14.55	19.36	0.98
1034.179688	-14.41	18.51	0.98
1037.109375	-14.29	17.49	0.99
1040.039063	-14.20	16.30	0.97
1042.968750	-14.14	15.05	0.96
1045.898438	-14.11	13.77	0.94
1048.828125	-14.11	12.62	0.91
1051.757813	-14.13	11.68	0.88
1054.687500	-14.17	10.98	0.91
1057.617188	-14.22	10.65	0.92
1060.546875	-14.28	10.30	0.92
1063.476563	-14.32	10.01	0.97
1066.406250	-14.36	9.82	0.96
1069.335938	-14.40	9.78	0.98
1072.265625	-14.42	9.73	0.97
1075.195313	-14.41	9.72	0.93
1078.125000	-14.36	9.67	0.86
1081.054688	-14.30	9.41	0.97
1083.984375	-14.26	9.05	0.99
1086.914063	-14.23	8.63	0.99
1089.843750	-14.22	8.24	0.98
1092.773438	-14.23	7.80	0.97
1095.703125	-14.22	7.37	0.95
1098.632813	-14.22	6.97	0.97
1101.562500	-14.24	6.50	0.95
1104.492188	-14.27	6.21	0.90
1107.421875	-14.31	6.24	0.83
1110.351563	-14.33	6.67	0.60
1113.281250	-14.32	7.03	0.81
1116.210938	-14.29	7.03	0.92
1119.140625	-14.26	6.57	0.93
1122.070313	-14.24	6.07	0.96
1125.000000	-14.22	5.58	0.96
1127.929688	-14.20	5.08	0.95
1130.859375	-14.18	4.54	0.98
1133.789063	-14.19	3.99	0.99
1136.718750	-14.24	3.55	0.98
1139.648438	-14.31	3.21	0.96
1142.578125	-14.39	3.16	0.97
1145.507813	-14.45	3.24	0.97
1148.437500	-14.49	3.41	0.98
1151.367188	-14.52	3.51	0.98
1154.296875	-14.53	3.62	0.99
1157.226563	-14.53	3.80	0.99
1160.156250	-14.51	3.94	0.99
1163.085938	-14.47	4.04	0.98
1166.015625	-14.41	4.02	0.99
1168.945313	-14.35	3.83	0.99
1171.875000	-14.31	3.54	0.97
1174.804688	-14.26	3.25	0.98
1177.734375	-14.20	2.99	0.98
1180.664063	-14.15	2.72	0.98
1183.593750	-14.11	2.39	0.99
1186.523438	-14.07	2.03	0.98
1189.453125	-14.05	1.72	0.98
1192.382813	-14.04	1.56	0.95
1195.312500	-14.05	1.65	0.82
1198.242188	-14.04	1.89	0.79
1201.171875	-13.98	2.07	0.97
1204.101563	-13.93	1.91	0.98
1207.031250	-13.88	1.58	0.97
1209.960938	-13.84	1.24	0.98
1212.890625	-13.79	0.92	0.99
1215.820313	-13.73	0.63	0.99
1218.750000	-13.67	0.36	0.97
1221.679688	-13.59	0.04	0.97
1224.609375	-13.53	-0.38	0.95
1227.539063	-13.48	-0.83	0.97
1230.468750	-13.44	-1.28	0.97
1233.398438	-13.39	-1.76	0.98
1236.328125	-13.35	-2.29	0.99
1239.257813	-13.34	-2.84	0.99
1242.187500	-13.34	-3.35	0.98
1245.117188	-13.35	-3.74	0.98
1248.046875	-13.38	-3.92	0.91
1250.976563	-13.39	-4.16	0.92
1253.906250	-13.39	-4.22	0.94
1256.835938	-13.37	-4.30	0.97
1259.765625	-13.32	-4.34	0.93
1262.695313	-13.26	-4.25	0.57
1265.625000	-13.19	-4.16	0.89
1268.554688	-13.13	-4.20	0.97
1271.484375	-13.08	-4.46	0.98
1274.414063	-13.03	-4.81	0.99
1277.343750	-12.99	-5.15	0.99
1280.273438	-12.95	-5.50	0.99
1283.203125	-12.92	-5.87	0.99
1286.132813	-12.89	-6.28	0.99
1289.062500	-12.87	-6.70	0.98
1291.992188	-12.84	-7.12	0.97
1294.921875	-12.81	-7.67	0.97
1297.851563	-12.79	-8.24	0.98
1300.781250	-12.79	-8.70	0.97
1303.710938	-12.77	-9.07	0.89
1306.640625	-12.74	-9.43	0.98
1309.570313	-12.72	-9.87	0.99
1312.500000	-12.71	-10.36	0.98
1315.429688	-12.70	-10.86	0.99
1318.359375	-12.70	-11.39	0.99
1321.289063	-12.70	-11.92	1.00
1324.218750	-12.71	-12.45	1.00
1327.148438	-12.71	-12.96	0.99
1330.078125	-12.73	-13.50	0.99
1333.007813	-12.75	-14.05	1.00
1335.937500	-12.78	-14.57	1.00
1338.867188	-12.81	-15.05	0.99
1341.796875	-12.85	-15.50	0.99
1344.726563	-12.89	-15.95	0.99
1347.656250	-12.93	-16.39	0.96
1350.585938	-12.98	-16.77	0.89
1353.515625	-13.02	-16.93	0.81
1356.445313	-13.03	-17.14	0.93
1359.375000	-13.03	-17.47	0.96
1362.304688	-13.04	-17.93	0.97
1365.234375	-13.06	-18.29	0.97
1368.164063	-13.07	-18.63	0.98
1371.093750	-13.08	-18.96	0.98
1374.023438	-13.09	-19.28	0.99
1376.953125	-13.09	-19.61	1.00
1379.882813	-13.09	-19.94	1.00
1382.812500	-13.10	-20.27	0.99
1385.742188	-13.13	-20.40	0.98
1388.671875	-13.15	-20.42	0.96
1391.601563	-13.16	-20.38	0.97
1394.531250	-13.15	-20.37	0.99
1397.460938	-13.13	-20.40	0.99
1400.390625	-13.10	-20.47	0.98
1403.320313	-13.07	-20.64	0.99
1406.250000	-13.03	-20.95	0.97
1409.179688	-13.01	-21.34	0.98
1412.109375	-13.00	-21.72	0.97
1415.039063	-13.00	-22.06	0.97
1417.968750	-12.99	-22.42	0.98
1420.898438	-12.98	-22.88	0.98
1423.828125	-12.99	-23.43	0.99
1426.757813	-13.02	-24.00	0.97
1429.687500	-13.07	-24.39	0.96
1432.617188	-13.13	-24.58	0.94
1435.546875	-13.19	-24.57	0.93
1438.476563	-13.26	-24.51	0.93
1441.406250	-13.30	-24.45	0.92
1444.335938	-13.32	-24.52	0.95
1447.265625	-13.34	-24.60	0.98
1450.195313	-13.33	-24.73	0.97
1453.125000	-13.32	-24.88	0.98
1456.054688	-13.30	-25.08	0.98
1458.984375	-13.28	-25.27	0.99
1461.914063	-13.27	-25.51	0.99
1464.843750	-13.25	-25.76	0.99
1467.773438	-13.24	-26.08	0.98
1470.703125	-13.24	-26.45	0.99
1473.632813	-13.25	-26.78	1.00
1476.562500	-13.26	-27.07	0.98
1479.492188	-13.27	-27.32	0.99
1482.421875	-13.29	-27.53	1.00
1485.351563	-13.30	-27.69	0.99
1488.281250	-13.31	-27.71	0.93
1491.210938	-13.32	-27.63	0.79
1494.140625	-13.29	-27.47	0.82
1497.070313	-13.25	-27.38	0.97
1500.000000	-13.21	-27.49	0.99
1502.929688	-13.16	-27.74	0.99
1505.859375	-13.12	-28.05	0.99
1508.789063	-13.09	-28.41	0.99
1511.718750	-13.05	-28.85	0.98
1514.648438	-13.03	-29.36	0.99
1517.578125	-13.02	-29.96	0.99
1520.507813	-13.03	-30.56	0.97
1523.437500	-13.05	-31.05	0.98
1526.367188	-13.08	-31.41	0.99
1529.296875	-13.10	-31.71	0.97
1532.226563	-13.13	-32.01	0.99
1535.156250	-13.15	-32.25	0.98
1538.085938	-13.17	-32.41	0.91
1541.015625	-13.17	-32.55	0.92
1543.945313	-13.13	-32.72	0.92
1546.875000	-13.08	-33.01	0.97
1549.804688	-13.03	-33.45	0.99
1552.734375	-13.00	-34.00	0.99
1555.664063	-12.97	-34.56	0.99
1558.593750	-12.97	-35.14	0.99
1561.523438	-12.99	-35.69	0.98
1564.453125	-13.02	-36.18	0.97
1567.382813	-13.07	-36.47	0.97
1570.312500	-13.12	-36.59	0.96
1573.242188	-13.16	-36.53	0.95
1576.171875	-13.19	-36.28	0.61
1579.101563	-13.22	-35.77	0.58
1582.031250	-13.23	-35.21	0.92
1584.960938	-13.21	-34.75	0.99
1587.890625	-13.18	-34.38	0.99
1590.820313	-13.14	-34.11	0.99
1593.750000	-13.10	-33.96	0.99
1596.679688	-13.05	-33.91	0.99
1599.609375	-13.00	-33.97	0.99
1602.539063	-12.94	-34.14	1.00
1605.468750	-12.89	-34.39	1.00
1608.398438	-12.85	-34.71	1.00
1611.328125	-12.81	-35.07	1.00
1614.257813	-12.77	-35.49	1.00
1617.187500	-12.75	-35.96	1.00
1620.117188	-12.74	-36.45	0.99
1623.046875	-12.74	-36.96	1.00
1625.976563	-12.75	-37.46	0.99
1628.906250	-12.76	-37.90	1.00
1631.835938	-12.78	-38.29	0.98
1634.765625	-12.80	-38.65	0.98
1637.695313	-12.84	-38.93	0.94
1640.625000	-12.88	-39.05	0.91
1643.554688	-12.91	-39.10	0.95
1646.484375	-12.94	-39.11	0.93
1649.414063	-12.95	-39.06	0.97
1652.343750	-12.96	-39.02	0.99
1655.273438	-12.98	-38.98	0.99
1658.203125	-13.01	-38.93	0.99
1661.132813	-13.03	-38.81	0.98
1664.062500	-13.06	-38.66	0.97
1666.992188	-13.10	-38.45	0.95
1669.921875	-13.15	-38.10	0.82
1672.851563	-13.21	-37.51	0.56
1675.781250	-13.26	-36.73	0.38
1678.710938	-13.27	-35.92	0.76
1681.640625	-13.25	-35.16	0.89
1684.570313	-13.21	-34.56	0.97
1687.500000	-13.18	-34.12	0.97
1690.429688	-13.13	-33.82	0.96
1693.359375	-13.09	-33.76	0.98
1696.289063	-13.06	-33.81	0.97
1699.218750	-13.03	-33.96	0.99
1702.148438	-13.01	-34.13	0.99
1705.078125	-12.99	-34.31	0.96
1708.007813	-12.98	-34.49	0.89
1710.937500	-12.96	-34.66	0.88
1713.867188	-12.92	-34.81	0.93
1716.796875	-12.89	-34.94	0.88
1719.726563	-12.84	-35.08	0.82
1722.656250	-12.78	-35.24	0.96
1725.585938	-12.73	-35.48	0.96
1728.515625	-12.69	-35.80	0.98
1731.445313	-12.64	-36.09	0.98
1734.375000	-12.60	-36.38	0.98
1737.304688	-12.55	-36.69	0.97
1740.234375	-12.51	-37.02	0.99
1743.164063	-12.46	-37.42	0.99
1746.093750	-12.42	-37.85	1.00
1749.023438	-12.39	-38.24	0.98
1751.953125	-12.37	-38.59	0.98
1754.882813	-12.34	-38.90	0.99
1757.812500	-12.32	-39.18	0.98
1760.742188	-12.29	-39.50	0.99
1763.671875	-12.26	-39.82	1.00
1766.601563	-12.23	-40.10	0.99
1769.531250	-12.20	-40.38	0.99
1772.460938	-12.17	-40.68	0.99
1775.390625	-12.14	-41.01	1.00
1778.320313	-12.11	-41.37	1.00
1781.250000	-12.09	-41.73	0.99
1784.179688	-12.07	-42.11	0.98
1787.109375	-12.06	-42.50	0.99
1790.039063	-12.06	-42.95	0.99
1792.968750	-12.07	-43.38	0.99
1795.898438	-12.08	-43.76	0.99
1798.828125	-12.10	-44.07	0.98
1801.757813	-12.12	-44.33	1.00
1804.687500	-12.14	-44.54	1.00
1807.617188	-12.16	-44.73	0.99
1810.546875	-12.17	-44.87	0.96
1813.476563	-12.18	-45.03	0.98
1816.406250	-12.18	-45.22	0.97
1819.335938	-12.18	-45.44	0.97
1822.265625	-12.18	-45.67	0.98
1825.195313	-12.18	-45.88	0.99
1828.125000	-12.18	-46.13	0.99
1831.054688	-12.18	-46.41	0.99
1833.984375	-12.18	-46.73	0.99
1836.914063	-12.19	-47.10	0.97
1839.843750	-12.21	-47.44	0.95
1842.773438	-12.23	-47.73	0.96
1845.703125	-12.25	-47.97	0.93
1848.632813	-12.25	-48.18	0.96
1851.562500	-12.24	-48.39	0.98
1854.492188	-12.23	-48.62	0.99
1857.421875	-12.22	-48.88	0.98
1860.351563	-12.21	-49.11	0.99
1863.281250	-12.20	-49.33	0.98
1866.210938	-12.19	-49.49	0.96
1869.140625	-12.19	-49.57	0.96
1872.070313	-12.18	-49.64	0.88
1875.000000	-12.17	-49.66	0.56
1877.929688	-12.15	-49.65	0.19
1880.859375	-12.13	-49.62	0.77
1883.789063	-12.08	-49.69	0.92
1886.718750	-12.03	-49.84	0.98
1889.648438	-11.98	-50.08	0.99
1892.578125	-11.94	-50.35	1.00
1895.507813	-11.90	-50.64	1.00
1898.437500	-11.86	-50.96	0.99
1901.367188	-11.82	-51.32	0.99
1904.296875	-11.79	-51.70	0.99
1907.226563	-11.76	-52.10	0.96
1910.156250	-11.74	-52.50	0.92
1913.085938	-11.72	-52.84	0.91
1916.015625	-11.70	-53.12	0.94
1918.945313	-11.68	-53.44	0.89
1921.875000	-11.66	-53.80	0.93
1924.804688	-11.63	-54.13	0.93
1927.734375	-11.61	-54.51	0.91
1930.664063	-11.59	-54.90	0.96
1933.593750	-11.57	-55.31	0.99
1936.523438	-11.55	-55.74	0.99
1939.453125	-11.53	-56.21	0.99
1942.382813	-11.51	-56.69	0.99
1945.312500	-11.50	-57.16	0.97
1948.242188	-11.51	-57.55	0.80
1951.171875	-11.52	-57.75	0.82
1954.101563	-11.53	-57.93	0.80
1957.031250	-11.55	-58.07	0.78
1959.960938	-11.56	-58.18	0.93
1962.890625	-11.56	-58.34	0.96
1965.820313	-11.55	-58.55	0.97
1968.750000	-11.53	-58.79	0.98
1971.679688	-11.52	-59.08	0.98
1974.609375	-11.50	-59.32	0.97
1977.539063	-11.50	-59.65	0.95
1980.468750	-11.49	-59.99	0.94
1983.398438	-11.49	-60.39	0.94
1986.328125	-11.50	-60.82	0.97
1989.257813	-11.52	-61.26	0.95
1992.187500	-11.55	-61.65	0.94
1995.117188	-11.58	-61.99	0.96
1998.046875	-11.62	-62.25	0.97
2000.976563	-11.67	-62.42	0.94
2003.906250	-11.70	-62.55	0.96
2006.835938	-11.74	-62.64	0.86
2009.765625	-11.78	-62.69	0.59
2012.695313	-11.82	-62.81	0.76
2015.625000	-11.85	-62.96	0.94
2018.554688	-11.88	-63.17	0.97
2021.484375	-11.92	-63.42	0.99
2024.414063	-11.96	-63.67	0.99
2027.343750	-12.00	-63.93	0.89
2030.273438	-12.06	-64.34	0.76
2033.203125	-12.13	-64.67	0.50
2036.132813	-12.19	-64.97	0.82
2039.062500	-12.24	-65.23	0.95
2041.992188	-12.29	-65.44	0.97
2044.921875	-12.33	-65.64	0.98
2047.851563	-12.37	-65.83	0.98
2050.781250	-12.41	-66.03	0.98
2053.710938	-12.44	-66.18	0.93
2056.640625	-12.48	-66.31	0.89
2059.570313	-12.50	-66.45	0.92
2062.500000	-12.53	-66.63	0.90
2065.429688	-12.56	-66.80	0.92
2068.359375	-12.58	-67.01	0.93
2071.289063	-12.60	-67.25	0.96
2074.218750	-12.63	-67.48	0.92
2077.148438	-12.66	-67.71	0.94
2080.078125	-12.69	-67.93	0.96
2083.007813	-12.72	-68.12	0.98
2085.937500	-12.75	-68.31	0.97
2088.867188	-12.78	-68.47	0.96
2091.796875	-12.83	-68.53	0.96
2094.726563	-12.87	-68.51	0.95
2097.656250	-12.91	-68.39	0.90
2100.585938	-12.95	-68.12	0.38
2103.515625	-12.97	-67.82	0.53
2106.445313	-12.97	-67.56	0.76
2109.375000	-12.96	-67.37	0.89
2112.304688	-12.94	-67.27	0.95
2115.234375	-12.91	-67.30	0.97
2118.164063	-12.88	-67.42	0.98
2121.093750	-12.86	-67.60	0.98
2124.023438	-12.84	-67.87	0.99
2126.953125	-12.83	-68.19	0.99
2129.882813	-12.83	-68.54	0.99
2132.812500	-12.83	-68.92	1.00
2135.742188	-12.84	-69.30	0.99
2138.671875	-12.86	-69.67	0.96
2141.601563	-12.89	-69.88	0.95
2144.531250	-12.92	-69.98	0.86
2147.460938	-12.96	-69.99	0.83
