	SM57_TF_0_30		
539.062500	-2.75	8.41	1.00
541.992188	-2.74	8.23	1.00
544.921875	-2.71	8.01	0.99
547.851563	-2.67	7.71	0.99
550.781250	-2.61	7.28	0.99
553.710938	-2.57	6.55	0.99
556.640625	-2.54	5.92	0.98
559.570313	-2.55	5.34	0.97
562.500000	-2.55	4.95	0.99
565.429688	-2.54	4.88	0.99
568.359375	-2.49	5.14	0.99
571.289063	-2.46	5.17	0.98
574.218750	-2.44	5.08	0.99
577.148438	-2.43	4.88	0.99
580.078125	-2.42	4.78	1.00
583.007813	-2.43	4.78	0.99
585.937500	-2.42	4.77	0.97
588.867188	-2.41	4.61	0.95
591.796875	-2.40	4.49	0.94
594.726563	-2.37	4.61	0.94
597.656250	-2.33	4.79	0.96
600.585938	-2.32	4.95	0.99
603.515625	-2.29	5.19	0.99
606.445313	-2.25	5.24	0.98
609.375000	-2.22	5.15	0.99
612.304688	-2.23	4.68	0.98
615.234375	-2.21	3.91	0.97
618.164063	-2.17	2.98	0.98
621.093750	-2.12	2.17	0.97
624.023438	-2.09	1.34	0.97
626.953125	-2.11	0.55	0.99
629.882813	-2.18	-0.00	0.97
632.812500	-2.29	-0.64	0.92
635.742188	-2.45	-1.14	0.95
638.671875	-2.63	-1.39	0.94
641.601563	-2.75	-1.34	0.94
644.531250	-2.81	-1.09	0.94
647.460938	-2.84	-1.11	0.98
650.390625	-2.90	-0.67	0.99
653.320313	-2.95	-0.19	0.99
656.250000	-3.02	0.35	0.98
659.179688	-3.07	1.05	0.99
662.109375	-3.10	1.81	0.98
665.039063	-3.13	2.50	0.97
667.968750	-3.15	2.88	0.96
670.898438	-3.18	3.00	0.98
673.828125	-3.21	2.91	0.97
676.757813	-3.22	2.83	0.99
679.687500	-3.26	2.82	0.98
682.617188	-3.27	2.82	0.97
685.546875	-3.29	2.89	0.99
688.476563	-3.31	3.19	0.97
691.406250	-3.32	3.63	0.90
694.335938	-3.28	4.15	0.92
697.265625	-3.20	4.59	0.97
700.195313	-3.11	4.86	0.99
703.125000	-3.03	5.08	1.00
706.054688	-2.95	5.26	0.99
708.984375	-2.86	5.45	0.99
711.914063	-2.75	5.65	1.00
714.843750	-2.64	5.76	1.00
717.773438	-2.53	5.81	1.00
720.703125	-2.41	5.80	0.99
723.632813	-2.31	5.76	0.98
726.562500	-2.21	5.70	0.98
729.492188	-2.13	5.36	0.99
732.421875	-2.05	4.91	1.00
735.351563	-1.99	4.40	0.99
738.281250	-1.94	3.91	0.99
741.210938	-1.91	3.52	0.99
744.140625	-1.88	3.18	1.00
747.070313	-1.84	2.79	1.00
750.000000	-1.81	2.26	0.99
752.929688	-1.79	1.54	0.99
755.859375	-1.77	0.95	1.00
758.789063	-1.76	0.48	0.99
761.718750	-1.73	0.05	0.99
764.648438	-1.73	-0.57	0.97
767.578125	-1.76	-1.21	0.99
770.507813	-1.80	-1.61	1.00
773.437500	-1.84	-1.87	1.00
776.367188	-1.87	-2.08	0.99
779.296875	-1.92	-2.29	0.97
782.226563	-1.95	-2.43	0.98
785.156250	-1.96	-2.64	0.99
788.085938	-1.99	-2.86	0.99
791.015625	-2.01	-3.10	1.00
793.945313	-2.03	-3.34	1.00
796.875000	-2.05	-3.63	0.99
799.804688	-2.09	-3.90	0.99
802.734375	-2.14	-4.17	0.96
805.664063	-2.18	-4.34	0.98
808.593750	-2.23	-4.33	0.99
811.523438	-2.28	-4.29	1.00
814.453125	-2.32	-4.21	1.00
817.382813	-2.35	-4.09	1.00
820.312500	-2.37	-3.96	1.00
823.242188	-2.39	-3.83	1.00
826.171875	-2.41	-3.71	1.00
829.101563	-2.41	-3.54	0.99
832.031250	-2.41	-3.35	0.98
834.960938	-2.42	-3.24	0.92
837.890625	-2.44	-3.18	0.93
840.820313	-2.48	-3.18	0.86
843.750000	-2.51	-3.47	0.86
846.679688	-2.53	-3.73	0.89
849.609375	-2.56	-3.94	0.92
852.539063	-2.59	-4.14	0.96
855.468750	-2.60	-4.34	0.96
858.398438	-2.61	-4.56	0.96
861.328125	-2.62	-4.78	0.98
864.257813	-2.62	-5.04	0.99
867.187500	-2.62	-5.26	0.98
870.117188	-2.62	-5.48	0.98
873.046875	-2.63	-5.59	0.99
875.976563	-2.63	-5.60	0.99
878.906250	-2.63	-5.47	1.00
881.835938	-2.63	-5.20	1.00
884.765625	-2.62	-4.87	1.00
887.695313	-2.60	-4.52	1.00
890.625000	-2.57	-4.23	0.97
893.554688	-2.55	-3.95	0.97
896.484375	-2.53	-3.64	0.99
899.414063	-2.50	-3.32	0.99
902.343750	-2.47	-3.05	1.00
905.273438	-2.43	-2.78	1.00
908.203125	-2.38	-2.55	1.00
911.132813	-2.32	-2.29	1.00
914.062500	-2.27	-2.06	1.00
916.992188	-2.21	-1.88	1.00
919.921875	-2.16	-1.75	1.00
922.851563	-2.12	-1.61	0.99
925.781250	-2.10	-1.48	0.99
928.710938	-2.08	-1.48	1.00
931.640625	-2.06	-1.46	1.00
934.570313	-2.03	-1.47	1.00
937.500000	-2.00	-1.51	1.00
940.429688	-1.97	-1.55	1.00
943.359375	-1.94	-1.64	1.00
946.289063	-1.91	-1.70	1.00
949.218750	-1.88	-1.77	1.00
952.148438	-1.83	-1.90	0.99
955.078125	-1.78	-2.09	1.00
958.007813	-1.73	-2.40	1.00
960.937500	-1.69	-2.79	1.00
963.867188	-1.65	-3.29	0.98
966.796875	-1.64	-3.85	0.98
969.726563	-1.63	-4.47	0.98
972.656250	-1.63	-5.00	1.00
975.585938	-1.63	-5.46	1.00
978.515625	-1.64	-5.86	0.99
981.445313	-1.66	-6.18	0.99
984.375000	-1.68	-6.47	0.99
987.304688	-1.70	-6.76	1.00
990.234375	-1.72	-7.06	1.00
993.164063	-1.74	-7.35	0.99
996.093750	-1.75	-7.62	0.99
999.023438	-1.78	-7.82	0.99
1001.953125	-1.81	-7.94	0.99
1004.882813	-1.85	-7.99	1.00
1007.812500	-1.87	-7.99	0.99
1010.742188	-1.89	-7.98	0.99
1013.671875	-1.90	-7.94	0.99
1016.601563	-1.89	-7.87	0.99
1019.531250	-1.89	-7.79	0.99
1022.460938	-1.88	-7.72	1.00
1025.390625	-1.86	-7.69	1.00
1028.320313	-1.86	-7.69	1.00
1031.250000	-1.84	-7.68	1.00
1034.179688	-1.83	-7.67	0.99
1037.109375	-1.82	-7.66	0.99
1040.039063	-1.81	-7.68	0.99
1042.968750	-1.79	-7.72	0.98
1045.898438	-1.77	-7.82	0.99
1048.828125	-1.76	-8.05	0.97
1051.757813	-1.75	-8.27	0.98
1054.687500	-1.73	-8.50	1.00
1057.617188	-1.71	-8.70	1.00
1060.546875	-1.69	-8.87	1.00
1063.476563	-1.68	-9.02	1.00
1066.406250	-1.66	-9.13	1.00
1069.335938	-1.63	-9.21	0.99
1072.265625	-1.61	-9.32	1.00
1075.195313	-1.60	-9.44	1.00
1078.125000	-1.58	-9.56	1.00
1081.054688	-1.56	-9.71	1.00
1083.984375	-1.55	-9.87	1.00
1086.914063	-1.53	-10.05	1.00
1089.843750	-1.52	-10.26	1.00
1092.773438	-1.51	-10.52	1.00
1095.703125	-1.49	-10.76	1.00
1098.632813	-1.49	-10.98	1.00
1101.562500	-1.48	-11.22	1.00
1104.492188	-1.48	-11.45	1.00
1107.421875	-1.49	-11.66	1.00
1110.351563	-1.51	-11.84	1.00
1113.281250	-1.52	-11.98	1.00
1116.210938	-1.53	-12.10	1.00
1119.140625	-1.54	-12.21	1.00
1122.070313	-1.54	-12.35	1.00
1125.000000	-1.55	-12.52	1.00
1127.929688	-1.55	-12.71	1.00
1130.859375	-1.56	-12.91	1.00
1133.789063	-1.58	-13.14	1.00
1136.718750	-1.58	-13.35	1.00
1139.648438	-1.60	-13.50	1.00
1142.578125	-1.61	-13.60	1.00
1145.507813	-1.63	-13.65	1.00
1148.437500	-1.65	-13.70	1.00
1151.367188	-1.67	-13.75	1.00
1154.296875	-1.69	-13.79	1.00
1157.226563	-1.71	-13.81	1.00
1160.156250	-1.74	-13.78	1.00
1163.085938	-1.76	-13.72	1.00
1166.015625	-1.78	-13.62	1.00
1168.945313	-1.80	-13.52	1.00
1171.875000	-1.81	-13.42	1.00
1174.804688	-1.82	-13.34	1.00
1177.734375	-1.83	-13.28	0.99
1180.664063	-1.83	-13.21	0.98
1183.593750	-1.84	-13.14	0.97
1186.523438	-1.83	-13.09	0.97
1189.453125	-1.82	-13.05	0.98
1192.382813	-1.80	-13.02	0.99
1195.312500	-1.78	-12.99	0.99
1198.242188	-1.76	-12.99	0.99
1201.171875	-1.73	-13.01	0.99
1204.101563	-1.70	-13.01	0.99
1207.031250	-1.67	-12.99	0.99
1209.960938	-1.64	-13.06	0.98
1212.890625	-1.61	-13.21	0.97
1215.820313	-1.57	-13.42	0.97
1218.750000	-1.53	-13.73	0.97
1221.679688	-1.49	-14.07	0.99
1224.609375	-1.46	-14.45	1.00
1227.539063	-1.43	-14.79	1.00
1230.468750	-1.41	-15.10	1.00
1233.398438	-1.39	-15.39	1.00
1236.328125	-1.37	-15.65	1.00
1239.257813	-1.36	-15.93	1.00
1242.187500	-1.34	-16.22	1.00
1245.117188	-1.34	-16.50	1.00
1248.046875	-1.34	-16.78	1.00
1250.976563	-1.34	-17.08	0.99
1253.906250	-1.36	-17.34	1.00
1256.835938	-1.37	-17.56	1.00
1259.765625	-1.39	-17.75	1.00
1262.695313	-1.41	-17.90	1.00
1265.625000	-1.43	-18.03	1.00
1268.554688	-1.44	-18.15	1.00
1271.484375	-1.46	-18.25	1.00
1274.414063	-1.47	-18.36	1.00
1277.343750	-1.49	-18.46	1.00
1280.273438	-1.51	-18.55	1.00
1283.203125	-1.53	-18.65	1.00
1286.132813	-1.54	-18.75	1.00
1289.062500	-1.56	-18.85	1.00
1291.992188	-1.59	-18.93	1.00
1294.921875	-1.61	-18.97	1.00
1297.851563	-1.63	-18.99	1.00
1300.781250	-1.65	-18.99	1.00
1303.710938	-1.68	-18.98	1.00
1306.640625	-1.70	-18.94	1.00
1309.570313	-1.73	-18.86	1.00
1312.500000	-1.75	-18.77	1.00
1315.429688	-1.76	-18.67	1.00
1318.359375	-1.77	-18.58	1.00
1321.289063	-1.78	-18.49	1.00
1324.218750	-1.79	-18.40	1.00
1327.148438	-1.80	-18.31	1.00
1330.078125	-1.80	-18.21	1.00
1333.007813	-1.80	-18.12	1.00
1335.937500	-1.80	-18.03	1.00
1338.867188	-1.80	-17.95	0.99
1341.796875	-1.81	-17.88	0.98
1344.726563	-1.81	-17.81	0.96
1347.656250	-1.82	-17.75	0.90
1350.585938	-1.82	-17.72	0.93
1353.515625	-1.81	-17.72	0.96
1356.445313	-1.81	-17.73	0.98
1359.375000	-1.81	-17.81	0.99
1362.304688	-1.82	-17.93	0.99
1365.234375	-1.82	-18.08	0.97
1368.164063	-1.82	-18.27	0.95
1371.093750	-1.83	-18.47	0.94
1374.023438	-1.85	-18.57	0.97
1376.953125	-1.86	-18.66	0.99
1379.882813	-1.88	-18.73	0.98
1382.812500	-1.90	-18.80	0.96
1385.742188	-1.91	-18.86	0.96
1388.671875	-1.92	-18.89	0.96
1391.601563	-1.91	-18.89	0.96
1394.531250	-1.89	-18.87	0.97
1397.460938	-1.87	-18.86	0.99
1400.390625	-1.83	-18.84	1.00
1403.320313	-1.80	-18.85	1.00
1406.250000	-1.76	-18.89	1.00
1409.179688	-1.72	-18.96	1.00
1412.109375	-1.67	-19.09	1.00
1415.039063	-1.63	-19.28	0.99
1417.968750	-1.60	-19.49	1.00
1420.898438	-1.56	-19.71	1.00
1423.828125	-1.53	-19.96	0.99
1426.757813	-1.50	-20.21	1.00
1429.687500	-1.48	-20.47	1.00
1432.617188	-1.46	-20.75	1.00
1435.546875	-1.45	-21.01	1.00
1438.476563	-1.45	-21.25	1.00
1441.406250	-1.45	-21.47	1.00
1444.335938	-1.45	-21.66	1.00
1447.265625	-1.45	-21.81	1.00
1450.195313	-1.44	-21.93	0.99
1453.125000	-1.44	-22.05	1.00
1456.054688	-1.43	-22.18	1.00
1458.984375	-1.42	-22.33	1.00
1461.914063	-1.41	-22.52	1.00
1464.843750	-1.41	-22.72	1.00
1467.773438	-1.40	-22.93	1.00
1470.703125	-1.40	-23.15	1.00
1473.632813	-1.40	-23.37	0.99
1476.562500	-1.40	-23.57	1.00
1479.492188	-1.41	-23.76	1.00
1482.421875	-1.41	-23.94	1.00
1485.351563	-1.42	-24.10	1.00
1488.281250	-1.43	-24.23	1.00
1491.210938	-1.44	-24.35	1.00
1494.140625	-1.44	-24.44	1.00
1497.070313	-1.44	-24.53	1.00
1500.000000	-1.44	-24.64	1.00
1502.929688	-1.44	-24.75	1.00
1505.859375	-1.44	-24.87	1.00
1508.789063	-1.44	-25.00	1.00
1511.718750	-1.43	-25.13	1.00
1514.648438	-1.44	-25.28	0.99
1517.578125	-1.45	-25.42	0.99
1520.507813	-1.45	-25.53	1.00
1523.437500	-1.46	-25.62	0.99
1526.367188	-1.47	-25.73	0.99
1529.296875	-1.47	-25.82	1.00
1532.226563	-1.47	-25.93	1.00
1535.156250	-1.48	-26.03	1.00
1538.085938	-1.49	-26.15	1.00
1541.015625	-1.50	-26.29	1.00
1543.945313	-1.51	-26.43	0.99
1546.875000	-1.53	-26.58	1.00
1549.804688	-1.55	-26.72	1.00
1552.734375	-1.58	-26.83	1.00
1555.664063	-1.61	-26.90	1.00
1558.593750	-1.64	-26.94	1.00
1561.523438	-1.68	-26.96	1.00
1564.453125	-1.71	-26.95	1.00
1567.382813	-1.74	-26.93	1.00
1570.312500	-1.78	-26.88	0.99
1573.242188	-1.81	-26.81	1.00
1576.171875	-1.84	-26.69	1.00
1579.101563	-1.86	-26.55	1.00
1582.031250	-1.88	-26.39	1.00
1584.960938	-1.90	-26.23	1.00
1587.890625	-1.91	-26.04	1.00
1590.820313	-1.91	-25.85	1.00
1593.750000	-1.91	-25.66	0.99
1596.679688	-1.90	-25.51	1.00
1599.609375	-1.90	-25.38	1.00
1602.539063	-1.89	-25.26	1.00
1605.468750	-1.88	-25.14	1.00
1608.398438	-1.88	-25.00	1.00
1611.328125	-1.87	-24.87	1.00
1614.257813	-1.85	-24.76	0.99
1617.187500	-1.83	-24.67	0.99
1620.117188	-1.81	-24.61	0.99
1623.046875	-1.79	-24.59	1.00
1625.976563	-1.77	-24.58	1.00
1628.906250	-1.74	-24.60	1.00
1631.835938	-1.70	-24.65	1.00
1634.765625	-1.67	-24.77	1.00
1637.695313	-1.64	-24.94	0.99
1640.625000	-1.61	-25.15	0.99
1643.554688	-1.59	-25.39	1.00
1646.484375	-1.57	-25.62	1.00
1649.414063	-1.55	-25.84	1.00
1652.343750	-1.54	-26.07	1.00
1655.273438	-1.52	-26.29	1.00
1658.203125	-1.51	-26.51	1.00
1661.132813	-1.50	-26.71	0.99
1664.062500	-1.49	-26.91	0.99
1666.992188	-1.48	-27.13	0.99
1669.921875	-1.48	-27.36	0.99
1672.851563	-1.48	-27.60	0.99
1675.781250	-1.49	-27.80	0.99
1678.710938	-1.49	-27.94	1.00
1681.640625	-1.50	-28.06	1.00
1684.570313	-1.50	-28.18	1.00
1687.500000	-1.50	-28.32	1.00
1690.429688	-1.50	-28.45	1.00
1693.359375	-1.51	-28.56	1.00
1696.289063	-1.51	-28.69	1.00
1699.218750	-1.52	-28.82	0.99
1702.148438	-1.52	-28.97	0.99
1705.078125	-1.53	-29.15	1.00
1708.007813	-1.55	-29.34	1.00
1710.937500	-1.57	-29.49	0.99
1713.867188	-1.59	-29.61	1.00
1716.796875	-1.61	-29.70	1.00
1719.726563	-1.63	-29.78	1.00
1722.656250	-1.65	-29.85	1.00
1725.585938	-1.67	-29.94	0.99
1728.515625	-1.69	-30.01	1.00
1731.445313	-1.70	-30.09	1.00
1734.375000	-1.72	-30.15	1.00
1737.304688	-1.74	-30.21	1.00
1740.234375	-1.75	-30.27	1.00
1743.164063	-1.77	-30.32	1.00
1746.093750	-1.79	-30.35	1.00
1749.023438	-1.81	-30.36	1.00
1751.953125	-1.83	-30.36	1.00
1754.882813	-1.85	-30.32	1.00
1757.812500	-1.86	-30.27	1.00
1760.742188	-1.88	-30.20	1.00
1763.671875	-1.89	-30.13	1.00
1766.601563	-1.89	-30.06	1.00
1769.531250	-1.89	-30.01	1.00
1772.460938	-1.89	-29.98	1.00
1775.390625	-1.89	-29.96	1.00
1778.320313	-1.88	-29.95	1.00
1781.250000	-1.88	-29.97	1.00
1784.179688	-1.88	-29.99	1.00
1787.109375	-1.87	-30.01	1.00
1790.039063	-1.87	-30.03	1.00
1792.968750	-1.87	-30.06	1.00
1795.898438	-1.86	-30.09	1.00
1798.828125	-1.86	-30.13	1.00
1801.757813	-1.86	-30.18	1.00
1804.687500	-1.85	-30.25	1.00
1807.617188	-1.85	-30.33	0.99
1810.546875	-1.85	-30.44	1.00
1813.476563	-1.86	-30.53	1.00
1816.406250	-1.86	-30.60	1.00
1819.335938	-1.87	-30.65	1.00
1822.265625	-1.88	-30.68	1.00
1825.195313	-1.88	-30.70	1.00
1828.125000	-1.89	-30.73	1.00
1831.054688	-1.89	-30.77	1.00
1833.984375	-1.90	-30.81	0.99
1836.914063	-1.91	-30.85	0.99
1839.843750	-1.92	-30.87	1.00
1842.773438	-1.93	-30.86	1.00
1845.703125	-1.93	-30.84	1.00
1848.632813	-1.93	-30.82	1.00
1851.562500	-1.93	-30.81	1.00
1854.492188	-1.93	-30.79	1.00
1857.421875	-1.92	-30.76	1.00
1860.351563	-1.92	-30.75	1.00
1863.281250	-1.91	-30.73	1.00
1866.210938	-1.91	-30.70	1.00
1869.140625	-1.89	-30.68	1.00
1872.070313	-1.88	-30.68	1.00
1875.000000	-1.86	-30.70	1.00
1877.929688	-1.84	-30.75	1.00
1880.859375	-1.83	-30.84	1.00
1883.789063	-1.82	-30.96	0.99
1886.718750	-1.81	-31.08	1.00
1889.648438	-1.80	-31.18	1.00
1892.578125	-1.79	-31.29	1.00
1895.507813	-1.77	-31.42	1.00
1898.437500	-1.76	-31.56	1.00
1901.367188	-1.75	-31.73	1.00
1904.296875	-1.74	-31.90	0.99
1907.226563	-1.74	-32.05	0.99
1910.156250	-1.74	-32.19	1.00
1913.085938	-1.74	-32.33	0.99
1916.015625	-1.74	-32.48	0.99
1918.945313	-1.74	-32.60	0.99
1921.875000	-1.75	-32.69	1.00
1924.804688	-1.76	-32.77	1.00
1927.734375	-1.76	-32.84	1.00
1930.664063	-1.76	-32.93	1.00
1933.593750	-1.76	-33.04	1.00
1936.523438	-1.77	-33.18	1.00
1939.453125	-1.77	-33.34	0.99
1942.382813	-1.78	-33.48	1.00
1945.312500	-1.79	-33.62	0.99
1948.242188	-1.81	-33.74	1.00
1951.171875	-1.82	-33.83	1.00
1954.101563	-1.84	-33.88	1.00
1957.031250	-1.85	-33.91	1.00
1959.960938	-1.86	-33.93	1.00
1962.890625	-1.87	-33.93	1.00
1965.820313	-1.88	-33.91	1.00
1968.750000	-1.89	-33.89	1.00
1971.679688	-1.89	-33.87	1.00
1974.609375	-1.90	-33.86	1.00
1977.539063	-1.90	-33.85	1.00
1980.468750	-1.90	-33.86	1.00
1983.398438	-1.90	-33.87	1.00
1986.328125	-1.89	-33.88	1.00
1989.257813	-1.89	-33.88	1.00
1992.187500	-1.89	-33.89	1.00
1995.117188	-1.89	-33.88	1.00
1998.046875	-1.89	-33.88	1.00
2000.976563	-1.88	-33.88	1.00
2003.906250	-1.88	-33.86	1.00
2006.835938	-1.87	-33.85	1.00
2009.765625	-1.87	-33.83	1.00
2012.695313	-1.86	-33.84	1.00
2015.625000	-1.85	-33.86	1.00
2018.554688	-1.84	-33.90	1.00
2021.484375	-1.84	-33.96	1.00
2024.414063	-1.84	-34.00	1.00
2027.343750	-1.83	-34.03	1.00
2030.273438	-1.83	-34.06	1.00
2033.203125	-1.82	-34.10	1.00
2036.132813	-1.82	-34.13	1.00
2039.062500	-1.81	-34.16	1.00
2041.992188	-1.80	-34.19	1.00
2044.921875	-1.80	-34.22	1.00
2047.851563	-1.79	-34.26	1.00
2050.781250	-1.78	-34.30	1.00
2053.710938	-1.76	-34.35	1.00
2056.640625	-1.75	-34.41	1.00
2059.570313	-1.74	-34.48	1.00
2062.500000	-1.72	-34.56	1.00
2065.429688	-1.71	-34.68	1.00
2068.359375	-1.70	-34.81	1.00
2071.289063	-1.69	-34.95	0.99
2074.218750	-1.68	-35.08	1.00
2077.148438	-1.68	-35.21	1.00
2080.078125	-1.68	-35.34	1.00
2083.007813	-1.68	-35.47	1.00
2085.937500	-1.68	-35.60	1.00
2088.867188	-1.68	-35.75	0.99
2091.796875	-1.68	-35.88	1.00
2094.726563	-1.69	-36.01	1.00
2097.656250	-1.69	-36.13	1.00
2100.585938	-1.69	-36.26	1.00
2103.515625	-1.70	-36.38	1.00
2106.445313	-1.70	-36.49	1.00
2109.375000	-1.71	-36.60	1.00
2112.304688	-1.72	-36.70	1.00
2115.234375	-1.72	-36.81	1.00
2118.164063	-1.73	-36.91	1.00
2121.093750	-1.73	-37.00	1.00
2124.023438	-1.74	-37.08	1.00
2126.953125	-1.75	-37.16	1.00
