	SM57_TF_0_105		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
2.929688	-56.55	177.40	0.63
5.859375	-51.99	175.82	0.74
8.789063	-46.44	152.22	0.63
11.718750	-38.34	120.89	0.76
14.648438	-33.88	-171.08	0.98
17.578125	-33.79	-172.73	0.99
20.507813	-34.30	-177.60	0.87
23.437500	-28.72	136.90	0.91
26.367188	-29.75	154.59	0.83
29.296875	-30.05	176.46	0.91
32.226563	-26.22	158.99	0.92
35.156250	-23.18	137.51	0.97
38.085938	-22.08	134.45	0.99
41.015625	-22.07	131.10	0.97
43.945313	-20.29	141.36	0.97
46.875000	-16.14	119.72	0.82
49.804688	-14.07	105.52	0.89
52.734375	-16.84	111.67	0.98
55.664063	-17.66	110.32	0.98
58.593750	-20.04	136.77	0.90
61.523438	-21.26	144.84	0.95
64.453125	-21.12	128.44	0.96
67.382813	-20.00	162.54	0.78
70.312500	-18.35	152.60	0.94
73.242188	-16.85	143.24	0.99
76.171875	-15.59	138.99	0.99
79.101563	-14.34	122.44	0.99
82.031250	-14.31	118.36	0.99
84.960938	-13.04	99.74	0.98
87.890625	-12.25	91.03	0.98
90.820313	-16.17	58.07	0.79
93.750000	-16.26	-111.05	0.31
96.679688	-10.12	144.36	0.95
99.609375	-12.05	116.67	0.97
102.539063	-11.21	108.31	1.00
105.468750	-11.68	105.88	1.00
108.398438	-12.37	106.09	0.99
111.328125	-11.23	105.51	0.98
114.257813	-10.68	93.53	0.99
117.187500	-11.41	90.32	1.00
120.117188	-10.76	90.41	1.00
123.046875	-10.39	86.03	1.00
125.976563	-10.31	83.39	1.00
128.906250	-10.18	80.69	1.00
131.835938	-10.33	74.23	1.00
134.765625	-10.51	71.57	1.00
137.695313	-10.49	69.60	1.00
140.625000	-10.56	68.03	1.00
143.554688	-10.90	67.20	1.00
146.484375	-10.89	65.17	0.99
149.414063	-10.69	59.37	0.99
152.343750	-10.88	54.45	0.98
155.273438	-11.50	52.54	0.92
158.203125	-10.14	63.06	0.82
161.132813	-9.33	64.39	0.99
164.062500	-9.32	60.93	0.99
166.992188	-9.21	55.09	0.99
169.921875	-9.50	50.82	0.99
172.851563	-10.43	46.31	0.98
175.781250	-11.17	44.37	0.99
178.710938	-11.37	47.79	0.99
181.640625	-10.82	50.51	0.99
184.570313	-10.20	49.84	1.00
187.500000	-9.87	47.82	1.00
190.429688	-9.83	43.96	1.00
193.359375	-9.97	37.34	1.00
196.289063	-10.43	32.72	1.00
199.218750	-11.08	27.61	0.99
202.148438	-11.84	25.82	0.98
205.078125	-12.63	28.89	0.96
208.007813	-13.01	35.11	0.98
210.937500	-13.03	41.07	0.99
213.867188	-12.55	45.69	0.99
216.796875	-12.02	43.89	0.97
219.726563	-11.90	41.55	0.98
222.656250	-12.16	39.78	0.99
225.585938	-12.55	41.66	0.98
228.515625	-12.52	44.88	0.99
231.445313	-12.09	46.50	0.98
234.375000	-11.51	44.71	0.99
237.304688	-11.06	39.97	0.99
240.234375	-10.98	36.25	1.00
243.164063	-11.12	34.16	1.00
246.093750	-11.53	32.83	1.00
249.023438	-11.91	31.92	1.00
251.953125	-12.29	31.54	0.99
254.882813	-12.58	34.06	0.99
257.812500	-12.43	35.98	1.00
260.742188	-12.06	37.09	1.00
263.671875	-11.67	37.31	1.00
266.601563	-11.26	35.88	1.00
269.531250	-11.07	33.91	1.00
272.460938	-10.94	31.81	1.00
275.390625	-10.82	29.76	1.00
278.320313	-10.78	26.76	1.00
281.250000	-10.93	23.12	1.00
284.179688	-11.37	19.21	0.99
287.109375	-12.05	16.20	1.00
290.039063	-12.81	15.27	0.99
292.968750	-13.63	16.03	0.99
295.898438	-14.16	17.98	0.99
298.828125	-14.51	20.60	0.96
301.757813	-14.70	24.30	0.90
304.687500	-14.63	28.33	0.93
307.617188	-14.23	31.72	0.96
310.546875	-13.90	34.37	0.99
313.476563	-13.74	35.04	0.99
316.406250	-13.73	35.63	0.97
319.335938	-13.70	37.92	0.93
322.265625	-13.56	40.44	0.98
325.195313	-13.37	40.72	0.98
328.125000	-13.37	39.70	0.98
331.054688	-13.11	39.64	0.94
333.984375	-12.74	38.87	0.98
336.914063	-12.68	39.13	0.98
339.843750	-12.48	40.21	0.95
342.773438	-12.19	43.10	0.95
345.703125	-11.74	43.78	0.98
348.632813	-11.31	41.76	0.98
351.562500	-11.08	39.47	0.99
354.492188	-11.02	37.32	1.00
357.421875	-11.07	35.77	1.00
360.351563	-11.13	34.95	1.00
363.281250	-11.17	34.40	1.00
366.210938	-11.13	33.86	1.00
369.140625	-11.01	33.26	0.99
372.070313	-10.86	31.89	0.99
375.000000	-10.78	30.69	1.00
377.929688	-10.76	29.72	1.00
380.859375	-10.80	28.86	1.00
383.789063	-10.84	28.16	1.00
386.718750	-10.87	27.47	1.00
389.648438	-10.90	26.87	1.00
392.578125	-10.96	26.19	1.00
395.507813	-11.04	25.38	1.00
398.437500	-11.18	24.52	1.00
401.367188	-11.35	24.12	1.00
404.296875	-11.51	24.27	1.00
407.226563	-11.67	24.49	1.00
410.156250	-11.83	24.90	0.99
413.085938	-11.93	25.68	0.99
416.015625	-11.92	26.56	1.00
418.945313	-11.91	27.23	1.00
421.875000	-11.89	27.95	1.00
424.804688	-11.84	28.78	1.00
427.734375	-11.74	29.39	1.00
