	ECM8000_TF_45_45		
166.992188	-0.30	10.09	1.00
169.921875	-0.29	9.68	1.00
172.851563	-0.28	9.22	1.00
175.781250	-0.30	8.99	1.00
178.710938	-0.33	8.92	1.00
181.640625	-0.36	8.99	1.00
184.570313	-0.38	8.69	1.00
187.500000	-0.38	8.25	1.00
190.429688	-0.36	7.81	1.00
193.359375	-0.36	7.54	1.00
196.289063	-0.37	7.33	1.00
199.218750	-0.40	7.29	1.00
202.148438	-0.43	7.02	1.00
205.078125	-0.45	6.82	1.00
208.007813	-0.48	6.67	1.00
210.937500	-0.50	6.61	1.00
213.867188	-0.50	6.65	1.00
216.796875	-0.50	6.62	1.00
219.726563	-0.49	6.45	1.00
222.656250	-0.49	6.29	1.00
225.585938	-0.48	6.14	1.00
228.515625	-0.50	6.06	1.00
231.445313	-0.51	6.06	1.00
234.375000	-0.52	6.09	1.00
237.304688	-0.50	6.13	1.00
240.234375	-0.48	6.03	1.00
243.164063	-0.46	5.77	1.00
246.093750	-0.45	5.59	1.00
249.023438	-0.45	5.46	1.00
251.953125	-0.45	5.34	1.00
254.882813	-0.46	5.20	1.00
257.812500	-0.46	5.11	1.00
260.742188	-0.46	4.98	1.00
263.671875	-0.47	4.81	1.00
266.601563	-0.47	4.65	1.00
269.531250	-0.48	4.55	1.00
272.460938	-0.48	4.52	1.00
275.390625	-0.49	4.53	1.00
278.320313	-0.49	4.53	1.00
281.250000	-0.49	4.52	1.00
284.179688	-0.48	4.50	1.00
287.109375	-0.48	4.52	1.00
290.039063	-0.48	4.46	1.00
292.968750	-0.49	4.32	1.00
295.898438	-0.48	4.18	1.00
298.828125	-0.48	4.02	1.00
301.757813	-0.49	3.89	1.00
304.687500	-0.50	3.82	1.00
307.617188	-0.51	3.80	1.00
310.546875	-0.50	3.81	1.00
313.476563	-0.51	3.75	1.00
316.406250	-0.52	3.66	1.00
319.335938	-0.51	3.60	1.00
322.265625	-0.50	3.54	1.00
325.195313	-0.48	3.45	1.00
328.125000	-0.47	3.32	1.00
331.054688	-0.46	3.21	1.00
333.984375	-0.44	3.06	1.00
336.914063	-0.43	2.95	1.00
339.843750	-0.42	2.87	1.00
342.773438	-0.42	2.83	1.00
345.703125	-0.43	2.86	1.00
348.632813	-0.44	2.92	1.00
351.562500	-0.43	2.98	1.00
354.492188	-0.39	2.97	1.00
357.421875	-0.39	2.93	1.00
360.351563	-0.41	2.81	1.00
363.281250	-0.42	2.74	1.00
366.210938	-0.44	2.71	1.00
369.140625	-0.45	2.62	1.00
372.070313	-0.45	2.50	1.00
375.000000	-0.46	2.43	1.00
377.929688	-0.47	2.38	1.00
380.859375	-0.48	2.32	1.00
383.789063	-0.50	2.32	1.00
386.718750	-0.50	2.27	1.00
389.648438	-0.50	2.22	1.00
392.578125	-0.50	2.18	1.00
395.507813	-0.51	2.17	1.00
398.437500	-0.51	2.17	1.00
401.367188	-0.51	2.13	1.00
404.296875	-0.51	2.07	1.00
407.226563	-0.51	2.02	1.00
410.156250	-0.51	1.96	1.00
413.085938	-0.50	1.90	1.00
416.015625	-0.49	1.84	1.00
418.945313	-0.49	1.77	1.00
421.875000	-0.49	1.69	1.00
424.804688	-0.49	1.58	1.00
427.734375	-0.48	1.47	1.00
430.664063	-0.48	1.32	1.00
433.593750	-0.48	1.20	1.00
436.523438	-0.48	1.09	1.00
439.453125	-0.49	1.00	1.00
442.382813	-0.51	0.88	1.00
445.312500	-0.52	0.75	1.00
448.242188	-0.54	0.64	1.00
451.171875	-0.57	0.52	1.00
454.101563	-0.60	0.40	1.00
457.031250	-0.63	0.34	1.00
459.960938	-0.65	0.28	1.00
462.890625	-0.66	0.23	1.00
465.820313	-0.67	0.19	1.00
468.750000	-0.68	0.14	1.00
471.679688	-0.68	0.13	1.00
474.609375	-0.69	0.17	1.00
477.539063	-0.70	0.22	1.00
480.468750	-0.71	0.24	1.00
483.398438	-0.72	0.24	1.00
486.328125	-0.75	0.29	1.00
489.257813	-0.78	0.45	1.00
492.187500	-0.79	0.60	1.00
495.117188	-0.78	0.67	1.00
498.046875	-0.76	0.74	1.00
500.976563	-0.75	0.81	1.00
503.906250	-0.73	0.89	1.00
506.835938	-0.73	0.94	1.00
509.765625	-0.73	0.99	1.00
512.695313	-0.74	0.98	1.00
515.625000	-0.74	0.96	1.00
518.554688	-0.75	0.94	1.00
521.484375	-0.74	0.81	1.00
524.414063	-0.73	0.80	1.00
527.343750	-0.72	0.86	1.00
530.273438	-0.73	0.95	1.00
533.203125	-0.75	1.11	1.00
536.132813	-0.75	1.31	1.00
539.062500	-0.73	1.39	1.00
541.992188	-0.71	1.34	1.00
544.921875	-0.69	1.08	1.00
547.851563	-0.67	0.79	1.00
550.781250	-0.65	0.45	1.00
553.710938	-0.63	0.22	1.00
556.640625	-0.61	0.04	1.00
559.570313	-0.60	-0.16	1.00
562.500000	-0.62	-0.27	1.00
565.429688	-0.62	-0.35	1.00
568.359375	-0.63	-0.35	1.00
571.289063	-0.64	-0.29	1.00
574.218750	-0.64	-0.24	1.00
577.148438	-0.65	-0.16	1.00
580.078125	-0.66	-0.13	1.00
583.007813	-0.65	-0.11	1.00
585.937500	-0.64	-0.19	1.00
588.867188	-0.62	-0.26	1.00
591.796875	-0.62	-0.31	1.00
594.726563	-0.62	-0.33	1.00
597.656250	-0.62	-0.33	1.00
600.585938	-0.61	-0.34	1.00
603.515625	-0.59	-0.35	1.00
606.445313	-0.58	-0.35	1.00
609.375000	-0.56	-0.32	1.00
612.304688	-0.55	-0.35	1.00
615.234375	-0.56	-0.44	1.00
618.164063	-0.56	-0.56	1.00
621.093750	-0.56	-0.70	1.00
624.023438	-0.57	-0.87	1.00
626.953125	-0.58	-1.05	1.00
629.882813	-0.59	-1.24	1.00
632.812500	-0.59	-1.39	1.00
635.742188	-0.60	-1.48	1.00
638.671875	-0.60	-1.51	1.00
641.601563	-0.60	-1.56	1.00
644.531250	-0.61	-1.62	1.00
647.460938	-0.61	-1.68	1.00
650.390625	-0.62	-1.73	1.00
653.320313	-0.63	-1.77	1.00
656.250000	-0.63	-1.80	1.00
659.179688	-0.64	-1.82	1.00
662.109375	-0.65	-1.83	1.00
665.039063	-0.66	-1.81	1.00
667.968750	-0.67	-1.80	1.00
670.898438	-0.68	-1.80	1.00
673.828125	-0.68	-1.82	1.00
676.757813	-0.68	-1.83	1.00
679.687500	-0.68	-1.83	1.00
682.617188	-0.68	-1.82	1.00
685.546875	-0.68	-1.82	1.00
688.476563	-0.67	-1.81	1.00
691.406250	-0.67	-1.79	1.00
694.335938	-0.67	-1.73	1.00
697.265625	-0.67	-1.67	1.00
700.195313	-0.67	-1.62	1.00
703.125000	-0.66	-1.57	1.00
706.054688	-0.65	-1.55	1.00
708.984375	-0.63	-1.54	1.00
711.914063	-0.61	-1.56	1.00
714.843750	-0.59	-1.56	1.00
717.773438	-0.59	-1.60	1.00
720.703125	-0.59	-1.64	1.00
723.632813	-0.60	-1.70	1.00
726.562500	-0.62	-1.73	1.00
729.492188	-0.63	-1.76	1.00
732.421875	-0.64	-1.81	1.00
735.351563	-0.66	-1.85	1.00
738.281250	-0.67	-1.87	1.00
741.210938	-0.69	-1.88	1.00
744.140625	-0.70	-1.83	1.00
747.070313	-0.71	-1.78	1.00
750.000000	-0.71	-1.73	1.00
752.929688	-0.71	-1.68	1.00
755.859375	-0.71	-1.63	1.00
758.789063	-0.71	-1.59	1.00
761.718750	-0.70	-1.55	1.00
764.648438	-0.70	-1.54	1.00
767.578125	-0.70	-1.50	1.00
770.507813	-0.70	-1.45	1.00
773.437500	-0.69	-1.37	1.00
776.367188	-0.69	-1.30	1.00
779.296875	-0.68	-1.26	1.00
782.226563	-0.66	-1.24	1.00
785.156250	-0.65	-1.26	1.00
788.085938	-0.64	-1.33	1.00
791.015625	-0.63	-1.42	1.00
793.945313	-0.62	-1.52	1.00
796.875000	-0.62	-1.63	1.00
799.804688	-0.61	-1.72	1.00
802.734375	-0.62	-1.81	1.00
805.664063	-0.62	-1.88	1.00
808.593750	-0.63	-1.95	1.00
811.523438	-0.62	-2.00	1.00
814.453125	-0.62	-2.07	1.00
817.382813	-0.61	-2.14	1.00
820.312500	-0.61	-2.24	1.00
823.242188	-0.61	-2.36	1.00
826.171875	-0.61	-2.49	1.00
829.101563	-0.61	-2.61	1.00
832.031250	-0.61	-2.74	1.00
834.960938	-0.61	-2.87	1.00
837.890625	-0.61	-3.02	1.00
840.820313	-0.61	-3.18	1.00
843.750000	-0.62	-3.34	1.00
846.679688	-0.63	-3.48	1.00
849.609375	-0.65	-3.63	1.00
852.539063	-0.68	-3.76	1.00
855.468750	-0.70	-3.84	1.00
858.398438	-0.73	-3.90	1.00
861.328125	-0.76	-3.96	1.00
864.257813	-0.79	-4.04	1.00
867.187500	-0.82	-4.10	1.00
870.117188	-0.85	-4.14	1.00
873.046875	-0.89	-4.16	1.00
875.976563	-0.92	-4.13	1.00
878.906250	-0.95	-4.06	1.00
881.835938	-0.98	-3.93	1.00
884.765625	-1.01	-3.75	1.00
887.695313	-1.04	-3.54	1.00
890.625000	-1.05	-3.32	1.00
893.554688	-1.07	-3.10	1.00
896.484375	-1.07	-2.90	1.00
899.414063	-1.08	-2.69	1.00
902.343750	-1.07	-2.50	1.00
905.273438	-1.05	-2.35	1.00
908.203125	-1.03	-2.22	1.00
911.132813	-1.02	-2.12	1.00
914.062500	-1.00	-2.04	1.00
916.992188	-0.98	-1.97	1.00
919.921875	-0.96	-1.92	1.00
922.851563	-0.94	-1.90	1.00
925.781250	-0.92	-1.90	1.00
928.710938	-0.91	-1.91	1.00
931.640625	-0.90	-1.94	1.00
934.570313	-0.89	-1.98	1.00
937.500000	-0.89	-2.02	1.00
940.429688	-0.88	-2.06	1.00
943.359375	-0.87	-2.10	1.00
946.289063	-0.86	-2.14	1.00
949.218750	-0.86	-2.20	1.00
952.148438	-0.86	-2.26	1.00
955.078125	-0.85	-2.31	1.00
958.007813	-0.86	-2.37	1.00
960.937500	-0.86	-2.43	1.00
963.867188	-0.86	-2.47	1.00
966.796875	-0.87	-2.51	1.00
969.726563	-0.88	-2.53	1.00
972.656250	-0.89	-2.53	1.00
975.585938	-0.91	-2.51	1.00
978.515625	-0.91	-2.48	1.00
981.445313	-0.92	-2.43	1.00
984.375000	-0.93	-2.40	1.00
987.304688	-0.93	-2.38	1.00
990.234375	-0.93	-2.39	1.00
993.164063	-0.93	-2.39	1.00
996.093750	-0.93	-2.40	1.00
999.023438	-0.93	-2.40	1.00
1001.953125	-0.93	-2.41	1.00
1004.882813	-0.92	-2.40	1.00
1007.812500	-0.92	-2.36	1.00
1010.742188	-0.92	-2.32	1.00
1013.671875	-0.91	-2.30	1.00
1016.601563	-0.91	-2.29	1.00
1019.531250	-0.90	-2.28	1.00
1022.460938	-0.90	-2.28	1.00
1025.390625	-0.89	-2.29	1.00
1028.320313	-0.89	-2.30	1.00
1031.250000	-0.88	-2.29	1.00
1034.179688	-0.87	-2.29	1.00
1037.109375	-0.86	-2.31	1.00
1040.039063	-0.86	-2.34	1.00
1042.968750	-0.85	-2.39	1.00
1045.898438	-0.84	-2.44	1.00
1048.828125	-0.84	-2.50	1.00
1051.757813	-0.84	-2.58	1.00
1054.687500	-0.84	-2.65	1.00
1057.617188	-0.84	-2.71	1.00
1060.546875	-0.84	-2.76	1.00
1063.476563	-0.84	-2.79	1.00
1066.406250	-0.84	-2.84	1.00
1069.335938	-0.85	-2.89	1.00
1072.265625	-0.85	-2.95	1.00
1075.195313	-0.85	-3.01	1.00
1078.125000	-0.86	-3.07	1.00
1081.054688	-0.86	-3.13	1.00
1083.984375	-0.87	-3.20	1.00
1086.914063	-0.88	-3.27	1.00
1089.843750	-0.89	-3.32	1.00
1092.773438	-0.90	-3.37	1.00
1095.703125	-0.90	-3.40	1.00
1098.632813	-0.91	-3.43	1.00
1101.562500	-0.91	-3.46	1.00
1104.492188	-0.92	-3.48	1.00
1107.421875	-0.93	-3.51	1.00
1110.351563	-0.93	-3.53	1.00
1113.281250	-0.94	-3.55	1.00
1116.210938	-0.94	-3.56	1.00
1119.140625	-0.95	-3.56	1.00
1122.070313	-0.95	-3.56	1.00
1125.000000	-0.96	-3.57	1.00
1127.929688	-0.97	-3.58	1.00
1130.859375	-0.97	-3.59	1.00
1133.789063	-0.98	-3.60	1.00
1136.718750	-0.99	-3.60	1.00
1139.648438	-1.00	-3.59	1.00
1142.578125	-1.00	-3.58	1.00
1145.507813	-1.01	-3.55	1.00
1148.437500	-1.01	-3.51	1.00
1151.367188	-1.01	-3.47	1.00
1154.296875	-1.01	-3.43	1.00
1157.226563	-1.01	-3.41	1.00
1160.156250	-1.01	-3.38	1.00
1163.085938	-1.01	-3.35	1.00
1166.015625	-1.01	-3.30	1.00
1168.945313	-1.02	-3.27	1.00
1171.875000	-1.02	-3.25	1.00
1174.804688	-1.02	-3.22	1.00
1177.734375	-1.02	-3.19	1.00
1180.664063	-1.02	-3.15	1.00
1183.593750	-1.01	-3.11	1.00
1186.523438	-1.01	-3.06	1.00
1189.453125	-1.00	-3.02	1.00
1192.382813	-1.00	-2.98	1.00
1195.312500	-0.99	-2.94	1.00
1198.242188	-0.98	-2.91	1.00
1201.171875	-0.98	-2.90	1.00
1204.101563	-0.97	-2.90	1.00
1207.031250	-0.96	-2.91	1.00
1209.960938	-0.96	-2.94	1.00
1212.890625	-0.95	-2.97	1.00
1215.820313	-0.95	-3.01	1.00
1218.750000	-0.95	-3.04	1.00
1221.679688	-0.94	-3.08	1.00
1224.609375	-0.94	-3.12	1.00
1227.539063	-0.94	-3.17	1.00
1230.468750	-0.94	-3.22	1.00
1233.398438	-0.94	-3.26	1.00
1236.328125	-0.94	-3.31	1.00
1239.257813	-0.94	-3.37	1.00
1242.187500	-0.94	-3.43	1.00
1245.117188	-0.94	-3.49	1.00
1248.046875	-0.95	-3.54	1.00
1250.976563	-0.95	-3.60	1.00
1253.906250	-0.96	-3.63	1.00
1256.835938	-0.96	-3.65	1.00
1259.765625	-0.97	-3.67	1.00
1262.695313	-0.98	-3.68	1.00
1265.625000	-0.98	-3.67	1.00
1268.554688	-0.99	-3.68	1.00
1271.484375	-0.99	-3.69	1.00
1274.414063	-0.99	-3.71	1.00
1277.343750	-0.99	-3.73	1.00
1280.273438	-0.99	-3.74	1.00
1283.203125	-0.99	-3.75	1.00
1286.132813	-0.98	-3.76	1.00
1289.062500	-0.98	-3.76	1.00
1291.992188	-0.98	-3.76	1.00
1294.921875	-0.98	-3.75	1.00
1297.851563	-0.98	-3.72	1.00
1300.781250	-0.98	-3.68	1.00
1303.710938	-0.99	-3.63	1.00
1306.640625	-1.00	-3.58	1.00
1309.570313	-1.01	-3.54	1.00
1312.500000	-1.01	-3.52	1.00
1315.429688	-1.01	-3.52	1.00
1318.359375	-1.01	-3.53	1.00
1321.289063	-1.01	-3.51	1.00
1324.218750	-1.02	-3.49	1.00
1327.148438	-1.02	-3.48	1.00
1330.078125	-1.02	-3.48	1.00
1333.007813	-1.03	-3.48	1.00
1335.937500	-1.03	-3.49	1.00
1338.867188	-1.03	-3.49	1.00
1341.796875	-1.03	-3.48	1.00
1344.726563	-1.03	-3.48	1.00
1347.656250	-1.03	-3.50	1.00
1350.585938	-1.04	-3.51	1.00
1353.515625	-1.04	-3.53	1.00
1356.445313	-1.04	-3.55	1.00
1359.375000	-1.04	-3.57	1.00
1362.304688	-1.05	-3.59	1.00
1365.234375	-1.05	-3.60	1.00
1368.164063	-1.06	-3.61	1.00
1371.093750	-1.07	-3.60	1.00
1374.023438	-1.07	-3.57	1.00
1376.953125	-1.08	-3.55	1.00
1379.882813	-1.08	-3.54	1.00
1382.812500	-1.08	-3.55	1.00
1385.742188	-1.08	-3.55	1.00
1388.671875	-1.09	-3.55	1.00
1391.601563	-1.09	-3.53	1.00
1394.531250	-1.09	-3.51	1.00
1397.460938	-1.09	-3.49	1.00
1400.390625	-1.09	-3.47	1.00
1403.320313	-1.09	-3.45	1.00
1406.250000	-1.10	-3.42	1.00
1409.179688	-1.10	-3.40	1.00
1412.109375	-1.10	-3.37	1.00
1415.039063	-1.10	-3.34	1.00
1417.968750	-1.11	-3.33	1.00
1420.898438	-1.11	-3.31	1.00
1423.828125	-1.11	-3.29	1.00
1426.757813	-1.11	-3.27	1.00
1429.687500	-1.10	-3.24	1.00
1432.617188	-1.10	-3.20	1.00
1435.546875	-1.10	-3.19	1.00
1438.476563	-1.09	-3.19	1.00
1441.406250	-1.09	-3.21	1.00
1444.335938	-1.09	-3.24	1.00
1447.265625	-1.08	-3.25	1.00
1450.195313	-1.08	-3.26	1.00
1453.125000	-1.08	-3.24	1.00
1456.054688	-1.07	-3.23	1.00
1458.984375	-1.07	-3.21	1.00
1461.914063	-1.05	-3.20	1.00
1464.843750	-1.04	-3.21	1.00
1467.773438	-1.03	-3.22	1.00
1470.703125	-1.02	-3.25	1.00
1473.632813	-1.02	-3.29	1.00
1476.562500	-1.01	-3.32	1.00
1479.492188	-1.00	-3.38	1.00
1482.421875	-1.00	-3.44	1.00
1485.351563	-1.00	-3.52	1.00
1488.281250	-0.99	-3.58	1.00
1491.210938	-0.99	-3.62	1.00
1494.140625	-0.99	-3.65	1.00
1497.070313	-0.99	-3.69	1.00
1500.000000	-0.99	-3.73	1.00
1502.929688	-0.99	-3.78	1.00
1505.859375	-0.99	-3.84	1.00
1508.789063	-0.98	-3.90	1.00
1511.718750	-0.98	-3.97	1.00
1514.648438	-0.98	-4.05	1.00
1517.578125	-0.98	-4.13	1.00
1520.507813	-0.98	-4.20	1.00
1523.437500	-0.98	-4.27	1.00
1526.367188	-0.99	-4.32	1.00
1529.296875	-0.99	-4.37	1.00
1532.226563	-0.99	-4.42	1.00
1535.156250	-1.00	-4.47	1.00
1538.085938	-1.00	-4.52	1.00
1541.015625	-1.01	-4.58	1.00
1543.945313	-1.02	-4.62	1.00
1546.875000	-1.03	-4.66	1.00
1549.804688	-1.05	-4.70	1.00
1552.734375	-1.06	-4.70	1.00
1555.664063	-1.08	-4.67	1.00
1558.593750	-1.10	-4.64	1.00
1561.523438	-1.12	-4.59	1.00
1564.453125	-1.13	-4.53	1.00
1567.382813	-1.15	-4.46	1.00
1570.312500	-1.16	-4.38	1.00
1573.242188	-1.17	-4.31	1.00
1576.171875	-1.18	-4.23	1.00
1579.101563	-1.19	-4.15	1.00
1582.031250	-1.19	-4.06	1.00
1584.960938	-1.19	-3.97	1.00
1587.890625	-1.19	-3.88	1.00
1590.820313	-1.19	-3.79	1.00
1593.750000	-1.19	-3.71	1.00
1596.679688	-1.18	-3.63	1.00
1599.609375	-1.18	-3.56	1.00
1602.539063	-1.17	-3.51	1.00
1605.468750	-1.16	-3.47	1.00
1608.398438	-1.16	-3.43	1.00
1611.328125	-1.15	-3.40	1.00
1614.257813	-1.14	-3.39	1.00
1617.187500	-1.14	-3.37	1.00
1620.117188	-1.13	-3.37	1.00
1623.046875	-1.13	-3.36	1.00
1625.976563	-1.12	-3.37	1.00
1628.906250	-1.12	-3.37	1.00
1631.835938	-1.11	-3.37	1.00
1634.765625	-1.11	-3.36	1.00
1637.695313	-1.10	-3.36	1.00
1640.625000	-1.10	-3.35	1.00
1643.554688	-1.09	-3.35	1.00
1646.484375	-1.09	-3.35	1.00
1649.414063	-1.08	-3.36	1.00
1652.343750	-1.08	-3.37	1.00
1655.273438	-1.07	-3.40	1.00
1658.203125	-1.07	-3.42	1.00
1661.132813	-1.07	-3.45	1.00
1664.062500	-1.07	-3.48	1.00
1666.992188	-1.07	-3.52	1.00
1669.921875	-1.07	-3.56	1.00
1672.851563	-1.07	-3.58	1.00
1675.781250	-1.08	-3.58	1.00
1678.710938	-1.08	-3.56	1.00
1681.640625	-1.08	-3.53	1.00
1684.570313	-1.08	-3.50	1.00
1687.500000	-1.08	-3.47	1.00
1690.429688	-1.07	-3.45	1.00
1693.359375	-1.07	-3.44	1.00
1696.289063	-1.06	-3.44	1.00
1699.218750	-1.06	-3.43	1.00
1702.148438	-1.06	-3.43	1.00
1705.078125	-1.05	-3.43	1.00
1708.007813	-1.05	-3.45	1.00
1710.937500	-1.05	-3.46	1.00
1713.867188	-1.05	-3.49	1.00
1716.796875	-1.05	-3.51	1.00
1719.726563	-1.05	-3.52	1.00
1722.656250	-1.05	-3.53	1.00
1725.585938	-1.05	-3.54	1.00
1728.515625	-1.05	-3.54	1.00
1731.445313	-1.05	-3.55	1.00
1734.375000	-1.05	-3.56	1.00
1737.304688	-1.05	-3.57	1.00
1740.234375	-1.05	-3.58	1.00
1743.164063	-1.05	-3.59	1.00
1746.093750	-1.05	-3.61	1.00
1749.023438	-1.05	-3.62	1.00
1751.953125	-1.05	-3.62	1.00
1754.882813	-1.05	-3.62	1.00
1757.812500	-1.05	-3.61	1.00
1760.742188	-1.05	-3.61	1.00
1763.671875	-1.05	-3.61	1.00
1766.601563	-1.05	-3.62	1.00
1769.531250	-1.04	-3.63	1.00
1772.460938	-1.04	-3.64	1.00
1775.390625	-1.04	-3.66	1.00
1778.320313	-1.04	-3.68	1.00
1781.250000	-1.04	-3.70	1.00
1784.179688	-1.04	-3.71	1.00
1787.109375	-1.04	-3.73	1.00
1790.039063	-1.05	-3.75	1.00
1792.968750	-1.05	-3.76	1.00
1795.898438	-1.06	-3.78	1.00
1798.828125	-1.06	-3.79	1.00
1801.757813	-1.07	-3.79	1.00
1804.687500	-1.07	-3.78	1.00
1807.617188	-1.08	-3.77	1.00
1810.546875	-1.08	-3.75	1.00
1813.476563	-1.09	-3.75	1.00
1816.406250	-1.09	-3.74	1.00
1819.335938	-1.10	-3.72	1.00
1822.265625	-1.11	-3.69	1.00
1825.195313	-1.12	-3.65	1.00
1828.125000	-1.13	-3.60	1.00
1831.054688	-1.13	-3.54	1.00
1833.984375	-1.14	-3.47	1.00
1836.914063	-1.14	-3.39	1.00
1839.843750	-1.14	-3.31	1.00
1842.773438	-1.14	-3.23	1.00
1845.703125	-1.14	-3.14	1.00
1848.632813	-1.13	-3.04	1.00
1851.562500	-1.12	-2.96	1.00
1854.492188	-1.11	-2.87	1.00
1857.421875	-1.10	-2.81	1.00
1860.351563	-1.09	-2.75	1.00
1863.281250	-1.08	-2.72	1.00
1866.210938	-1.07	-2.69	1.00
1869.140625	-1.06	-2.66	1.00
1872.070313	-1.05	-2.64	1.00
1875.000000	-1.04	-2.63	1.00
1877.929688	-1.03	-2.63	1.00
1880.859375	-1.02	-2.64	1.00
1883.789063	-1.01	-2.65	1.00
1886.718750	-1.00	-2.69	1.00
1889.648438	-0.99	-2.73	1.00
1892.578125	-0.98	-2.77	1.00
1895.507813	-0.98	-2.82	1.00
1898.437500	-0.97	-2.87	1.00
1901.367188	-0.96	-2.93	1.00
1904.296875	-0.96	-2.99	1.00
1907.226563	-0.95	-3.06	1.00
1910.156250	-0.95	-3.13	1.00
1913.085938	-0.95	-3.21	1.00
1916.015625	-0.95	-3.29	1.00
1918.945313	-0.95	-3.36	1.00
1921.875000	-0.96	-3.42	1.00
1924.804688	-0.96	-3.46	1.00
1927.734375	-0.97	-3.50	1.00
1930.664063	-0.97	-3.52	1.00
1933.593750	-0.98	-3.55	1.00
1936.523438	-0.98	-3.58	1.00
1939.453125	-0.98	-3.61	1.00
1942.382813	-0.99	-3.63	1.00
1945.312500	-0.99	-3.65	1.00
1948.242188	-0.99	-3.67	1.00
1951.171875	-0.99	-3.69	1.00
1954.101563	-1.00	-3.71	1.00
1957.031250	-1.00	-3.72	1.00
1959.960938	-1.01	-3.73	1.00
1962.890625	-1.01	-3.74	1.00
1965.820313	-1.01	-3.75	1.00
1968.750000	-1.02	-3.75	1.00
1971.679688	-1.02	-3.76	1.00
1974.609375	-1.03	-3.77	1.00
1977.539063	-1.03	-3.78	1.00
1980.468750	-1.03	-3.78	1.00
1983.398438	-1.04	-3.79	1.00
1986.328125	-1.04	-3.80	1.00
1989.257813	-1.04	-3.81	1.00
1992.187500	-1.05	-3.82	1.00
1995.117188	-1.05	-3.83	1.00
1998.046875	-1.06	-3.84	1.00
2000.976563	-1.07	-3.84	1.00
2003.906250	-1.07	-3.85	1.00
2006.835938	-1.08	-3.84	1.00
2009.765625	-1.08	-3.82	1.00
2012.695313	-1.09	-3.80	1.00
2015.625000	-1.09	-3.78	1.00
2018.554688	-1.09	-3.75	1.00
2021.484375	-1.10	-3.71	1.00
2024.414063	-1.10	-3.67	1.00
2027.343750	-1.10	-3.63	1.00
2030.273438	-1.10	-3.59	1.00
2033.203125	-1.10	-3.55	1.00
2036.132813	-1.10	-3.51	1.00
2039.062500	-1.09	-3.47	1.00
2041.992188	-1.09	-3.43	1.00
2044.921875	-1.09	-3.38	1.00
2047.851563	-1.08	-3.34	1.00
2050.781250	-1.08	-3.31	1.00
2053.710938	-1.07	-3.29	1.00
2056.640625	-1.07	-3.26	1.00
2059.570313	-1.06	-3.23	1.00
2062.500000	-1.06	-3.21	1.00
2065.429688	-1.05	-3.18	1.00
2068.359375	-1.05	-3.15	1.00
2071.289063	-1.04	-3.13	1.00
2074.218750	-1.04	-3.12	1.00
2077.148438	-1.04	-3.10	1.00
2080.078125	-1.04	-3.10	1.00
2083.007813	-1.03	-3.10	1.00
2085.937500	-1.03	-3.10	1.00
2088.867188	-1.02	-3.11	1.00
2091.796875	-1.02	-3.13	1.00
2094.726563	-1.02	-3.14	1.00
2097.656250	-1.02	-3.16	1.00
2100.585938	-1.02	-3.17	1.00
2103.515625	-1.01	-3.19	1.00
2106.445313	-1.01	-3.21	1.00
2109.375000	-1.01	-3.22	1.00
2112.304688	-1.02	-3.24	1.00
2115.234375	-1.02	-3.26	1.00
2118.164063	-1.02	-3.28	1.00
