	ECM8000_TF_45_0		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
2.929688	-25.70	-156.30	0.83
5.859375	-20.59	-166.69	0.90
8.789063	-17.02	169.95	0.97
11.718750	-10.96	135.87	0.97
14.648438	-7.01	110.38	0.98
17.578125	-5.64	103.32	0.99
20.507813	-4.69	89.89	1.00
23.437500	-3.44	78.69	1.00
26.367188	-2.95	70.15	1.00
29.296875	-2.33	63.99	1.00
32.226563	-1.85	58.60	1.00
35.156250	-1.47	50.21	1.00
38.085938	-1.50	49.97	1.00
41.015625	-1.59	48.89	1.00
43.945313	-1.44	46.51	1.00
46.875000	-1.24	39.00	1.00
49.804688	-1.18	38.33	1.00
52.734375	-1.10	37.35	1.00
55.664063	-1.02	34.04	1.00
58.593750	-0.81	32.94	1.00
61.523438	-0.85	30.83	1.00
64.453125	-0.70	30.73	1.00
67.382813	-0.72	29.42	1.00
70.312500	-0.61	27.53	1.00
73.242188	-0.78	25.99	1.00
76.171875	-0.65	24.92	1.00
79.101563	-0.51	24.37	1.00
82.031250	-0.54	23.38	1.00
84.960938	-0.55	22.02	1.00
87.890625	-0.55	21.75	1.00
90.820313	-0.56	21.12	1.00
93.750000	-0.49	21.11	1.00
96.679688	-0.38	20.26	1.00
99.609375	-0.47	18.89	1.00
102.539063	-0.46	19.08	1.00
105.468750	-0.42	17.85	1.00
108.398438	-0.42	17.37	1.00
111.328125	-0.40	16.61	1.00
114.257813	-0.43	16.36	1.00
117.187500	-0.43	15.93	1.00
120.117188	-0.46	15.40	1.00
123.046875	-0.45	15.14	1.00
125.976563	-0.42	14.50	1.00
128.906250	-0.44	13.93	1.00
131.835938	-0.42	13.60	1.00
134.765625	-0.41	13.33	1.00
137.695313	-0.39	12.76	1.00
140.625000	-0.38	12.75	1.00
143.554688	-0.38	12.65	1.00
146.484375	-0.41	12.19	1.00
149.414063	-0.39	11.77	1.00
152.343750	-0.37	11.61	1.00
155.273438	-0.36	11.48	1.00
158.203125	-0.35	11.25	1.00
161.132813	-0.33	10.97	1.00
164.062500	-0.32	10.67	1.00
166.992188	-0.32	10.40	1.00
169.921875	-0.34	10.16	1.00
172.851563	-0.37	9.94	1.00
175.781250	-0.41	9.56	1.00
178.710938	-0.41	9.45	1.00
181.640625	-0.38	9.30	1.00
184.570313	-0.36	9.02	1.00
187.500000	-0.36	8.61	1.00
190.429688	-0.37	8.19	1.00
193.359375	-0.39	7.85	1.00
196.289063	-0.42	7.63	1.00
199.218750	-0.44	7.58	1.00
202.148438	-0.47	7.74	1.00
205.078125	-0.47	7.80	1.00
208.007813	-0.48	7.71	1.00
210.937500	-0.50	7.77	1.00
213.867188	-0.50	7.66	1.00
216.796875	-0.49	7.43	1.00
219.726563	-0.49	7.21	1.00
222.656250	-0.48	6.98	1.00
225.585938	-0.47	6.73	1.00
228.515625	-0.47	6.54	1.00
231.445313	-0.48	6.39	1.00
234.375000	-0.49	6.22	1.00
237.304688	-0.50	6.15	1.00
240.234375	-0.51	6.17	1.00
243.164063	-0.52	6.20	1.00
246.093750	-0.52	6.18	1.00
249.023438	-0.52	6.22	1.00
251.953125	-0.49	6.16	1.00
254.882813	-0.45	5.99	1.00
257.812500	-0.44	5.78	1.00
260.742188	-0.46	5.58	1.00
263.671875	-0.48	5.46	1.00
266.601563	-0.51	5.39	1.00
269.531250	-0.52	5.36	1.00
272.460938	-0.51	5.22	1.00
275.390625	-0.50	5.19	1.00
278.320313	-0.50	5.18	1.00
281.250000	-0.51	5.18	1.00
284.179688	-0.53	5.13	1.00
287.109375	-0.56	4.99	1.00
290.039063	-0.56	5.01	1.00
292.968750	-0.54	5.05	1.00
295.898438	-0.52	5.15	1.00
298.828125	-0.51	5.25	1.00
301.757813	-0.52	5.46	1.00
304.687500	-0.51	5.60	1.00
307.617188	-0.50	5.45	1.00
310.546875	-0.52	5.17	1.00
313.476563	-0.53	4.94	1.00
316.406250	-0.55	4.80	1.00
319.335938	-0.56	4.77	1.00
322.265625	-0.56	4.82	1.00
325.195313	-0.55	4.86	1.00
328.125000	-0.53	4.83	1.00
331.054688	-0.54	4.73	1.00
333.984375	-0.54	4.70	1.00
336.914063	-0.53	4.65	1.00
339.843750	-0.51	4.64	1.00
342.773438	-0.49	4.61	1.00
345.703125	-0.47	4.62	1.00
348.632813	-0.45	4.68	1.00
351.562500	-0.45	4.65	1.00
354.492188	-0.45	4.63	1.00
357.421875	-0.46	4.56	1.00
360.351563	-0.49	4.48	1.00
363.281250	-0.49	4.36	1.00
366.210938	-0.48	4.12	1.00
369.140625	-0.47	3.82	1.00
372.070313	-0.46	3.63	1.00
375.000000	-0.46	3.52	1.00
377.929688	-0.47	3.49	1.00
380.859375	-0.47	3.46	1.00
383.789063	-0.46	3.40	1.00
386.718750	-0.44	3.28	1.00
389.648438	-0.43	3.15	1.00
392.578125	-0.42	2.98	1.00
395.507813	-0.42	2.74	1.00
398.437500	-0.42	2.53	1.00
401.367188	-0.44	2.35	1.00
404.296875	-0.46	2.25	1.00
407.226563	-0.48	2.20	1.00
410.156250	-0.49	2.18	1.00
413.085938	-0.49	2.15	1.00
416.015625	-0.50	2.08	1.00
418.945313	-0.51	2.00	1.00
421.875000	-0.52	1.89	1.00
424.804688	-0.55	1.76	1.00
427.734375	-0.57	1.65	1.00
430.664063	-0.59	1.56	1.00
433.593750	-0.61	1.50	1.00
436.523438	-0.63	1.48	1.00
439.453125	-0.65	1.49	1.00
442.382813	-0.66	1.50	1.00
445.312500	-0.67	1.51	1.00
448.242188	-0.69	1.50	1.00
451.171875	-0.70	1.48	1.00
454.101563	-0.73	1.47	1.00
457.031250	-0.75	1.51	1.00
459.960938	-0.77	1.61	1.00
462.890625	-0.79	1.76	1.00
465.820313	-0.80	1.92	1.00
468.750000	-0.79	2.13	1.00
471.679688	-0.79	2.29	1.00
