	SM57_PROX_20_BASS_REFLEX_SIN_LANA		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
2112.304688	-7.59	-27.85	0.71
2115.234375	-7.57	-28.12	0.77
2118.164063	-7.55	-28.39	0.81
2121.093750	-7.53	-28.64	0.85
2124.023438	-7.51	-28.87	0.81
2126.953125	-7.49	-29.08	0.80
2129.882813	-7.48	-29.29	0.92
2132.812500	-7.46	-29.55	0.83
2135.742188	-7.44	-29.79	0.74
2138.671875	-7.42	-30.02	0.80
2141.601563	-7.40	-30.22	0.86
2144.531250	-7.38	-30.41	0.89
2147.460938	-7.38	-30.58	0.90
2150.390625	-7.37	-30.73	0.89
2153.320313	-7.37	-30.85	0.87
2156.250000	-7.37	-30.95	0.84
2159.179688	-7.37	-31.01	0.91
2162.109375	-7.37	-31.00	0.75
2165.039063	-7.38	-30.96	0.79
2167.968750	-7.39	-30.89	0.80
2170.898438	-7.40	-30.81	0.78
2173.828125	-7.40	-30.67	0.84
2176.757813	-7.41	-30.48	0.82
2179.687500	-7.42	-30.26	0.84
2182.617188	-7.44	-30.08	0.90
2185.546875	-7.45	-29.92	0.92
2188.476563	-7.47	-29.77	0.99
2191.406250	-7.49	-29.65	0.98
2194.335938	-7.51	-29.55	0.99
2197.265625	-7.52	-29.48	0.99
2200.195313	-7.54	-29.43	0.94
2203.125000	-7.56	-29.40	0.93
2206.054688	-7.58	-29.37	0.89
2208.984375	-7.60	-29.33	0.88
2211.914063	-7.63	-29.26	0.84
2214.843750	-7.65	-29.15	0.83
2217.773438	-7.68	-29.02	0.77
2220.703125	-7.71	-28.92	0.76
2223.632813	-7.74	-28.85	0.74
2226.562500	-7.76	-28.82	0.86
2229.492188	-7.78	-28.80	0.84
2232.421875	-7.80	-28.80	0.90
2235.351563	-7.81	-28.82	0.89
2238.281250	-7.83	-28.84	0.91
2241.210938	-7.84	-28.84	0.81
2244.140625	-7.86	-28.90	0.74
2247.070313	-7.87	-28.99	0.75
2250.000000	-7.89	-29.10	0.90
2252.929688	-7.91	-29.19	0.86
2255.859375	-7.92	-29.26	0.71
2258.789063	-7.94	-29.31	0.64
2261.718750	-7.96	-29.34	0.52
2264.648438	-7.98	-29.38	0.60
2267.578125	-8.01	-29.48	0.74
2270.507813	-8.04	-29.63	0.69
2273.437500	-8.07	-29.80	0.78
2276.367188	-8.09	-29.96	0.76
2279.296875	-8.11	-30.11	0.77
2282.226563	-8.13	-30.25	0.69
2285.156250	-8.14	-30.38	0.75
2288.085938	-8.15	-30.54	0.76
2291.015625	-8.15	-30.76	0.65
2293.945313	-8.15	-31.01	0.13
2296.875000	-8.15	-31.28	0.29
2299.804688	-8.15	-31.54	0.52
2302.734375	-8.14	-31.80	0.79
2305.664063	-8.14	-32.02	0.52
2308.593750	-8.14	-32.25	0.52
2311.523438	-8.14	-32.47	0.58
2314.453125	-8.14	-32.74	0.71
2317.382813	-8.13	-33.00	0.71
2320.312500	-8.12	-33.27	0.74
2323.242188	-8.11	-33.52	0.82
2326.171875	-8.10	-33.76	0.79
2329.101563	-8.09	-33.99	0.83
2332.031250	-8.09	-34.18	0.80
2334.960938	-8.09	-34.37	0.93
2337.890625	-8.09	-34.54	0.94
2340.820313	-8.09	-34.69	0.90
2343.750000	-8.11	-34.78	0.83
2346.679688	-8.12	-34.80	0.86
2349.609375	-8.14	-34.77	0.84
2352.539063	-8.16	-34.71	0.44
2355.468750	-8.19	-34.64	0.34
2358.398438	-8.21	-34.58	0.47
2361.328125	-8.23	-34.50	0.80
2364.257813	-8.24	-34.39	0.83
2367.187500	-8.26	-34.26	0.79
2370.117188	-8.28	-34.15	0.80
2373.046875	-8.30	-34.05	0.73
2375.976563	-8.32	-33.95	0.59
2378.906250	-8.35	-33.86	0.75
2381.835938	-8.37	-33.78	0.89
2384.765625	-8.40	-33.68	0.80
2387.695313	-8.43	-33.57	0.76
2390.625000	-8.46	-33.38	0.56
2393.554688	-8.49	-33.16	0.38
2396.484375	-8.52	-32.89	0.40
2399.414063	-8.55	-32.64	0.45
2402.343750	-8.58	-32.43	0.33
2405.273438	-8.61	-32.23	0.37
2408.203125	-8.63	-32.06	0.37
2411.132813	-8.64	-31.92	0.51
2414.062500	-8.66	-31.81	0.55
2416.992188	-8.67	-31.69	0.62
2419.921875	-8.69	-31.57	0.67
2422.851563	-8.70	-31.50	0.59
2425.781250	-8.71	-31.45	0.74
2428.710938	-8.71	-31.35	0.76
2431.640625	-8.72	-31.21	0.65
2434.570313	-8.73	-31.08	0.71
2437.500000	-8.73	-30.92	0.64
2440.429688	-8.73	-30.75	0.56
2443.359375	-8.74	-30.58	0.44
2446.289063	-8.74	-30.40	0.54
2449.218750	-8.75	-30.21	0.68
2452.148438	-8.75	-29.99	0.58
2455.078125	-8.75	-29.76	0.63
2458.007813	-8.75	-29.51	0.54
2460.937500	-8.74	-29.22	0.35
2463.867188	-8.74	-28.93	0.26
2466.796875	-8.74	-28.63	0.53
2469.726563	-8.73	-28.38	0.54
2472.656250	-8.71	-28.16	0.52
2475.585938	-8.69	-27.95	0.55
2478.515625	-8.67	-27.71	0.75
2481.445313	-8.64	-27.41	0.58
2484.375000	-8.61	-27.03	0.27
2487.304688	-8.58	-26.67	0.45
2490.234375	-8.55	-26.31	0.80
2493.164063	-8.52	-25.91	0.64
2496.093750	-8.49	-25.52	0.36
2499.023438	-8.45	-25.11	0.37
2501.953125	-8.41	-24.65	0.54
2504.882813	-8.38	-24.15	0.49
2507.812500	-8.35	-23.60	0.75
2510.742188	-8.32	-23.05	0.84
2513.671875	-8.29	-22.48	0.74
2516.601563	-8.27	-21.89	0.52
2519.531250	-8.25	-21.22	0.31
2522.460938	-8.23	-20.53	0.60
2525.390625	-8.21	-19.84	0.77
2528.320313	-8.20	-19.14	0.51
2531.250000	-8.19	-18.44	0.62
2534.179688	-8.17	-17.75	0.68
2537.109375	-8.14	-17.06	0.71
2540.039063	-8.12	-16.42	0.82
2542.968750	-8.09	-15.81	0.81
2545.898438	-8.07	-15.26	0.69
2548.828125	-8.05	-14.77	0.58
2551.757813	-8.03	-14.31	0.76
2554.687500	-8.02	-13.90	0.75
2557.617188	-8.00	-13.50	0.71
2560.546875	-7.98	-13.09	0.76
2563.476563	-7.96	-12.69	0.74
2566.406250	-7.93	-12.31	0.54
2569.335938	-7.90	-11.95	0.64
2572.265625	-7.87	-11.62	0.69
2575.195313	-7.84	-11.38	0.87
2578.125000	-7.82	-11.25	0.79
2581.054688	-7.80	-11.16	0.79
2583.984375	-7.78	-11.10	0.59
2586.914063	-7.76	-11.05	0.61
2589.843750	-7.73	-11.02	0.48
2592.773438	-7.71	-11.02	0.55
2595.703125	-7.70	-11.08	0.62
2598.632813	-7.69	-11.19	0.81
2601.562500	-7.68	-11.31	0.73
2604.492188	-7.67	-11.48	0.91
2607.421875	-7.66	-11.63	0.96
2610.351563	-7.66	-11.75	0.94
2613.281250	-7.66	-11.88	0.90
2616.210938	-7.66	-12.04	0.88
2619.140625	-7.67	-12.23	0.97
2622.070313	-7.68	-12.44	0.89
2625.000000	-7.68	-12.65	0.84
2627.929688	-7.69	-12.87	0.84
2630.859375	-7.69	-13.09	0.78
2633.789063	-7.69	-13.28	0.77
2636.718750	-7.70	-13.45	0.80
2639.648438	-7.69	-13.61	0.84
2642.578125	-7.69	-13.78	0.88
2645.507813	-7.69	-13.93	0.85
2648.437500	-7.68	-14.10	0.85
2651.367188	-7.67	-14.25	0.83
2654.296875	-7.66	-14.39	0.90
2657.226563	-7.64	-14.50	0.92
2660.156250	-7.62	-14.58	0.78
2663.085938	-7.60	-14.67	0.89
2666.015625	-7.57	-14.76	0.94
2668.945313	-7.55	-14.79	0.90
2671.875000	-7.52	-14.78	0.85
2674.804688	-7.50	-14.75	0.82
2677.734375	-7.48	-14.69	0.70
2680.664063	-7.46	-14.64	0.73
2683.593750	-7.44	-14.61	0.72
2686.523438	-7.42	-14.54	0.63
2689.453125	-7.41	-14.47	0.79
2692.382813	-7.40	-14.40	0.84
2695.312500	-7.39	-14.33	0.87
2698.242188	-7.38	-14.23	0.88
2701.171875	-7.37	-14.13	0.83
2704.101563	-7.37	-14.04	0.83
2707.031250	-7.36	-13.96	0.91
2709.960938	-7.36	-13.88	0.91
2712.890625	-7.36	-13.78	0.87
2715.820313	-7.35	-13.66	0.74
2718.750000	-7.34	-13.56	0.73
2721.679688	-7.33	-13.47	0.70
2724.609375	-7.31	-13.39	0.89
2727.539063	-7.30	-13.32	0.93
2730.468750	-7.29	-13.28	0.89
2733.398438	-7.28	-13.25	0.90
2736.328125	-7.28	-13.24	0.87
2739.257813	-7.28	-13.19	0.78
2742.187500	-7.28	-13.15	0.90
2745.117188	-7.29	-13.13	0.91
2748.046875	-7.30	-13.13	0.95
2750.976563	-7.30	-13.15	0.95
2753.906250	-7.31	-13.19	0.90
2756.835938	-7.32	-13.26	0.74
2759.765625	-7.33	-13.34	0.65
2762.695313	-7.34	-13.41	0.57
2765.625000	-7.36	-13.48	0.83
2768.554688	-7.37	-13.55	0.79
2771.484375	-7.38	-13.62	0.67
2774.414063	-7.39	-13.70	0.81
2777.343750	-7.39	-13.79	0.91
2780.273438	-7.41	-13.88	0.93
2783.203125	-7.42	-13.98	0.93
2786.132813	-7.44	-14.09	0.90
2789.062500	-7.45	-14.20	0.85
2791.992188	-7.47	-14.34	0.86
2794.921875	-7.49	-14.49	0.76
2797.851563	-7.50	-14.64	0.68
2800.781250	-7.52	-14.78	0.80
2803.710938	-7.54	-14.90	0.84
2806.640625	-7.55	-15.03	0.82
2809.570313	-7.56	-15.14	0.80
2812.500000	-7.58	-15.26	0.87
2815.429688	-7.59	-15.38	0.87
2818.359375	-7.60	-15.52	0.87
2821.289063	-7.61	-15.67	0.76
2824.218750	-7.62	-15.82	0.80
2827.148438	-7.63	-15.95	0.87
2830.078125	-7.65	-16.06	0.84
2833.007813	-7.66	-16.16	0.90
2835.937500	-7.67	-16.26	0.88
2838.867188	-7.68	-16.38	0.87
2841.796875	-7.69	-16.53	0.84
2844.726563	-7.70	-16.68	0.81
2847.656250	-7.71	-16.83	0.76
2850.585938	-7.72	-16.99	0.73
2853.515625	-7.74	-17.14	0.86
2856.445313	-7.75	-17.30	0.85
2859.375000	-7.77	-17.47	0.77
2862.304688	-7.79	-17.64	0.79
2865.234375	-7.81	-17.79	0.93
2868.164063	-7.83	-17.94	0.89
2871.093750	-7.84	-18.07	0.80
2874.023438	-7.86	-18.19	0.86
2876.953125	-7.87	-18.30	0.61
2879.882813	-7.88	-18.41	0.67
2882.812500	-7.88	-18.54	0.88
2885.742188	-7.89	-18.65	0.88
2888.671875	-7.90	-18.78	0.84
2891.601563	-7.92	-18.95	0.67
2894.531250	-7.93	-19.16	0.68
2897.460938	-7.94	-19.39	0.77
2900.390625	-7.95	-19.64	0.66
2903.320313	-7.96	-19.90	0.79
2906.250000	-7.97	-20.20	0.81
2909.179688	-7.98	-20.53	0.84
2912.109375	-7.99	-20.90	0.61
2915.039063	-8.00	-21.29	0.73
2917.968750	-8.01	-21.68	0.76
2920.898438	-8.02	-22.06	0.86
2923.828125	-8.03	-22.38	0.82
2926.757813	-8.03	-22.65	0.83
2929.687500	-8.04	-22.86	0.52
2932.617188	-8.05	-23.07	0.59
2935.546875	-8.05	-23.25	0.49
2938.476563	-8.05	-23.45	0.75
2941.406250	-8.06	-23.66	0.80
2944.335938	-8.06	-23.87	0.54
2947.265625	-8.06	-24.08	0.67
2950.195313	-8.05	-24.27	0.83
2953.125000	-8.04	-24.43	0.85
2956.054688	-8.03	-24.58	0.94
2958.984375	-8.02	-24.68	0.92
2961.914063	-8.01	-24.74	0.82
2964.843750	-8.00	-24.82	0.91
2967.773438	-8.00	-24.87	0.89
2970.703125	-7.99	-24.92	0.81
2973.632813	-7.98	-24.99	0.90
2976.562500	-7.98	-25.09	0.78
2979.492188	-7.98	-25.19	0.72
2982.421875	-7.97	-25.31	0.92
2985.351563	-7.97	-25.45	0.71
2988.281250	-7.96	-25.60	0.67
2991.210938	-7.96	-25.74	0.67
2994.140625	-7.95	-25.87	0.79
2997.070313	-7.94	-26.02	0.94
3000.000000	-7.93	-26.21	0.97
3002.929688	-7.93	-26.44	0.87
3005.859375	-7.92	-26.69	0.87
3008.789063	-7.91	-26.93	0.84
3011.718750	-7.91	-27.19	0.77
3014.648438	-7.90	-27.45	0.78
3017.578125	-7.90	-27.71	0.91
3020.507813	-7.90	-27.93	0.90
3023.437500	-7.89	-28.11	0.88
3026.367188	-7.89	-28.25	0.86
3029.296875	-7.89	-28.36	0.67
3032.226563	-7.88	-28.43	0.73
3035.156250	-7.88	-28.49	0.68
3038.085938	-7.89	-28.57	0.67
3041.015625	-7.89	-28.65	0.65
3043.945313	-7.89	-28.73	0.53
3046.875000	-7.90	-28.82	0.74
3049.804688	-7.90	-28.90	0.63
3052.734375	-7.90	-28.96	0.58
3055.664063	-7.90	-29.00	0.82
3058.593750	-7.90	-29.09	0.80
3061.523438	-7.90	-29.21	0.75
3064.453125	-7.90	-29.38	0.66
3067.382813	-7.90	-29.56	0.47
3070.312500	-7.89	-29.77	0.77
3073.242188	-7.88	-29.98	0.72
3076.171875	-7.87	-30.16	0.68
3079.101563	-7.86	-30.33	0.78
3082.031250	-7.85	-30.49	0.85
3084.960938	-7.84	-30.59	0.67
3087.890625	-7.84	-30.74	0.78
3090.820313	-7.83	-30.89	0.66
3093.750000	-7.83	-31.05	0.58
3096.679688	-7.83	-31.19	0.86
3099.609375	-7.83	-31.29	0.85
3102.539063	-7.84	-31.39	0.98
3105.468750	-7.84	-31.48	0.94
3108.398438	-7.84	-31.60	0.85
3111.328125	-7.83	-31.75	0.64
3114.257813	-7.83	-31.86	0.92
3117.187500	-7.82	-31.91	0.90
3120.117188	-7.82	-31.90	0.90
3123.046875	-7.82	-31.83	0.62
3125.976563	-7.82	-31.74	0.81
3128.906250	-7.81	-31.68	0.78
3131.835938	-7.81	-31.63	0.89
3134.765625	-7.82	-31.61	0.91
3137.695313	-7.82	-31.62	0.80
3140.625000	-7.82	-31.64	0.73
3143.554688	-7.83	-31.69	0.69
3146.484375	-7.83	-31.77	0.76
3149.414063	-7.84	-31.83	0.77
3152.343750	-7.84	-31.86	0.81
3155.273438	-7.84	-31.87	0.67
3158.203125	-7.85	-31.86	0.62
3161.132813	-7.85	-31.82	0.62
3164.062500	-7.85	-31.78	0.78
3166.992188	-7.86	-31.78	0.68
3169.921875	-7.85	-31.81	0.72
3172.851563	-7.85	-31.84	0.80
3175.781250	-7.85	-31.80	0.72
3178.710938	-7.84	-31.72	0.68
3181.640625	-7.84	-31.66	0.73
3184.570313	-7.84	-31.57	0.60
3187.500000	-7.84	-31.45	0.49
3190.429688	-7.84	-31.35	0.55
3193.359375	-7.85	-31.28	0.65
3196.289063	-7.85	-31.19	0.72
3199.218750	-7.85	-31.09	0.74
3202.148438	-7.85	-30.95	0.66
3205.078125	-7.84	-30.79	0.80
3208.007813	-7.84	-30.59	0.79
3210.937500	-7.83	-30.35	0.70
3213.867188	-7.83	-30.09	0.08
3216.796875	-7.82	-29.84	0.52
3219.726563	-7.82	-29.56	0.75
3222.656250	-7.81	-29.23	0.70
3225.585938	-7.80	-28.83	0.70
3228.515625	-7.80	-28.35	0.74
3231.445313	-7.79	-27.82	0.74
3234.375000	-7.78	-27.22	0.51
3237.304688	-7.77	-26.62	0.61
3240.234375	-7.77	-26.09	0.69
3243.164063	-7.76	-25.61	0.38
3246.093750	-7.75	-25.11	0.57
3249.023438	-7.75	-24.58	0.70
3251.953125	-7.74	-24.00	0.60
3254.882813	-7.74	-23.41	0.90
3257.812500	-7.73	-22.72	0.86
3260.742188	-7.73	-21.96	0.42
3263.671875	-7.73	-21.16	0.35
3266.601563	-7.73	-20.35	0.60
3269.531250	-7.72	-19.53	0.53
3272.460938	-7.72	-18.76	0.59
3275.390625	-7.72	-17.97	0.80
3278.320313	-7.72	-17.09	0.40
3281.250000	-7.72	-16.25	0.42
3284.179688	-7.73	-15.42	0.86
3287.109375	-7.73	-14.52	0.40
3290.039063	-7.74	-13.60	0.15
3292.968750	-7.74	-12.70	0.47
3295.898438	-7.74	-11.80	0.38
3298.828125	-7.74	-10.94	0.70
3301.757813	-7.74	-10.14	0.73
3304.687500	-7.73	-9.41	0.66
3307.617188	-7.73	-8.74	0.32
3310.546875	-7.72	-8.11	0.39
3313.476563	-7.71	-7.53	0.65
3316.406250	-7.71	-6.97	0.69
3319.335938	-7.70	-6.44	0.46
3322.265625	-7.69	-5.90	0.36
3325.195313	-7.68	-5.40	0.71
3328.125000	-7.67	-4.96	0.62
3331.054688	-7.65	-4.56	0.61
3333.984375	-7.63	-4.23	0.48
3336.914063	-7.62	-3.94	0.53
3339.843750	-7.60	-3.65	0.54
3342.773438	-7.58	-3.36	0.39
3345.703125	-7.57	-3.09	0.47
3348.632813	-7.55	-2.88	0.69
3351.562500	-7.54	-2.70	0.96
3354.492188	-7.53	-2.61	0.96
3357.421875	-7.52	-2.58	0.92
3360.351563	-7.52	-2.61	0.95
3363.281250	-7.51	-2.70	0.90
3366.210938	-7.51	-2.83	0.84
3369.140625	-7.51	-3.00	0.95
3372.070313	-7.51	-3.20	0.88
3375.000000	-7.52	-3.42	0.88
3377.929688	-7.52	-3.66	0.83
3380.859375	-7.52	-3.92	0.84
3383.789063	-7.51	-4.19	0.74
3386.718750	-7.51	-4.46	0.62
3389.648438	-7.51	-4.71	0.49
3392.578125	-7.50	-4.96	0.26
3395.507813	-7.50	-5.19	0.29
3398.437500	-7.49	-5.42	0.66
3401.367188	-7.48	-5.69	0.44
3404.296875	-7.47	-5.95	0.13
3407.226563	-7.45	-6.22	0.17
3410.156250	-7.43	-6.51	0.26
3413.085938	-7.42	-6.78	0.57
3416.015625	-7.40	-7.02	0.61
3418.945313	-7.38	-7.22	0.51
3421.875000	-7.35	-7.35	0.86
3424.804688	-7.33	-7.44	0.49
3427.734375	-7.31	-7.52	0.67
3430.664063	-7.29	-7.58	0.27
3433.593750	-7.28	-7.65	0.66
3436.523438	-7.26	-7.71	0.68
3439.453125	-7.24	-7.75	0.53
3442.382813	-7.23	-7.77	0.64
3445.312500	-7.21	-7.80	0.58
3448.242188	-7.19	-7.83	0.60
3451.171875	-7.18	-7.88	0.55
3454.101563	-7.17	-7.92	0.51
3457.031250	-7.16	-7.97	0.65
3459.960938	-7.15	-8.02	0.49
3462.890625	-7.14	-8.10	0.52
3465.820313	-7.13	-8.24	0.40
3468.750000	-7.11	-8.39	0.67
3471.679688	-7.10	-8.52	0.65
3474.609375	-7.10	-8.65	0.73
3477.539063	-7.09	-8.79	0.62
3480.468750	-7.08	-8.96	0.27
3483.398438	-7.07	-9.11	0.63
3486.328125	-7.07	-9.24	0.75
3489.257813	-7.06	-9.34	0.66
3492.187500	-7.06	-9.45	0.63
3495.117188	-7.06	-9.60	0.69
3498.046875	-7.06	-9.79	0.77
3500.976563	-7.06	-10.02	0.53
3503.906250	-7.06	-10.28	0.48
3506.835938	-7.06	-10.53	0.59
3509.765625	-7.06	-10.78	0.80
3512.695313	-7.06	-11.04	0.76
3515.625000	-7.06	-11.29	0.45
3518.554688	-7.06	-11.57	0.77
3521.484375	-7.06	-11.88	0.87
3524.414063	-7.07	-12.26	0.40
3527.343750	-7.08	-12.65	0.81
3530.273438	-7.08	-13.11	0.76
3533.203125	-7.10	-13.56	0.72
3536.132813	-7.11	-14.00	0.89
3539.062500	-7.12	-14.45	0.93
3541.992188	-7.14	-14.88	0.87
3544.921875	-7.15	-15.32	0.63
3547.851563	-7.17	-15.78	0.66
3550.781250	-7.19	-16.25	0.92
3553.710938	-7.21	-16.69	0.92
3556.640625	-7.22	-17.11	0.92
3559.570313	-7.24	-17.52	0.87
3562.500000	-7.26	-17.92	0.89
3565.429688	-7.27	-18.30	0.90
3568.359375	-7.29	-18.68	0.88
3571.289063	-7.31	-19.05	0.88
3574.218750	-7.33	-19.40	0.92
3577.148438	-7.36	-19.73	0.72
3580.078125	-7.38	-20.04	0.68
3583.007813	-7.40	-20.35	0.57
3585.937500	-7.41	-20.66	0.56
3588.867188	-7.43	-20.97	0.66
3591.796875	-7.44	-21.25	0.46
3594.726563	-7.45	-21.53	0.55
3597.656250	-7.46	-21.81	0.59
3600.585938	-7.47	-22.09	0.66
3603.515625	-7.48	-22.34	0.64
3606.445313	-7.49	-22.55	0.63
3609.375000	-7.50	-22.74	0.83
3612.304688	-7.51	-22.90	0.71
3615.234375	-7.52	-23.08	0.75
3618.164063	-7.53	-23.28	0.67
3621.093750	-7.54	-23.48	0.75
3624.023438	-7.55	-23.69	0.70
3626.953125	-7.56	-23.90	0.39
3629.882813	-7.56	-24.11	0.21
3632.812500	-7.56	-24.33	0.22
3635.742188	-7.56	-24.54	0.26
3638.671875	-7.57	-24.76	0.41
3641.601563	-7.57	-24.98	0.84
3644.531250	-7.57	-25.17	0.85
3647.460938	-7.57	-25.34	0.51
3650.390625	-7.57	-25.48	0.38
3653.320313	-7.57	-25.60	0.46
3656.250000	-7.57	-25.70	0.65
3659.179688	-7.58	-25.82	0.56
3662.109375	-7.58	-25.93	0.49
3665.039063	-7.58	-26.05	0.52
3667.968750	-7.59	-26.20	0.86
3670.898438	-7.59	-26.37	0.73
3673.828125	-7.59	-26.55	0.65
3676.757813	-7.59	-26.74	0.65
3679.687500	-7.59	-26.96	0.61
3682.617188	-7.60	-27.19	0.60
3685.546875	-7.60	-27.43	0.69
3688.476563	-7.60	-27.66	0.36
3691.406250	-7.60	-27.89	0.58
3694.335938	-7.61	-28.13	0.61
3697.265625	-7.61	-28.38	0.84
3700.195313	-7.62	-28.63	0.57
3703.125000	-7.63	-28.88	0.76
3706.054688	-7.64	-29.14	0.89
3708.984375	-7.64	-29.40	0.88
3711.914063	-7.65	-29.69	0.82
3714.843750	-7.66	-30.00	0.80
3717.773438	-7.67	-30.32	0.88
3720.703125	-7.67	-30.67	0.91
3723.632813	-7.68	-31.06	0.90
3726.562500	-7.69	-31.49	0.78
3729.492188	-7.69	-31.94	0.70
3732.421875	-7.70	-32.41	0.70
3735.351563	-7.70	-32.92	0.62
3738.281250	-7.71	-33.45	0.57
3741.210938	-7.71	-33.98	0.65
3744.140625	-7.71	-34.53	0.66
3747.070313	-7.72	-35.09	0.67
3750.000000	-7.72	-35.65	0.74
3752.929688	-7.71	-36.21	0.77
3755.859375	-7.71	-36.76	0.50
3758.789063	-7.71	-37.30	0.65
3761.718750	-7.71	-37.81	0.69
3764.648438	-7.71	-38.32	0.73
3767.578125	-7.71	-38.83	0.75
3770.507813	-7.71	-39.36	0.76
3773.437500	-7.71	-39.91	0.66
3776.367188	-7.71	-40.46	0.56
3779.296875	-7.70	-41.02	0.54
3782.226563	-7.70	-41.59	0.65
3785.156250	-7.69	-42.14	0.57
3788.085938	-7.68	-42.69	0.68
3791.015625	-7.67	-43.23	0.55
3793.945313	-7.67	-43.76	0.51
3796.875000	-7.66	-44.25	0.56
3799.804688	-7.65	-44.74	0.27
3802.734375	-7.64	-45.22	0.26
3805.664063	-7.63	-45.68	0.12
3808.593750	-7.63	-46.15	0.59
3811.523438	-7.62	-46.66	0.57
3814.453125	-7.62	-47.20	0.52
3817.382813	-7.61	-47.73	0.50
3820.312500	-7.60	-48.26	0.54
3823.242188	-7.59	-48.81	0.52
3826.171875	-7.58	-49.36	0.39
3829.101563	-7.57	-49.85	0.62
3832.031250	-7.57	-50.34	0.79
3834.960938	-7.56	-50.84	0.78
3837.890625	-7.55	-51.30	0.80
3840.820313	-7.54	-51.75	0.89
3843.750000	-7.52	-52.21	0.87
3846.679688	-7.51	-52.66	0.87
3849.609375	-7.51	-53.09	0.88
3852.539063	-7.50	-53.53	0.87
3855.468750	-7.48	-53.99	0.90
3858.398438	-7.47	-54.42	0.95
3861.328125	-7.46	-54.82	0.94
3864.257813	-7.45	-55.21	0.94
3867.187500	-7.44	-55.61	0.93
3870.117188	-7.43	-56.05	0.85
3873.046875	-7.42	-56.50	0.75
3875.976563	-7.42	-56.94	0.68
3878.906250	-7.41	-57.37	0.77
3881.835938	-7.41	-57.81	0.71
3884.765625	-7.40	-58.23	0.61
3887.695313	-7.40	-58.66	0.59
3890.625000	-7.39	-59.12	0.54
3893.554688	-7.39	-59.60	0.63
3896.484375	-7.38	-60.09	0.70
3899.414063	-7.38	-60.60	0.66
3902.343750	-7.39	-61.08	0.70
3905.273438	-7.39	-61.56	0.46
3908.203125	-7.40	-62.04	0.53
3911.132813	-7.40	-62.48	0.63
3914.062500	-7.41	-62.89	0.69
3916.992188	-7.42	-63.28	0.67
3919.921875	-7.43	-63.65	0.42
3922.851563	-7.44	-63.98	0.44
3925.781250	-7.45	-64.30	0.53
3928.710938	-7.46	-64.56	0.45
3931.640625	-7.47	-64.80	0.74
3934.570313	-7.48	-65.06	0.70
3937.500000	-7.49	-65.32	0.10
3940.429688	-7.50	-65.58	0.21
3943.359375	-7.51	-65.83	0.17
3946.289063	-7.53	-66.11	0.23
3949.218750	-7.54	-66.38	0.26
3952.148438	-7.55	-66.66	0.24
3955.078125	-7.57	-66.93	0.23
3958.007813	-7.58	-67.20	0.77
3960.937500	-7.60	-67.50	0.80
3963.867188	-7.61	-67.84	0.77
3966.796875	-7.62	-68.21	0.83
3969.726563	-7.64	-68.62	0.69
3972.656250	-7.65	-69.06	0.41
3975.585938	-7.66	-69.47	0.33
3978.515625	-7.67	-69.87	0.61
3981.445313	-7.68	-70.28	0.50
3984.375000	-7.70	-70.71	0.42
3987.304688	-7.71	-71.12	0.56
3990.234375	-7.71	-71.53	0.47
3993.164063	-7.72	-71.94	0.53
3996.093750	-7.73	-72.35	0.08
3999.023438	-7.74	-72.74	0.37
4001.953125	-7.74	-73.14	0.15
4004.882813	-7.74	-73.52	0.29
4007.812500	-7.74	-73.89	0.27
4010.742188	-7.74	-74.25	0.30
4013.671875	-7.74	-74.61	0.62
4016.601563	-7.73	-74.97	0.41
4019.531250	-7.73	-75.29	0.35
4022.460938	-7.72	-75.60	0.71
4025.390625	-7.72	-75.86	0.58
4028.320313	-7.72	-76.08	0.60
4031.250000	-7.72	-76.27	0.70
4034.179688	-7.72	-76.47	0.79
4037.109375	-7.72	-76.64	0.79
4040.039063	-7.73	-76.78	0.74
4042.968750	-7.74	-76.90	0.49
4045.898438	-7.75	-77.00	0.58
4048.828125	-7.76	-77.07	0.61
4051.757813	-7.77	-77.09	0.70
4054.687500	-7.79	-77.11	0.51
4057.617188	-7.80	-77.13	0.29
4060.546875	-7.82	-77.14	0.19
4063.476563	-7.83	-77.16	0.52
4066.406250	-7.85	-77.18	0.43
4069.335938	-7.87	-77.21	0.77
4072.265625	-7.88	-77.23	0.70
4075.195313	-7.90	-77.23	0.61
4078.125000	-7.92	-77.25	0.80
4081.054688	-7.94	-77.29	0.57
4083.984375	-7.96	-77.36	0.15
4086.914063	-7.98	-77.43	0.34
4089.843750	-8.00	-77.48	0.48
4092.773438	-8.02	-77.54	0.70
4095.703125	-8.03	-77.62	0.78
4098.632813	-8.05	-77.71	0.62
4101.562500	-8.07	-77.82	0.63
4104.492188	-8.09	-77.91	0.52
4107.421875	-8.11	-77.98	0.28
4110.351563	-8.13	-78.03	0.36
4113.281250	-8.15	-78.06	0.43
4116.210938	-8.17	-78.08	0.58
4119.140625	-8.19	-78.11	0.52
4122.070313	-8.22	-78.10	0.42
4125.000000	-8.24	-78.08	0.65
4127.929688	-8.26	-78.06	0.53
4130.859375	-8.28	-78.02	0.33
4133.789063	-8.30	-77.97	0.60
4136.718750	-8.32	-77.93	0.58
4139.648438	-8.34	-77.90	0.80
4142.578125	-8.35	-77.88	0.75
4145.507813	-8.37	-77.92	0.57
4148.437500	-8.39	-77.98	0.63
