	SM57_PROX_100MM		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
7872.070313	-7.00	166.26	0.16
7875.000000	-7.00	166.08	0.28
7877.929688	-7.00	165.89	0.21
7880.859375	-7.00	165.70	0.22
7883.789063	-7.00	165.50	0.14
7886.718750	-7.00	165.28	0.05
7889.648438	-7.00	165.07	0.36
7892.578125	-7.01	164.84	0.68
7895.507813	-7.01	164.60	0.50
7898.437500	-7.01	164.34	0.66
7901.367188	-7.01	164.10	0.63
7904.296875	-7.01	163.87	0.39
7907.226563	-7.02	163.65	0.51
7910.156250	-7.02	163.45	0.25
7913.085938	-7.02	163.25	0.29
7916.015625	-7.02	163.07	0.50
7918.945313	-7.03	162.83	0.71
7921.875000	-7.03	162.54	0.32
7924.804688	-7.03	162.25	0.68
7927.734375	-7.03	161.95	0.78
7930.664063	-7.04	161.65	0.78
7933.593750	-7.04	161.34	0.70
7936.523438	-7.04	161.05	0.76
7939.453125	-7.04	160.77	0.69
7942.382813	-7.05	160.47	0.71
7945.312500	-7.05	160.15	0.67
7948.242188	-7.05	159.82	0.48
7951.171875	-7.05	159.47	0.30
7954.101563	-7.06	159.10	0.13
7957.031250	-7.06	158.73	0.56
7959.960938	-7.06	158.38	0.53
7962.890625	-7.06	158.05	0.58
7965.820313	-7.06	157.76	0.41
7968.750000	-7.07	157.46	0.65
7971.679688	-7.07	157.12	0.54
7974.609375	-7.07	156.76	0.40
7977.539063	-7.07	156.39	0.37
7980.468750	-7.07	156.02	0.48
7983.398438	-7.08	155.63	0.65
7986.328125	-7.08	155.23	0.75
7989.257813	-7.08	154.84	0.75
7992.187500	-7.08	154.45	0.52
7995.117188	-7.08	154.05	0.45
7998.046875	-7.08	153.63	0.17
8000.976563	-7.09	153.20	0.44
8003.906250	-7.09	152.79	0.63
8006.835938	-7.09	152.46	0.48
8009.765625	-7.09	152.16	0.30
8012.695313	-7.09	151.82	0.46
8015.625000	-7.10	151.45	0.53
8018.554688	-7.10	151.03	0.38
8021.484375	-7.10	150.58	0.38
8024.414063	-7.10	150.10	0.43
8027.343750	-7.10	149.58	0.35
8030.273438	-7.11	149.03	0.11
8033.203125	-7.11	148.48	0.13
8036.132813	-7.11	147.93	0.10
8039.062500	-7.11	147.38	0.22
8041.992188	-7.11	146.84	0.31
8044.921875	-7.11	146.30	0.24
8047.851563	-7.11	145.79	0.13
8050.781250	-7.11	145.27	0.24
8053.710938	-7.12	144.78	0.30
8056.640625	-7.12	144.31	0.12
8059.570313	-7.12	143.82	0.16
8062.500000	-7.12	143.31	0.08
8065.429688	-7.12	142.80	0.28
8068.359375	-7.12	142.28	0.54
8071.289063	-7.12	141.77	0.72
8074.218750	-7.12	141.28	0.77
8077.148438	-7.12	140.81	0.68
8080.078125	-7.12	140.34	0.75
8083.007813	-7.12	139.88	0.67
8085.937500	-7.12	139.43	0.59
8088.867188	-7.12	138.98	0.53
8091.796875	-7.12	138.51	0.32
8094.726563	-7.12	138.02	0.52
8097.656250	-7.12	137.52	0.47
8100.585938	-7.12	137.03	0.40
8103.515625	-7.12	136.52	0.35
8106.445313	-7.12	135.97	0.32
8109.375000	-7.12	135.41	0.46
8112.304688	-7.12	134.85	0.56
8115.234375	-7.12	134.23	0.40
8118.164063	-7.12	133.59	0.14
8121.093750	-7.12	132.94	0.34
8124.023438	-7.12	132.32	0.42
8126.953125	-7.12	131.72	0.47
8129.882813	-7.12	131.18	0.33
8132.812500	-7.12	130.67	0.62
8135.742188	-7.12	130.18	0.79
8138.671875	-7.12	129.69	0.58
8141.601563	-7.12	129.23	0.55
8144.531250	-7.12	128.81	0.43
8147.460938	-7.12	128.43	0.32
8150.390625	-7.12	128.06	0.32
8153.320313	-7.12	127.68	0.19
8156.250000	-7.12	127.30	0.15
8159.179688	-7.12	126.93	0.34
8162.109375	-7.12	126.57	0.42
8165.039063	-7.12	126.22	0.46
8167.968750	-7.13	125.85	0.42
8170.898438	-7.13	125.48	0.21
8173.828125	-7.13	125.09	0.27
8176.757813	-7.13	124.68	0.39
8179.687500	-7.13	124.25	0.57
8182.617188	-7.13	123.80	0.36
8185.546875	-7.13	123.34	0.30
8188.476563	-7.13	122.85	0.36
8191.406250	-7.13	122.35	0.34
8194.335938	-7.13	121.82	0.15
8197.265625	-7.13	121.29	0.07
8200.195313	-7.13	120.74	0.18
8203.125000	-7.13	120.18	0.20
8206.054688	-7.14	119.62	0.26
8208.984375	-7.14	119.07	0.54
8211.914063	-7.14	118.52	0.39
8214.843750	-7.14	117.99	0.46
8217.773438	-7.14	117.47	0.67
8220.703125	-7.14	116.96	0.22
8223.632813	-7.14	116.47	0.22
8226.562500	-7.14	115.97	0.45
8229.492188	-7.14	115.49	0.22
8232.421875	-7.15	115.04	0.59
8235.351563	-7.15	114.60	0.26
8238.281250	-7.15	114.18	0.49
8241.210938	-7.15	113.78	0.34
8244.140625	-7.15	113.42	0.55
8247.070313	-7.15	113.09	0.68
8250.000000	-7.15	112.78	0.62
8252.929688	-7.15	112.52	0.53
8255.859375	-7.16	112.28	0.46
8258.789063	-7.16	112.08	0.48
8261.718750	-7.16	111.90	0.29
8264.648438	-7.16	111.73	0.43
8267.578125	-7.16	111.54	0.37
8270.507813	-7.16	111.35	0.35
8273.437500	-7.16	111.15	0.40
8276.367188	-7.17	110.94	0.43
8279.296875	-7.17	110.73	0.50
8282.226563	-7.17	110.52	0.41
8285.156250	-7.17	110.30	0.36
8288.085938	-7.17	110.09	0.50
8291.015625	-7.17	109.88	0.59
8293.945313	-7.16	109.69	0.65
8296.875000	-7.16	109.50	0.58
8299.804688	-7.16	109.32	0.77
8302.734375	-7.16	109.15	0.70
8305.664063	-7.16	109.01	0.50
8308.593750	-7.16	108.89	0.57
8311.523438	-7.16	108.79	0.68
8314.453125	-7.16	108.75	0.81
8317.382813	-7.16	108.76	0.75
8320.312500	-7.16	108.83	0.59
8323.242188	-7.16	108.93	0.55
8326.171875	-7.16	109.06	0.54
8329.101563	-7.16	109.20	0.21
8332.031250	-7.16	109.35	0.36
8334.960938	-7.16	109.49	0.51
8337.890625	-7.16	109.60	0.23
8340.820313	-7.16	109.72	0.49
8343.750000	-7.16	109.85	0.64
8346.679688	-7.16	110.00	0.63
8349.609375	-7.16	110.14	0.56
8352.539063	-7.16	110.30	0.41
8355.468750	-7.16	110.47	0.24
8358.398438	-7.16	110.64	0.45
8361.328125	-7.16	110.81	0.32
8364.257813	-7.16	110.98	0.17
8367.187500	-7.16	111.16	0.33
8370.117188	-7.16	111.34	0.29
8373.046875	-7.15	111.53	0.30
8375.976563	-7.15	111.72	0.47
8378.906250	-7.15	111.92	0.11
8381.835938	-7.15	112.13	0.34
8384.765625	-7.15	112.34	0.24
8387.695313	-7.15	112.55	0.38
8390.625000	-7.15	112.79	0.58
8393.554688	-7.15	113.07	0.56
8396.484375	-7.15	113.36	0.64
8399.414063	-7.15	113.67	0.45
8402.343750	-7.15	113.97	0.33
8405.273438	-7.15	114.27	0.51
8408.203125	-7.15	114.55	0.39
8411.132813	-7.14	114.83	0.15
8414.062500	-7.14	115.11	0.23
8416.992188	-7.14	115.39	0.28
8419.921875	-7.14	115.68	0.30
8422.851563	-7.14	115.95	0.22
8425.781250	-7.14	116.22	0.41
8428.710938	-7.14	116.49	0.35
8431.640625	-7.13	116.77	0.36
8434.570313	-7.13	117.04	0.31
8437.500000	-7.13	117.33	0.19
8440.429688	-7.13	117.62	0.36
8443.359375	-7.13	117.92	0.32
8446.289063	-7.13	118.21	0.25
8449.218750	-7.13	118.50	0.28
8452.148438	-7.12	118.77	0.36
8455.078125	-7.12	119.04	0.31
8458.007813	-7.12	119.30	0.18
8460.937500	-7.12	119.57	0.13
8463.867188	-7.11	119.84	0.13
8466.796875	-7.11	120.10	0.54
8469.726563	-7.11	120.37	0.41
8472.656250	-7.11	120.63	0.31
8475.585938	-7.10	120.90	0.20
8478.515625	-7.10	121.15	0.17
8481.445313	-7.10	121.40	0.17
8484.375000	-7.10	121.64	0.47
8487.304688	-7.10	121.86	0.53
8490.234375	-7.09	122.11	0.34
8493.164063	-7.09	122.38	0.34
8496.093750	-7.09	122.64	0.52
8499.023438	-7.09	122.90	0.62
8501.953125	-7.09	123.16	0.73
8504.882813	-7.08	123.45	0.39
8507.812500	-7.08	123.75	0.43
8510.742188	-7.08	124.06	0.65
8513.671875	-7.08	124.39	0.87
8516.601563	-7.08	124.74	0.79
8519.531250	-7.08	125.10	0.87
8522.460938	-7.07	125.46	0.77
8525.390625	-7.07	125.82	0.61
8528.320313	-7.07	126.17	0.66
8531.250000	-7.07	126.51	0.53
8534.179688	-7.07	126.85	0.36
8537.109375	-7.07	127.20	0.21
8540.039063	-7.07	127.56	0.23
8542.968750	-7.06	127.93	0.46
8545.898438	-7.06	128.29	0.38
8548.828125	-7.06	128.67	0.47
8551.757813	-7.06	129.06	0.54
8554.687500	-7.06	129.47	0.36
8557.617188	-7.06	129.88	0.11
8560.546875	-7.05	130.28	0.23
8563.476563	-7.05	130.67	0.58
8566.406250	-7.05	131.06	0.34
8569.335938	-7.05	131.46	0.38
8572.265625	-7.05	131.85	0.41
8575.195313	-7.05	132.24	0.49
8578.125000	-7.05	132.61	0.61
8581.054688	-7.04	132.96	0.34
8583.984375	-7.04	133.29	0.45
8586.914063	-7.04	133.62	0.57
8589.843750	-7.04	133.95	0.48
8592.773438	-7.04	134.28	0.40
8595.703125	-7.04	134.62	0.30
8598.632813	-7.04	134.95	0.30
8601.562500	-7.03	135.30	0.23
8604.492188	-7.03	135.64	0.34
8607.421875	-7.03	135.99	0.61
8610.351563	-7.03	136.35	0.80
8613.281250	-7.03	136.73	0.50
8616.210938	-7.03	137.11	0.17
8619.140625	-7.02	137.49	0.19
8622.070313	-7.02	137.87	0.47
8625.000000	-7.02	138.24	0.09
8627.929688	-7.02	138.60	0.13
8630.859375	-7.01	138.96	0.24
8633.789063	-7.01	139.31	0.56
8636.718750	-7.01	139.65	0.55
8639.648438	-7.01	139.96	0.63
8642.578125	-7.01	140.26	0.37
8645.507813	-7.00	140.55	0.28
8648.437500	-7.00	140.84	0.18
8651.367188	-7.00	141.13	0.17
8654.296875	-7.00	141.41	0.25
8657.226563	-6.99	141.68	0.33
8660.156250	-6.99	141.93	0.30
8663.085938	-6.99	142.18	0.05
8666.015625	-6.99	142.42	0.33
8668.945313	-6.99	142.66	0.02
8671.875000	-6.98	142.89	0.30
8674.804688	-6.98	143.11	0.42
8677.734375	-6.98	143.32	0.43
8680.664063	-6.98	143.52	0.31
8683.593750	-6.98	143.70	0.28
8686.523438	-6.97	143.87	0.53
8689.453125	-6.97	144.05	0.37
8692.382813	-6.97	144.22	0.42
8695.312500	-6.97	144.41	0.33
8698.242188	-6.96	144.59	0.43
8701.171875	-6.96	144.77	0.37
8704.101563	-6.96	144.96	0.20
8707.031250	-6.96	145.13	0.47
8709.960938	-6.95	145.30	0.53
8712.890625	-6.95	145.44	0.19
8715.820313	-6.95	145.59	0.36
8718.750000	-6.95	145.74	0.31
8721.679688	-6.94	145.89	0.32
8724.609375	-6.94	146.05	0.38
8727.539063	-6.94	146.21	0.56
8730.468750	-6.94	146.39	0.36
8733.398438	-6.93	146.55	0.16
8736.328125	-6.93	146.71	0.58
8739.257813	-6.93	146.87	0.62
8742.187500	-6.93	147.03	0.42
8745.117188	-6.92	147.19	0.02
8748.046875	-6.92	147.35	0.25
8750.976563	-6.92	147.51	0.34
8753.906250	-6.92	147.68	0.40
8756.835938	-6.91	147.84	0.48
8759.765625	-6.91	148.00	0.66
8762.695313	-6.91	148.14	0.65
8765.625000	-6.91	148.26	0.46
8768.554688	-6.90	148.37	0.30
8771.484375	-6.90	148.47	0.25
8774.414063	-6.90	148.55	0.34
8777.343750	-6.89	148.62	0.37
8780.273438	-6.89	148.68	0.21
8783.203125	-6.89	148.72	0.27
8786.132813	-6.89	148.76	0.53
8789.062500	-6.88	148.78	0.37
8791.992188	-6.88	148.78	0.47
8794.921875	-6.88	148.77	0.72
8797.851563	-6.88	148.74	0.70
8800.781250	-6.87	148.70	0.69
8803.710938	-6.87	148.64	0.41
8806.640625	-6.87	148.57	0.19
8809.570313	-6.87	148.49	0.24
8812.500000	-6.86	148.41	0.59
8815.429688	-6.86	148.30	0.60
8818.359375	-6.86	148.19	0.72
8821.289063	-6.85	148.06	0.54
8824.218750	-6.85	147.93	0.25
8827.148438	-6.85	147.80	0.08
8830.078125	-6.85	147.67	0.28
8833.007813	-6.84	147.54	0.40
8835.937500	-6.84	147.40	0.36
8838.867188	-6.84	147.26	0.41
8841.796875	-6.84	147.11	0.46
8844.726563	-6.83	146.95	0.51
8847.656250	-6.83	146.79	0.46
8850.585938	-6.83	146.61	0.42
8853.515625	-6.83	146.43	0.55
8856.445313	-6.82	146.25	0.67
8859.375000	-6.82	146.05	0.56
8862.304688	-6.82	145.85	0.52
8865.234375	-6.81	145.63	0.49
8868.164063	-6.81	145.41	0.52
8871.093750	-6.81	145.17	0.64
8874.023438	-6.81	144.92	0.67
8876.953125	-6.80	144.66	0.31
8879.882813	-6.80	144.41	0.03
8882.812500	-6.80	144.15	0.19
8885.742188	-6.79	143.91	0.45
8888.671875	-6.79	143.65	0.53
8891.601563	-6.78	143.39	0.18
8894.531250	-6.78	143.12	0.34
8897.460938	-6.78	142.86	0.39
8900.390625	-6.77	142.61	0.33
8903.320313	-6.77	142.37	0.18
8906.250000	-6.76	142.13	0.14
8909.179688	-6.76	141.90	0.56
8912.109375	-6.76	141.67	0.43
8915.039063	-6.75	141.45	0.39
8917.968750	-6.75	141.25	0.72
8920.898438	-6.74	141.06	0.76
8923.828125	-6.74	140.89	0.78
8926.757813	-6.73	140.74	0.82
8929.687500	-6.73	140.61	0.22
8932.617188	-6.72	140.48	0.54
8935.546875	-6.72	140.36	0.70
8938.476563	-6.72	140.26	0.42
8941.406250	-6.71	140.16	0.30
8944.335938	-6.71	140.06	0.20
8947.265625	-6.70	139.97	0.22
8950.195313	-6.70	139.90	0.13
8953.125000	-6.69	139.83	0.33
8956.054688	-6.69	139.76	0.23
8958.984375	-6.69	139.69	0.33
8961.914063	-6.68	139.63	0.67
8964.843750	-6.68	139.59	0.67
8967.773438	-6.67	139.56	0.66
8970.703125	-6.67	139.55	0.47
8973.632813	-6.67	139.55	0.52
8976.562500	-6.66	139.56	0.30
8979.492188	-6.66	139.58	0.50
8982.421875	-6.66	139.60	0.39
8985.351563	-6.65	139.63	0.46
8988.281250	-6.65	139.66	0.11
8991.210938	-6.65	139.69	0.46
8994.140625	-6.64	139.73	0.77
8997.070313	-6.64	139.80	0.91
9000.000000	-6.64	139.89	0.77
9002.929688	-6.63	140.00	0.75
9005.859375	-6.63	140.12	0.84
9008.789063	-6.63	140.26	0.72
9011.718750	-6.63	140.42	0.71
9014.648438	-6.62	140.57	0.63
9017.578125	-6.62	140.73	0.56
9020.507813	-6.62	140.88	0.41
9023.437500	-6.62	141.04	0.62
9026.367188	-6.62	141.20	0.60
9029.296875	-6.62	141.38	0.66
9032.226563	-6.61	141.54	0.75
9035.156250	-6.61	141.70	0.69
9038.085938	-6.61	141.86	0.66
9041.015625	-6.61	142.01	0.80
9043.945313	-6.61	142.17	0.63
9046.875000	-6.61	142.32	0.56
9049.804688	-6.61	142.47	0.73
9052.734375	-6.61	142.62	0.66
9055.664063	-6.61	142.77	0.56
9058.593750	-6.61	142.92	0.42
9061.523438	-6.61	143.06	0.60
9064.453125	-6.61	143.20	0.45
9067.382813	-6.61	143.34	0.37
9070.312500	-6.61	143.49	0.56
9073.242188	-6.61	143.64	0.33
9076.171875	-6.61	143.79	0.33
9079.101563	-6.61	143.94	0.08
9082.031250	-6.61	144.08	0.40
9084.960938	-6.61	144.22	0.43
9087.890625	-6.61	144.35	0.28
9090.820313	-6.61	144.48	0.40
9093.750000	-6.61	144.61	0.43
9096.679688	-6.61	144.74	0.62
9099.609375	-6.61	144.88	0.60
9102.539063	-6.61	145.02	0.60
9105.468750	-6.61	145.15	0.59
9108.398438	-6.61	145.28	0.68
9111.328125	-6.61	145.41	0.61
9114.257813	-6.61	145.53	0.73
9117.187500	-6.61	145.64	0.83
9120.117188	-6.61	145.76	0.78
9123.046875	-6.61	145.87	0.84
9125.976563	-6.62	145.99	0.71
9128.906250	-6.62	146.10	0.45
9131.835938	-6.62	146.20	0.65
9134.765625	-6.62	146.30	0.46
9137.695313	-6.62	146.40	0.77
9140.625000	-6.62	146.48	0.44
9143.554688	-6.62	146.56	0.46
9146.484375	-6.62	146.64	0.60
9149.414063	-6.63	146.71	0.21
9152.343750	-6.63	146.78	0.58
9155.273438	-6.63	146.85	0.71
9158.203125	-6.63	146.92	0.68
9161.132813	-6.63	146.99	0.66
9164.062500	-6.63	147.05	0.62
9166.992188	-6.64	147.12	0.41
9169.921875	-6.64	147.18	0.66
9172.851563	-6.64	147.24	0.54
9175.781250	-6.64	147.29	0.66
9178.710938	-6.64	147.33	0.59
9181.640625	-6.64	147.38	0.65
9184.570313	-6.64	147.42	0.67
9187.500000	-6.65	147.46	0.62
9190.429688	-6.65	147.50	0.63
9193.359375	-6.65	147.54	0.53
9196.289063	-6.65	147.56	0.48
9199.218750	-6.65	147.58	0.52
9202.148438	-6.65	147.60	0.58
9205.078125	-6.66	147.60	0.62
9208.007813	-6.66	147.59	0.63
9210.937500	-6.66	147.58	0.67
9213.867188	-6.66	147.56	0.31
9216.796875	-6.66	147.53	0.41
9219.726563	-6.66	147.51	0.49
9222.656250	-6.67	147.47	0.53
9225.585938	-6.67	147.45	0.69
9228.515625	-6.67	147.42	0.52
9231.445313	-6.67	147.40	0.45
9234.375000	-6.68	147.39	0.43
9237.304688	-6.68	147.38	0.41
9240.234375	-6.68	147.36	0.41
9243.164063	-6.68	147.34	0.39
9246.093750	-6.69	147.32	0.28
9249.023438	-6.69	147.29	0.33
9251.953125	-6.69	147.27	0.27
9254.882813	-6.69	147.24	0.35
9257.812500	-6.69	147.20	0.45
9260.742188	-6.70	147.17	0.24
9263.671875	-6.70	147.13	0.50
9266.601563	-6.70	147.10	0.61
9269.531250	-6.70	147.07	0.71
9272.460938	-6.70	147.06	0.82
9275.390625	-6.70	147.05	0.70
9278.320313	-6.71	147.04	0.52
9281.250000	-6.71	147.03	0.39
9284.179688	-6.71	147.01	0.43
9287.109375	-6.71	146.99	0.36
9290.039063	-6.71	146.98	0.40
9292.968750	-6.72	146.97	0.50
9295.898438	-6.72	146.97	0.08
9298.828125	-6.72	146.97	0.14
9301.757813	-6.72	146.98	0.40
9304.687500	-6.72	146.99	0.49
9307.617188	-6.73	147.01	0.51
9310.546875	-6.73	147.02	0.23
9313.476563	-6.73	147.04	0.50
9316.406250	-6.73	147.05	0.73
9319.335938	-6.73	147.08	0.77
9322.265625	-6.74	147.10	0.68
9325.195313	-6.74	147.13	0.67
9328.125000	-6.74	147.17	0.62
9331.054688	-6.74	147.20	0.53
9333.984375	-6.74	147.23	0.53
9336.914063	-6.74	147.25	0.52
9339.843750	-6.75	147.28	0.42
9342.773438	-6.75	147.30	0.61
9345.703125	-6.75	147.32	0.71
9348.632813	-6.75	147.33	0.60
9351.562500	-6.75	147.35	0.58
9354.492188	-6.75	147.36	0.69
9357.421875	-6.76	147.37	0.75
9360.351563	-6.76	147.37	0.69
9363.281250	-6.76	147.38	0.57
9366.210938	-6.76	147.39	0.52
9369.140625	-6.76	147.41	0.42
9372.070313	-6.76	147.42	0.56
9375.000000	-6.76	147.43	0.65
9377.929688	-6.77	147.44	0.63
9380.859375	-6.77	147.45	0.65
9383.789063	-6.77	147.45	0.54
9386.718750	-6.77	147.46	0.45
9389.648438	-6.77	147.46	0.53
9392.578125	-6.77	147.46	0.66
9395.507813	-6.77	147.46	0.66
9398.437500	-6.78	147.46	0.53
9401.367188	-6.78	147.45	0.63
9404.296875	-6.78	147.44	0.47
9407.226563	-6.78	147.43	0.34
9410.156250	-6.78	147.41	0.37
9413.085938	-6.78	147.39	0.47
9416.015625	-6.78	147.37	0.65
9418.945313	-6.78	147.34	0.62
9421.875000	-6.78	147.32	0.66
9424.804688	-6.79	147.29	0.71
9427.734375	-6.79	147.26	0.67
9430.664063	-6.79	147.22	0.69
9433.593750	-6.79	147.18	0.59
9436.523438	-6.79	147.14	0.60
9439.453125	-6.79	147.09	0.62
9442.382813	-6.79	147.04	0.58
9445.312500	-6.79	146.99	0.57
9448.242188	-6.79	146.93	0.62
9451.171875	-6.80	146.87	0.68
9454.101563	-6.80	146.80	0.81
9457.031250	-6.80	146.73	0.90
9459.960938	-6.80	146.65	0.83
9462.890625	-6.80	146.57	0.48
9465.820313	-6.80	146.48	0.25
9468.750000	-6.80	146.39	0.65
9471.679688	-6.80	146.30	0.71
9474.609375	-6.80	146.20	0.72
9477.539063	-6.81	146.09	0.61
9480.468750	-6.81	145.98	0.37
9483.398438	-6.81	145.87	0.34
9486.328125	-6.81	145.75	0.70
9489.257813	-6.81	145.63	0.64
9492.187500	-6.81	145.50	0.57
9495.117188	-6.81	145.37	0.81
9498.046875	-6.81	145.23	0.84
9500.976563	-6.81	145.10	0.81
9503.906250	-6.81	144.96	0.70
9506.835938	-6.81	144.81	0.75
9509.765625	-6.81	144.66	0.72
9512.695313	-6.81	144.50	0.64
9515.625000	-6.81	144.34	0.64
9518.554688	-6.81	144.18	0.81
9521.484375	-6.81	144.02	0.69
9524.414063	-6.81	143.84	0.76
9527.343750	-6.81	143.66	0.85
9530.273438	-6.81	143.47	0.62
9533.203125	-6.81	143.28	0.79
9536.132813	-6.81	143.08	0.83
9539.062500	-6.81	142.88	0.74
9541.992188	-6.81	142.67	0.36
9544.921875	-6.81	142.46	0.38
9547.851563	-6.81	142.24	0.70
9550.781250	-6.81	142.02	0.89
9553.710938	-6.81	141.80	0.63
9556.640625	-6.81	141.57	0.42
9559.570313	-6.81	141.33	0.52
9562.500000	-6.81	141.09	0.69
9565.429688	-6.80	140.86	0.78
9568.359375	-6.80	140.62	0.56
9571.289063	-6.80	140.38	0.49
9574.218750	-6.80	140.13	0.53
9577.148438	-6.80	139.88	0.64
9580.078125	-6.80	139.62	0.43
9583.007813	-6.80	139.36	0.27
9585.937500	-6.80	139.09	0.50
9588.867188	-6.80	138.82	0.62
9591.796875	-6.80	138.55	0.56
9594.726563	-6.80	138.27	0.67
9597.656250	-6.80	137.98	0.48
9600.585938	-6.80	137.70	0.35
9603.515625	-6.80	137.41	0.56
9606.445313	-6.79	137.11	0.48
9609.375000	-6.79	136.81	0.28
9612.304688	-6.79	136.50	0.64
9615.234375	-6.79	136.18	0.78
9618.164063	-6.79	135.87	0.69
9621.093750	-6.79	135.56	0.70
9624.023438	-6.79	135.26	0.59
9626.953125	-6.79	134.95	0.40
9629.882813	-6.79	134.63	0.22
9632.812500	-6.79	134.32	0.58
9635.742188	-6.79	134.01	0.70
9638.671875	-6.79	133.71	0.66
9641.601563	-6.79	133.40	0.83
9644.531250	-6.79	133.09	0.93
9647.460938	-6.79	132.77	0.79
9650.390625	-6.78	132.44	0.47
9653.320313	-6.78	132.11	0.34
9656.250000	-6.78	131.77	0.54
9659.179688	-6.78	131.43	0.50
9662.109375	-6.78	131.08	0.70
9665.039063	-6.78	130.73	0.90
9667.968750	-6.78	130.37	0.66
9670.898438	-6.78	130.01	0.59
9673.828125	-6.78	129.64	0.31
9676.757813	-6.78	129.27	0.22
9679.687500	-6.78	128.91	0.38
9682.617188	-6.77	128.54	0.43
9685.546875	-6.77	128.17	0.46
9688.476563	-6.77	127.81	0.60
9691.406250	-6.77	127.44	0.74
9694.335938	-6.77	127.07	0.79
9697.265625	-6.77	126.70	0.81
9700.195313	-6.77	126.32	0.60
9703.125000	-6.76	125.94	0.42
9706.054688	-6.76	125.56	0.49
9708.984375	-6.76	125.18	0.78
9711.914063	-6.76	124.80	0.67
9714.843750	-6.76	124.43	0.62
9717.773438	-6.76	124.05	0.77
9720.703125	-6.76	123.68	0.76
9723.632813	-6.75	123.30	0.75
9726.562500	-6.75	122.92	0.63
9729.492188	-6.75	122.55	0.23
9732.421875	-6.75	122.18	0.41
9735.351563	-6.75	121.80	0.78
9738.281250	-6.74	121.44	0.84
9741.210938	-6.74	121.08	0.83
9744.140625	-6.74	120.73	0.60
9747.070313	-6.74	120.38	0.80
9750.000000	-6.74	120.04	0.74
9752.929688	-6.74	119.70	0.61
9755.859375	-6.74	119.37	0.13
9758.789063	-6.73	119.04	0.27
9761.718750	-6.73	118.70	0.86
9764.648438	-6.73	118.35	0.25
9767.578125	-6.73	118.00	0.22
9770.507813	-6.73	117.65	0.15
9773.437500	-6.73	117.29	0.21
9776.367188	-6.73	116.94	0.37
9779.296875	-6.73	116.60	0.59
9782.226563	-6.72	116.27	0.68
9785.156250	-6.72	115.94	0.14
9788.085938	-6.72	115.61	0.52
9791.015625	-6.72	115.28	0.38
9793.945313	-6.72	114.95	0.73
9796.875000	-6.72	114.60	0.65
9799.804688	-6.72	114.25	0.25
9802.734375	-6.71	113.90	0.38
9805.664063	-6.71	113.56	0.37
9808.593750	-6.71	113.22	0.35
9811.523438	-6.71	112.89	0.72
9814.453125	-6.71	112.56	0.88
9817.382813	-6.71	112.21	0.06
9820.312500	-6.71	111.86	0.33
9823.242188	-6.70	111.52	0.61
9826.171875	-6.70	111.18	0.79
9829.101563	-6.70	110.87	0.85
9832.031250	-6.70	110.56	0.71
9834.960938	-6.70	110.27	0.82
9837.890625	-6.70	109.99	0.58
9840.820313	-6.70	109.71	0.61
9843.750000	-6.70	109.42	0.18
9846.679688	-6.69	109.13	0.40
9849.609375	-6.69	108.84	0.50
9852.539063	-6.69	108.56	0.43
9855.468750	-6.69	108.29	0.69
9858.398438	-6.69	108.01	0.86
9861.328125	-6.69	107.75	0.90
9864.257813	-6.69	107.49	0.61
9867.187500	-6.69	107.24	0.33
9870.117188	-6.69	106.99	0.35
9873.046875	-6.69	106.75	0.45
9875.976563	-6.69	106.52	0.62
9878.906250	-6.69	106.31	0.20
9881.835938	-6.69	106.10	0.70
9884.765625	-6.69	105.92	0.53
9887.695313	-6.69	105.73	0.50
9890.625000	-6.69	105.55	0.71
9893.554688	-6.69	105.36	0.69
9896.484375	-6.69	105.17	0.40
9899.414063	-6.69	104.98	0.60
9902.343750	-6.69	104.80	0.69
9905.273438	-6.70	104.63	0.77
9908.203125	-6.70	104.46	0.79
9911.132813	-6.70	104.28	0.80
9914.062500	-6.70	104.11	0.79
9916.992188	-6.70	103.94	0.69
9919.921875	-6.70	103.78	0.36
9922.851563	-6.70	103.61	0.22
9925.781250	-6.71	103.44	0.53
9928.710938	-6.71	103.29	0.52
9931.640625	-6.71	103.14	0.47
9934.570313	-6.71	103.00	0.49
9937.500000	-6.71	102.86	0.53
9940.429688	-6.71	102.72	0.59
9943.359375	-6.72	102.59	0.64
9946.289063	-6.72	102.45	0.59
9949.218750	-6.72	102.31	0.53
9952.148438	-6.72	102.17	0.52
9955.078125	-6.73	102.03	0.67
9958.007813	-6.73	101.90	0.76
9960.937500	-6.73	101.77	0.77
9963.867188	-6.73	101.65	0.82
9966.796875	-6.74	101.52	0.84
9969.726563	-6.74	101.40	0.50
9972.656250	-6.74	101.28	0.52
9975.585938	-6.74	101.14	0.47
9978.515625	-6.75	101.00	0.74
9981.445313	-6.75	100.86	0.49
9984.375000	-6.75	100.72	0.35
9987.304688	-6.76	100.58	0.64
9990.234375	-6.76	100.44	0.50
9993.164063	-6.76	100.29	0.50
9996.093750	-6.77	100.15	0.57
9999.023438	-6.77	100.00	0.56
10001.953125	-6.77	99.86	0.87
10004.882813	-6.78	99.71	0.75
10007.812500	-6.78	99.56	0.70
10010.742188	-6.78	99.40	0.74
10013.671875	-6.79	99.23	0.69
10016.601563	-6.79	99.06	0.54
10019.531250	-6.79	98.88	0.41
