	SM57_PROX_200MM		
11317.382813	-10.63	18.12	0.53
11320.312500	-10.64	18.15	0.59
11323.242188	-10.65	18.19	0.55
11326.171875	-10.65	18.24	0.72
11329.101563	-10.66	18.28	0.57
11332.031250	-10.67	18.32	0.66
11334.960938	-10.67	18.35	0.83
11337.890625	-10.68	18.38	0.79
11340.820313	-10.69	18.41	0.76
11343.750000	-10.69	18.45	0.75
11346.679688	-10.70	18.50	0.66
11349.609375	-10.70	18.55	0.77
11352.539063	-10.71	18.60	0.46
11355.468750	-10.72	18.66	0.63
11358.398438	-10.72	18.71	0.27
11361.328125	-10.73	18.76	0.66
11364.257813	-10.74	18.81	0.64
11367.187500	-10.74	18.86	0.45
11370.117188	-10.75	18.91	0.73
11373.046875	-10.75	18.96	0.74
11375.976563	-10.76	19.00	0.47
11378.906250	-10.77	19.03	0.72
11381.835938	-10.77	19.06	0.85
11384.765625	-10.78	19.08	0.74
11387.695313	-10.78	19.10	0.65
11390.625000	-10.79	19.11	0.74
11393.554688	-10.79	19.12	0.77
11396.484375	-10.80	19.13	0.50
11399.414063	-10.81	19.14	0.61
11402.343750	-10.81	19.13	0.72
11405.273438	-10.82	19.12	0.50
11408.203125	-10.82	19.10	0.64
11411.132813	-10.83	19.07	0.70
11414.062500	-10.83	19.02	0.67
11416.992188	-10.84	18.96	0.79
11419.921875	-10.84	18.90	0.97
11422.851563	-10.85	18.82	0.92
11425.781250	-10.85	18.73	0.86
11428.710938	-10.86	18.62	0.73
11431.640625	-10.86	18.49	0.31
11434.570313	-10.87	18.36	0.40
11437.500000	-10.87	18.23	0.42
11440.429688	-10.88	18.09	0.68
11443.359375	-10.88	17.94	0.63
11446.289063	-10.89	17.78	0.47
11449.218750	-10.89	17.61	0.21
11452.148438	-10.90	17.44	0.45
11455.078125	-10.90	17.25	0.54
11458.007813	-10.90	17.06	0.57
11460.937500	-10.91	16.85	0.89
11463.867188	-10.91	16.62	0.63
11466.796875	-10.92	16.37	0.55
11469.726563	-10.92	16.11	0.55
11472.656250	-10.93	15.84	0.43
11475.585938	-10.93	15.56	0.75
11478.515625	-10.94	15.28	0.85
11481.445313	-10.94	15.00	0.45
11484.375000	-10.95	14.73	0.26
11487.304688	-10.95	14.45	0.37
11490.234375	-10.95	14.19	0.55
11493.164063	-10.96	13.92	0.33
11496.093750	-10.96	13.65	0.17
11499.023438	-10.97	13.37	0.64
11501.953125	-10.97	13.09	0.74
11504.882813	-10.98	12.80	0.76
11507.812500	-10.98	12.50	0.61
11510.742188	-10.98	12.21	0.55
11513.671875	-10.99	11.93	0.74
11516.601563	-10.99	11.66	0.57
11519.531250	-11.00	11.41	0.32
11522.460938	-11.00	11.16	0.53
11525.390625	-11.01	10.93	0.53
11528.320313	-11.01	10.71	0.33
11531.250000	-11.02	10.50	0.14
11534.179688	-11.02	10.30	0.34
11537.109375	-11.02	10.10	0.32
11540.039063	-11.03	9.91	0.37
11542.968750	-11.03	9.73	0.41
11545.898438	-11.04	9.55	0.34
11548.828125	-11.04	9.38	0.44
11551.757813	-11.05	9.23	0.25
11554.687500	-11.05	9.09	0.33
11557.617188	-11.06	8.96	0.71
11560.546875	-11.06	8.84	0.77
11563.476563	-11.06	8.74	0.75
11566.406250	-11.07	8.66	0.44
11569.335938	-11.07	8.59	0.40
11572.265625	-11.08	8.52	0.24
11575.195313	-11.08	8.45	0.35
11578.125000	-11.09	8.38	0.09
11581.054688	-11.09	8.32	0.03
11583.984375	-11.09	8.26	0.49
11586.914063	-11.10	8.21	0.25
11589.843750	-11.10	8.16	0.51
11592.773438	-11.11	8.13	0.53
11595.703125	-11.11	8.11	0.54
11598.632813	-11.12	8.11	0.19
11601.562500	-11.12	8.11	0.75
11604.492188	-11.12	8.13	0.53
11607.421875	-11.13	8.16	0.75
11610.351563	-11.13	8.20	0.71
11613.281250	-11.14	8.26	0.22
11616.210938	-11.14	8.31	0.66
11619.140625	-11.15	8.38	0.41
11622.070313	-11.15	8.44	0.52
11625.000000	-11.15	8.49	0.62
11627.929688	-11.16	8.54	0.55
11630.859375	-11.16	8.59	0.71
11633.789063	-11.16	8.64	0.56
11636.718750	-11.17	8.70	0.54
11639.648438	-11.17	8.77	0.58
11642.578125	-11.18	8.84	0.54
11645.507813	-11.18	8.93	0.76
11648.437500	-11.18	9.04	0.67
11651.367188	-11.19	9.16	0.56
11654.296875	-11.19	9.29	0.65
11657.226563	-11.20	9.43	0.35
11660.156250	-11.20	9.57	0.54
11663.085938	-11.20	9.71	0.46
11666.015625	-11.21	9.85	0.57
11668.945313	-11.21	9.98	0.67
11671.875000	-11.22	10.10	0.49
11674.804688	-11.22	10.21	0.25
11677.734375	-11.22	10.31	0.57
11680.664063	-11.23	10.41	0.78
11683.593750	-11.23	10.49	0.58
11686.523438	-11.24	10.58	0.65
11689.453125	-11.24	10.66	0.27
11692.382813	-11.24	10.72	0.43
11695.312500	-11.25	10.77	0.37
11698.242188	-11.25	10.83	0.46
11701.171875	-11.26	10.88	0.78
11704.101563	-11.26	10.93	0.76
11707.031250	-11.27	10.96	0.91
11709.960938	-11.27	10.97	0.78
11712.890625	-11.28	10.97	0.64
11715.820313	-11.28	10.96	0.52
11718.750000	-11.29	10.94	0.50
11721.679688	-11.29	10.94	0.26
11724.609375	-11.30	10.93	0.26
11727.539063	-11.30	10.92	0.37
11730.468750	-11.31	10.91	0.61
11733.398438	-11.31	10.92	0.80
11736.328125	-11.31	10.90	0.83
11739.257813	-11.32	10.88	0.83
11742.187500	-11.32	10.86	0.50
11745.117188	-11.33	10.82	0.57
11748.046875	-11.33	10.79	0.62
11750.976563	-11.34	10.76	0.76
11753.906250	-11.35	10.72	0.67
11756.835938	-11.35	10.68	0.59
11759.765625	-11.36	10.63	0.71
11762.695313	-11.36	10.56	0.73
11765.625000	-11.37	10.48	0.29
11768.554688	-11.37	10.38	0.70
11771.484375	-11.38	10.30	0.49
11774.414063	-11.38	10.23	0.34
11777.343750	-11.39	10.16	0.46
11780.273438	-11.39	10.10	0.42
11783.203125	-11.40	10.03	0.65
11786.132813	-11.40	9.93	0.51
11789.062500	-11.41	9.82	0.53
11791.992188	-11.41	9.69	0.62
11794.921875	-11.42	9.54	0.25
11797.851563	-11.42	9.38	0.13
11800.781250	-11.43	9.21	0.38
11803.710938	-11.43	9.05	0.07
11806.640625	-11.44	8.89	0.32
11809.570313	-11.45	8.73	0.19
11812.500000	-11.45	8.58	0.61
11815.429688	-11.46	8.43	0.18
11818.359375	-11.46	8.28	0.30
11821.289063	-11.47	8.12	0.66
11824.218750	-11.47	7.97	0.69
11827.148438	-11.48	7.83	0.55
11830.078125	-11.48	7.69	0.33
11833.007813	-11.49	7.54	0.44
11835.937500	-11.49	7.39	0.42
11838.867188	-11.50	7.22	0.81
11841.796875	-11.50	7.05	0.84
11844.726563	-11.51	6.85	0.61
11847.656250	-11.52	6.65	0.64
11850.585938	-11.52	6.43	0.53
11853.515625	-11.53	6.20	0.71
11856.445313	-11.53	5.94	0.60
11859.375000	-11.54	5.67	0.41
11862.304688	-11.54	5.40	0.24
11865.234375	-11.55	5.12	0.10
11868.164063	-11.55	4.84	0.39
11871.093750	-11.56	4.56	0.44
11874.023438	-11.57	4.28	0.32
11876.953125	-11.57	4.00	0.36
11879.882813	-11.58	3.72	0.34
11882.812500	-11.58	3.45	0.41
11885.742188	-11.59	3.18	0.51
11888.671875	-11.59	2.93	0.64
11891.601563	-11.60	2.67	0.85
11894.531250	-11.61	2.42	0.64
11897.460938	-11.61	2.17	0.66
11900.390625	-11.62	1.94	0.66
11903.320313	-11.62	1.72	0.65
11906.250000	-11.63	1.52	0.29
11909.179688	-11.63	1.32	0.44
11912.109375	-11.64	1.14	0.37
11915.039063	-11.65	0.96	0.07
11917.968750	-11.65	0.78	0.61
11920.898438	-11.66	0.61	0.62
11923.828125	-11.66	0.45	0.63
11926.757813	-11.67	0.30	0.56
11929.687500	-11.68	0.16	0.79
11932.617188	-11.68	0.03	0.87
11935.546875	-11.69	-0.11	0.41
11938.476563	-11.69	-0.25	0.84
11941.406250	-11.70	-0.37	0.83
11944.335938	-11.70	-0.47	0.63
11947.265625	-11.71	-0.56	0.71
11950.195313	-11.72	-0.64	0.82
11953.125000	-11.72	-0.70	0.69
11956.054688	-11.73	-0.76	0.33
11958.984375	-11.73	-0.81	0.60
11961.914063	-11.74	-0.86	0.72
11964.843750	-11.74	-0.90	0.76
11967.773438	-11.75	-0.93	0.95
11970.703125	-11.76	-0.94	0.97
11973.632813	-11.76	-0.93	0.53
11976.562500	-11.77	-0.91	0.53
11979.492188	-11.77	-0.88	0.64
11982.421875	-11.78	-0.85	0.33
11985.351563	-11.78	-0.80	0.53
11988.281250	-11.79	-0.75	0.41
11991.210938	-11.79	-0.71	0.53
11994.140625	-11.80	-0.67	0.43
11997.070313	-11.81	-0.62	0.34
12000.000000	-11.81	-0.58	0.37
12002.929688	-11.82	-0.53	0.63
12005.859375	-11.82	-0.47	0.73
12008.789063	-11.83	-0.41	0.80
12011.718750	-11.83	-0.35	0.78
12014.648438	-11.84	-0.28	0.77
12017.578125	-11.84	-0.19	0.85
12020.507813	-11.85	-0.09	0.56
12023.437500	-11.85	0.01	0.41
12026.367188	-11.86	0.12	0.63
12029.296875	-11.87	0.23	0.62
12032.226563	-11.87	0.34	0.73
12035.156250	-11.88	0.46	0.80
12038.085938	-11.88	0.59	0.88
12041.015625	-11.89	0.72	0.35
12043.945313	-11.89	0.87	0.82
12046.875000	-11.90	1.02	0.82
12049.804688	-11.90	1.18	0.83
12052.734375	-11.91	1.34	0.60
12055.664063	-11.91	1.51	0.55
12058.593750	-11.92	1.69	0.82
12061.523438	-11.93	1.87	0.85
12064.453125	-11.93	2.05	0.63
12067.382813	-11.94	2.22	0.74
12070.312500	-11.94	2.40	0.66
12073.242188	-11.95	2.58	0.77
12076.171875	-11.95	2.76	0.79
12079.101563	-11.96	2.93	0.44
12082.031250	-11.97	3.10	0.37
12084.960938	-11.97	3.27	0.45
12087.890625	-11.98	3.44	0.29
12090.820313	-11.98	3.60	0.26
12093.750000	-11.99	3.76	0.71
12096.679688	-11.99	3.92	0.86
12099.609375	-12.00	4.07	0.76
12102.539063	-12.01	4.22	0.81
12105.468750	-12.01	4.36	0.85
12108.398438	-12.02	4.50	0.66
12111.328125	-12.02	4.63	0.47
12114.257813	-12.03	4.75	0.63
12117.187500	-12.03	4.87	0.20
12120.117188	-12.04	4.98	0.13
12123.046875	-12.05	5.09	0.41
12125.976563	-12.05	5.20	0.22
12128.906250	-12.06	5.31	0.67
12131.835938	-12.06	5.43	0.65
12134.765625	-12.07	5.57	0.83
12137.695313	-12.07	5.71	0.54
12140.625000	-12.08	5.86	0.13
12143.554688	-12.09	6.01	0.09
12146.484375	-12.09	6.16	0.56
12149.414063	-12.10	6.30	0.54
12152.343750	-12.10	6.42	0.07
12155.273438	-12.11	6.55	0.41
12158.203125	-12.12	6.68	0.47
12161.132813	-12.12	6.82	0.48
12164.062500	-12.13	6.95	0.47
12166.992188	-12.13	7.09	0.56
12169.921875	-12.14	7.22	0.48
12172.851563	-12.15	7.35	0.70
12175.781250	-12.15	7.47	0.70
12178.710938	-12.16	7.59	0.24
12181.640625	-12.16	7.70	0.29
12184.570313	-12.17	7.80	0.16
12187.500000	-12.18	7.90	0.21
12190.429688	-12.18	7.98	0.64
12193.359375	-12.19	8.05	0.64
12196.289063	-12.19	8.10	0.70
12199.218750	-12.20	8.14	0.63
12202.148438	-12.21	8.17	0.53
12205.078125	-12.21	8.18	0.46
12208.007813	-12.22	8.19	0.04
12210.937500	-12.22	8.20	0.24
12213.867188	-12.23	8.20	0.34
12216.796875	-12.24	8.19	0.48
12219.726563	-12.24	8.18	0.50
12222.656250	-12.25	8.17	0.41
12225.585938	-12.25	8.15	0.71
12228.515625	-12.26	8.11	0.64
12231.445313	-12.27	8.07	0.12
12234.375000	-12.27	8.02	0.24
12237.304688	-12.28	7.98	0.28
12240.234375	-12.28	7.93	0.26
12243.164063	-12.29	7.88	0.27
12246.093750	-12.29	7.83	0.44
12249.023438	-12.30	7.78	0.26
12251.953125	-12.31	7.72	0.21
12254.882813	-12.31	7.65	0.07
12257.812500	-12.32	7.59	0.21
12260.742188	-12.32	7.53	0.41
12263.671875	-12.33	7.46	0.45
12266.601563	-12.33	7.39	0.87
12269.531250	-12.34	7.31	0.75
12272.460938	-12.34	7.21	0.70
12275.390625	-12.35	7.10	0.64
12278.320313	-12.35	6.98	0.46
12281.250000	-12.36	6.87	0.40
12284.179688	-12.37	6.76	0.25
12287.109375	-12.37	6.66	0.20
12290.039063	-12.38	6.56	0.56
12292.968750	-12.38	6.46	0.36
12295.898438	-12.39	6.37	0.61
12298.828125	-12.39	6.28	0.44
12301.757813	-12.40	6.19	0.52
12304.687500	-12.40	6.11	0.69
12307.617188	-12.41	6.03	0.70
12310.546875	-12.41	5.96	0.17
12313.476563	-12.42	5.88	0.48
12316.406250	-12.42	5.81	0.36
12319.335938	-12.43	5.74	0.53
12322.265625	-12.43	5.67	0.19
12325.195313	-12.44	5.60	0.10
12328.125000	-12.44	5.53	0.74
12331.054688	-12.45	5.45	0.55
12333.984375	-12.45	5.38	0.58
12336.914063	-12.46	5.30	0.55
12339.843750	-12.46	5.21	0.35
12342.773438	-12.47	5.13	0.59
12345.703125	-12.47	5.05	0.78
12348.632813	-12.48	4.96	0.71
12351.562500	-12.48	4.87	0.47
12354.492188	-12.49	4.79	0.64
12357.421875	-12.49	4.71	0.43
12360.351563	-12.50	4.64	0.61
12363.281250	-12.50	4.57	0.85
12366.210938	-12.51	4.51	0.84
12369.140625	-12.51	4.46	0.85
12372.070313	-12.52	4.43	0.64
12375.000000	-12.52	4.40	0.83
12377.929688	-12.52	4.37	0.85
12380.859375	-12.53	4.34	0.83
12383.789063	-12.53	4.30	0.45
12386.718750	-12.54	4.26	0.76
12389.648438	-12.54	4.23	0.73
12392.578125	-12.55	4.21	0.83
12395.507813	-12.55	4.19	0.89
12398.437500	-12.56	4.17	0.79
12401.367188	-12.56	4.15	0.70
12404.296875	-12.57	4.14	0.77
12407.226563	-12.57	4.14	0.60
12410.156250	-12.58	4.13	0.24
12413.085938	-12.58	4.13	0.23
12416.015625	-12.59	4.14	0.52
12418.945313	-12.59	4.14	0.62
12421.875000	-12.60	4.14	0.75
12424.804688	-12.60	4.13	0.83
12427.734375	-12.61	4.12	0.60
12430.664063	-12.61	4.11	0.41
12433.593750	-12.62	4.11	0.31
12436.523438	-12.62	4.10	0.61
12439.453125	-12.63	4.10	0.73
12442.382813	-12.63	4.10	0.67
12445.312500	-12.64	4.10	0.77
12448.242188	-12.64	4.08	0.77
12451.171875	-12.65	4.06	0.65
12454.101563	-12.65	4.03	0.64
12457.031250	-12.66	4.00	0.70
12459.960938	-12.66	3.97	0.57
12462.890625	-12.67	3.93	0.75
12465.820313	-12.67	3.89	0.72
12468.750000	-12.68	3.86	0.57
12471.679688	-12.68	3.82	0.71
12474.609375	-12.69	3.79	0.76
12477.539063	-12.69	3.74	0.63
12480.468750	-12.70	3.71	0.59
12483.398438	-12.70	3.67	0.59
12486.328125	-12.71	3.64	0.47
12489.257813	-12.71	3.62	0.23
12492.187500	-12.72	3.59	0.37
12495.117188	-12.72	3.56	0.69
12498.046875	-12.73	3.53	0.63
12500.976563	-12.73	3.49	0.68
12503.906250	-12.74	3.44	0.77
12506.835938	-12.74	3.39	0.58
12509.765625	-12.75	3.34	0.14
12512.695313	-12.75	3.29	0.60
12515.625000	-12.75	3.25	0.74
12518.554688	-12.76	3.20	0.90
12521.484375	-12.76	3.15	0.88
12524.414063	-12.77	3.10	0.78
12527.343750	-12.77	3.06	0.48
12530.273438	-12.78	3.02	0.29
12533.203125	-12.78	2.97	0.52
12536.132813	-12.79	2.93	0.67
12539.062500	-12.79	2.88	0.65
12541.992188	-12.79	2.83	0.71
12544.921875	-12.80	2.78	0.63
12547.851563	-12.80	2.72	0.26
12550.781250	-12.81	2.65	0.50
12553.710938	-12.81	2.58	0.27
12556.640625	-12.82	2.51	0.31
12559.570313	-12.82	2.44	0.86
12562.500000	-12.82	2.37	0.84
12565.429688	-12.83	2.29	0.41
12568.359375	-12.83	2.21	0.64
12571.289063	-12.84	2.13	0.55
12574.218750	-12.84	2.05	0.24
12577.148438	-12.84	1.96	0.29
12580.078125	-12.85	1.87	0.41
12583.007813	-12.85	1.78	0.32
12585.937500	-12.85	1.69	0.30
12588.867188	-12.86	1.60	0.52
12591.796875	-12.86	1.51	0.36
12594.726563	-12.87	1.41	0.09
12597.656250	-12.87	1.31	0.54
12600.585938	-12.87	1.20	0.81
12603.515625	-12.88	1.06	0.39
12606.445313	-12.88	0.92	0.32
12609.375000	-12.89	0.78	0.12
12612.304688	-12.89	0.64	0.41
12615.234375	-12.89	0.50	0.67
12618.164063	-12.90	0.35	0.54
12621.093750	-12.90	0.19	0.81
12624.023438	-12.90	0.01	0.63
12626.953125	-12.91	-0.17	0.44
12629.882813	-12.91	-0.36	0.52
12632.812500	-12.91	-0.55	0.50
12635.742188	-12.92	-0.76	0.54
12638.671875	-12.92	-0.98	0.49
12641.601563	-12.92	-1.20	0.81
12644.531250	-12.93	-1.44	0.82
12647.460938	-12.93	-1.69	0.83
12650.390625	-12.93	-1.94	0.75
12653.320313	-12.94	-2.22	0.74
12656.250000	-12.94	-2.51	0.56
12659.179688	-12.94	-2.81	0.39
12662.109375	-12.95	-3.12	0.52
12665.039063	-12.95	-3.42	0.66
12667.968750	-12.96	-3.72	0.47
12670.898438	-12.96	-4.03	0.61
12673.828125	-12.96	-4.35	0.59
12676.757813	-12.97	-4.67	0.59
12679.687500	-12.97	-5.00	0.73
12682.617188	-12.97	-5.33	0.54
12685.546875	-12.98	-5.68	0.64
12688.476563	-12.98	-6.06	0.64
12691.406250	-12.99	-6.44	0.61
12694.335938	-12.99	-6.84	0.59
12697.265625	-12.99	-7.24	0.68
12700.195313	-13.00	-7.64	0.50
12703.125000	-13.00	-8.04	0.45
12706.054688	-13.00	-8.44	0.22
12708.984375	-13.01	-8.83	0.57
12711.914063	-13.01	-9.21	0.01
12714.843750	-13.01	-9.59	0.29
12717.773438	-13.02	-9.96	0.48
12720.703125	-13.02	-10.33	0.69
12723.632813	-13.03	-10.71	0.58
12726.562500	-13.03	-11.10	0.49
12729.492188	-13.03	-11.51	0.15
12732.421875	-13.04	-11.92	0.08
12735.351563	-13.04	-12.34	0.23
12738.281250	-13.04	-12.74	0.35
12741.210938	-13.05	-13.15	0.41
12744.140625	-13.05	-13.55	0.37
12747.070313	-13.05	-13.94	0.11
12750.000000	-13.06	-14.34	0.53
12752.929688	-13.06	-14.73	0.40
12755.859375	-13.06	-15.12	0.47
12758.789063	-13.07	-15.51	0.32
12761.718750	-13.07	-15.89	0.32
12764.648438	-13.07	-16.27	0.56
12767.578125	-13.08	-16.66	0.48
12770.507813	-13.08	-17.04	0.41
12773.437500	-13.08	-17.43	0.28
12776.367188	-13.09	-17.82	0.13
12779.296875	-13.09	-18.21	0.05
12782.226563	-13.09	-18.60	0.04
12785.156250	-13.10	-18.97	0.20
12788.085938	-13.10	-19.34	0.27
12791.015625	-13.10	-19.70	0.55
12793.945313	-13.11	-20.06	0.77
12796.875000	-13.11	-20.41	0.44
12799.804688	-13.11	-20.75	0.06
12802.734375	-13.12	-21.10	0.13
12805.664063	-13.12	-21.44	0.48
12808.593750	-13.12	-21.77	0.63
12811.523438	-13.13	-22.08	0.48
12814.453125	-13.13	-22.39	0.14
12817.382813	-13.13	-22.70	0.34
12820.312500	-13.14	-23.00	0.45
12823.242188	-13.14	-23.29	0.74
12826.171875	-13.14	-23.57	0.80
12829.101563	-13.15	-23.84	0.36
12832.031250	-13.15	-24.10	0.59
12834.960938	-13.15	-24.35	0.28
12837.890625	-13.16	-24.60	0.26
12840.820313	-13.16	-24.84	0.41
12843.750000	-13.16	-25.08	0.11
12846.679688	-13.17	-25.31	0.30
12849.609375	-13.17	-25.54	0.63
12852.539063	-13.17	-25.79	0.69
12855.468750	-13.18	-26.04	0.58
12858.398438	-13.18	-26.31	0.24
12861.328125	-13.18	-26.58	0.68
12864.257813	-13.19	-26.83	0.48
12867.187500	-13.19	-27.07	0.52
12870.117188	-13.19	-27.30	0.38
12873.046875	-13.20	-27.53	0.42
12875.976563	-13.20	-27.74	0.58
12878.906250	-13.21	-27.96	0.62
12881.835938	-13.21	-28.18	0.71
12884.765625	-13.21	-28.39	0.08
12887.695313	-13.22	-28.60	0.30
12890.625000	-13.22	-28.81	0.76
12893.554688	-13.23	-29.02	0.69
12896.484375	-13.23	-29.24	0.46
12899.414063	-13.23	-29.46	0.75
12902.343750	-13.24	-29.68	0.64
12905.273438	-13.24	-29.90	0.33
12908.203125	-13.24	-30.12	0.28
12911.132813	-13.25	-30.34	0.36
12914.062500	-13.25	-30.57	0.37
12916.992188	-13.26	-30.80	0.65
12919.921875	-13.26	-31.04	0.71
12922.851563	-13.26	-31.30	0.63
12925.781250	-13.27	-31.57	0.59
12928.710938	-13.27	-31.84	0.63
12931.640625	-13.27	-32.12	0.26
12934.570313	-13.28	-32.40	0.41
12937.500000	-13.28	-32.68	0.66
12940.429688	-13.29	-32.97	0.50
12943.359375	-13.29	-33.26	0.67
12946.289063	-13.29	-33.56	0.65
12949.218750	-13.30	-33.86	0.69
12952.148438	-13.30	-34.17	0.42
12955.078125	-13.31	-34.47	0.15
12958.007813	-13.31	-34.77	0.58
12960.937500	-13.31	-35.08	0.44
12963.867188	-13.32	-35.40	0.47
12966.796875	-13.32	-35.71	0.74
12969.726563	-13.32	-36.03	0.77
12972.656250	-13.33	-36.35	0.21
12975.585938	-13.33	-36.66	0.36
12978.515625	-13.34	-36.99	0.74
12981.445313	-13.34	-37.31	0.20
12984.375000	-13.34	-37.63	0.64
12987.304688	-13.35	-37.96	0.31
12990.234375	-13.35	-38.28	0.07
12993.164063	-13.35	-38.61	0.30
12996.093750	-13.36	-38.93	0.35
12999.023438	-13.36	-39.24	0.16
13001.953125	-13.36	-39.56	0.21
13004.882813	-13.37	-39.88	0.32
13007.812500	-13.37	-40.19	0.36
13010.742188	-13.37	-40.51	0.37
13013.671875	-13.38	-40.82	0.29
13016.601563	-13.38	-41.13	0.58
13019.531250	-13.38	-41.44	0.26
13022.460938	-13.39	-41.74	0.44
13025.390625	-13.39	-42.03	0.20
13028.320313	-13.39	-42.33	0.34
13031.250000	-13.40	-42.64	0.42
13034.179688	-13.40	-42.94	0.15
13037.109375	-13.40	-43.24	0.14
13040.039063	-13.40	-43.54	0.38
13042.968750	-13.41	-43.85	0.37
13045.898438	-13.41	-44.15	0.31
13048.828125	-13.41	-44.45	0.29
13051.757813	-13.42	-44.74	0.33
13054.687500	-13.42	-45.03	0.48
13057.617188	-13.42	-45.32	0.75
13060.546875	-13.42	-45.59	0.66
13063.476563	-13.43	-45.86	0.36
13066.406250	-13.43	-46.13	0.35
13069.335938	-13.43	-46.40	0.67
13072.265625	-13.43	-46.66	0.51
13075.195313	-13.44	-46.92	0.49
13078.125000	-13.44	-47.18	0.38
13081.054688	-13.44	-47.43	0.59
13083.984375	-13.44	-47.69	0.20
13086.914063	-13.45	-47.95	0.70
13089.843750	-13.45	-48.20	0.65
13092.773438	-13.45	-48.45	0.78
13095.703125	-13.45	-48.70	0.59
13098.632813	-13.46	-48.94	0.48
13101.562500	-13.46	-49.17	0.66
13104.492188	-13.46	-49.41	0.67
13107.421875	-13.46	-49.63	0.51
13110.351563	-13.46	-49.86	0.44
13113.281250	-13.47	-50.09	0.06
13116.210938	-13.47	-50.32	0.56
13119.140625	-13.47	-50.55	0.77
13122.070313	-13.47	-50.78	0.11
13125.000000	-13.48	-51.00	0.34
13127.929688	-13.48	-51.23	0.29
13130.859375	-13.48	-51.46	0.27
13133.789063	-13.48	-51.68	0.43
13136.718750	-13.48	-51.90	0.46
13139.648438	-13.49	-52.14	0.40
13142.578125	-13.49	-52.37	0.09
13145.507813	-13.49	-52.60	0.49
13148.437500	-13.49	-52.83	0.53
13151.367188	-13.50	-53.06	0.23
13154.296875	-13.50	-53.29	0.46
13157.226563	-13.50	-53.53	0.38
13160.156250	-13.50	-53.76	0.45
13163.085938	-13.50	-54.00	0.81
13166.015625	-13.51	-54.23	0.76
13168.945313	-13.51	-54.48	0.33
13171.875000	-13.51	-54.73	0.40
13174.804688	-13.51	-54.97	0.09
13177.734375	-13.52	-55.22	0.31
13180.664063	-13.52	-55.46	0.27
13183.593750	-13.52	-55.70	0.59
13186.523438	-13.52	-55.93	0.33
13189.453125	-13.53	-56.16	0.42
13192.382813	-13.53	-56.40	0.37
13195.312500	-13.53	-56.63	0.33
13198.242188	-13.53	-56.86	0.34
13201.171875	-13.53	-57.09	0.17
13204.101563	-13.54	-57.31	0.57
13207.031250	-13.54	-57.52	0.68
13209.960938	-13.54	-57.73	0.39
13212.890625	-13.54	-57.93	0.35
13215.820313	-13.55	-58.14	0.77
13218.750000	-13.55	-58.35	0.83
13221.679688	-13.55	-58.57	0.47
13224.609375	-13.55	-58.79	0.43
13227.539063	-13.56	-59.01	0.44
13230.468750	-13.56	-59.23	0.56
13233.398438	-13.56	-59.45	0.12
13236.328125	-13.56	-59.68	0.33
13239.257813	-13.56	-59.91	0.35
13242.187500	-13.57	-60.14	0.41
13245.117188	-13.57	-60.38	0.32
13248.046875	-13.57	-60.61	0.67
13250.976563	-13.57	-60.86	0.49
13253.906250	-13.58	-61.11	0.42
13256.835938	-13.58	-61.35	0.61
13259.765625	-13.58	-61.60	0.56
13262.695313	-13.58	-61.85	0.53
13265.625000	-13.58	-62.10	0.13
13268.554688	-13.58	-62.34	0.56
13271.484375	-13.59	-62.60	0.49
13274.414063	-13.59	-62.85	0.64
13277.343750	-13.59	-63.12	0.71
13280.273438	-13.59	-63.40	0.44
13283.203125	-13.59	-63.68	0.42
13286.132813	-13.60	-63.96	0.48
13289.062500	-13.60	-64.25	0.60
13291.992188	-13.60	-64.54	0.45
13294.921875	-13.60	-64.83	0.48
13297.851563	-13.60	-65.12	0.73
13300.781250	-13.61	-65.42	0.60
13303.710938	-13.61	-65.73	0.83
13306.640625	-13.61	-66.04	0.77
13309.570313	-13.61	-66.35	0.80
13312.500000	-13.61	-66.66	0.50
13315.429688	-13.61	-66.97	0.63
13318.359375	-13.62	-67.27	0.69
13321.289063	-13.62	-67.58	0.71
13324.218750	-13.62	-67.88	0.77
13327.148438	-13.62	-68.19	0.50
13330.078125	-13.62	-68.50	0.87
13333.007813	-13.62	-68.79	0.88
13335.937500	-13.63	-69.06	0.91
13338.867188	-13.63	-69.34	0.81
13341.796875	-13.63	-69.60	0.53
13344.726563	-13.63	-69.85	0.20
13347.656250	-13.63	-70.10	0.10
13350.585938	-13.63	-70.36	0.29
13353.515625	-13.63	-70.61	0.34
13356.445313	-13.64	-70.86	0.16
13359.375000	-13.64	-71.12	0.66
13362.304688	-13.64	-71.36	0.45
13365.234375	-13.64	-71.61	0.47
13368.164063	-13.64	-71.86	0.61
13371.093750	-13.64	-72.10	0.36
13374.023438	-13.64	-72.35	0.47
13376.953125	-13.65	-72.60	0.13
13379.882813	-13.65	-72.84	0.53
13382.812500	-13.65	-73.09	0.60
13385.742188	-13.65	-73.34	0.58
13388.671875	-13.65	-73.59	0.64
13391.601563	-13.65	-73.85	0.43
13394.531250	-13.65	-74.11	0.29
13397.460938	-13.65	-74.37	0.23
13400.390625	-13.65	-74.63	0.51
13403.320313	-13.65	-74.88	0.55
13406.250000	-13.65	-75.14	0.55
13409.179688	-13.66	-75.38	0.29
13412.109375	-13.66	-75.62	0.54
13415.039063	-13.66	-75.86	0.25
13417.968750	-13.66	-76.09	0.44
13420.898438	-13.66	-76.32	0.11
13423.828125	-13.66	-76.55	0.67
