	SM57_PROX_20_BASS_REFLEX_CON_LANA		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
2077.148438	-7.63	-24.46	0.88
2080.078125	-7.63	-24.59	0.84
2083.007813	-7.63	-24.73	0.78
2085.937500	-7.64	-24.88	0.97
2088.867188	-7.65	-24.97	0.91
2091.796875	-7.66	-25.04	0.93
2094.726563	-7.69	-25.10	0.91
2097.656250	-7.71	-25.13	0.93
2100.585938	-7.74	-25.16	0.89
2103.515625	-7.77	-25.19	0.73
2106.445313	-7.80	-25.19	0.87
2109.375000	-7.83	-25.16	0.88
2112.304688	-7.86	-25.15	0.91
2115.234375	-7.89	-25.14	0.85
2118.164063	-7.92	-25.16	0.85
2121.093750	-7.95	-25.20	0.75
2124.023438	-7.98	-25.22	0.77
2126.953125	-8.02	-25.20	0.84
2129.882813	-8.06	-25.20	0.85
2132.812500	-8.11	-25.19	0.80
2135.742188	-8.15	-25.15	0.79
2138.671875	-8.19	-25.09	0.84
2141.601563	-8.23	-25.04	0.92
2144.531250	-8.25	-25.02	0.90
2147.460938	-8.28	-25.02	0.93
2150.390625	-8.31	-25.03	0.91
2153.320313	-8.34	-25.05	0.88
2156.250000	-8.37	-25.07	0.89
2159.179688	-8.40	-25.09	0.88
2162.109375	-8.43	-25.14	0.87
2165.039063	-8.46	-25.19	0.86
2167.968750	-8.48	-25.21	0.86
2170.898438	-8.50	-25.24	0.81
2173.828125	-8.52	-25.26	0.70
2176.757813	-8.53	-25.29	0.71
2179.687500	-8.54	-25.33	0.78
2182.617188	-8.55	-25.35	0.88
2185.546875	-8.56	-25.37	0.92
2188.476563	-8.57	-25.37	0.91
2191.406250	-8.57	-25.32	0.83
2194.335938	-8.57	-25.25	0.77
2197.265625	-8.56	-25.17	0.83
2200.195313	-8.54	-25.04	0.90
2203.125000	-8.53	-24.90	0.91
2206.054688	-8.51	-24.75	0.86
2208.984375	-8.49	-24.60	0.91
2211.914063	-8.48	-24.43	0.92
2214.843750	-8.47	-24.27	0.83
2217.773438	-8.46	-24.12	0.81
2220.703125	-8.46	-24.00	0.88
2223.632813	-8.46	-23.91	0.85
2226.562500	-8.46	-23.82	0.64
2229.492188	-8.45	-23.72	0.65
2232.421875	-8.45	-23.62	0.89
2235.351563	-8.44	-23.44	0.87
2238.281250	-8.44	-23.30	0.93
2241.210938	-8.44	-23.20	0.95
2244.140625	-8.44	-23.09	0.94
2247.070313	-8.45	-22.94	0.86
2250.000000	-8.47	-22.76	0.66
2252.929688	-8.48	-22.55	0.72
2255.859375	-8.49	-22.38	0.73
2258.789063	-8.50	-22.21	0.72
2261.718750	-8.51	-22.05	0.62
2264.648438	-8.51	-21.91	0.69
2267.578125	-8.51	-21.78	0.61
2270.507813	-8.51	-21.64	0.69
2273.437500	-8.51	-21.49	0.64
2276.367188	-8.51	-21.37	0.75
2279.296875	-8.52	-21.23	0.75
2282.226563	-8.52	-21.08	0.89
2285.156250	-8.53	-20.94	0.78
2288.085938	-8.54	-20.82	0.83
2291.015625	-8.56	-20.74	0.87
2293.945313	-8.59	-20.67	0.85
2296.875000	-8.61	-20.64	0.64
2299.804688	-8.63	-20.61	0.86
2302.734375	-8.65	-20.61	0.82
2305.664063	-8.67	-20.61	0.84
2308.593750	-8.68	-20.62	0.66
2311.523438	-8.69	-20.63	0.76
2314.453125	-8.69	-20.63	0.72
2317.382813	-8.69	-20.63	0.70
2320.312500	-8.69	-20.64	0.66
2323.242188	-8.69	-20.62	0.78
2326.171875	-8.70	-20.57	0.82
2329.101563	-8.71	-20.53	0.88
2332.031250	-8.72	-20.51	0.91
2334.960938	-8.74	-20.49	0.85
2337.890625	-8.75	-20.45	0.78
2340.820313	-8.78	-20.44	0.76
2343.750000	-8.80	-20.39	0.66
2346.679688	-8.83	-20.26	0.66
2349.609375	-8.86	-20.17	0.69
2352.539063	-8.90	-20.18	0.47
2355.468750	-8.94	-20.18	0.72
2358.398438	-8.99	-20.13	0.42
2361.328125	-9.04	-19.97	0.44
2364.257813	-9.08	-19.84	0.36
2367.187500	-9.11	-19.70	0.73
2370.117188	-9.14	-19.58	0.55
2373.046875	-9.16	-19.46	0.66
2375.976563	-9.19	-19.34	0.66
2378.906250	-9.21	-19.20	0.69
2381.835938	-9.23	-19.01	0.63
2384.765625	-9.24	-18.79	0.65
2387.695313	-9.24	-18.54	0.86
2390.625000	-9.24	-18.35	0.72
2393.554688	-9.23	-18.20	0.56
2396.484375	-9.23	-18.06	0.85
2399.414063	-9.22	-17.95	0.69
2402.343750	-9.22	-17.90	0.77
2405.273438	-9.21	-17.85	0.87
2408.203125	-9.21	-17.82	0.88
2411.132813	-9.21	-17.84	0.88
2414.062500	-9.21	-17.94	0.71
2416.992188	-9.22	-18.08	0.67
2419.921875	-9.21	-18.24	0.65
2422.851563	-9.21	-18.40	0.53
2425.781250	-9.21	-18.59	0.62
2428.710938	-9.21	-18.80	0.56
2431.640625	-9.22	-19.01	0.51
2434.570313	-9.22	-19.21	0.54
2437.500000	-9.21	-19.42	0.19
2440.429688	-9.20	-19.59	0.15
2443.359375	-9.19	-19.74	0.53
2446.289063	-9.17	-19.90	0.75
2449.218750	-9.15	-19.95	0.88
2452.148438	-9.13	-19.85	0.22
2455.078125	-9.12	-19.81	0.12
2458.007813	-9.10	-19.83	0.48
2460.937500	-9.08	-19.80	0.67
2463.867188	-9.05	-19.84	0.20
2466.796875	-9.03	-19.89	0.40
2469.726563	-9.01	-19.96	0.58
2472.656250	-8.99	-19.99	0.76
2475.585938	-8.97	-20.00	0.85
2478.515625	-8.96	-19.89	0.73
2481.445313	-8.94	-19.73	0.54
2484.375000	-8.93	-19.55	0.36
2487.304688	-8.92	-19.28	0.48
2490.234375	-8.92	-18.90	0.19
2493.164063	-8.91	-18.46	0.14
2496.093750	-8.90	-17.92	0.50
2499.023438	-8.90	-17.27	0.49
2501.953125	-8.91	-16.57	0.66
2504.882813	-8.92	-15.68	0.36
2507.812500	-8.93	-14.70	0.27
2510.742188	-8.94	-13.66	0.34
2513.671875	-8.97	-12.59	0.64
2516.601563	-8.99	-11.57	0.65
2519.531250	-9.02	-10.57	0.47
2522.460938	-9.05	-9.56	0.31
2525.390625	-9.07	-8.50	0.44
2528.320313	-9.11	-7.51	0.24
2531.250000	-9.14	-6.56	0.40
2534.179688	-9.16	-5.63	0.39
2537.109375	-9.18	-4.71	0.21
2540.039063	-9.19	-3.81	0.31
2542.968750	-9.19	-2.93	0.26
2545.898438	-9.19	-2.06	0.67
2548.828125	-9.18	-1.20	0.74
2551.757813	-9.17	-0.39	0.63
2554.687500	-9.16	0.34	0.17
2557.617188	-9.14	1.08	0.47
2560.546875	-9.11	1.78	0.56
2563.476563	-9.08	2.48	0.51
2566.406250	-9.05	3.18	0.13
2569.335938	-9.02	3.85	0.41
2572.265625	-9.00	4.43	0.72
2575.195313	-8.97	4.92	0.72
2578.125000	-8.94	5.32	0.56
2581.054688	-8.92	5.68	0.52
2583.984375	-8.89	6.05	0.44
2586.914063	-8.87	6.40	0.53
2589.843750	-8.84	6.72	0.53
2592.773438	-8.82	7.09	0.20
2595.703125	-8.80	7.50	0.13
2598.632813	-8.78	7.90	0.52
2601.562500	-8.75	8.33	0.53
2604.492188	-8.72	8.86	0.33
2607.421875	-8.70	9.40	0.30
2610.351563	-8.68	9.93	0.54
2613.281250	-8.66	10.45	0.76
2616.210938	-8.65	10.83	0.67
2619.140625	-8.65	11.12	0.43
2622.070313	-8.65	11.37	0.39
2625.000000	-8.65	11.68	0.75
2627.929688	-8.66	11.91	0.77
2630.859375	-8.66	12.10	0.53
2633.789063	-8.67	12.28	0.23
2636.718750	-8.67	12.45	0.34
2639.648438	-8.68	12.61	0.15
2642.578125	-8.68	12.79	0.40
2645.507813	-8.69	12.93	0.62
2648.437500	-8.69	13.04	0.72
2651.367188	-8.70	13.11	0.77
2654.296875	-8.71	13.22	0.57
2657.226563	-8.71	13.27	0.58
2660.156250	-8.72	13.28	0.75
2663.085938	-8.73	13.32	0.72
2666.015625	-8.73	13.39	0.44
2668.945313	-8.74	13.39	0.49
2671.875000	-8.75	13.33	0.19
2674.804688	-8.76	13.27	0.13
2677.734375	-8.76	13.20	0.37
2680.664063	-8.75	13.16	0.49
2683.593750	-8.74	13.21	0.55
2686.523438	-8.74	13.36	0.32
2689.453125	-8.73	13.51	0.51
2692.382813	-8.73	13.62	0.31
2695.312500	-8.74	13.79	0.16
2698.242188	-8.74	13.97	0.17
2701.171875	-8.74	14.17	0.13
2704.101563	-8.74	14.34	0.27
2707.031250	-8.74	14.50	0.36
2709.960938	-8.75	14.70	0.26
2712.890625	-8.75	14.87	0.51
2715.820313	-8.76	15.00	0.60
2718.750000	-8.77	15.06	0.68
2721.679688	-8.78	15.06	0.57
2724.609375	-8.79	14.99	0.79
2727.539063	-8.80	14.88	0.87
2730.468750	-8.81	14.72	0.74
2733.398438	-8.82	14.55	0.77
2736.328125	-8.83	14.33	0.79
2739.257813	-8.83	14.03	0.78
2742.187500	-8.84	13.65	0.88
2745.117188	-8.85	13.18	0.84
2748.046875	-8.86	12.67	0.84
2750.976563	-8.87	12.16	0.67
2753.906250	-8.89	11.69	0.45
2756.835938	-8.90	11.24	0.75
2759.765625	-8.91	10.76	0.86
2762.695313	-8.92	10.25	0.81
2765.625000	-8.93	9.74	0.75
2768.554688	-8.94	9.23	0.88
2771.484375	-8.95	8.72	0.83
2774.414063	-8.96	8.23	0.71
2777.343750	-8.96	7.78	0.68
2780.273438	-8.97	7.36	0.32
2783.203125	-8.96	6.94	0.41
2786.132813	-8.96	6.49	0.46
2789.062500	-8.94	6.02	0.57
2791.992188	-8.93	5.54	0.75
2794.921875	-8.92	5.07	0.96
2797.851563	-8.91	4.57	0.95
2800.781250	-8.91	4.03	0.82
2803.710938	-8.92	3.47	0.74
2806.640625	-8.92	2.94	0.86
2809.570313	-8.93	2.46	0.89
2812.500000	-8.95	2.02	0.83
2815.429688	-8.96	1.60	0.92
2818.359375	-8.98	1.16	0.88
2821.289063	-8.99	0.72	0.85
2824.218750	-9.00	0.28	0.89
2827.148438	-9.00	-0.16	0.80
2830.078125	-9.00	-0.57	0.46
2833.007813	-8.99	-0.97	0.34
2835.937500	-8.97	-1.37	0.28
2838.867188	-8.95	-1.75	0.61
2841.796875	-8.92	-2.15	0.67
2844.726563	-8.88	-2.55	0.62
2847.656250	-8.84	-2.93	0.59
2850.585938	-8.80	-3.29	0.60
2853.515625	-8.77	-3.64	0.60
2856.445313	-8.73	-3.99	0.86
2859.375000	-8.70	-4.33	0.81
2862.304688	-8.67	-4.64	0.83
2865.234375	-8.64	-4.96	0.82
2868.164063	-8.61	-5.28	0.94
2871.093750	-8.58	-5.62	0.84
2874.023438	-8.54	-5.97	0.89
2876.953125	-8.50	-6.30	0.88
2879.882813	-8.46	-6.58	0.87
2882.812500	-8.42	-6.81	0.89
2885.742188	-8.38	-7.02	0.92
2888.671875	-8.34	-7.23	0.92
2891.601563	-8.31	-7.43	0.93
2894.531250	-8.28	-7.65	0.82
2897.460938	-8.24	-7.89	0.62
2900.390625	-8.21	-8.14	0.66
2903.320313	-8.18	-8.41	0.90
2906.250000	-8.15	-8.65	0.91
2909.179688	-8.13	-8.86	0.88
2912.109375	-8.11	-9.04	0.91
2915.039063	-8.09	-9.20	0.91
2917.968750	-8.08	-9.35	0.94
2920.898438	-8.06	-9.46	0.96
2923.828125	-8.06	-9.55	0.93
2926.757813	-8.05	-9.63	0.95
2929.687500	-8.05	-9.71	0.92
2932.617188	-8.05	-9.77	0.89
2935.546875	-8.06	-9.81	0.82
2938.476563	-8.06	-9.82	0.83
2941.406250	-8.07	-9.83	0.87
2944.335938	-8.08	-9.84	0.92
2947.265625	-8.08	-9.85	0.93
2950.195313	-8.08	-9.85	0.91
2953.125000	-8.09	-9.87	0.92
2956.054688	-8.10	-9.91	0.92
2958.984375	-8.10	-9.97	0.93
2961.914063	-8.11	-10.03	0.82
2964.843750	-8.13	-10.08	0.77
2967.773438	-8.14	-10.10	0.73
2970.703125	-8.15	-10.12	0.61
2973.632813	-8.16	-10.15	0.64
2976.562500	-8.17	-10.18	0.79
2979.492188	-8.18	-10.21	0.75
2982.421875	-8.20	-10.21	0.84
2985.351563	-8.22	-10.22	0.77
2988.281250	-8.23	-10.22	0.89
2991.210938	-8.25	-10.26	0.96
2994.140625	-8.27	-10.33	0.93
2997.070313	-8.29	-10.41	0.92
3000.000000	-8.31	-10.48	0.91
3002.929688	-8.34	-10.57	0.91
3005.859375	-8.36	-10.65	0.87
3008.789063	-8.39	-10.73	0.88
3011.718750	-8.41	-10.81	0.89
3014.648438	-8.44	-10.91	0.91
3017.578125	-8.47	-11.02	0.93
3020.507813	-8.49	-11.14	0.93
3023.437500	-8.52	-11.29	0.77
3026.367188	-8.55	-11.47	0.87
3029.296875	-8.57	-11.68	0.89
3032.226563	-8.59	-11.92	0.90
3035.156250	-8.61	-12.17	0.84
3038.085938	-8.63	-12.44	0.83
3041.015625	-8.65	-12.73	0.79
3043.945313	-8.67	-13.02	0.81
3046.875000	-8.69	-13.32	0.63
3049.804688	-8.70	-13.61	0.65
3052.734375	-8.72	-13.88	0.87
3055.664063	-8.73	-14.15	0.88
3058.593750	-8.75	-14.45	0.91
3061.523438	-8.77	-14.76	0.75
3064.453125	-8.79	-15.06	0.65
3067.382813	-8.81	-15.36	0.72
3070.312500	-8.84	-15.66	0.91
3073.242188	-8.86	-15.97	0.92
3076.171875	-8.88	-16.27	0.78
3079.101563	-8.89	-16.56	0.94
3082.031250	-8.91	-16.81	0.88
3084.960938	-8.93	-17.04	0.78
3087.890625	-8.94	-17.26	0.86
3090.820313	-8.95	-17.49	0.89
3093.750000	-8.96	-17.71	0.74
3096.679688	-8.97	-17.90	0.62
3099.609375	-8.97	-18.08	0.75
3102.539063	-8.97	-18.27	0.62
3105.468750	-8.97	-18.48	0.76
3108.398438	-8.97	-18.67	0.86
3111.328125	-8.97	-18.85	0.93
3114.257813	-8.97	-19.00	0.83
3117.187500	-8.97	-19.14	0.95
3120.117188	-8.98	-19.27	0.93
3123.046875	-8.99	-19.39	0.85
3125.976563	-9.00	-19.51	0.82
3128.906250	-9.01	-19.63	0.86
3131.835938	-9.01	-19.74	0.78
3134.765625	-9.02	-19.85	0.79
3137.695313	-9.02	-19.94	0.84
3140.625000	-9.02	-20.00	0.81
3143.554688	-9.02	-20.03	0.73
3146.484375	-9.02	-20.03	0.84
3149.414063	-9.02	-20.01	0.92
3152.343750	-9.02	-19.97	0.88
3155.273438	-9.02	-19.91	0.77
3158.203125	-9.02	-19.84	0.82
3161.132813	-9.02	-19.76	0.86
3164.062500	-9.02	-19.68	0.98
3166.992188	-9.01	-19.62	0.95
3169.921875	-9.01	-19.55	0.83
3172.851563	-9.01	-19.48	0.87
3175.781250	-9.00	-19.44	0.92
3178.710938	-9.00	-19.43	0.86
3181.640625	-9.00	-19.42	0.82
3184.570313	-8.99	-19.42	0.80
3187.500000	-8.99	-19.43	0.87
3190.429688	-8.98	-19.46	0.88
3193.359375	-8.98	-19.50	0.88
3196.289063	-8.97	-19.55	0.93
3199.218750	-8.97	-19.62	0.95
3202.148438	-8.96	-19.70	0.92
3205.078125	-8.95	-19.79	0.83
3208.007813	-8.94	-19.87	0.82
3210.937500	-8.93	-19.95	0.86
3213.867188	-8.92	-20.05	0.82
3216.796875	-8.92	-20.16	0.89
3219.726563	-8.91	-20.24	0.92
3222.656250	-8.91	-20.31	0.87
3225.585938	-8.90	-20.36	0.89
3228.515625	-8.90	-20.38	0.82
3231.445313	-8.90	-20.40	0.91
3234.375000	-8.90	-20.43	0.84
3237.304688	-8.90	-20.44	0.88
3240.234375	-8.89	-20.45	0.89
3243.164063	-8.89	-20.46	0.94
3246.093750	-8.89	-20.48	0.91
3249.023438	-8.89	-20.49	0.85
3251.953125	-8.89	-20.49	0.75
3254.882813	-8.90	-20.48	0.90
3257.812500	-8.90	-20.48	0.72
3260.742188	-8.91	-20.47	0.77
3263.671875	-8.91	-20.45	0.82
3266.601563	-8.92	-20.45	0.84
3269.531250	-8.92	-20.45	0.76
3272.460938	-8.93	-20.45	0.87
3275.390625	-8.93	-20.44	0.85
3278.320313	-8.93	-20.44	0.85
3281.250000	-8.93	-20.45	0.89
3284.179688	-8.93	-20.47	0.87
3287.109375	-8.93	-20.49	0.61
3290.039063	-8.93	-20.50	0.62
3292.968750	-8.93	-20.51	0.80
3295.898438	-8.92	-20.51	0.74
3298.828125	-8.92	-20.51	0.58
3301.757813	-8.92	-20.49	0.68
3304.687500	-8.92	-20.45	0.57
3307.617188	-8.92	-20.40	0.80
3310.546875	-8.92	-20.36	0.77
3313.476563	-8.92	-20.32	0.70
3316.406250	-8.92	-20.26	0.77
3319.335938	-8.92	-20.19	0.52
3322.265625	-8.93	-20.14	0.69
3325.195313	-8.93	-20.08	0.75
3328.125000	-8.94	-20.00	0.82
3331.054688	-8.94	-19.94	0.67
3333.984375	-8.94	-19.87	0.61
3336.914063	-8.94	-19.80	0.74
3339.843750	-8.95	-19.71	0.47
3342.773438	-8.94	-19.62	0.64
3345.703125	-8.94	-19.53	0.83
3348.632813	-8.93	-19.44	0.91
3351.562500	-8.92	-19.35	0.97
3354.492188	-8.91	-19.29	0.84
3357.421875	-8.90	-19.23	0.64
3360.351563	-8.90	-19.19	0.80
3363.281250	-8.89	-19.17	0.74
3366.210938	-8.88	-19.16	0.91
3369.140625	-8.88	-19.17	0.86
3372.070313	-8.88	-19.18	0.88
3375.000000	-8.88	-19.20	0.88
3377.929688	-8.89	-19.23	0.89
3380.859375	-8.89	-19.29	0.86
3383.789063	-8.90	-19.38	0.70
3386.718750	-8.91	-19.47	0.69
3389.648438	-8.92	-19.58	0.76
3392.578125	-8.93	-19.68	0.87
3395.507813	-8.95	-19.78	0.88
3398.437500	-8.96	-19.90	0.91
3401.367188	-8.97	-20.05	0.84
3404.296875	-8.98	-20.21	0.73
3407.226563	-8.99	-20.39	0.81
3410.156250	-9.00	-20.56	0.74
3413.085938	-9.00	-20.72	0.89
3416.015625	-9.01	-20.91	0.75
3418.945313	-9.01	-21.09	0.35
3421.875000	-9.01	-21.27	0.27
3424.804688	-9.01	-21.47	0.59
3427.734375	-9.01	-21.68	0.82
3430.664063	-9.01	-21.90	0.79
3433.593750	-9.01	-22.14	0.82
3436.523438	-9.01	-22.39	0.81
3439.453125	-9.01	-22.62	0.85
3442.382813	-9.01	-22.84	0.85
3445.312500	-9.01	-23.03	0.83
3448.242188	-9.01	-23.21	0.85
3451.171875	-9.01	-23.38	0.72
3454.101563	-9.01	-23.56	0.67
3457.031250	-9.00	-23.72	0.63
3459.960938	-9.00	-23.85	0.84
3462.890625	-8.99	-23.95	0.40
3465.820313	-8.98	-24.03	0.77
3468.750000	-8.97	-24.12	0.78
3471.679688	-8.96	-24.24	0.85
3474.609375	-8.95	-24.38	0.80
3477.539063	-8.95	-24.47	0.85
3480.468750	-8.95	-24.56	0.81
3483.398438	-8.94	-24.67	0.68
3486.328125	-8.93	-24.77	0.77
3489.257813	-8.93	-24.89	0.77
3492.187500	-8.92	-25.00	0.63
3495.117188	-8.91	-25.11	0.65
3498.046875	-8.89	-25.21	0.46
3500.976563	-8.88	-25.29	0.41
3503.906250	-8.87	-25.34	0.52
3506.835938	-8.85	-25.40	0.74
3509.765625	-8.84	-25.50	0.41
3512.695313	-8.82	-25.62	0.71
3515.625000	-8.80	-25.80	0.95
3518.554688	-8.79	-26.04	0.90
3521.484375	-8.77	-26.33	0.87
3524.414063	-8.76	-26.65	0.82
3527.343750	-8.75	-27.01	0.89
3530.273438	-8.74	-27.36	0.85
3533.203125	-8.73	-27.70	0.69
3536.132813	-8.71	-28.02	0.83
3539.062500	-8.70	-28.36	0.49
3541.992188	-8.68	-28.70	0.33
3544.921875	-8.66	-29.04	0.44
3547.851563	-8.64	-29.40	0.44
3550.781250	-8.62	-29.75	0.66
3553.710938	-8.61	-30.08	0.46
3556.640625	-8.59	-30.42	0.51
3559.570313	-8.58	-30.78	0.71
3562.500000	-8.57	-31.16	0.63
3565.429688	-8.57	-31.57	0.52
3568.359375	-8.56	-31.98	0.69
3571.289063	-8.55	-32.37	0.51
3574.218750	-8.55	-32.77	0.36
3577.148438	-8.54	-33.19	0.39
3580.078125	-8.54	-33.62	0.46
3583.007813	-8.53	-34.06	0.67
3585.937500	-8.52	-34.52	0.80
3588.867188	-8.52	-35.03	0.64
3591.796875	-8.52	-35.50	0.72
3594.726563	-8.52	-35.96	0.90
3597.656250	-8.53	-36.44	0.93
3600.585938	-8.53	-36.94	0.81
3603.515625	-8.54	-37.47	0.90
3606.445313	-8.54	-38.00	0.87
3609.375000	-8.55	-38.55	0.83
3612.304688	-8.55	-39.11	0.81
3615.234375	-8.56	-39.64	0.87
3618.164063	-8.56	-40.14	0.91
3621.093750	-8.57	-40.62	0.89
3624.023438	-8.59	-41.08	0.97
3626.953125	-8.60	-41.54	0.97
3629.882813	-8.62	-41.99	0.92
3632.812500	-8.64	-42.43	0.96
3635.742188	-8.65	-42.87	0.90
3638.671875	-8.66	-43.31	0.74
3641.601563	-8.67	-43.74	0.84
3644.531250	-8.68	-44.17	0.88
3647.460938	-8.68	-44.60	0.91
3650.390625	-8.68	-45.00	0.64
3653.320313	-8.68	-45.39	0.68
3656.250000	-8.68	-45.75	0.51
3659.179688	-8.67	-46.09	0.40
3662.109375	-8.65	-46.41	0.83
3665.039063	-8.64	-46.70	0.78
3667.968750	-8.62	-46.97	0.96
3670.898438	-8.61	-47.19	0.91
3673.828125	-8.60	-47.38	0.78
3676.757813	-8.59	-47.52	0.90
3679.687500	-8.58	-47.64	0.86
3682.617188	-8.57	-47.75	0.92
3685.546875	-8.56	-47.84	0.86
3688.476563	-8.55	-47.91	0.83
3691.406250	-8.54	-47.99	0.57
3694.335938	-8.52	-48.07	0.79
3697.265625	-8.50	-48.17	0.86
3700.195313	-8.48	-48.27	0.87
3703.125000	-8.46	-48.36	0.88
3706.054688	-8.44	-48.48	0.94
3708.984375	-8.43	-48.64	0.96
3711.914063	-8.42	-48.80	0.92
3714.843750	-8.41	-48.96	0.98
3717.773438	-8.41	-49.12	0.95
3720.703125	-8.41	-49.28	0.94
3723.632813	-8.41	-49.42	0.95
3726.562500	-8.41	-49.54	0.88
3729.492188	-8.42	-49.66	0.91
3732.421875	-8.42	-49.78	0.92
3735.351563	-8.42	-49.88	0.94
3738.281250	-8.42	-49.95	0.84
3741.210938	-8.42	-49.97	0.89
3744.140625	-8.42	-49.96	0.82
3747.070313	-8.42	-49.90	0.68
3750.000000	-8.41	-49.83	0.66
3752.929688	-8.40	-49.73	0.85
3755.859375	-8.38	-49.61	0.67
3758.789063	-8.36	-49.46	0.78
3761.718750	-8.35	-49.31	0.84
3764.648438	-8.33	-49.16	0.54
3767.578125	-8.31	-49.00	0.33
3770.507813	-8.28	-48.85	0.31
3773.437500	-8.25	-48.72	0.08
3776.367188	-8.22	-48.59	0.61
3779.296875	-8.19	-48.45	0.81
3782.226563	-8.16	-48.28	0.79
3785.156250	-8.13	-48.10	0.78
3788.085938	-8.10	-47.92	0.75
3791.015625	-8.07	-47.74	0.77
3793.945313	-8.04	-47.55	0.71
3796.875000	-8.01	-47.37	0.95
3799.804688	-7.98	-47.20	0.97
3802.734375	-7.95	-47.06	0.83
3805.664063	-7.93	-46.94	0.87
3808.593750	-7.91	-46.84	0.65
3811.523438	-7.88	-46.74	0.45
3814.453125	-7.86	-46.63	0.39
3817.382813	-7.83	-46.51	0.80
3820.312500	-7.80	-46.40	0.82
3823.242188	-7.77	-46.28	0.71
3826.171875	-7.75	-46.18	0.90
3829.101563	-7.72	-46.09	0.85
3832.031250	-7.69	-46.04	0.76
3834.960938	-7.67	-46.02	0.86
3837.890625	-7.64	-46.02	0.87
3840.820313	-7.62	-46.01	0.90
3843.750000	-7.60	-46.00	0.88
3846.679688	-7.58	-45.99	0.86
3849.609375	-7.56	-46.00	0.68
3852.539063	-7.54	-45.98	0.95
3855.468750	-7.52	-45.95	0.98
3858.398438	-7.51	-45.90	0.95
3861.328125	-7.50	-45.84	0.89
3864.257813	-7.49	-45.78	0.96
3867.187500	-7.47	-45.73	0.94
3870.117188	-7.46	-45.68	0.97
3873.046875	-7.45	-45.64	0.97
3875.976563	-7.44	-45.61	0.92
3878.906250	-7.43	-45.58	0.89
3881.835938	-7.42	-45.54	0.87
3884.765625	-7.41	-45.49	0.45
3887.695313	-7.39	-45.44	0.76
3890.625000	-7.37	-45.38	0.45
3893.554688	-7.34	-45.32	1.00
3896.484375	-7.32	-45.26	1.00
3899.414063	-7.29	-45.20	1.00
3902.343750	-7.27	-45.14	1.00
3905.273438	-7.25	-45.07	0.82
3908.203125	-7.22	-45.01	0.92
3911.132813	-7.20	-44.98	0.80
3914.062500	-7.18	-44.95	0.90
3916.992188	-7.16	-44.95	0.89
3919.921875	-7.14	-44.94	0.94
3922.851563	-7.13	-44.96	1.00
3925.781250	-7.11	-44.98	0.62
3928.710938	-7.10	-45.01	0.79
3931.640625	-7.08	-45.03	0.93
3934.570313	-7.07	-45.04	0.96
3937.500000	-7.06	-45.04	0.95
3940.429688	-7.05	-45.06	0.86
3943.359375	-7.04	-45.10	0.83
3946.289063	-7.03	-45.15	1.00
3949.218750	-7.03	-45.21	0.90
3952.148438	-7.02	-45.27	0.90
3955.078125	-7.01	-45.33	0.98
3958.007813	-7.01	-45.40	0.96
3960.937500	-7.00	-45.48	0.96
3963.867188	-7.00	-45.59	0.95
3966.796875	-7.00	-45.71	0.90
3969.726563	-7.00	-45.86	0.93
3972.656250	-7.01	-46.02	0.97
3975.585938	-7.01	-46.18	0.91
3978.515625	-7.02	-46.33	0.95
3981.445313	-7.03	-46.46	0.87
3984.375000	-7.04	-46.59	0.95
3987.304688	-7.05	-46.70	0.83
3990.234375	-7.06	-46.82	0.73
3993.164063	-7.08	-46.92	0.65
3996.093750	-7.09	-47.03	0.71
3999.023438	-7.10	-47.13	0.79
4001.953125	-7.12	-47.23	0.92
4004.882813	-7.13	-47.33	0.94
4007.812500	-7.14	-47.42	0.88
4010.742188	-7.15	-47.51	0.99
4013.671875	-7.16	-47.59	0.90
4016.601563	-7.17	-47.65	0.81
4019.531250	-7.18	-47.72	0.83
4022.460938	-7.19	-47.80	0.91
4025.390625	-7.20	-47.89	0.94
4028.320313	-7.21	-48.00	0.96
4031.250000	-7.22	-48.10	0.94
4034.179688	-7.22	-48.22	0.95
4037.109375	-7.23	-48.33	0.98
4040.039063	-7.23	-48.44	0.93
4042.968750	-7.24	-48.56	0.90
4045.898438	-7.24	-48.67	0.88
4048.828125	-7.25	-48.76	0.90
4051.757813	-7.25	-48.84	0.97
4054.687500	-7.26	-48.93	0.97
4057.617188	-7.27	-49.02	0.91
4060.546875	-7.28	-49.09	0.90
4063.476563	-7.29	-49.14	0.85
4066.406250	-7.30	-49.20	0.80
4069.335938	-7.31	-49.26	0.66
4072.265625	-7.32	-49.32	0.72
4075.195313	-7.33	-49.37	0.84
4078.125000	-7.34	-49.43	0.87
4081.054688	-7.35	-49.49	0.95
4083.984375	-7.35	-49.56	0.96
4086.914063	-7.36	-49.64	0.95
4089.843750	-7.36	-49.73	0.90
4092.773438	-7.37	-49.82	0.88
4095.703125	-7.37	-49.90	0.87
4098.632813	-7.38	-50.00	0.90
4101.562500	-7.39	-50.10	0.92
4104.492188	-7.39	-50.19	0.76
4107.421875	-7.40	-50.27	0.58
4110.351563	-7.41	-50.37	0.80
4113.281250	-7.42	-50.49	0.96
4116.210938	-7.44	-50.64	0.92
4119.140625	-7.45	-50.79	0.89
4122.070313	-7.47	-50.93	0.85
4125.000000	-7.48	-51.08	0.86
4127.929688	-7.50	-51.24	0.89
