	SM57_PROX_20		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
4816.406250	-8.03	-83.63	0.95
4819.335938	-8.02	-83.51	0.97
4822.265625	-8.01	-83.40	0.78
4825.195313	-8.01	-83.29	0.69
4828.125000	-8.01	-83.18	0.81
4831.054688	-8.00	-83.08	0.48
4833.984375	-8.00	-82.98	0.65
4836.914063	-8.00	-82.89	0.75
4839.843750	-8.00	-82.81	0.78
4842.773438	-8.00	-82.75	0.51
4845.703125	-8.00	-82.70	0.90
4848.632813	-8.00	-82.68	0.46
4851.562500	-8.00	-82.65	0.41
4854.492188	-8.00	-82.61	0.58
4857.421875	-8.00	-82.56	0.63
4860.351563	-8.00	-82.52	0.25
4863.281250	-7.99	-82.47	0.33
4866.210938	-7.99	-82.43	0.38
4869.140625	-7.98	-82.39	0.46
4872.070313	-7.97	-82.35	0.61
4875.000000	-7.96	-82.32	0.52
4877.929688	-7.95	-82.29	0.78
4880.859375	-7.93	-82.26	0.89
4883.789063	-7.91	-82.24	0.92
4886.718750	-7.89	-82.21	0.92
4889.648438	-7.88	-82.16	0.96
4892.578125	-7.86	-82.10	0.98
4895.507813	-7.84	-82.02	0.96
4898.437500	-7.82	-81.93	0.78
4901.367188	-7.80	-81.83	0.88
4904.296875	-7.77	-81.74	0.87
4907.226563	-7.75	-81.64	0.89
4910.156250	-7.74	-81.52	0.85
4913.085938	-7.72	-81.36	0.80
4916.015625	-7.70	-81.19	0.75
4918.945313	-7.68	-81.00	0.83
4921.875000	-7.65	-80.80	0.45
4924.804688	-7.63	-80.59	0.79
4927.734375	-7.60	-80.39	0.91
4930.664063	-7.58	-80.19	0.96
4933.593750	-7.55	-79.98	0.92
4936.523438	-7.53	-79.76	0.89
4939.453125	-7.50	-79.55	0.92
4942.382813	-7.48	-79.36	0.78
4945.312500	-7.45	-79.17	0.73
4948.242188	-7.42	-79.00	0.18
4951.171875	-7.39	-78.83	0.62
4954.101563	-7.36	-78.65	0.85
4957.031250	-7.33	-78.46	0.95
4959.960938	-7.30	-78.27	0.96
4962.890625	-7.26	-78.08	0.88
4965.820313	-7.23	-77.88	0.87
4968.750000	-7.20	-77.65	0.80
4971.679688	-7.16	-77.42	0.84
4974.609375	-7.13	-77.17	0.93
4977.539063	-7.10	-76.91	0.90
4980.468750	-7.07	-76.66	0.96
4983.398438	-7.03	-76.39	0.92
4986.328125	-7.00	-76.10	0.90
4989.257813	-6.97	-75.79	0.91
4992.187500	-6.94	-75.47	0.94
4995.117188	-6.91	-75.15	0.95
4998.046875	-6.88	-74.83	0.96
5000.976563	-6.85	-74.49	0.89
5003.906250	-6.82	-74.14	0.94
5006.835938	-6.80	-73.79	0.99
5009.765625	-6.77	-73.50	0.99
5012.695313	-6.75	-73.26	0.99
5015.625000	-6.73	-73.07	0.94
5018.554688	-6.71	-72.90	0.51
5021.484375	-6.69	-72.73	0.72
5024.414063	-6.67	-72.54	0.96
5027.343750	-6.65	-72.33	0.95
5030.273438	-6.63	-72.09	0.82
5033.203125	-6.61	-71.83	0.93
5036.132813	-6.59	-71.59	0.92
5039.062500	-6.56	-71.37	0.86
5041.992188	-6.54	-71.18	0.88
5044.921875	-6.52	-70.99	0.98
5047.851563	-6.50	-70.84	0.89
5050.781250	-6.48	-70.70	0.86
5053.710938	-6.46	-70.59	0.92
5056.640625	-6.44	-70.52	0.97
5059.570313	-6.43	-70.47	0.95
5062.500000	-6.42	-70.45	0.87
5065.429688	-6.41	-70.47	0.75
5068.359375	-6.40	-70.50	0.95
5071.289063	-6.39	-70.56	0.91
5074.218750	-6.38	-70.63	0.92
5077.148438	-6.38	-70.74	0.97
5080.078125	-6.38	-70.87	0.96
5083.007813	-6.38	-71.04	0.94
5085.937500	-6.38	-71.23	0.73
5088.867188	-6.38	-71.43	0.20
5091.796875	-6.39	-71.63	0.48
5094.726563	-6.39	-71.81	0.37
5097.656250	-6.38	-71.99	0.75
5100.585938	-6.38	-72.18	0.95
5103.515625	-6.38	-72.39	0.92
5106.445313	-6.37	-72.62	0.70
5109.375000	-6.37	-72.84	0.58
5112.304688	-6.37	-73.05	0.94
5115.234375	-6.36	-73.28	0.96
5118.164063	-6.36	-73.55	0.90
5121.093750	-6.36	-73.85	0.94
5124.023438	-6.36	-74.19	0.93
5126.953125	-6.36	-74.54	0.66
5129.882813	-6.36	-74.92	0.52
5132.812500	-6.35	-75.32	0.38
5135.742188	-6.35	-75.73	0.12
5138.671875	-6.34	-76.13	0.49
5141.601563	-6.33	-76.53	0.82
5144.531250	-6.31	-76.92	0.77
5147.460938	-6.29	-77.31	0.49
5150.390625	-6.27	-77.72	0.81
5153.320313	-6.26	-78.14	0.76
5156.250000	-6.24	-78.58	0.93
5159.179688	-6.22	-79.03	0.89
5162.109375	-6.20	-79.48	0.70
5165.039063	-6.19	-79.94	0.96
5167.968750	-6.17	-80.43	0.62
5170.898438	-6.16	-80.92	0.94
5173.828125	-6.14	-81.41	0.90
5176.757813	-6.13	-81.91	0.72
5179.687500	-6.11	-82.38	0.80
5182.617188	-6.10	-82.87	0.53
5185.546875	-6.08	-83.35	0.67
5188.476563	-6.07	-83.86	0.84
5191.406250	-6.05	-84.35	0.94
5194.335938	-6.04	-84.86	0.90
5197.265625	-6.03	-85.35	0.87
5200.195313	-6.02	-85.86	0.76
5203.125000	-6.01	-86.35	0.95
5206.054688	-6.01	-86.78	0.58
5208.984375	-6.01	-87.19	0.27
5211.914063	-6.00	-87.60	0.78
5214.843750	-6.00	-87.99	0.82
5217.773438	-6.00	-88.37	0.83
5220.703125	-5.99	-88.74	0.94
5223.632813	-5.99	-89.16	0.95
5226.562500	-5.99	-89.62	0.57
5229.492188	-5.99	-90.07	0.93
5232.421875	-5.99	-90.50	0.83
5235.351563	-5.99	-90.92	0.92
5238.281250	-5.98	-91.31	0.86
5241.210938	-5.98	-91.69	0.71
5244.140625	-5.97	-92.05	0.84
5247.070313	-5.96	-92.41	0.87
5250.000000	-5.95	-92.75	0.88
5252.929688	-5.94	-93.09	0.79
5255.859375	-5.93	-93.43	0.88
5258.789063	-5.92	-93.76	0.87
5261.718750	-5.92	-94.09	0.75
5264.648438	-5.91	-94.40	0.37
5267.578125	-5.90	-94.67	0.80
5270.507813	-5.90	-94.96	0.92
5273.437500	-5.89	-95.28	0.88
5276.367188	-5.89	-95.61	0.99
5279.296875	-5.89	-95.99	0.96
5282.226563	-5.89	-96.40	0.82
5285.156250	-5.90	-96.83	0.37
5288.085938	-5.90	-97.24	0.35
5291.015625	-5.90	-97.63	0.89
5293.945313	-5.91	-98.07	0.93
5296.875000	-5.92	-98.54	0.99
5299.804688	-5.93	-99.05	0.99
5302.734375	-5.94	-99.61	0.98
5305.664063	-5.95	-100.22	0.98
5308.593750	-5.96	-100.89	0.98
5311.523438	-5.98	-101.62	0.98
5314.453125	-6.00	-102.39	0.98
5317.382813	-6.02	-103.22	0.99
5320.312500	-6.04	-104.09	0.99
5323.242188	-6.06	-105.03	0.91
5326.171875	-6.09	-106.00	0.59
5329.101563	-6.11	-106.97	0.67
5332.031250	-6.13	-107.92	0.81
5334.960938	-6.16	-108.85	0.85
5337.890625	-6.18	-109.74	0.89
5340.820313	-6.21	-110.60	0.83
5343.750000	-6.24	-111.43	0.91
5346.679688	-6.26	-112.24	0.63
5349.609375	-6.29	-113.06	0.64
5352.539063	-6.31	-113.88	0.70
5355.468750	-6.34	-114.68	0.82
5358.398438	-6.36	-115.45	0.89
5361.328125	-6.38	-116.20	0.90
5364.257813	-6.41	-116.92	0.77
5367.187500	-6.43	-117.63	0.87
5370.117188	-6.45	-118.31	0.91
5373.046875	-6.47	-118.97	0.67
5375.976563	-6.49	-119.62	0.84
5378.906250	-6.50	-120.23	0.75
5381.835938	-6.52	-120.82	0.71
5384.765625	-6.54	-121.39	0.36
5387.695313	-6.55	-121.97	0.77
5390.625000	-6.56	-122.58	0.74
5393.554688	-6.57	-123.18	0.88
5396.484375	-6.58	-123.78	0.81
5399.414063	-6.58	-124.37	0.76
5402.343750	-6.59	-124.96	0.92
5405.273438	-6.59	-125.54	0.70
5408.203125	-6.60	-126.11	0.91
5411.132813	-6.61	-126.68	0.81
5414.062500	-6.61	-127.24	0.96
5416.992188	-6.62	-127.80	0.79
5419.921875	-6.62	-128.37	0.70
5422.851563	-6.63	-128.93	0.77
5425.781250	-6.63	-129.48	0.90
5428.710938	-6.63	-130.03	0.61
5431.640625	-6.63	-130.59	0.78
5434.570313	-6.64	-131.19	0.86
5437.500000	-6.64	-131.85	0.81
5440.429688	-6.65	-132.57	0.98
5443.359375	-6.65	-133.33	0.74
5446.289063	-6.66	-134.12	0.78
5449.218750	-6.67	-134.94	0.82
5452.148438	-6.68	-135.79	0.74
5455.078125	-6.70	-136.61	0.81
5458.007813	-6.71	-137.41	0.86
5460.937500	-6.72	-138.16	0.98
5463.867188	-6.74	-138.86	0.93
5466.796875	-6.75	-139.50	0.85
5469.726563	-6.77	-140.11	0.67
5472.656250	-6.78	-140.71	0.63
5475.585938	-6.79	-141.31	0.87
5478.515625	-6.80	-141.90	0.79
5481.445313	-6.80	-142.49	0.60
5484.375000	-6.81	-143.08	0.70
5487.304688	-6.81	-143.68	0.77
5490.234375	-6.82	-144.25	0.73
5493.164063	-6.83	-144.80	0.98
5496.093750	-6.84	-145.29	0.97
5499.023438	-6.86	-145.75	0.94
5501.953125	-6.87	-146.18	0.82
5504.882813	-6.88	-146.58	0.95
5507.812500	-6.90	-146.94	0.95
5510.742188	-6.91	-147.26	0.96
5513.671875	-6.93	-147.54	0.93
5516.601563	-6.94	-147.77	0.89
5519.531250	-6.96	-147.98	0.89
5522.460938	-6.98	-148.17	0.97
5525.390625	-6.99	-148.34	0.89
5528.320313	-7.01	-148.47	0.91
5531.250000	-7.03	-148.57	0.86
5534.179688	-7.05	-148.63	0.79
5537.109375	-7.07	-148.65	0.85
5540.039063	-7.09	-148.65	0.83
5542.968750	-7.11	-148.62	0.99
5545.898438	-7.13	-148.61	0.91
5548.828125	-7.15	-148.63	0.96
5551.757813	-7.18	-148.68	0.91
5554.687500	-7.21	-148.75	0.99
5557.617188	-7.24	-148.87	0.82
5560.546875	-7.27	-149.00	0.65
5563.476563	-7.30	-149.10	0.67
5566.406250	-7.33	-149.20	0.78
5569.335938	-7.35	-149.28	0.89
5572.265625	-7.38	-149.35	0.95
5575.195313	-7.40	-149.40	0.93
5578.125000	-7.43	-149.41	0.92
5581.054688	-7.46	-149.38	0.93
5583.984375	-7.48	-149.33	0.55
5586.914063	-7.51	-149.26	0.23
5589.843750	-7.54	-149.18	0.42
5592.773438	-7.56	-149.09	0.76
5595.703125	-7.59	-148.97	0.55
5598.632813	-7.61	-148.84	0.39
5601.562500	-7.64	-148.69	0.34
5604.492188	-7.66	-148.54	0.48
5607.421875	-7.68	-148.36	0.22
5610.351563	-7.70	-148.19	0.39
5613.281250	-7.71	-147.99	0.28
5616.210938	-7.73	-147.77	0.91
5619.140625	-7.75	-147.53	0.86
5622.070313	-7.77	-147.24	0.63
5625.000000	-7.78	-146.94	0.52
5627.929688	-7.80	-146.61	0.12
5630.859375	-7.81	-146.28	0.48
5633.789063	-7.82	-145.95	0.16
5636.718750	-7.83	-145.62	0.35
5639.648438	-7.84	-145.27	0.39
5642.578125	-7.85	-144.93	0.57
5645.507813	-7.86	-144.61	0.20
5648.437500	-7.87	-144.28	0.09
5651.367188	-7.88	-143.95	0.23
5654.296875	-7.89	-143.62	0.48
5657.226563	-7.89	-143.30	0.53
5660.156250	-7.89	-142.99	0.12
5663.085938	-7.89	-142.66	0.38
5666.015625	-7.89	-142.31	0.32
5668.945313	-7.89	-141.97	0.54
5671.875000	-7.89	-141.60	0.70
5674.804688	-7.89	-141.22	0.62
5677.734375	-7.90	-140.82	0.66
5680.664063	-7.90	-140.42	0.78
5683.593750	-7.90	-140.03	0.63
5686.523438	-7.90	-139.67	0.70
5689.453125	-7.90	-139.35	0.68
5692.382813	-7.90	-139.06	0.33
5695.312500	-7.90	-138.79	0.40
5698.242188	-7.89	-138.53	0.44
5701.171875	-7.89	-138.30	0.15
5704.101563	-7.88	-138.06	0.42
5707.031250	-7.88	-137.83	0.17
5709.960938	-7.88	-137.60	0.65
5712.890625	-7.87	-137.37	0.34
5715.820313	-7.87	-137.16	0.19
5718.750000	-7.86	-136.95	0.16
5721.679688	-7.86	-136.74	0.40
5724.609375	-7.86	-136.55	0.53
5727.539063	-7.85	-136.38	0.70
5730.468750	-7.85	-136.23	0.91
5733.398438	-7.84	-136.13	0.89
5736.328125	-7.84	-136.08	0.49
5739.257813	-7.84	-136.04	0.60
5742.187500	-7.83	-136.01	0.62
5745.117188	-7.82	-135.99	0.52
5748.046875	-7.81	-135.96	0.79
5750.976563	-7.80	-135.96	0.57
5753.906250	-7.79	-135.98	0.70
5756.835938	-7.78	-136.03	0.79
5759.765625	-7.77	-136.12	0.59
5762.695313	-7.76	-136.22	0.53
5765.625000	-7.76	-136.32	0.72
5768.554688	-7.75	-136.42	0.35
5771.484375	-7.74	-136.53	0.53
5774.414063	-7.73	-136.65	0.70
5777.343750	-7.72	-136.78	0.79
5780.273438	-7.71	-136.92	0.70
5783.203125	-7.70	-137.05	0.80
5786.132813	-7.69	-137.18	0.91
5789.062500	-7.68	-137.33	0.96
5791.992188	-7.67	-137.52	0.98
5794.921875	-7.66	-137.73	0.90
5797.851563	-7.66	-137.96	0.67
5800.781250	-7.65	-138.21	0.54
5803.710938	-7.64	-138.45	0.68
5806.640625	-7.63	-138.69	0.87
5809.570313	-7.62	-138.95	0.96
5812.500000	-7.61	-139.22	0.74
5815.429688	-7.60	-139.49	0.43
5818.359375	-7.59	-139.76	0.17
5821.289063	-7.57	-140.03	0.83
5824.218750	-7.56	-140.32	0.80
5827.148438	-7.54	-140.62	0.92
5830.078125	-7.52	-140.95	0.97
5833.007813	-7.51	-141.29	0.96
5835.937500	-7.49	-141.65	0.94
5838.867188	-7.48	-142.05	0.96
5841.796875	-7.46	-142.46	0.95
5844.726563	-7.45	-142.88	0.95
5847.656250	-7.43	-143.30	0.93
5850.585938	-7.42	-143.72	0.92
5853.515625	-7.41	-144.13	0.92
5856.445313	-7.40	-144.55	0.93
5859.375000	-7.38	-144.99	0.96
5862.304688	-7.37	-145.43	0.97
5865.234375	-7.36	-145.88	0.94
5868.164063	-7.35	-146.31	0.95
5871.093750	-7.34	-146.75	0.90
5874.023438	-7.33	-147.19	0.87
5876.953125	-7.32	-147.64	0.90
5879.882813	-7.31	-148.07	0.70
5882.812500	-7.30	-148.50	0.61
5885.742188	-7.28	-148.92	0.71
5888.671875	-7.27	-149.36	0.75
5891.601563	-7.25	-149.80	0.82
5894.531250	-7.23	-150.27	0.84
5897.460938	-7.21	-150.76	0.68
5900.390625	-7.19	-151.26	0.63
5903.320313	-7.16	-151.77	0.69
5906.250000	-7.14	-152.28	0.86
5909.179688	-7.12	-152.79	0.83
5912.109375	-7.10	-153.30	0.85
5915.039063	-7.08	-153.82	0.86
5917.968750	-7.05	-154.37	0.83
5920.898438	-7.03	-154.92	0.65
5923.828125	-7.01	-155.49	0.89
5926.757813	-6.99	-156.08	0.85
5929.687500	-6.96	-156.69	0.43
5932.617188	-6.94	-157.32	0.35
5935.546875	-6.92	-157.93	0.81
5938.476563	-6.90	-158.51	0.92
5941.406250	-6.88	-159.09	0.95
5944.335938	-6.87	-159.65	0.95
5947.265625	-6.85	-160.17	0.90
5950.195313	-6.84	-160.69	0.92
5953.125000	-6.83	-161.22	0.85
5956.054688	-6.82	-161.77	0.65
5958.984375	-6.81	-162.33	0.40
5961.914063	-6.81	-162.89	0.31
5964.843750	-6.80	-163.46	0.29
5967.773438	-6.79	-164.03	0.79
5970.703125	-6.79	-164.61	0.96
5973.632813	-6.79	-165.19	0.90
5976.562500	-6.78	-165.79	0.49
5979.492188	-6.78	-166.41	0.49
5982.421875	-6.78	-167.05	0.29
5985.351563	-6.78	-167.68	0.75
5988.281250	-6.78	-168.27	0.91
5991.210938	-6.78	-168.81	0.98
5994.140625	-6.78	-169.32	0.93
5997.070313	-6.78	-169.79	0.87
6000.000000	-6.79	-170.24	0.73
6002.929688	-6.79	-170.69	0.85
6005.859375	-6.79	-171.13	0.77
6008.789063	-6.79	-171.56	0.89
6011.718750	-6.79	-172.00	0.75
6014.648438	-6.80	-172.42	0.46
6017.578125	-6.80	-172.84	0.76
6020.507813	-6.80	-173.25	0.90
6023.437500	-6.81	-173.66	0.83
6026.367188	-6.81	-174.06	0.82
6029.296875	-6.81	-174.45	0.48
6032.226563	-6.81	-174.84	0.92
6035.156250	-6.82	-175.22	0.95
6038.085938	-6.82	-175.57	0.95
6041.015625	-6.83	-175.90	0.75
6043.945313	-6.84	-176.21	0.53
6046.875000	-6.84	-176.52	0.84
6049.804688	-6.85	-176.82	0.92
6052.734375	-6.85	-177.12	0.85
6055.664063	-6.86	-177.40	0.95
6058.593750	-6.86	-177.65	0.80
6061.523438	-6.87	-177.88	0.23
6064.453125	-6.87	-178.10	0.37
6067.382813	-6.88	-178.33	0.69
6070.312500	-6.88	-178.56	0.88
6073.242188	-6.88	-178.79	0.88
6076.171875	-6.88	-179.04	0.91
6079.101563	-6.87	-179.30	0.93
6082.031250	-6.87	-179.56	0.95
6084.960938	-6.87	-179.84	0.97
6087.890625	-6.88	179.87	0.94
6090.820313	-6.88	179.57	0.95
6093.750000	-6.88	179.27	0.94
6096.679688	-6.89	178.97	0.96
6099.609375	-6.89	178.67	0.97
6102.539063	-6.90	178.36	0.98
6105.468750	-6.91	178.04	0.98
6108.398438	-6.92	177.70	0.87
6111.328125	-6.92	177.36	0.93
6114.257813	-6.93	177.03	0.84
6117.187500	-6.94	176.71	0.61
6120.117188	-6.95	176.40	0.44
6123.046875	-6.96	176.09	0.92
6125.976563	-6.97	175.78	0.79
6128.906250	-6.98	175.47	0.90
6131.835938	-6.98	175.13	0.61
6134.765625	-6.99	174.78	0.09
6137.695313	-7.00	174.42	0.75
6140.625000	-7.01	174.07	0.93
6143.554688	-7.02	173.73	0.81
6146.484375	-7.03	173.40	0.92
6149.414063	-7.04	173.09	0.92
6152.343750	-7.05	172.78	0.94
6155.273438	-7.05	172.48	0.87
6158.203125	-7.06	172.17	0.25
6161.132813	-7.07	171.86	0.52
6164.062500	-7.08	171.57	0.11
6166.992188	-7.08	171.28	0.68
6169.921875	-7.09	171.01	0.32
6172.851563	-7.10	170.75	0.31
6175.781250	-7.10	170.50	0.34
6178.710938	-7.11	170.23	0.50
6181.640625	-7.11	169.94	0.57
6184.570313	-7.12	169.65	0.71
6187.500000	-7.13	169.35	0.62
6190.429688	-7.14	169.05	0.86
6193.359375	-7.15	168.75	0.85
6196.289063	-7.16	168.47	0.94
6199.218750	-7.17	168.21	0.88
6202.148438	-7.18	167.95	0.91
6205.078125	-7.19	167.69	0.54
6208.007813	-7.20	167.44	0.96
6210.937500	-7.21	167.19	0.91
6213.867188	-7.22	166.97	0.85
6216.796875	-7.24	166.76	0.81
6219.726563	-7.25	166.57	0.81
6222.656250	-7.27	166.39	0.87
6225.585938	-7.28	166.21	0.68
6228.515625	-7.30	166.05	0.78
6231.445313	-7.31	165.90	0.82
6234.375000	-7.33	165.79	0.80
6237.304688	-7.35	165.73	0.82
6240.234375	-7.37	165.72	0.57
6243.164063	-7.39	165.72	0.22
6246.093750	-7.41	165.71	0.53
6249.023438	-7.43	165.72	0.24
6251.953125	-7.45	165.74	0.56
6254.882813	-7.47	165.78	0.64
6257.812500	-7.49	165.81	0.69
6260.742188	-7.51	165.85	0.15
6263.671875	-7.52	165.89	0.83
6266.601563	-7.54	165.95	0.90
6269.531250	-7.55	166.05	0.93
6272.460938	-7.57	166.18	0.80
6275.390625	-7.59	166.33	0.70
6278.320313	-7.60	166.49	0.28
6281.250000	-7.62	166.64	0.23
6284.179688	-7.63	166.78	0.56
6287.109375	-7.65	166.91	0.49
6290.039063	-7.66	167.04	0.81
6292.968750	-7.67	167.17	0.76
6295.898438	-7.68	167.30	0.88
6298.828125	-7.69	167.46	0.27
6301.757813	-7.70	167.61	0.26
6304.687500	-7.70	167.76	0.67
6307.617188	-7.71	167.91	0.80
6310.546875	-7.71	168.06	0.81
6313.476563	-7.71	168.21	0.94
6316.406250	-7.72	168.35	0.90
6319.335938	-7.72	168.49	0.45
6322.265625	-7.72	168.62	0.42
6325.195313	-7.72	168.74	0.72
6328.125000	-7.72	168.84	0.65
6331.054688	-7.72	168.94	0.88
6333.984375	-7.72	169.03	0.79
6336.914063	-7.72	169.11	0.39
6339.843750	-7.72	169.20	0.47
6342.773438	-7.72	169.31	0.70
6345.703125	-7.72	169.41	0.77
6348.632813	-7.71	169.50	0.88
6351.562500	-7.71	169.55	0.80
6354.492188	-7.71	169.56	0.76
6357.421875	-7.71	169.52	0.96
6360.351563	-7.71	169.46	0.76
6363.281250	-7.71	169.38	0.64
6366.210938	-7.70	169.26	0.72
6369.140625	-7.70	169.14	0.32
6372.070313	-7.70	168.99	0.64
6375.000000	-7.70	168.81	0.45
6377.929688	-7.70	168.60	0.46
6380.859375	-7.70	168.35	0.57
6383.789063	-7.70	168.09	0.72
6386.718750	-7.70	167.79	0.67
6389.648438	-7.70	167.49	0.57
6392.578125	-7.70	167.17	0.30
6395.507813	-7.70	166.82	0.71
6398.437500	-7.70	166.44	0.78
6401.367188	-7.70	166.02	0.91
6404.296875	-7.70	165.57	0.87
6407.226563	-7.70	165.09	0.82
6410.156250	-7.70	164.59	0.54
6413.085938	-7.70	164.12	0.92
6416.015625	-7.70	163.69	0.96
6418.945313	-7.71	163.31	0.49
6421.875000	-7.71	162.97	0.53
6424.804688	-7.71	162.66	0.90
6427.734375	-7.72	162.38	0.81
6430.664063	-7.72	162.13	0.52
6433.593750	-7.72	161.89	0.20
6436.523438	-7.71	161.65	0.26
6439.453125	-7.71	161.40	0.42
6442.382813	-7.71	161.14	0.61
6445.312500	-7.70	160.88	0.78
6448.242188	-7.70	160.60	0.86
6451.171875	-7.69	160.33	0.90
6454.101563	-7.68	160.07	0.37
6457.031250	-7.67	159.81	0.49
6459.960938	-7.66	159.54	0.79
6462.890625	-7.65	159.23	0.93
6465.820313	-7.64	158.86	0.88
6468.750000	-7.63	158.44	0.25
6471.679688	-7.62	158.01	0.66
6474.609375	-7.62	157.57	0.86
6477.539063	-7.61	157.11	0.76
6480.468750	-7.60	156.63	0.38
6483.398438	-7.60	156.16	0.48
6486.328125	-7.59	155.72	0.69
6489.257813	-7.59	155.29	0.35
6492.187500	-7.58	154.84	0.42
6495.117188	-7.57	154.39	0.70
6498.046875	-7.57	153.93	0.80
6500.976563	-7.56	153.46	0.81
6503.906250	-7.56	153.01	0.62
6506.835938	-7.55	152.55	0.10
6509.765625	-7.55	152.11	0.84
6512.695313	-7.55	151.70	0.57
6515.625000	-7.54	151.31	0.50
6518.554688	-7.53	150.94	0.58
6521.484375	-7.52	150.56	0.93
6524.414063	-7.52	150.19	0.88
6527.343750	-7.51	149.83	0.55
6530.273438	-7.50	149.47	0.85
6533.203125	-7.48	149.12	0.88
6536.132813	-7.47	148.77	0.68
6539.062500	-7.47	148.41	0.74
6541.992188	-7.46	148.06	0.91
6544.921875	-7.45	147.72	0.80
6547.851563	-7.44	147.39	0.91
6550.781250	-7.43	147.07	0.92
6553.710938	-7.42	146.76	0.88
6556.640625	-7.41	146.45	0.84
6559.570313	-7.41	146.15	0.94
6562.500000	-7.40	145.86	0.68
6565.429688	-7.39	145.57	0.79
6568.359375	-7.38	145.29	0.83
6571.289063	-7.37	144.98	0.80
6574.218750	-7.37	144.66	0.64
6577.148438	-7.36	144.31	0.75
6580.078125	-7.36	143.95	0.60
6583.007813	-7.35	143.58	0.70
6585.937500	-7.35	143.19	0.68
6588.867188	-7.35	142.78	0.90
6591.796875	-7.34	142.36	0.93
6594.726563	-7.34	141.97	0.60
6597.656250	-7.34	141.62	0.42
6600.585938	-7.35	141.29	0.19
6603.515625	-7.35	140.97	0.98
6606.445313	-7.35	140.67	0.94
6609.375000	-7.35	140.39	0.86
6612.304688	-7.36	140.14	0.86
6615.234375	-7.36	139.90	0.86
6618.164063	-7.36	139.69	0.69
6621.093750	-7.37	139.49	0.89
6624.023438	-7.37	139.29	0.91
6626.953125	-7.38	139.11	0.29
6629.882813	-7.39	138.95	0.59
6632.812500	-7.40	138.83	0.68
6635.742188	-7.40	138.74	0.81
6638.671875	-7.41	138.69	0.82
6641.601563	-7.42	138.66	0.54
6644.531250	-7.43	138.64	0.71
6647.460938	-7.44	138.65	0.88
6650.390625	-7.44	138.69	0.23
6653.320313	-7.45	138.71	0.53
6656.250000	-7.46	138.70	0.77
6659.179688	-7.47	138.65	0.66
6662.109375	-7.48	138.59	0.63
6665.039063	-7.49	138.53	0.66
6667.968750	-7.50	138.48	0.75
6670.898438	-7.52	138.42	0.85
6673.828125	-7.53	138.34	0.78
6676.757813	-7.54	138.24	0.60
6679.687500	-7.56	138.12	0.29
6682.617188	-7.57	138.00	0.53
6685.546875	-7.59	137.86	0.23
6688.476563	-7.61	137.72	0.65
6691.406250	-7.62	137.58	0.86
6694.335938	-7.63	137.45	0.88
6697.265625	-7.65	137.32	0.82
6700.195313	-7.66	137.19	0.47
6703.125000	-7.68	137.06	0.22
6706.054688	-7.70	136.92	0.41
6708.984375	-7.72	136.77	0.58
6711.914063	-7.73	136.61	0.32
6714.843750	-7.75	136.45	0.15
6717.773438	-7.77	136.32	0.49
6720.703125	-7.79	136.22	0.56
6723.632813	-7.81	136.14	0.37
6726.562500	-7.83	136.09	0.33
6729.492188	-7.85	136.05	0.31
6732.421875	-7.87	135.98	0.31
6735.351563	-7.90	135.93	0.45
6738.281250	-7.92	135.80	0.25
6741.210938	-7.94	135.68	0.33
6744.140625	-7.96	135.55	0.37
6747.070313	-7.98	135.40	0.26
6750.000000	-8.00	135.24	0.75
6752.929688	-8.02	135.10	0.32
6755.859375	-8.03	134.95	0.55
6758.789063	-8.05	134.80	0.55
6761.718750	-8.06	134.65	0.02
6764.648438	-8.07	134.50	0.09
6767.578125	-8.09	134.36	0.24
6770.507813	-8.10	134.23	0.95
6773.437500	-8.11	134.12	0.68
6776.367188	-8.12	134.03	0.36
6779.296875	-8.13	133.93	0.34
6782.226563	-8.14	133.83	0.79
6785.156250	-8.15	133.75	0.88
6788.085938	-8.16	133.70	0.54
6791.015625	-8.16	133.66	0.50
6793.945313	-8.17	133.61	0.34
6796.875000	-8.18	133.56	0.19
6799.804688	-8.19	133.51	0.24
6802.734375	-8.20	133.44	0.30
6805.664063	-8.20	133.37	0.39
6808.593750	-8.21	133.28	0.65
6811.523438	-8.21	133.18	0.45
6814.453125	-8.22	133.06	0.41
6817.382813	-8.22	132.94	0.33
6820.312500	-8.23	132.82	0.27
6823.242188	-8.24	132.70	0.33
6826.171875	-8.24	132.60	0.06
6829.101563	-8.25	132.50	0.76
6832.031250	-8.25	132.36	0.85
6834.960938	-8.26	132.19	0.84
6837.890625	-8.26	131.99	0.42
6840.820313	-8.26	131.78	0.19
6843.750000	-8.27	131.56	0.44
6846.679688	-8.27	131.34	0.53
6849.609375	-8.27	131.10	0.59
6852.539063	-8.27	130.83	0.44
6855.468750	-8.27	130.55	0.68
6858.398438	-8.27	130.25	0.93
6861.328125	-8.27	129.93	0.91
6864.257813	-8.27	129.58	0.86
6867.187500	-8.27	129.22	0.63
6870.117188	-8.27	128.85	0.50
6873.046875	-8.27	128.50	0.66
6875.976563	-8.27	128.17	0.14
6878.906250	-8.27	127.84	0.25
6881.835938	-8.27	127.50	0.84
6884.765625	-8.26	127.14	0.56
6887.695313	-8.26	126.76	0.74
6890.625000	-8.25	126.38	0.54
6893.554688	-8.25	125.98	0.68
6896.484375	-8.25	125.57	0.78
