	SM57_TF		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
2135.742188	-27.81	-13.93	1.00
2138.671875	-27.83	-13.86	1.00
2141.601563	-27.85	-13.77	1.00
2144.531250	-27.87	-13.69	1.00
2147.460938	-27.89	-13.60	1.00
2150.390625	-27.90	-13.50	1.00
2153.320313	-27.92	-13.40	1.00
2156.250000	-27.94	-13.30	1.00
2159.179688	-27.95	-13.19	1.00
2162.109375	-27.97	-13.07	1.00
2165.039063	-27.98	-12.95	1.00
2167.968750	-27.99	-12.81	1.00
2170.898438	-28.01	-12.67	1.00
2173.828125	-28.02	-12.53	1.00
2176.757813	-28.03	-12.37	1.00
2179.687500	-28.03	-12.21	1.00
2182.617188	-28.04	-12.05	1.00
2185.546875	-28.04	-11.88	1.00
2188.476563	-28.05	-11.71	1.00
2191.406250	-28.04	-11.55	1.00
2194.335938	-28.04	-11.39	1.00
2197.265625	-28.04	-11.23	1.00
2200.195313	-28.03	-11.07	1.00
2203.125000	-28.03	-10.91	1.00
2206.054688	-28.02	-10.76	1.00
2208.984375	-28.01	-10.62	1.00
2211.914063	-27.99	-10.48	1.00
2214.843750	-27.98	-10.35	1.00
2217.773438	-27.96	-10.23	1.00
2220.703125	-27.95	-10.11	1.00
2223.632813	-27.93	-10.01	1.00
2226.562500	-27.91	-9.92	1.00
2229.492188	-27.89	-9.84	1.00
2232.421875	-27.87	-9.77	1.00
2235.351563	-27.85	-9.72	1.00
2238.281250	-27.82	-9.68	1.00
2241.210938	-27.80	-9.66	1.00
2244.140625	-27.78	-9.66	1.00
2247.070313	-27.76	-9.67	1.00
2250.000000	-27.73	-9.71	1.00
2252.929688	-27.71	-9.77	1.00
2255.859375	-27.69	-9.84	1.00
2258.789063	-27.67	-9.93	1.00
2261.718750	-27.66	-10.04	1.00
2264.648438	-27.64	-10.16	1.00
2267.578125	-27.63	-10.28	1.00
2270.507813	-27.62	-10.40	1.00
2273.437500	-27.61	-10.51	1.00
2276.367188	-27.61	-10.63	1.00
2279.296875	-27.60	-10.74	1.00
2282.226563	-27.60	-10.85	1.00
2285.156250	-27.60	-10.95	1.00
2288.085938	-27.60	-11.04	1.00
2291.015625	-27.61	-11.13	1.00
2293.945313	-27.61	-11.21	1.00
2296.875000	-27.61	-11.29	1.00
2299.804688	-27.61	-11.35	1.00
2302.734375	-27.62	-11.42	1.00
2305.664063	-27.62	-11.48	1.00
2308.593750	-27.63	-11.53	1.00
2311.523438	-27.63	-11.59	1.00
2314.453125	-27.63	-11.64	1.00
2317.382813	-27.63	-11.70	1.00
2320.312500	-27.64	-11.76	1.00
2323.242188	-27.64	-11.82	1.00
2326.171875	-27.64	-11.89	1.00
2329.101563	-27.64	-11.97	1.00
2332.031250	-27.65	-12.05	1.00
2334.960938	-27.65	-12.13	1.00
2337.890625	-27.66	-12.21	1.00
2340.820313	-27.67	-12.28	1.00
2343.750000	-27.68	-12.36	1.00
2346.679688	-27.69	-12.42	1.00
2349.609375	-27.70	-12.48	1.00
2352.539063	-27.71	-12.53	1.00
2355.468750	-27.72	-12.57	1.00
2358.398438	-27.74	-12.61	1.00
2361.328125	-27.75	-12.64	1.00
2364.257813	-27.76	-12.67	1.00
2367.187500	-27.78	-12.69	1.00
2370.117188	-27.79	-12.70	1.00
2373.046875	-27.81	-12.71	1.00
2375.976563	-27.82	-12.71	1.00
2378.906250	-27.84	-12.72	1.00
2381.835938	-27.85	-12.72	1.00
2384.765625	-27.86	-12.71	1.00
2387.695313	-27.88	-12.70	1.00
2390.625000	-27.89	-12.69	1.00
2393.554688	-27.91	-12.68	1.00
2396.484375	-27.92	-12.66	1.00
2399.414063	-27.93	-12.64	1.00
2402.343750	-27.95	-12.62	1.00
2405.273438	-27.96	-12.58	1.00
2408.203125	-27.98	-12.55	1.00
2411.132813	-27.99	-12.50	1.00
2414.062500	-28.01	-12.46	1.00
2416.992188	-28.02	-12.40	1.00
2419.921875	-28.04	-12.34	1.00
2422.851563	-28.05	-12.27	1.00
2425.781250	-28.07	-12.18	1.00
2428.710938	-28.08	-12.09	1.00
2431.640625	-28.10	-11.99	1.00
2434.570313	-28.11	-11.87	1.00
2437.500000	-28.12	-11.75	1.00
2440.429688	-28.14	-11.61	1.00
2443.359375	-28.15	-11.47	1.00
2446.289063	-28.15	-11.32	1.00
2449.218750	-28.16	-11.15	1.00
2452.148438	-28.17	-10.99	1.00
2455.078125	-28.17	-10.81	1.00
2458.007813	-28.17	-10.64	1.00
2460.937500	-28.17	-10.46	1.00
2463.867188	-28.16	-10.27	1.00
2466.796875	-28.16	-10.09	1.00
2469.726563	-28.15	-9.91	1.00
2472.656250	-28.14	-9.73	1.00
2475.585938	-28.13	-9.56	1.00
2478.515625	-28.11	-9.39	1.00
2481.445313	-28.10	-9.24	1.00
2484.375000	-28.08	-9.09	1.00
2487.304688	-28.06	-8.95	1.00
2490.234375	-28.04	-8.82	1.00
2493.164063	-28.01	-8.69	1.00
2496.093750	-27.99	-8.58	1.00
2499.023438	-27.96	-8.49	1.00
2501.953125	-27.94	-8.40	1.00
2504.882813	-27.91	-8.33	1.00
2507.812500	-27.88	-8.28	1.00
2510.742188	-27.85	-8.23	1.00
2513.671875	-27.83	-8.21	1.00
2516.601563	-27.80	-8.19	1.00
2519.531250	-27.77	-8.18	1.00
2522.460938	-27.74	-8.19	1.00
2525.390625	-27.72	-8.21	1.00
2528.320313	-27.69	-8.24	1.00
2531.250000	-27.66	-8.28	1.00
2534.179688	-27.64	-8.34	1.00
2537.109375	-27.61	-8.41	1.00
2540.039063	-27.58	-8.50	1.00
2542.968750	-27.56	-8.61	1.00
2545.898438	-27.54	-8.73	1.00
2548.828125	-27.52	-8.87	1.00
2551.757813	-27.50	-9.01	1.00
2554.687500	-27.49	-9.17	1.00
2557.617188	-27.48	-9.33	1.00
2560.546875	-27.47	-9.50	1.00
2563.476563	-27.46	-9.67	1.00
2566.406250	-27.46	-9.84	1.00
2569.335938	-27.46	-10.00	1.00
2572.265625	-27.46	-10.16	1.00
2575.195313	-27.46	-10.32	1.00
2578.125000	-27.47	-10.47	1.00
2581.054688	-27.47	-10.61	1.00
2583.984375	-27.48	-10.74	1.00
2586.914063	-27.49	-10.87	1.00
2589.843750	-27.50	-10.99	1.00
2592.773438	-27.51	-11.10	1.00
2595.703125	-27.53	-11.20	1.00
2598.632813	-27.54	-11.30	1.00
2601.562500	-27.56	-11.38	1.00
2604.492188	-27.57	-11.45	1.00
2607.421875	-27.59	-11.51	1.00
2610.351563	-27.61	-11.56	1.00
2613.281250	-27.63	-11.59	1.00
2616.210938	-27.65	-11.61	1.00
2619.140625	-27.67	-11.62	1.00
2622.070313	-27.69	-11.61	1.00
2625.000000	-27.71	-11.59	1.00
2627.929688	-27.74	-11.54	1.00
2630.859375	-27.76	-11.49	1.00
2633.789063	-27.77	-11.41	1.00
2636.718750	-27.79	-11.33	1.00
2639.648438	-27.81	-11.23	1.00
2642.578125	-27.82	-11.12	1.00
2645.507813	-27.83	-11.00	1.00
2648.437500	-27.84	-10.87	1.00
2651.367188	-27.85	-10.74	1.00
2654.296875	-27.85	-10.60	1.00
2657.226563	-27.85	-10.46	1.00
2660.156250	-27.85	-10.32	1.00
2663.085938	-27.85	-10.18	1.00
2666.015625	-27.84	-10.05	1.00
2668.945313	-27.83	-9.93	1.00
2671.875000	-27.82	-9.82	1.00
2674.804688	-27.81	-9.72	1.00
2677.734375	-27.79	-9.63	1.00
2680.664063	-27.78	-9.55	1.00
2683.593750	-27.76	-9.48	1.00
2686.523438	-27.75	-9.43	1.00
2689.453125	-27.73	-9.39	1.00
2692.382813	-27.72	-9.36	1.00
2695.312500	-27.71	-9.33	1.00
2698.242188	-27.69	-9.33	1.00
2701.171875	-27.68	-9.33	1.00
2704.101563	-27.67	-9.33	1.00
2707.031250	-27.66	-9.35	1.00
2709.960938	-27.65	-9.37	1.00
2712.890625	-27.64	-9.39	1.00
2715.820313	-27.63	-9.41	1.00
2718.750000	-27.62	-9.43	1.00
2721.679688	-27.62	-9.45	1.00
2724.609375	-27.61	-9.46	1.00
2727.539063	-27.61	-9.48	1.00
2730.468750	-27.60	-9.49	1.00
2733.398438	-27.60	-9.50	1.00
2736.328125	-27.60	-9.51	1.00
2739.257813	-27.59	-9.51	1.00
2742.187500	-27.59	-9.51	1.00
2745.117188	-27.59	-9.51	1.00
2748.046875	-27.58	-9.50	1.00
2750.976563	-27.58	-9.48	1.00
2753.906250	-27.58	-9.46	1.00
2756.835938	-27.57	-9.43	1.00
2759.765625	-27.57	-9.41	1.00
2762.695313	-27.56	-9.38	1.00
2765.625000	-27.56	-9.35	1.00
2768.554688	-27.55	-9.33	1.00
2771.484375	-27.54	-9.30	1.00
2774.414063	-27.54	-9.28	1.00
2777.343750	-27.53	-9.27	1.00
2780.273438	-27.53	-9.25	1.00
2783.203125	-27.52	-9.24	1.00
2786.132813	-27.52	-9.23	1.00
2789.062500	-27.51	-9.22	1.00
2791.992188	-27.51	-9.21	1.00
2794.921875	-27.51	-9.19	1.00
2797.851563	-27.50	-9.16	1.00
2800.781250	-27.50	-9.13	1.00
2803.710938	-27.50	-9.08	1.00
2806.640625	-27.50	-9.03	1.00
2809.570313	-27.49	-8.98	1.00
2812.500000	-27.49	-8.91	1.00
2815.429688	-27.49	-8.84	1.00
2818.359375	-27.48	-8.76	1.00
2821.289063	-27.48	-8.68	1.00
2824.218750	-27.47	-8.60	1.00
2827.148438	-27.46	-8.51	1.00
2830.078125	-27.45	-8.42	1.00
2833.007813	-27.44	-8.33	1.00
2835.937500	-27.42	-8.25	1.00
2838.867188	-27.41	-8.16	1.00
2841.796875	-27.40	-8.07	1.00
2844.726563	-27.38	-7.98	1.00
2847.656250	-27.36	-7.89	1.00
2850.585938	-27.34	-7.81	1.00
2853.515625	-27.32	-7.72	1.00
2856.445313	-27.30	-7.64	1.00
2859.375000	-27.28	-7.56	1.00
2862.304688	-27.25	-7.49	1.00
2865.234375	-27.23	-7.42	1.00
2868.164063	-27.20	-7.36	1.00
2871.093750	-27.17	-7.31	1.00
2874.023438	-27.14	-7.27	1.00
2876.953125	-27.10	-7.24	1.00
2879.882813	-27.07	-7.23	1.00
2882.812500	-27.03	-7.23	1.00
2885.742188	-27.00	-7.26	1.00
2888.671875	-26.96	-7.29	1.00
2891.601563	-26.93	-7.35	1.00
2894.531250	-26.90	-7.42	1.00
2897.460938	-26.87	-7.51	1.00
2900.390625	-26.84	-7.61	1.00
2903.320313	-26.81	-7.71	1.00
2906.250000	-26.79	-7.83	1.00
2909.179688	-26.76	-7.94	1.00
2912.109375	-26.74	-8.07	1.00
2915.039063	-26.71	-8.20	1.00
2917.968750	-26.69	-8.34	1.00
2920.898438	-26.67	-8.48	1.00
2923.828125	-26.65	-8.63	1.00
2926.757813	-26.62	-8.79	1.00
2929.687500	-26.60	-8.96	1.00
2932.617188	-26.59	-9.15	1.00
2935.546875	-26.57	-9.34	1.00
2938.476563	-26.56	-9.55	1.00
2941.406250	-26.54	-9.76	1.00
2944.335938	-26.53	-9.96	1.00
2947.265625	-26.53	-10.17	1.00
2950.195313	-26.52	-10.37	1.00
2953.125000	-26.52	-10.57	1.00
2956.054688	-26.51	-10.77	1.00
2958.984375	-26.51	-10.96	1.00
2961.914063	-26.51	-11.15	1.00
2964.843750	-26.51	-11.34	1.00
2967.773438	-26.52	-11.53	1.00
2970.703125	-26.52	-11.72	1.00
2973.632813	-26.52	-11.91	1.00
2976.562500	-26.53	-12.10	1.00
2979.492188	-26.54	-12.30	1.00
2982.421875	-26.55	-12.48	1.00
2985.351563	-26.56	-12.67	1.00
2988.281250	-26.57	-12.84	1.00
2991.210938	-26.59	-13.01	1.00
2994.140625	-26.60	-13.17	1.00
2997.070313	-26.62	-13.32	1.00
3000.000000	-26.64	-13.46	1.00
3002.929688	-26.66	-13.60	1.00
3005.859375	-26.68	-13.73	1.00
3008.789063	-26.70	-13.85	1.00
3011.718750	-26.72	-13.96	1.00
3014.648438	-26.74	-14.06	1.00
3017.578125	-26.77	-14.16	1.00
3020.507813	-26.79	-14.24	1.00
3023.437500	-26.81	-14.31	1.00
3026.367188	-26.84	-14.37	1.00
3029.296875	-26.87	-14.41	1.00
3032.226563	-26.89	-14.45	1.00
3035.156250	-26.92	-14.47	1.00
3038.085938	-26.95	-14.47	1.00
3041.015625	-26.97	-14.46	1.00
3043.945313	-27.00	-14.44	1.00
3046.875000	-27.03	-14.41	1.00
3049.804688	-27.05	-14.36	1.00
3052.734375	-27.08	-14.31	1.00
3055.664063	-27.10	-14.24	1.00
3058.593750	-27.12	-14.16	1.00
3061.523438	-27.15	-14.07	1.00
3064.453125	-27.17	-13.97	1.00
3067.382813	-27.19	-13.86	1.00
3070.312500	-27.20	-13.75	1.00
3073.242188	-27.22	-13.63	1.00
3076.171875	-27.23	-13.50	1.00
3079.101563	-27.25	-13.37	1.00
3082.031250	-27.26	-13.23	1.00
3084.960938	-27.26	-13.09	1.00
3087.890625	-27.27	-12.94	1.00
3090.820313	-27.28	-12.79	1.00
3093.750000	-27.28	-12.65	1.00
3096.679688	-27.28	-12.50	1.00
3099.609375	-27.28	-12.35	1.00
3102.539063	-27.28	-12.21	1.00
3105.468750	-27.28	-12.06	1.00
3108.398438	-27.27	-11.91	1.00
3111.328125	-27.27	-11.77	1.00
3114.257813	-27.26	-11.62	1.00
3117.187500	-27.25	-11.48	1.00
3120.117188	-27.24	-11.34	1.00
3123.046875	-27.23	-11.21	1.00
3125.976563	-27.22	-11.09	1.00
3128.906250	-27.20	-10.97	1.00
3131.835938	-27.19	-10.86	1.00
3134.765625	-27.17	-10.77	1.00
3137.695313	-27.16	-10.67	1.00
3140.625000	-27.14	-10.59	1.00
3143.554688	-27.12	-10.51	1.00
3146.484375	-27.10	-10.44	1.00
3149.414063	-27.08	-10.37	1.00
3152.343750	-27.07	-10.31	1.00
3155.273438	-27.05	-10.26	1.00
3158.203125	-27.03	-10.21	1.00
3161.132813	-27.01	-10.16	1.00
3164.062500	-26.99	-10.13	1.00
3166.992188	-26.97	-10.10	1.00
3169.921875	-26.94	-10.08	1.00
3172.851563	-26.92	-10.07	1.00
3175.781250	-26.90	-10.07	1.00
3178.710938	-26.88	-10.08	1.00
3181.640625	-26.86	-10.10	1.00
3184.570313	-26.84	-10.13	1.00
3187.500000	-26.82	-10.17	1.00
3190.429688	-26.80	-10.22	1.00
3193.359375	-26.78	-10.29	1.00
3196.289063	-26.76	-10.36	1.00
3199.218750	-26.75	-10.43	1.00
3202.148438	-26.73	-10.51	1.00
3205.078125	-26.72	-10.60	1.00
3208.007813	-26.71	-10.68	1.00
3210.937500	-26.70	-10.77	1.00
3213.867188	-26.69	-10.85	1.00
3216.796875	-26.68	-10.94	1.00
3219.726563	-26.68	-11.01	1.00
3222.656250	-26.67	-11.09	1.00
3225.585938	-26.67	-11.16	1.00
3228.515625	-26.67	-11.22	1.00
3231.445313	-26.66	-11.29	1.00
3234.375000	-26.66	-11.34	1.00
3237.304688	-26.66	-11.40	1.00
3240.234375	-26.66	-11.45	1.00
3243.164063	-26.66	-11.50	1.00
3246.093750	-26.66	-11.54	1.00
3249.023438	-26.65	-11.58	1.00
3251.953125	-26.65	-11.63	1.00
3254.882813	-26.65	-11.67	1.00
3257.812500	-26.65	-11.71	1.00
3260.742188	-26.66	-11.75	1.00
3263.671875	-26.66	-11.79	1.00
3266.601563	-26.66	-11.82	1.00
3269.531250	-26.66	-11.84	1.00
3272.460938	-26.67	-11.86	1.00
3275.390625	-26.67	-11.87	1.00
3278.320313	-26.68	-11.87	1.00
3281.250000	-26.68	-11.87	1.00
3284.179688	-26.69	-11.85	1.00
3287.109375	-26.69	-11.83	1.00
3290.039063	-26.70	-11.81	1.00
3292.968750	-26.70	-11.77	1.00
3295.898438	-26.70	-11.73	1.00
3298.828125	-26.70	-11.69	1.00
3301.757813	-26.71	-11.64	1.00
3304.687500	-26.71	-11.59	1.00
3307.617188	-26.70	-11.53	1.00
3310.546875	-26.70	-11.47	1.00
3313.476563	-26.70	-11.41	1.00
3316.406250	-26.70	-11.35	1.00
3319.335938	-26.69	-11.30	1.00
3322.265625	-26.69	-11.24	1.00
3325.195313	-26.68	-11.19	1.00
3328.125000	-26.67	-11.14	1.00
3331.054688	-26.67	-11.09	1.00
3333.984375	-26.66	-11.04	1.00
3336.914063	-26.65	-10.99	1.00
3339.843750	-26.65	-10.95	1.00
3342.773438	-26.64	-10.91	1.00
3345.703125	-26.63	-10.87	1.00
3348.632813	-26.62	-10.83	1.00
3351.562500	-26.62	-10.79	1.00
3354.492188	-26.61	-10.74	1.00
3357.421875	-26.60	-10.70	1.00
3360.351563	-26.59	-10.64	1.00
3363.281250	-26.59	-10.59	1.00
3366.210938	-26.58	-10.53	1.00
3369.140625	-26.57	-10.47	1.00
3372.070313	-26.56	-10.40	1.00
3375.000000	-26.55	-10.33	1.00
3377.929688	-26.54	-10.26	1.00
3380.859375	-26.53	-10.19	1.00
3383.789063	-26.52	-10.11	1.00
3386.718750	-26.50	-10.04	1.00
3389.648438	-26.49	-9.98	1.00
3392.578125	-26.47	-9.91	1.00
3395.507813	-26.46	-9.85	1.00
3398.437500	-26.44	-9.78	1.00
3401.367188	-26.42	-9.72	1.00
3404.296875	-26.40	-9.67	1.00
3407.226563	-26.38	-9.62	1.00
3410.156250	-26.36	-9.57	1.00
3413.085938	-26.34	-9.53	1.00
3416.015625	-26.31	-9.50	1.00
3418.945313	-26.29	-9.47	1.00
3421.875000	-26.26	-9.45	1.00
3424.804688	-26.24	-9.44	1.00
3427.734375	-26.21	-9.44	1.00
3430.664063	-26.19	-9.44	1.00
3433.593750	-26.16	-9.46	1.00
3436.523438	-26.13	-9.48	1.00
3439.453125	-26.11	-9.51	1.00
3442.382813	-26.08	-9.55	1.00
3445.312500	-26.05	-9.60	1.00
3448.242188	-26.03	-9.66	1.00
3451.171875	-26.00	-9.73	1.00
3454.101563	-25.98	-9.81	1.00
3457.031250	-25.95	-9.90	1.00
3459.960938	-25.93	-10.00	1.00
3462.890625	-25.91	-10.10	1.00
3465.820313	-25.89	-10.21	1.00
3468.750000	-25.87	-10.32	1.00
3471.679688	-25.85	-10.43	1.00
3474.609375	-25.83	-10.55	1.00
3477.539063	-25.82	-10.66	1.00
3480.468750	-25.80	-10.78	1.00
3483.398438	-25.79	-10.90	1.00
3486.328125	-25.78	-11.01	1.00
3489.257813	-25.76	-11.13	1.00
3492.187500	-25.75	-11.24	1.00
3495.117188	-25.74	-11.36	1.00
3498.046875	-25.73	-11.48	1.00
3500.976563	-25.72	-11.59	1.00
3503.906250	-25.71	-11.70	1.00
3506.835938	-25.71	-11.82	1.00
3509.765625	-25.70	-11.92	1.00
3512.695313	-25.69	-12.02	1.00
3515.625000	-25.69	-12.12	1.00
3518.554688	-25.69	-12.21	1.00
3521.484375	-25.68	-12.30	1.00
3524.414063	-25.68	-12.38	1.00
3527.343750	-25.68	-12.45	1.00
3530.273438	-25.68	-12.52	1.00
3533.203125	-25.67	-12.59	1.00
3536.132813	-25.67	-12.65	1.00
3539.062500	-25.67	-12.71	1.00
3541.992188	-25.67	-12.77	1.00
3544.921875	-25.66	-12.82	1.00
3547.851563	-25.66	-12.87	1.00
3550.781250	-25.66	-12.92	1.00
3553.710938	-25.66	-12.96	1.00
3556.640625	-25.65	-13.00	1.00
3559.570313	-25.65	-13.04	1.00
3562.500000	-25.65	-13.07	1.00
3565.429688	-25.64	-13.09	1.00
3568.359375	-25.64	-13.12	1.00
3571.289063	-25.64	-13.14	1.00
3574.218750	-25.63	-13.15	1.00
3577.148438	-25.63	-13.16	1.00
3580.078125	-25.62	-13.17	1.00
3583.007813	-25.62	-13.18	1.00
3585.937500	-25.61	-13.19	1.00
3588.867188	-25.60	-13.20	1.00
3591.796875	-25.59	-13.21	1.00
3594.726563	-25.58	-13.22	1.00
3597.656250	-25.57	-13.22	1.00
3600.585938	-25.56	-13.23	1.00
3603.515625	-25.55	-13.24	1.00
3606.445313	-25.54	-13.25	1.00
3609.375000	-25.52	-13.27	1.00
3612.304688	-25.51	-13.28	1.00
3615.234375	-25.49	-13.31	1.00
3618.164063	-25.48	-13.33	1.00
3621.093750	-25.46	-13.37	1.00
3624.023438	-25.44	-13.41	1.00
3626.953125	-25.43	-13.46	1.00
3629.882813	-25.41	-13.52	1.00
3632.812500	-25.39	-13.58	1.00
3635.742188	-25.37	-13.66	1.00
3638.671875	-25.36	-13.74	1.00
3641.601563	-25.34	-13.83	1.00
3644.531250	-25.33	-13.92	1.00
3647.460938	-25.31	-14.02	1.00
3650.390625	-25.30	-14.12	1.00
3653.320313	-25.28	-14.23	1.00
3656.250000	-25.27	-14.33	1.00
3659.179688	-25.26	-14.44	1.00
3662.109375	-25.25	-14.54	1.00
3665.039063	-25.24	-14.64	1.00
3667.968750	-25.23	-14.74	1.00
3670.898438	-25.22	-14.84	1.00
3673.828125	-25.21	-14.94	1.00
3676.757813	-25.20	-15.04	1.00
3679.687500	-25.19	-15.14	1.00
3682.617188	-25.19	-15.24	1.00
3685.546875	-25.18	-15.35	1.00
3688.476563	-25.17	-15.45	1.00
3691.406250	-25.16	-15.56	1.00
3694.335938	-25.16	-15.66	1.00
3697.265625	-25.15	-15.77	1.00
3700.195313	-25.15	-15.87	1.00
3703.125000	-25.14	-15.97	1.00
3706.054688	-25.14	-16.07	1.00
3708.984375	-25.14	-16.16	1.00
3711.914063	-25.13	-16.25	1.00
3714.843750	-25.13	-16.34	1.00
3717.773438	-25.13	-16.42	1.00
3720.703125	-25.13	-16.50	1.00
3723.632813	-25.12	-16.58	1.00
3726.562500	-25.12	-16.66	1.00
3729.492188	-25.11	-16.75	1.00
3732.421875	-25.11	-16.83	1.00
3735.351563	-25.10	-16.92	1.00
3738.281250	-25.10	-17.02	1.00
3741.210938	-25.10	-17.12	1.00
3744.140625	-25.09	-17.22	1.00
3747.070313	-25.09	-17.32	1.00
3750.000000	-25.09	-17.44	1.00
3752.929688	-25.09	-17.55	1.00
3755.859375	-25.09	-17.67	1.00
3758.789063	-25.09	-17.78	1.00
3761.718750	-25.09	-17.90	1.00
3764.648438	-25.09	-18.01	1.00
3767.578125	-25.10	-18.12	1.00
3770.507813	-25.11	-18.22	1.00
3773.437500	-25.11	-18.31	1.00
3776.367188	-25.12	-18.40	1.00
3779.296875	-25.13	-18.47	1.00
3782.226563	-25.14	-18.54	1.00
3785.156250	-25.15	-18.59	1.00
3788.085938	-25.16	-18.64	1.00
3791.015625	-25.17	-18.68	1.00
3793.945313	-25.17	-18.71	1.00
3796.875000	-25.18	-18.73	1.00
3799.804688	-25.19	-18.74	1.00
3802.734375	-25.20	-18.75	1.00
3805.664063	-25.20	-18.75	1.00
3808.593750	-25.21	-18.75	1.00
3811.523438	-25.21	-18.74	1.00
3814.453125	-25.21	-18.72	1.00
3817.382813	-25.21	-18.71	1.00
3820.312500	-25.21	-18.69	1.00
3823.242188	-25.21	-18.67	1.00
3826.171875	-25.21	-18.65	1.00
3829.101563	-25.20	-18.63	1.00
3832.031250	-25.20	-18.61	1.00
3834.960938	-25.19	-18.59	1.00
3837.890625	-25.18	-18.58	1.00
3840.820313	-25.17	-18.58	1.00
3843.750000	-25.16	-18.58	1.00
3846.679688	-25.15	-18.58	1.00
3849.609375	-25.14	-18.60	1.00
3852.539063	-25.13	-18.62	1.00
3855.468750	-25.11	-18.65	1.00
3858.398438	-25.10	-18.69	1.00
3861.328125	-25.09	-18.73	1.00
3864.257813	-25.08	-18.78	1.00
3867.187500	-25.07	-18.84	1.00
3870.117188	-25.06	-18.90	1.00
3873.046875	-25.05	-18.96	1.00
3875.976563	-25.04	-19.02	1.00
3878.906250	-25.03	-19.09	1.00
3881.835938	-25.02	-19.16	1.00
3884.765625	-25.01	-19.23	1.00
3887.695313	-25.01	-19.31	1.00
3890.625000	-25.00	-19.38	1.00
3893.554688	-24.99	-19.46	1.00
3896.484375	-24.98	-19.54	1.00
3899.414063	-24.98	-19.62	1.00
3902.343750	-24.97	-19.70	1.00
3905.273438	-24.96	-19.79	1.00
3908.203125	-24.96	-19.88	1.00
3911.132813	-24.95	-19.97	1.00
3914.062500	-24.94	-20.06	1.00
3916.992188	-24.94	-20.14	1.00
3919.921875	-24.94	-20.23	1.00
3922.851563	-24.93	-20.32	1.00
3925.781250	-24.93	-20.41	1.00
3928.710938	-24.92	-20.50	1.00
3931.640625	-24.92	-20.59	1.00
3934.570313	-24.92	-20.68	1.00
3937.500000	-24.91	-20.77	1.00
3940.429688	-24.91	-20.87	1.00
3943.359375	-24.91	-20.97	1.00
3946.289063	-24.91	-21.06	1.00
3949.218750	-24.90	-21.17	1.00
3952.148438	-24.90	-21.27	1.00
3955.078125	-24.90	-21.38	1.00
3958.007813	-24.90	-21.48	1.00
3960.937500	-24.90	-21.59	1.00
3963.867188	-24.91	-21.70	1.00
3966.796875	-24.91	-21.81	1.00
3969.726563	-24.91	-21.91	1.00
3972.656250	-24.92	-22.01	1.00
3975.585938	-24.92	-22.11	1.00
3978.515625	-24.93	-22.21	1.00
3981.445313	-24.93	-22.30	1.00
3984.375000	-24.94	-22.38	1.00
3987.304688	-24.94	-22.47	1.00
3990.234375	-24.95	-22.55	1.00
3993.164063	-24.96	-22.62	1.00
3996.093750	-24.96	-22.70	1.00
3999.023438	-24.97	-22.76	1.00
4001.953125	-24.98	-22.83	1.00
4004.882813	-24.98	-22.89	1.00
4007.812500	-24.99	-22.95	1.00
4010.742188	-24.99	-23.02	1.00
4013.671875	-25.00	-23.08	1.00
4016.601563	-25.00	-23.14	1.00
4019.531250	-25.01	-23.21	1.00
4022.460938	-25.02	-23.28	1.00
4025.390625	-25.02	-23.36	1.00
4028.320313	-25.03	-23.44	1.00
4031.250000	-25.04	-23.53	1.00
4034.179688	-25.04	-23.61	1.00
4037.109375	-25.05	-23.69	1.00
4040.039063	-25.06	-23.77	1.00
4042.968750	-25.07	-23.84	1.00
4045.898438	-25.08	-23.91	1.00
4048.828125	-25.10	-23.98	1.00
4051.757813	-25.11	-24.03	1.00
4054.687500	-25.12	-24.09	1.00
4057.617188	-25.13	-24.13	1.00
4060.546875	-25.15	-24.17	1.00
4063.476563	-25.16	-24.21	1.00
4066.406250	-25.18	-24.24	1.00
4069.335938	-25.19	-24.26	1.00
4072.265625	-25.20	-24.28	1.00
4075.195313	-25.22	-24.29	1.00
4078.125000	-25.23	-24.30	1.00
4081.054688	-25.24	-24.30	1.00
4083.984375	-25.26	-24.29	1.00
4086.914063	-25.27	-24.28	1.00
4089.843750	-25.29	-24.26	1.00
4092.773438	-25.30	-24.24	1.00
4095.703125	-25.31	-24.21	1.00
4098.632813	-25.32	-24.17	1.00
4101.562500	-25.33	-24.13	1.00
4104.492188	-25.34	-24.08	1.00
4107.421875	-25.35	-24.04	1.00
4110.351563	-25.36	-23.98	1.00
4113.281250	-25.37	-23.93	1.00
4116.210938	-25.37	-23.87	1.00
4119.140625	-25.38	-23.81	1.00
4122.070313	-25.38	-23.75	1.00
4125.000000	-25.39	-23.68	1.00
4127.929688	-25.39	-23.62	1.00
4130.859375	-25.39	-23.56	1.00
4133.789063	-25.39	-23.50	1.00
4136.718750	-25.39	-23.45	1.00
4139.648438	-25.39	-23.39	1.00
4142.578125	-25.39	-23.34	1.00
4145.507813	-25.39	-23.29	1.00
4148.437500	-25.38	-23.24	1.00
4151.367188	-25.38	-23.20	1.00
4154.296875	-25.38	-23.16	1.00
4157.226563	-25.38	-23.12	1.00
4160.156250	-25.37	-23.08	1.00
4163.085938	-25.37	-23.04	1.00
4166.015625	-25.36	-23.01	1.00
4168.945313	-25.36	-22.97	1.00
4171.875000	-25.35	-22.93	1.00
4174.804688	-25.35	-22.90	1.00
