	ECM8000_TF		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
2109.375000	-6.71	-1.01	1.00
2112.304688	-6.72	-1.01	1.00
2115.234375	-6.73	-1.00	1.00
2118.164063	-6.74	-0.97	1.00
2121.093750	-6.75	-0.94	1.00
2124.023438	-6.76	-0.90	1.00
2126.953125	-6.76	-0.84	1.00
2129.882813	-6.77	-0.79	1.00
2132.812500	-6.77	-0.73	1.00
2135.742188	-6.77	-0.67	1.00
2138.671875	-6.78	-0.61	1.00
2141.601563	-6.78	-0.55	1.00
2144.531250	-6.78	-0.49	1.00
2147.460938	-6.77	-0.43	1.00
2150.390625	-6.77	-0.37	1.00
2153.320313	-6.77	-0.32	1.00
2156.250000	-6.77	-0.26	1.00
2159.179688	-6.76	-0.21	1.00
2162.109375	-6.76	-0.15	1.00
2165.039063	-6.75	-0.10	1.00
2167.968750	-6.75	-0.05	1.00
2170.898438	-6.74	-0.00	1.00
2173.828125	-6.74	0.05	1.00
2176.757813	-6.73	0.09	1.00
2179.687500	-6.72	0.14	1.00
2182.617188	-6.71	0.18	1.00
2185.546875	-6.70	0.21	1.00
2188.476563	-6.69	0.24	1.00
2191.406250	-6.68	0.25	1.00
2194.335938	-6.67	0.26	1.00
2197.265625	-6.66	0.26	1.00
2200.195313	-6.65	0.25	1.00
2203.125000	-6.64	0.23	1.00
2206.054688	-6.63	0.21	1.00
2208.984375	-6.62	0.19	1.00
2211.914063	-6.62	0.16	1.00
2214.843750	-6.61	0.12	1.00
2217.773438	-6.61	0.09	1.00
2220.703125	-6.60	0.06	1.00
2223.632813	-6.60	0.03	1.00
2226.562500	-6.60	0.01	1.00
2229.492188	-6.59	-0.02	1.00
2232.421875	-6.59	-0.04	1.00
2235.351563	-6.59	-0.05	1.00
2238.281250	-6.59	-0.07	1.00
2241.210938	-6.58	-0.08	1.00
2244.140625	-6.58	-0.10	1.00
2247.070313	-6.58	-0.11	1.00
2250.000000	-6.58	-0.13	1.00
2252.929688	-6.57	-0.14	1.00
2255.859375	-6.57	-0.16	1.00
2258.789063	-6.57	-0.17	1.00
2261.718750	-6.57	-0.19	1.00
2264.648438	-6.56	-0.20	1.00
2267.578125	-6.56	-0.21	1.00
2270.507813	-6.56	-0.22	1.00
2273.437500	-6.56	-0.22	1.00
2276.367188	-6.56	-0.23	1.00
2279.296875	-6.56	-0.23	1.00
2282.226563	-6.56	-0.23	1.00
2285.156250	-6.55	-0.24	1.00
2288.085938	-6.55	-0.24	1.00
2291.015625	-6.55	-0.23	1.00
2293.945313	-6.55	-0.23	1.00
2296.875000	-6.54	-0.22	1.00
2299.804688	-6.54	-0.21	1.00
2302.734375	-6.53	-0.21	1.00
2305.664063	-6.53	-0.20	1.00
2308.593750	-6.52	-0.20	1.00
2311.523438	-6.52	-0.20	1.00
2314.453125	-6.51	-0.21	1.00
2317.382813	-6.51	-0.21	1.00
2320.312500	-6.50	-0.23	1.00
2323.242188	-6.49	-0.24	1.00
2326.171875	-6.49	-0.26	1.00
2329.101563	-6.48	-0.28	1.00
2332.031250	-6.48	-0.30	1.00
2334.960938	-6.47	-0.33	1.00
2337.890625	-6.47	-0.35	1.00
2340.820313	-6.46	-0.38	1.00
2343.750000	-6.45	-0.41	1.00
2346.679688	-6.45	-0.44	1.00
2349.609375	-6.45	-0.48	1.00
2352.539063	-6.44	-0.51	1.00
2355.468750	-6.44	-0.55	1.00
2358.398438	-6.43	-0.59	1.00
2361.328125	-6.43	-0.63	1.00
2364.257813	-6.43	-0.67	1.00
2367.187500	-6.42	-0.72	1.00
2370.117188	-6.42	-0.77	1.00
2373.046875	-6.42	-0.83	1.00
2375.976563	-6.41	-0.89	1.00
2378.906250	-6.41	-0.95	1.00
2381.835938	-6.41	-1.02	1.00
2384.765625	-6.41	-1.09	1.00
2387.695313	-6.42	-1.16	1.00
2390.625000	-6.42	-1.24	1.00
2393.554688	-6.42	-1.32	1.00
2396.484375	-6.43	-1.39	1.00
2399.414063	-6.44	-1.46	1.00
2402.343750	-6.44	-1.53	1.00
2405.273438	-6.45	-1.58	1.00
2408.203125	-6.46	-1.63	1.00
2411.132813	-6.48	-1.68	1.00
2414.062500	-6.49	-1.71	1.00
2416.992188	-6.50	-1.73	1.00
2419.921875	-6.51	-1.75	1.00
2422.851563	-6.53	-1.75	1.00
2425.781250	-6.54	-1.74	1.00
2428.710938	-6.55	-1.72	1.00
2431.640625	-6.57	-1.69	1.00
2434.570313	-6.58	-1.65	1.00
2437.500000	-6.59	-1.61	1.00
2440.429688	-6.60	-1.55	1.00
2443.359375	-6.61	-1.49	1.00
2446.289063	-6.62	-1.43	1.00
2449.218750	-6.63	-1.36	1.00
2452.148438	-6.63	-1.28	1.00
2455.078125	-6.64	-1.20	1.00
2458.007813	-6.64	-1.11	1.00
2460.937500	-6.65	-1.02	1.00
2463.867188	-6.65	-0.93	1.00
2466.796875	-6.65	-0.83	1.00
2469.726563	-6.65	-0.73	1.00
2472.656250	-6.65	-0.63	1.00
2475.585938	-6.65	-0.54	1.00
2478.515625	-6.64	-0.44	1.00
2481.445313	-6.64	-0.34	1.00
2484.375000	-6.63	-0.25	1.00
2487.304688	-6.62	-0.15	1.00
2490.234375	-6.61	-0.07	1.00
2493.164063	-6.60	0.02	1.00
2496.093750	-6.59	0.09	1.00
2499.023438	-6.58	0.17	1.00
2501.953125	-6.56	0.23	1.00
2504.882813	-6.55	0.28	1.00
2507.812500	-6.53	0.33	1.00
2510.742188	-6.52	0.36	1.00
2513.671875	-6.50	0.39	1.00
2516.601563	-6.48	0.41	1.00
2519.531250	-6.47	0.43	1.00
2522.460938	-6.45	0.44	1.00
2525.390625	-6.44	0.45	1.00
2528.320313	-6.42	0.46	1.00
2531.250000	-6.41	0.46	1.00
2534.179688	-6.39	0.45	1.00
2537.109375	-6.38	0.45	1.00
2540.039063	-6.36	0.43	1.00
2542.968750	-6.34	0.41	1.00
2545.898438	-6.32	0.38	1.00
2548.828125	-6.30	0.34	1.00
2551.757813	-6.29	0.29	1.00
2554.687500	-6.27	0.23	1.00
2557.617188	-6.25	0.15	1.00
2560.546875	-6.24	0.07	1.00
2563.476563	-6.22	-0.03	1.00
2566.406250	-6.21	-0.15	1.00
2569.335938	-6.20	-0.27	1.00
2572.265625	-6.19	-0.40	1.00
2575.195313	-6.18	-0.53	1.00
2578.125000	-6.17	-0.68	1.00
2581.054688	-6.17	-0.83	1.00
2583.984375	-6.17	-0.97	1.00
2586.914063	-6.17	-1.12	1.00
2589.843750	-6.17	-1.26	1.00
2592.773438	-6.17	-1.39	1.00
2595.703125	-6.18	-1.53	1.00
2598.632813	-6.19	-1.66	1.00
2601.562500	-6.20	-1.78	1.00
2604.492188	-6.21	-1.90	1.00
2607.421875	-6.22	-2.01	1.00
2610.351563	-6.23	-2.11	1.00
2613.281250	-6.25	-2.21	1.00
2616.210938	-6.26	-2.29	1.00
2619.140625	-6.28	-2.36	1.00
2622.070313	-6.30	-2.42	1.00
2625.000000	-6.32	-2.46	1.00
2627.929688	-6.34	-2.49	1.00
2630.859375	-6.36	-2.50	1.00
2633.789063	-6.38	-2.50	1.00
2636.718750	-6.40	-2.47	1.00
2639.648438	-6.42	-2.44	1.00
2642.578125	-6.44	-2.39	1.00
2645.507813	-6.46	-2.32	1.00
2648.437500	-6.48	-2.24	1.00
2651.367188	-6.49	-2.15	1.00
2654.296875	-6.50	-2.04	1.00
2657.226563	-6.51	-1.93	1.00
2660.156250	-6.52	-1.82	1.00
2663.085938	-6.53	-1.70	1.00
2666.015625	-6.53	-1.58	1.00
2668.945313	-6.53	-1.46	1.00
2671.875000	-6.53	-1.35	1.00
2674.804688	-6.53	-1.24	1.00
2677.734375	-6.52	-1.13	1.00
2680.664063	-6.52	-1.04	1.00
2683.593750	-6.51	-0.94	1.00
2686.523438	-6.50	-0.86	1.00
2689.453125	-6.49	-0.78	1.00
2692.382813	-6.48	-0.71	1.00
2695.312500	-6.47	-0.65	1.00
2698.242188	-6.46	-0.59	1.00
2701.171875	-6.45	-0.53	1.00
2704.101563	-6.44	-0.48	1.00
2707.031250	-6.43	-0.44	1.00
2709.960938	-6.42	-0.40	1.00
2712.890625	-6.40	-0.36	1.00
2715.820313	-6.39	-0.34	1.00
2718.750000	-6.38	-0.32	1.00
2721.679688	-6.36	-0.31	1.00
2724.609375	-6.35	-0.31	1.00
2727.539063	-6.33	-0.32	1.00
2730.468750	-6.32	-0.33	1.00
2733.398438	-6.31	-0.36	1.00
2736.328125	-6.30	-0.39	1.00
2739.257813	-6.28	-0.43	1.00
2742.187500	-6.27	-0.47	1.00
2745.117188	-6.26	-0.52	1.00
2748.046875	-6.26	-0.57	1.00
2750.976563	-6.25	-0.62	1.00
2753.906250	-6.24	-0.67	1.00
2756.835938	-6.24	-0.73	1.00
2759.765625	-6.23	-0.79	1.00
2762.695313	-6.23	-0.84	1.00
2765.625000	-6.22	-0.90	1.00
2768.554688	-6.22	-0.96	1.00
2771.484375	-6.22	-1.02	1.00
2774.414063	-6.21	-1.08	1.00
2777.343750	-6.21	-1.14	1.00
2780.273438	-6.21	-1.21	1.00
2783.203125	-6.21	-1.27	1.00
2786.132813	-6.22	-1.33	1.00
2789.062500	-6.22	-1.38	1.00
2791.992188	-6.23	-1.43	1.00
2794.921875	-6.23	-1.46	1.00
2797.851563	-6.24	-1.49	1.00
2800.781250	-6.24	-1.50	1.00
2803.710938	-6.25	-1.51	1.00
2806.640625	-6.25	-1.52	1.00
2809.570313	-6.26	-1.51	1.00
2812.500000	-6.26	-1.50	1.00
2815.429688	-6.26	-1.49	1.00
2818.359375	-6.27	-1.48	1.00
2821.289063	-6.27	-1.46	1.00
2824.218750	-6.27	-1.44	1.00
2827.148438	-6.27	-1.43	1.00
2830.078125	-6.27	-1.41	1.00
2833.007813	-6.26	-1.40	1.00
2835.937500	-6.26	-1.39	1.00
2838.867188	-6.26	-1.39	1.00
2841.796875	-6.26	-1.38	1.00
2844.726563	-6.26	-1.38	1.00
2847.656250	-6.25	-1.37	1.00
2850.585938	-6.25	-1.37	1.00
2853.515625	-6.25	-1.37	1.00
2856.445313	-6.25	-1.37	1.00
2859.375000	-6.25	-1.37	1.00
2862.304688	-6.25	-1.37	1.00
2865.234375	-6.25	-1.36	1.00
2868.164063	-6.24	-1.36	1.00
2871.093750	-6.24	-1.35	1.00
2874.023438	-6.24	-1.35	1.00
2876.953125	-6.24	-1.34	1.00
2879.882813	-6.23	-1.34	1.00
2882.812500	-6.23	-1.33	1.00
2885.742188	-6.23	-1.33	1.00
2888.671875	-6.22	-1.32	1.00
2891.601563	-6.22	-1.32	1.00
2894.531250	-6.21	-1.32	1.00
2897.460938	-6.20	-1.32	1.00
2900.390625	-6.20	-1.33	1.00
2903.320313	-6.19	-1.34	1.00
2906.250000	-6.18	-1.36	1.00
2909.179688	-6.17	-1.39	1.00
2912.109375	-6.16	-1.43	1.00
2915.039063	-6.15	-1.48	1.00
2917.968750	-6.14	-1.55	1.00
2920.898438	-6.14	-1.62	1.00
2923.828125	-6.13	-1.71	1.00
2926.757813	-6.13	-1.81	1.00
2929.687500	-6.13	-1.91	1.00
2932.617188	-6.13	-2.02	1.00
2935.546875	-6.14	-2.13	1.00
2938.476563	-6.15	-2.23	1.00
2941.406250	-6.16	-2.32	1.00
2944.335938	-6.17	-2.38	1.00
2947.265625	-6.19	-2.43	1.00
2950.195313	-6.20	-2.47	1.00
2953.125000	-6.22	-2.48	1.00
2956.054688	-6.24	-2.48	1.00
2958.984375	-6.25	-2.46	1.00
2961.914063	-6.27	-2.43	1.00
2964.843750	-6.28	-2.40	1.00
2967.773438	-6.30	-2.35	1.00
2970.703125	-6.31	-2.30	1.00
2973.632813	-6.32	-2.24	1.00
2976.562500	-6.33	-2.18	1.00
2979.492188	-6.33	-2.11	1.00
2982.421875	-6.34	-2.04	1.00
2985.351563	-6.35	-1.97	1.00
2988.281250	-6.35	-1.90	1.00
2991.210938	-6.35	-1.82	1.00
2994.140625	-6.35	-1.75	1.00
2997.070313	-6.36	-1.67	1.00
3000.000000	-6.36	-1.60	1.00
3002.929688	-6.35	-1.53	1.00
3005.859375	-6.35	-1.46	1.00
3008.789063	-6.35	-1.39	1.00
3011.718750	-6.35	-1.32	1.00
3014.648438	-6.34	-1.25	1.00
3017.578125	-6.34	-1.19	1.00
3020.507813	-6.33	-1.13	1.00
3023.437500	-6.32	-1.07	1.00
3026.367188	-6.32	-1.01	1.00
3029.296875	-6.31	-0.96	1.00
3032.226563	-6.30	-0.92	1.00
3035.156250	-6.29	-0.88	1.00
3038.085938	-6.28	-0.85	1.00
3041.015625	-6.27	-0.82	1.00
3043.945313	-6.26	-0.80	1.00
3046.875000	-6.25	-0.79	1.00
3049.804688	-6.24	-0.78	1.00
3052.734375	-6.24	-0.77	1.00
3055.664063	-6.23	-0.76	1.00
3058.593750	-6.22	-0.75	1.00
3061.523438	-6.21	-0.75	1.00
3064.453125	-6.21	-0.75	1.00
3067.382813	-6.20	-0.74	1.00
3070.312500	-6.19	-0.74	1.00
3073.242188	-6.19	-0.74	1.00
3076.171875	-6.18	-0.73	1.00
3079.101563	-6.18	-0.73	1.00
3082.031250	-6.17	-0.73	1.00
3084.960938	-6.16	-0.73	1.00
3087.890625	-6.16	-0.73	1.00
3090.820313	-6.15	-0.74	1.00
3093.750000	-6.15	-0.74	1.00
3096.679688	-6.14	-0.74	1.00
3099.609375	-6.14	-0.75	1.00
3102.539063	-6.13	-0.75	1.00
3105.468750	-6.13	-0.75	1.00
3108.398438	-6.13	-0.75	1.00
3111.328125	-6.12	-0.74	1.00
3114.257813	-6.12	-0.73	1.00
3117.187500	-6.12	-0.71	1.00
3120.117188	-6.11	-0.69	1.00
3123.046875	-6.11	-0.67	1.00
3125.976563	-6.10	-0.65	1.00
3128.906250	-6.10	-0.62	1.00
3131.835938	-6.09	-0.60	1.00
3134.765625	-6.08	-0.59	1.00
3137.695313	-6.07	-0.57	1.00
3140.625000	-6.06	-0.56	1.00
3143.554688	-6.05	-0.56	1.00
3146.484375	-6.04	-0.56	1.00
3149.414063	-6.03	-0.56	1.00
3152.343750	-6.02	-0.58	1.00
3155.273438	-6.01	-0.59	1.00
3158.203125	-6.00	-0.61	1.00
3161.132813	-5.99	-0.63	1.00
3164.062500	-5.98	-0.66	1.00
3166.992188	-5.97	-0.69	1.00
3169.921875	-5.97	-0.73	1.00
3172.851563	-5.96	-0.77	1.00
3175.781250	-5.95	-0.81	1.00
3178.710938	-5.94	-0.86	1.00
3181.640625	-5.93	-0.91	1.00
3184.570313	-5.93	-0.97	1.00
3187.500000	-5.92	-1.04	1.00
3190.429688	-5.91	-1.11	1.00
3193.359375	-5.91	-1.19	1.00
3196.289063	-5.91	-1.26	1.00
3199.218750	-5.90	-1.34	1.00
3202.148438	-5.90	-1.42	1.00
3205.078125	-5.90	-1.50	1.00
3208.007813	-5.91	-1.58	1.00
3210.937500	-5.91	-1.65	1.00
3213.867188	-5.91	-1.72	1.00
3216.796875	-5.92	-1.78	1.00
3219.726563	-5.93	-1.84	1.00
3222.656250	-5.93	-1.89	1.00
3225.585938	-5.94	-1.93	1.00
3228.515625	-5.95	-1.97	1.00
3231.445313	-5.95	-1.99	1.00
3234.375000	-5.96	-2.02	1.00
3237.304688	-5.97	-2.03	1.00
3240.234375	-5.97	-2.05	1.00
3243.164063	-5.98	-2.06	1.00
3246.093750	-5.98	-2.07	1.00
3249.023438	-5.99	-2.08	1.00
3251.953125	-6.00	-2.09	1.00
3254.882813	-6.00	-2.10	1.00
3257.812500	-6.01	-2.12	1.00
3260.742188	-6.01	-2.13	1.00
3263.671875	-6.02	-2.14	1.00
3266.601563	-6.03	-2.14	1.00
3269.531250	-6.04	-2.14	1.00
3272.460938	-6.05	-2.13	1.00
3275.390625	-6.06	-2.10	1.00
3278.320313	-6.07	-2.07	1.00
3281.250000	-6.08	-2.02	1.00
3284.179688	-6.09	-1.97	1.00
3287.109375	-6.11	-1.89	1.00
3290.039063	-6.12	-1.81	1.00
3292.968750	-6.12	-1.72	1.00
3295.898438	-6.13	-1.61	1.00
3298.828125	-6.14	-1.50	1.00
3301.757813	-6.14	-1.39	1.00
3304.687500	-6.14	-1.26	1.00
3307.617188	-6.14	-1.14	1.00
3310.546875	-6.14	-1.02	1.00
3313.476563	-6.13	-0.90	1.00
3316.406250	-6.12	-0.79	1.00
3319.335938	-6.11	-0.68	1.00
3322.265625	-6.10	-0.57	1.00
3325.195313	-6.08	-0.48	1.00
3328.125000	-6.07	-0.39	1.00
3331.054688	-6.05	-0.32	1.00
3333.984375	-6.03	-0.25	1.00
3336.914063	-6.01	-0.19	1.00
3339.843750	-5.99	-0.15	1.00
3342.773438	-5.97	-0.12	1.00
3345.703125	-5.96	-0.10	1.00
3348.632813	-5.94	-0.09	1.00
3351.562500	-5.92	-0.09	1.00
3354.492188	-5.90	-0.09	1.00
3357.421875	-5.88	-0.11	1.00
3360.351563	-5.86	-0.14	1.00
3363.281250	-5.84	-0.18	1.00
3366.210938	-5.83	-0.22	1.00
3369.140625	-5.81	-0.27	1.00
3372.070313	-5.80	-0.33	1.00
3375.000000	-5.78	-0.39	1.00
3377.929688	-5.77	-0.46	1.00
3380.859375	-5.76	-0.53	1.00
3383.789063	-5.75	-0.60	1.00
3386.718750	-5.74	-0.67	1.00
3389.648438	-5.73	-0.73	1.00
3392.578125	-5.73	-0.80	1.00
3395.507813	-5.72	-0.87	1.00
3398.437500	-5.71	-0.93	1.00
3401.367188	-5.71	-1.00	1.00
3404.296875	-5.70	-1.06	1.00
3407.226563	-5.70	-1.12	1.00
3410.156250	-5.69	-1.19	1.00
3413.085938	-5.69	-1.25	1.00
3416.015625	-5.68	-1.31	1.00
3418.945313	-5.68	-1.37	1.00
3421.875000	-5.68	-1.43	1.00
3424.804688	-5.68	-1.49	1.00
3427.734375	-5.68	-1.54	1.00
3430.664063	-5.68	-1.59	1.00
3433.593750	-5.68	-1.64	1.00
3436.523438	-5.68	-1.68	1.00
3439.453125	-5.68	-1.72	1.00
3442.382813	-5.68	-1.76	1.00
3445.312500	-5.68	-1.79	1.00
3448.242188	-5.69	-1.82	1.00
3451.171875	-5.69	-1.85	1.00
3454.101563	-5.69	-1.87	1.00
3457.031250	-5.69	-1.88	1.00
3459.960938	-5.70	-1.90	1.00
3462.890625	-5.70	-1.91	1.00
3465.820313	-5.70	-1.92	1.00
3468.750000	-5.70	-1.92	1.00
3471.679688	-5.70	-1.92	1.00
3474.609375	-5.70	-1.92	1.00
3477.539063	-5.70	-1.91	1.00
3480.468750	-5.70	-1.91	1.00
3483.398438	-5.70	-1.91	1.00
3486.328125	-5.70	-1.91	1.00
3489.257813	-5.70	-1.91	1.00
3492.187500	-5.70	-1.91	1.00
3495.117188	-5.70	-1.91	1.00
3498.046875	-5.70	-1.91	1.00
3500.976563	-5.69	-1.92	1.00
3503.906250	-5.69	-1.92	1.00
3506.835938	-5.69	-1.92	1.00
3509.765625	-5.69	-1.92	1.00
3512.695313	-5.69	-1.91	1.00
3515.625000	-5.69	-1.91	1.00
3518.554688	-5.69	-1.90	1.00
3521.484375	-5.68	-1.89	1.00
3524.414063	-5.68	-1.88	1.00
3527.343750	-5.68	-1.88	1.00
3530.273438	-5.67	-1.87	1.00
3533.203125	-5.67	-1.87	1.00
3536.132813	-5.66	-1.87	1.00
3539.062500	-5.66	-1.87	1.00
3541.992188	-5.65	-1.88	1.00
3544.921875	-5.65	-1.89	1.00
3547.851563	-5.64	-1.91	1.00
3550.781250	-5.64	-1.93	1.00
3553.710938	-5.63	-1.95	1.00
3556.640625	-5.63	-1.98	1.00
3559.570313	-5.63	-2.01	1.00
3562.500000	-5.62	-2.04	1.00
3565.429688	-5.62	-2.07	1.00
3568.359375	-5.62	-2.10	1.00
3571.289063	-5.62	-2.13	1.00
3574.218750	-5.61	-2.16	1.00
3577.148438	-5.61	-2.18	1.00
3580.078125	-5.61	-2.21	1.00
3583.007813	-5.61	-2.24	1.00
3585.937500	-5.61	-2.26	1.00
3588.867188	-5.61	-2.29	1.00
3591.796875	-5.61	-2.31	1.00
3594.726563	-5.61	-2.34	1.00
3597.656250	-5.61	-2.36	1.00
3600.585938	-5.62	-2.38	1.00
3603.515625	-5.62	-2.40	1.00
3606.445313	-5.62	-2.42	1.00
3609.375000	-5.63	-2.43	1.00
3612.304688	-5.63	-2.44	1.00
3615.234375	-5.64	-2.44	1.00
3618.164063	-5.64	-2.43	1.00
3621.093750	-5.65	-2.41	1.00
3624.023438	-5.65	-2.38	1.00
3626.953125	-5.65	-2.35	1.00
3629.882813	-5.66	-2.31	1.00
3632.812500	-5.66	-2.26	1.00
3635.742188	-5.66	-2.21	1.00
3638.671875	-5.67	-2.16	1.00
3641.601563	-5.67	-2.10	1.00
3644.531250	-5.66	-2.04	1.00
3647.460938	-5.66	-1.97	1.00
3650.390625	-5.66	-1.91	1.00
3653.320313	-5.65	-1.85	1.00
3656.250000	-5.64	-1.79	1.00
3659.179688	-5.64	-1.73	1.00
3662.109375	-5.63	-1.68	1.00
3665.039063	-5.61	-1.63	1.00
3667.968750	-5.60	-1.58	1.00
3670.898438	-5.59	-1.55	1.00
3673.828125	-5.58	-1.51	1.00
3676.757813	-5.56	-1.49	1.00
3679.687500	-5.55	-1.47	1.00
3682.617188	-5.53	-1.46	1.00
3685.546875	-5.51	-1.45	1.00
3688.476563	-5.50	-1.46	1.00
3691.406250	-5.48	-1.47	1.00
3694.335938	-5.47	-1.49	1.00
3697.265625	-5.45	-1.51	1.00
3700.195313	-5.44	-1.54	1.00
3703.125000	-5.42	-1.58	1.00
3706.054688	-5.41	-1.62	1.00
3708.984375	-5.39	-1.67	1.00
3711.914063	-5.38	-1.72	1.00
3714.843750	-5.37	-1.77	1.00
3717.773438	-5.35	-1.83	1.00
3720.703125	-5.34	-1.90	1.00
3723.632813	-5.33	-1.97	1.00
3726.562500	-5.31	-2.05	1.00
3729.492188	-5.30	-2.13	1.00
3732.421875	-5.29	-2.21	1.00
3735.351563	-5.28	-2.31	1.00
3738.281250	-5.27	-2.41	1.00
3741.210938	-5.26	-2.51	1.00
3744.140625	-5.25	-2.63	1.00
3747.070313	-5.24	-2.75	1.00
3750.000000	-5.24	-2.87	1.00
3752.929688	-5.24	-3.01	1.00
3755.859375	-5.23	-3.14	1.00
3758.789063	-5.23	-3.28	1.00
3761.718750	-5.24	-3.42	1.00
3764.648438	-5.24	-3.54	1.00
3767.578125	-5.25	-3.66	1.00
3770.507813	-5.25	-3.77	1.00
3773.437500	-5.26	-3.88	1.00
3776.367188	-5.27	-3.97	1.00
3779.296875	-5.28	-4.04	1.00
3782.226563	-5.30	-4.11	1.00
3785.156250	-5.31	-4.17	1.00
3788.085938	-5.32	-4.22	1.00
3791.015625	-5.33	-4.26	1.00
3793.945313	-5.35	-4.29	1.00
3796.875000	-5.36	-4.31	1.00
3799.804688	-5.37	-4.32	1.00
3802.734375	-5.39	-4.33	1.00
3805.664063	-5.40	-4.32	1.00
3808.593750	-5.41	-4.30	1.00
3811.523438	-5.43	-4.27	1.00
3814.453125	-5.44	-4.23	1.00
3817.382813	-5.45	-4.18	1.00
3820.312500	-5.46	-4.12	1.00
3823.242188	-5.47	-4.05	1.00
3826.171875	-5.48	-3.98	1.00
3829.101563	-5.48	-3.90	1.00
3832.031250	-5.48	-3.82	1.00
3834.960938	-5.49	-3.73	1.00
3837.890625	-5.48	-3.65	1.00
3840.820313	-5.48	-3.58	1.00
3843.750000	-5.48	-3.50	1.00
3846.679688	-5.47	-3.44	1.00
3849.609375	-5.46	-3.38	1.00
3852.539063	-5.45	-3.34	1.00
3855.468750	-5.44	-3.30	1.00
3858.398438	-5.43	-3.28	1.00
3861.328125	-5.42	-3.26	1.00
3864.257813	-5.42	-3.25	1.00
3867.187500	-5.41	-3.25	1.00
3870.117188	-5.40	-3.25	1.00
3873.046875	-5.39	-3.26	1.00
3875.976563	-5.39	-3.26	1.00
3878.906250	-5.38	-3.27	1.00
3881.835938	-5.38	-3.27	1.00
3884.765625	-5.37	-3.27	1.00
3887.695313	-5.37	-3.27	1.00
3890.625000	-5.36	-3.27	1.00
3893.554688	-5.36	-3.26	1.00
3896.484375	-5.35	-3.25	1.00
3899.414063	-5.35	-3.24	1.00
3902.343750	-5.34	-3.23	1.00
3905.273438	-5.34	-3.22	1.00
3908.203125	-5.33	-3.21	1.00
3911.132813	-5.32	-3.21	1.00
3914.062500	-5.31	-3.20	1.00
3916.992188	-5.30	-3.21	1.00
3919.921875	-5.29	-3.21	1.00
3922.851563	-5.28	-3.23	1.00
3925.781250	-5.27	-3.24	1.00
3928.710938	-5.26	-3.27	1.00
3931.640625	-5.25	-3.31	1.00
3934.570313	-5.24	-3.35	1.00
3937.500000	-5.23	-3.40	1.00
3940.429688	-5.22	-3.46	1.00
3943.359375	-5.21	-3.52	1.00
3946.289063	-5.20	-3.58	1.00
3949.218750	-5.20	-3.65	1.00
3952.148438	-5.19	-3.71	1.00
3955.078125	-5.19	-3.78	1.00
3958.007813	-5.18	-3.84	1.00
3960.937500	-5.18	-3.91	1.00
3963.867188	-5.17	-3.97	1.00
3966.796875	-5.17	-4.03	1.00
3969.726563	-5.17	-4.09	1.00
3972.656250	-5.17	-4.16	1.00
3975.585938	-5.17	-4.22	1.00
3978.515625	-5.17	-4.28	1.00
3981.445313	-5.17	-4.34	1.00
3984.375000	-5.17	-4.40	1.00
3987.304688	-5.17	-4.45	1.00
3990.234375	-5.17	-4.50	1.00
3993.164063	-5.17	-4.55	1.00
3996.093750	-5.18	-4.59	1.00
3999.023438	-5.18	-4.63	1.00
4001.953125	-5.18	-4.66	1.00
4004.882813	-5.19	-4.68	1.00
4007.812500	-5.19	-4.70	1.00
4010.742188	-5.19	-4.71	1.00
4013.671875	-5.19	-4.72	1.00
4016.601563	-5.19	-4.73	1.00
4019.531250	-5.19	-4.75	1.00
4022.460938	-5.18	-4.76	1.00
4025.390625	-5.18	-4.78	1.00
4028.320313	-5.18	-4.80	1.00
4031.250000	-5.17	-4.83	1.00
4034.179688	-5.17	-4.86	1.00
4037.109375	-5.16	-4.90	1.00
4040.039063	-5.16	-4.94	1.00
4042.968750	-5.16	-4.98	1.00
4045.898438	-5.15	-5.04	1.00
4048.828125	-5.15	-5.10	1.00
4051.757813	-5.15	-5.16	1.00
4054.687500	-5.14	-5.23	1.00
4057.617188	-5.14	-5.30	1.00
4060.546875	-5.14	-5.38	1.00
4063.476563	-5.14	-5.45	1.00
4066.406250	-5.14	-5.53	1.00
4069.335938	-5.15	-5.61	1.00
4072.265625	-5.15	-5.68	1.00
4075.195313	-5.16	-5.76	1.00
4078.125000	-5.16	-5.82	1.00
4081.054688	-5.17	-5.88	1.00
4083.984375	-5.18	-5.94	1.00
4086.914063	-5.19	-5.98	1.00
4089.843750	-5.20	-6.02	1.00
4092.773438	-5.20	-6.05	1.00
4095.703125	-5.21	-6.07	1.00
4098.632813	-5.22	-6.09	1.00
4101.562500	-5.23	-6.09	1.00
4104.492188	-5.24	-6.09	1.00
4107.421875	-5.25	-6.09	1.00
4110.351563	-5.26	-6.08	1.00
4113.281250	-5.26	-6.07	1.00
4116.210938	-5.27	-6.05	1.00
4119.140625	-5.27	-6.04	1.00
4122.070313	-5.28	-6.02	1.00
4125.000000	-5.29	-6.00	1.00
4127.929688	-5.29	-5.97	1.00
4130.859375	-5.30	-5.95	1.00
4133.789063	-5.30	-5.92	1.00
4136.718750	-5.30	-5.90	1.00
4139.648438	-5.31	-5.86	1.00
4142.578125	-5.31	-5.83	1.00
4145.507813	-5.31	-5.80	1.00
4148.437500	-5.31	-5.77	1.00
4151.367188	-5.31	-5.73	1.00
4154.296875	-5.32	-5.70	1.00
